feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
CON34__3956	Group	MI	-0.805920404944523	0.311020101808872	84	11	0.0113181129879596	0.214487518263628
MI12__72514	Group	MI	1.33811683844862	0.51875594520068	84	18	0.0116796288583997	0.216769507425349
MI19__49351	Group	MI	1.67453626171954	0.650253517362999	84	59	0.0118135631209316	0.216769507425349
CON19__37443	Group	MI	-1.33067932957919	0.519942119707566	84	25	0.0123255814661393	0.217135154912066
HF15__99032	Group	MI	0.928183960131165	0.361609898784246	84	10	0.0120810929266598	0.217135154912066
HF28__108909	Group	MI	-1.50771347865387	0.589616039839709	84	35	0.0123969898133186	0.217135154912066
CON31__45639	Group	MI	-1.9797678754669	0.781171578464969	84	47	0.0131674602960696	0.226926658305003
MI13__94232	Group	MI	1.6093570014819	0.63631530965104	84	38	0.0133486269591178	0.226926658305003
HF37__44609	Group	MI	1.49403050831755	0.599272634615314	84	42	0.0146762287099628	0.242367434124528
MI12__81309	Group	MI	2.04860743270357	0.821717068876965	84	30	0.0146759169134539	0.242367434124528
CON13__38366	Group	MI	-1.32840269996808	0.535913954752654	84	41	0.0152344326229025	0.24804231143768
MI8__76034	Group	MI	1.70043067690973	0.689718505373834	84	34	0.0157727345692095	0.253240016138975
MI25__71463	Group	MI	-1.80377697698866	0.734198698473967	84	70	0.0161281703015749	0.255399518748227
MI8__127853	Group	MI	1.85332328780076	0.762196308593008	84	45	0.0172129308197589	0.268893892265423
MI21__38893	Group	MI	1.9954911593109	0.823734126251205	84	34	0.017618017759131	0.271552380394073
HF32__41880	Group	MI	-1.07926867049157	0.447908968678147	84	19	0.0182103960721936	0.27698970867705
MI13__108308	Group	MI	1.4101809602029	0.586790912840131	84	47	0.0185085440836999	0.277868531957885
CON20__8042	Group	MI	1.74508582023221	0.730802363882204	84	67	0.0192435670584328	0.285199532301901
CON19__26976	Group	MI	-1.58404797900567	0.667356268932772	84	69	0.0199530543088408	0.28832163476275
CON26__36901	Group	MI	1.51646359304253	0.638115686537601	84	83	0.0198094679983554	0.28832163476275
HF15__100025	Group	MI	1.59339765204476	0.682609126738723	84	25	0.022028284801112	0.314378978149203
HF38__2107	Group	MI	-1.10039265794419	0.472916429196777	84	27	0.0224422822744325	0.316381442795658
MI28__33781	Group	MI	1.69718596998936	0.732094968009861	84	77	0.0229264680627493	0.31931321783781
CON4__16143	Group	MI	-1.1324597373628	0.49234236487707	84	23	0.023981119925554	0.322350867836516
HF48__31437	Group	MI	1.38519314038502	0.601699301650427	84	64	0.023863285017001	0.322350867836516
MI30__2851	Group	MI	-1.79311378102779	0.778614711651915	84	39	0.0238149158139314	0.322350867836516
CON44__73208	Group	MI	-1.49226451822592	0.655609303707699	84	29	0.0254443315552647	0.33178597260666
HF33__41577	Group	MI	1.66039255388077	0.729036874235664	84	64	0.0253589715644994	0.33178597260666
MI38__73232	Group	MI	1.01478303988875	0.446145180605053	84	26	0.0255440757456685	0.33178597260666
HF37__19724	Group	MI	1.38756834749154	0.613060152358408	84	78	0.026256592513917	0.333545285121846
HF9__167	Group	MI	0.960534453325955	0.424229336413189	84	26	0.0262026677676774	0.333545285121846
HF9__8746	Group	MI	1.14131223981931	0.507198518165927	84	29	0.0271126649626481	0.340676529313274
HF38__1166	Group	MI	-0.552439742741381	0.247413191906637	84	13	0.0282833916919941	0.347825540382395
MI19__6784	Group	MI	1.30241806594219	0.582781169440505	84	31	0.0281484383096387	0.347825540382395
HF13__11512	Group	MI	-1.22784762588077	0.558784341449046	84	30	0.0308161032187162	0.368412856435068
MI11__131268	Group	MI	0.824130793361522	0.374016888206862	84	15	0.0303671096350148	0.368412856435068
MI19__7321	Group	MI	1.55869806451732	0.709776434740399	84	49	0.0309135355313163	0.368412856435068
MI37__9456	Group	MI	1.33323177743589	0.608965123513418	84	60	0.0314145040575129	0.370562925413111
MI2__81543	Group	MI	1.86381004905904	0.85587692693745	84	53	0.0323046140850125	0.377213473558328
CON19__33387	Group	MI	-1.63285942319033	0.763455855823721	84	47	0.0354289259976161	0.400882027326016
CON46__87773	Group	MI	-1.53218857976297	0.717716526706222	84	47	0.0357616581524925	0.400882027326016
HF24__54761	Group	MI	-1.32656816533384	0.617683067289556	84	27	0.0346933992141299	0.400882027326016
HF46__39087	Group	MI	-1.72907877849188	0.811309952489224	84	53	0.0360655111089149	0.400882027326016
MI2__12597	Group	MI	-1.32347608122788	0.618528734023713	84	40	0.0353501990514592	0.400882027326016
HF32__28961	Group	MI	-1.52204104347076	0.717525393723748	84	46	0.036921768142922	0.402656263898282
HF38__2035	Group	MI	-0.703812386852277	0.331493004836895	84	20	0.0367554891595029	0.402656263898282
HF7__74943	Group	MI	1.64504582799661	0.780801429770999	84	55	0.038185193691659	0.41254284025755
CON13__49865	Group	MI	-1.08657623115969	0.527825497980244	84	29	0.0427083819818139	0.416708914049361
CON32__30458	Group	MI	1.37211005367327	0.660790316455611	84	65	0.0409822425055675	0.416708914049361
HF10__24733	Group	MI	1.1191409876793	0.544705687241077	84	79	0.0431040955648354	0.416708914049361
HF24__13775	Group	MI	1.24347720344589	0.594531380311442	84	62	0.0395755446561861	0.416708914049361
HF27__136154	Group	MI	1.25429727822401	0.606184529451981	84	79	0.0416797173011918	0.416708914049361
HF27__93109	Group	MI	0.426605899629486	0.206699427547827	84	13	0.0421897661238208	0.416708914049361
HF39__7688	Group	MI	1.21910871402914	0.593807133621636	84	23	0.0432569806971655	0.416708914049361
HF47__61033	Group	MI	2.13510242767072	1.01928106582938	84	62	0.0392830064730507	0.416708914049361
HF6__117396	Group	MI	-1.82491476136568	0.877579143242184	84	26	0.0406967582394122	0.416708914049361
MI10__13245	Group	MI	1.12305116676198	0.546510416468464	84	36	0.0430674557038165	0.416708914049361
MI11__39458	Group	MI	-1.52877137629534	0.74031363203125	84	40	0.0420793108864751	0.416708914049361
MI37__24379	Group	MI	1.22612344456162	0.596273503213895	84	25	0.0429328964612015	0.416708914049361
MI7__1225	Group	MI	1.87122470994622	0.903742376196626	84	65	0.0415488773547382	0.416708914049361
MI37__40529	Group	MI	1.45539009516267	0.711266337728159	84	23	0.043941464528882	0.419804404920559
CON19__28358	Group	MI	-0.862374786732165	0.426002478704405	84	15	0.0461902598315381	0.427167522922065
CON26__34383	Group	MI	-1.02510861841329	0.505662197235922	84	22	0.0458844359333788	0.427167522922065
HF20__70910	Group	MI	1.37519449030497	0.676407959400174	84	70	0.0452790762834879	0.427167522922065
MI22__69577	Group	MI	0.82612518554813	0.407389345227039	84	10	0.0458225966080095	0.427167522922065
MI14__129161	Group	MI	1.17077031343857	0.57935733206931	84	28	0.0465629878748137	0.427196936375275
CON22__64406	Group	MI	1.38980720139618	0.693809774369495	84	74	0.048464207186143	0.434539544456023
HF3__44950	Group	MI	1.13476922689905	0.566560687755723	84	24	0.048491004528397	0.434539544456023
MI26__5653	Group	MI	-2.08790403744935	1.03973653131177	84	66	0.0479239736846122	0.434539544456023
MI8__19506	Group	MI	1.54444510656936	0.77287839069593	84	45	0.0489979824716115	0.435705136439868
HF41__61688	Group	MI	1.621220424486	0.817197903504419	84	56	0.0506153203277447	0.445292765141264
HF5__20927	Group	MI	-1.1708256845419	0.590775021625633	84	35	0.0508465787185527	0.445292765141264
HF2__102754	Group	MI	0.750383954732976	0.38233350980747	84	28	0.0530788582543594	0.461347068737139
MI15__6069	Group	MI	-1.22220179806768	0.624267455993984	84	25	0.0536526108635505	0.462853866852719
CON12__7482	Group	MI	-0.709936294008558	0.363670622886706	84	12	0.0543344091464457	0.465263533135491
MI13__26427	Group	MI	1.37750751008247	0.710013478684657	84	30	0.0558031719155398	0.474326961282088
HF25__42038	Group	MI	-0.95133337510087	0.495213894458687	84	23	0.058199771318111	0.489557445836511
HF6__89710	Group	MI	-1.32304122707664	0.689383240954253	84	25	0.058441978828234	0.489557445836511
HF17__64840	Group	MI	1.06755834878765	0.557231375046415	84	41	0.0588723894982104	0.489614980287275
MI33__79775	Group	MI	1.10719743084955	0.578999580247592	84	34	0.0593348735891545	0.489936527636162
CON31__541	Group	MI	-1.33423650770047	0.699909414848822	84	42	0.0601146641236395	0.492854976786718
CON13__134529	Group	MI	-0.935858286697695	0.497188215883052	84	27	0.063342124491222	0.495074715989211
CON30__86319	Group	MI	-0.735180353724243	0.39194636703537	84	14	0.0642528691425038	0.495074715989211
CON31__31246	Group	MI	-1.24007329722226	0.660957708152736	84	29	0.0641889289028609	0.495074715989211
CON31__37496	Group	MI	-0.632732160280863	0.335679906795379	84	11	0.0629820773809272	0.495074715989211
CON35__4200	Group	MI	1.63836633223332	0.865220395131727	84	49	0.0618071925484789	0.495074715989211
HF8__87073	Group	MI	1.47267245591774	0.786372865568937	84	54	0.0646680641127775	0.495074715989211
MI10__14267	Group	MI	1.14458133237447	0.610943498071775	84	50	0.0645667890281097	0.495074715989211
MI19__11846	Group	MI	1.51130804029088	0.802373406290501	84	81	0.0631711361852025	0.495074715989211
MI37__39745	Group	MI	1.05644652776887	0.560390371666209	84	82	0.0629450941651929	0.495074715989211
MI9__51614	Group	MI	-1.38947453943625	0.737020118944378	84	45	0.0629365497189441	0.495074715989211
CON20__1276	Group	MI	-0.664375981194538	0.35811435070718	84	11	0.0671603620924105	0.496394237417951
CON6__19195	Group	MI	-1.25970825452949	0.677091341173458	84	52	0.0664038384522455	0.496394237417951
HF43__40469	Group	MI	-1.00467703257243	0.542062840223957	84	81	0.0674168644244104	0.496394237417951
MI19__40101	Group	MI	1.43512653891091	0.768864410618933	84	73	0.0655384763046885	0.496394237417951
MI19__60591	Group	MI	1.35397783405552	0.728796574516843	84	49	0.066782837848787	0.496394237417951
MI37__66864	Group	MI	1.40696430819261	0.757371104226682	84	72	0.0668018266178042	0.496394237417951
CON2__9349	Group	MI	-1.09282965948065	0.595288086019314	84	15	0.0700121248784851	0.497330485122809
HF12__35740	Group	MI	-1.06539635379776	0.580583835074266	84	15	0.0701253192690467	0.497330485122809
HF22__47781	Group	MI	1.44698324627366	0.783765531776361	84	78	0.0684723500392185	0.497330485122809
HF36__8360	Group	MI	-1.0087817684121	0.547929255816554	84	83	0.0692262924477917	0.497330485122809
HF44__85191	Group	MI	-1.47128432053875	0.797296002881964	84	18	0.0685973944069066	0.497330485122809
MI24__26228	Group	MI	1.69640737669932	0.92215287854391	84	39	0.0694434291980937	0.497330485122809
CON1__111530	Group	MI	1.51781713360611	0.829675059476928	84	41	0.0709727087806302	0.499174371081206
HF29__26223	Group	MI	-0.912017389079219	0.500001296102325	84	26	0.0717904454775112	0.499174371081206
HF36__40973	Group	MI	0.648970620156819	0.35599165383934	84	19	0.0719487881102004	0.499174371081206
MI31__43912	Group	MI	1.14750933776158	0.629833723039098	84	73	0.0721125605281673	0.499174371081206
MI1__25368	Group	MI	1.57551856165922	0.867856643377085	84	48	0.0731161378478671	0.500131688474168
MI28__33700	Group	MI	1.69489474371334	0.932571257931957	84	32	0.0728021138449029	0.500131688474168
HF37__21884	Group	MI	-0.336211142642589	0.186357904948114	84	11	0.0748852188833801	0.503298331565043
MI11__16799	Group	MI	1.04037621973168	0.575257243242445	84	21	0.0741880573706869	0.503298331565043
MI13__75706	Group	MI	1.51528063382205	0.839224150146175	84	40	0.0746549518814143	0.503298331565043
HF19__17925	Group	MI	-0.882871254220703	0.490605183049304	84	22	0.0756092124310248	0.505226876128698
CON26__23139	Group	MI	-0.84396763794611	0.472887855507301	84	20	0.0780067790834422	0.51825193460034
MI5__47352	Group	MI	0.602706386874249	0.338846139194213	84	11	0.0789947736875801	0.521816905044815
MI3__4232	Group	MI	1.2777785836649	0.725612878841471	84	67	0.0819724703774069	0.538410089524332
CON22__28590	Group	MI	-1.28226895099275	0.733338499004315	84	68	0.0841136312210835	0.543672617458279
CON31__67474	Group	MI	-1.34923186168003	0.777359983987039	84	38	0.0863805437886656	0.543672617458279
HF16__4312	Group	MI	-0.920085220063498	0.535194188323386	84	73	0.0893579561566376	0.543672617458279
HF28__26590	Group	MI	-0.771910205246143	0.447008143842074	84	9	0.0879623929352983	0.543672617458279
HF34__9812	Group	MI	1.72287481367173	0.999116445813238	84	66	0.0884038233670708	0.543672617458279
HF3__87587	Group	MI	-0.802679491111723	0.463665883902967	84	11	0.0871844328688681	0.543672617458279
MI19__1865	Group	MI	1.18156058385546	0.685624247385814	84	32	0.088596804126238	0.543672617458279
MI1__57629	Group	MI	1.09580665527608	0.626192293402943	84	39	0.0838673668280003	0.543672617458279
MI22__8804	Group	MI	1.37401336380882	0.789908085959899	84	76	0.0857062830499371	0.543672617458279
MI29__48886	Group	MI	1.0823823292498	0.623901715572486	84	71	0.0865227853009806	0.543672617458279
MI31__58669	Group	MI	1.23440649451598	0.708034224879603	84	66	0.0850070017420635	0.543672617458279
MI35__84518	Group	MI	0.780947014344155	0.453696870682039	84	25	0.0889678810022235	0.543672617458279
MI5__118538	Group	MI	1.24352207457343	0.722742443899808	84	40	0.0891022447448382	0.543672617458279
MI8__38973	Group	MI	1.25454289746911	0.725501065522589	84	57	0.0875347753029204	0.543672617458279
HF43__11250	Group	MI	-0.758769353147403	0.443507396629073	84	14	0.0908917718381019	0.55010936253846
CON38__26147	Group	MI	-0.953557734310127	0.559788563315427	84	34	0.0922759724482434	0.552699606995696
MI36__18817	Group	MI	-1.04457425215324	0.613113117953495	84	28	0.0922201709212016	0.552699606995696
MI36__46985	Group	MI	-0.800157820195437	0.47062264761201	84	17	0.092881381564767	0.553458129324075
HF32__40475	Group	MI	-0.718310024940049	0.423335125729921	84	21	0.0935297478740483	0.554463530986666
HF11__16744	Group	MI	1.20810440209357	0.715366408506865	84	78	0.0950589784804091	0.557808015854583
HF8__41087	Group	MI	1.4681410864252	0.869278169546905	84	62	0.0950342073235036	0.557808015854583
MI25__10356	Group	MI	-1.29951949168559	0.772924756643135	84	74	0.0965096140213971	0.563460170751187
CON13__96551	Group	MI	-0.688572384579199	0.411746538845736	84	21	0.0982727124974218	0.570870631392058
HF14__82474	Group	MI	-0.884502014697041	0.529935173193178	84	82	0.0989162265273357	0.571735789328001
MI18__16344	Group	MI	0.866574654664201	0.526810652723666	84	17	0.103809489814816	0.597033682716055
CON34__1623	Group	MI	-0.252179000116854	0.155058700338098	84	84	0.107713380776116	0.599318716372547
CON43__71541	Group	MI	-1.40829860619796	0.863671358126294	84	54	0.10681105477611	0.599318716372547
HF19__41902	Group	MI	1.38288202872435	0.84424421094487	84	57	0.105251120762306	0.599318716372547
HF31__59644	Group	MI	0.825463605064621	0.507736846373391	84	10	0.107835893603365	0.599318716372547
HF36__29836	Group	MI	1.51309110057653	0.92724568206827	84	58	0.106553796248375	0.599318716372547
HF38__764	Group	MI	-0.56595194615629	0.34679775603977	84	16	0.106527596167332	0.599318716372547
MI2__65281	Group	MI	-0.809531049946236	0.496147377658563	84	83	0.106591446994001	0.599318716372547
CON40__524	Group	MI	-1.12841490057347	0.697770438452444	84	50	0.109681878728554	0.601061666962706
HF21__86021	Group	MI	-0.517415083592365	0.319975679550945	84	16	0.109709352706861	0.601061666962706
HF5__45964	Group	MI	-1.06045605130874	0.654884498976679	84	11	0.109222174165502	0.601061666962706
HF26__20611	Group	MI	-1.22591724988317	0.760811466107344	84	35	0.110950881060887	0.604996313709366
CON22__70334	Group	MI	0.933424164757723	0.580919734658875	84	39	0.11194153074142	0.60753243914123
CON13__106090	Group	MI	-0.784340304470414	0.494350662643498	84	17	0.1164505726057	0.607713648323575
CON31__50923	Group	MI	-0.788729338955529	0.493144469797569	84	25	0.113580626472704	0.607713648323575
CON46__17762	Group	MI	-0.75880412760082	0.473914584210767	84	17	0.113191420379142	0.607713648323575
HF23__113010	Group	MI	1.26300921469731	0.794476409510237	84	69	0.115742264902243	0.607713648323575
HF45__24030	Group	MI	-0.810629415666993	0.509764252519658	84	83	0.115636977982226	0.607713648323575
HF5__87494	Group	MI	-0.938366214385357	0.588430232964037	84	30	0.114627983547285	0.607713648323575
MI14__143396	Group	MI	0.962417903012953	0.607019584039082	84	83	0.116706254262832	0.607713648323575
MI26__48581	Group	MI	0.904852404604764	0.568046688238783	84	42	0.115026056961293	0.607713648323575
MI5__210119	Group	MI	-1.05343869903255	0.657202690025519	84	33	0.112799153005594	0.607713648323575
MI33__123531	Group	MI	1.188835941199	0.751196315492598	84	14	0.117364471473615	0.60840057858071
CON26__44076	Group	MI	-0.979005797389856	0.620851209761559	84	55	0.11867422832879	0.612443785482507
HF33__34455	Group	MI	0.826291625527489	0.524933064801215	84	16	0.119317377567954	0.613026170971356
HF27__54248	Group	MI	-1.18554263418118	0.757848610153076	84	21	0.121585984727588	0.62191769179244
CON35__7412	Group	MI	-0.619319069739499	0.400758437888069	84	18	0.126108197958918	0.627142966094549
CON40__4915	Group	MI	-0.449672107016782	0.294356291197472	84	9	0.130448882039327	0.627142966094549
CON43__10718	Group	MI	-0.750301879803952	0.481689616164897	84	13	0.123168554806963	0.627142966094549
CON4__10543	Group	MI	-0.831571661277749	0.543756925764355	84	15	0.130036833353553	0.627142966094549
HF27__56268	Group	MI	-0.64514066447767	0.423244313957776	84	12	0.131287714355433	0.627142966094549
HF31__86339	Group	MI	0.975799493149223	0.638850836525851	84	75	0.130502590484082	0.627142966094549
HF34__11418	Group	MI	0.629448444730005	0.408403758355947	84	20	0.127108651274043	0.627142966094549
HF46__86560	Group	MI	-1.1786300369915	0.771253546268326	84	48	0.130311217867229	0.627142966094549
HF48__28715	Group	MI	1.1464048612737	0.745182153994197	84	54	0.127795460812224	0.627142966094549
MI11__36570	Group	MI	1.08547607534705	0.701398484915562	84	33	0.125572428255027	0.627142966094549
MI12__69509	Group	MI	-1.3101290434177	0.859317045665743	84	63	0.131202472906031	0.627142966094549
MI17__2979	Group	MI	-1.33273499585027	0.861339120954907	84	43	0.125646078415949	0.627142966094549
MI2__115396	Group	MI	1.12789561784389	0.728462080729086	84	58	0.125395234344196	0.627142966094549
MI31__52924	Group	MI	1.06986491563494	0.692792193532172	84	53	0.126371299414533	0.627142966094549
MI32__26776	Group	MI	1.03879803010069	0.677900467317369	84	79	0.129279004252532	0.627142966094549
MI8__124190	Group	MI	1.01682326452222	0.666125869303778	84	77	0.13074017601039	0.627142966094549
CON10__98555	Group	MI	1.33451743635197	0.884617114127699	84	64	0.135249125779872	0.629222719203183
CON37__64722	Group	MI	-1.02120937611538	0.678422246983265	84	52	0.136096808199119	0.629222719203183
HF13__78185	Group	MI	0.981929396401925	0.651020720202254	84	79	0.135323181095173	0.629222719203183
HF14__72734	Group	MI	1.0890197801999	0.72547283639942	84	63	0.137166198303808	0.629222719203183
HF22__58773	Group	MI	1.1074626941981	0.734667122266578	84	62	0.135542394512009	0.629222719203183
HF37__8889	Group	MI	0.654284834362807	0.433684615361265	84	26	0.135227903519553	0.629222719203183
HF39__74434	Group	MI	1.1601162475689	0.763447246759031	84	51	0.132464093345826	0.629222719203183
MI10__34168	Group	MI	0.72450793106248	0.482338566581603	84	23	0.136919453894748	0.629222719203183
MI26__53721	Group	MI	0.840345517548322	0.554604551619064	84	19	0.133563224636891	0.629222719203183
MI32__39826	Group	MI	0.770150583566795	0.511334555805143	84	14	0.135869344197726	0.629222719203183
HF41__28666	Group	MI	1.44821618010621	0.969291378040699	84	46	0.138988302547728	0.63256093600462
MI33__30110	Group	MI	-0.857626329445919	0.573436500810238	84	82	0.138599194177174	0.63256093600462
CON13__97539	Group	MI	-0.701862705187282	0.473607406045088	84	15	0.142186342186945	0.639561912716377
CON22__1448	Group	MI	-1.15026668836563	0.774413519170481	84	45	0.141288476929197	0.639561912716377
HF8__71591	Group	MI	-0.755363900110972	0.509160719825113	84	47	0.141762740624315	0.639561912716377
MI16__87163	Group	MI	0.918355905714175	0.622363593408081	84	29	0.143882614249228	0.64203955916519
MI37__17004	Group	MI	1.06138588132477	0.720240807493603	84	79	0.144403361057915	0.64203955916519
MI38__43226	Group	MI	-0.728369022623477	0.493361461468155	84	81	0.143682821961774	0.64203955916519
CON1__11518	Group	MI	-0.553772871389459	0.378131114413038	84	10	0.146880961769791	0.649627592785056
CON32__54229	Group	MI	-0.760359091162647	0.521645732417003	84	20	0.148765699541766	0.649627592785056
CON40__43317	Group	MI	0.847046881550062	0.587068807625476	84	20	0.152874454507495	0.649627592785056
HF29__36428	Group	MI	0.394719790856433	0.272780969997551	84	11	0.151703193009191	0.649627592785056
HF31__41737	Group	MI	-0.583745189475848	0.402323962606168	84	9	0.150613316632758	0.649627592785056
HF31__58090	Group	MI	1.02348019921538	0.703231566353854	84	69	0.14937756068436	0.649627592785056
HF42__2908	Group	MI	0.99791528274685	0.682008900798629	84	32	0.147235414876496	0.649627592785056
HF43__43033	Group	MI	1.02332469032064	0.703630457650511	84	29	0.149666530896286	0.649627592785056
MI19__30717	Group	MI	1.22828921075518	0.845687263254997	84	76	0.150201984333122	0.649627592785056
MI19__40308	Group	MI	0.611091067678538	0.424098349312111	84	12	0.153415512828997	0.649627592785056
MI25__20316	Group	MI	0.885230617950476	0.607480202869978	84	81	0.14887541513471	0.649627592785056
MI37__11917	Group	MI	1.05094413699998	0.72678378912699	84	75	0.151982942189195	0.649627592785056
MI5__160719	Group	MI	1.27782486010514	0.886680967996041	84	69	0.153355124425068	0.649627592785056
MI11__71200	Group	MI	1.36297117277988	0.947994352465168	84	69	0.154312667142039	0.651041763562765
MI13__69550	Group	MI	1.06075861638645	0.741910083947915	84	69	0.156582971100444	0.655833023884468
MI35__88712	Group	MI	0.773754728499004	0.540608694671988	84	25	0.156154355210086	0.655833023884468
