ID	CON1	CON2	CON3	CON4	CON5	CON6	CON7	CON8	CON9	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON20	CON21	CON22	CON23	CON24	CON25	CON26	CON27	CON28	CON29	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON38	CON39	CON40	CON41	CON42	CON43	CON44	CON45	CON46	CON47	MI1	MI2	MI3	MI4	MI5	MI6	MI7	MI8	MI9	MI10	MI11	MI12	MI13	MI14	MI15	MI16	MI17	MI18	MI19	MI20	MI21	MI22	MI23	MI24	MI25	MI26	MI27	MI28	MI29	MI31	MI32	MI33	MI34	MI35	MI36	MI37	MI38
k__Fungi	0.0873507948234802	0.175362145912146	0.0956374956124859	0.103118005061377	0.0881114788302708	0.116191238997761	0.15586436521526	0.0844019545916742	0.180823993126634	0.0981717223833274	0.101983103532564	0.176420494547364	0.100133042362584	0.0955786532999142	0.0961108694874566	0.11516085240732	0.107297798055401	0.105489600017373	0.113792330574412	0.0761437298864565	0.115311796855007	0.0966253784822171	0.0752669046758372	0.143490700869394	0.0687466842158228	0.125210187560237	0.102703662629365	0.137441923873556	0.106293692611359	0.106854145408563	0.131007171732403	0.12480483810258	0.0923794015162147	0.0759288383201316	0.110052355417987	0.0892664682398162	0.0859961532397424	0.0913899938830602	0.10189396134799	0.112424507865175	0.0878739211683069	0.107831546872523	0.119492065819479	0.135033663799346	0.725370305842143	0.097683470175918	0.101062483508878	0.0954190471232168	0.0945815188106654	0.0903230112847014	0.075838497834799	0.0997182318267296	0.110128734537682	0.0855301256477254	0.0917289372024127	0.0993176871274456	0.106370026067788	0.0967323534566943	0.0938687052134914	0.103764793725159	0.0806093487536926	0.061236953303913	0.101435716217237	0.0736610981873865	0.0972676927203565	0.109385258177043	0.0571472376679286	0.118285933157676	0.12978091417241	0.167953257930015	0.117288009890338	0.117118085693133	0.12856494721078	0.12221846185178	0.0835476344698346	0.0957937219492979	0.0886233725702553	0.0873758587523063	0.117635230558469	0.103221826921066	0.101383360667394	0.0919202394074128	0.108070958057873	0.108096668285962
k__Fungi|p__Ascomycota	0.0847750598708914	0.172866073440405	0.0931274703502637	0.0994323823261681	0.0841170510824212	0.11475916166396	0.153893992475383	0.0817612450743874	0.174154107112207	0.0948633363976928	0.098699092336078	0.171584607859239	0.0960436254798773	0.0926905748774513	0.0924192569600626	0.108138224503635	0.105347585637026	0.0999731122983906	0.112140665464254	0.0743328067198574	0.111234285920588	0.0915219443889684	0.0740227829665084	0.138199208880928	0.0666258548400455	0.123879036965866	0.0981388372496426	0.135647017006567	0.103200310189715	0.103718934792919	0.128254342930925	0.122472037390382	0.0890529779375539	0.0738335615727955	0.107815000746591	0.0885128113785044	0.0825496396015497	0.0892693366544826	0.0992768042863675	0.110311902021387	0.0870930724602262	0.100321995844793	0.117357110027162	0.130702325912676	0.725370305842143	0.0949035570846234	0.0990343252704914	0.0917580888128904	0.0899087632783719	0.0863414843087526	0.0708113167617593	0.0938599909255328	0.107009876732136	0.0817307784106516	0.0869815806737131	0.0952634114774854	0.104383229603879	0.092170168014623	0.0894464880617792	0.0994317673247008	0.0782891044389569	0.0596014138869895	0.0982497115017114	0.0719844993182041	0.09193001645952	0.108139779968878	0.0558156884836879	0.112739963083731	0.123703266009653	0.164708219805512	0.11326155952455	0.112843830606638	0.125860998004792	0.117401591089483	0.0805688351702388	0.0909877656874047	0.0866406693566494	0.0850579242454342	0.112890326178284	0.0971616700483575	0.097515464337976	0.0901195700600574	0.10464253299362	0.104621360149099
k__Fungi|p__Ascomycota|c__Dothideomycetes	0.00420487485490317	0.0259319997796354	0.00525143561875744	0.00318785184855691	0.00489508215723726	0.00740414451305664	0.0161255305031565	0.00373835383471322	0.0141251752733067	0.00697672436650628	0.00610325564510289	0.0123230705954059	0.00421000225232499	0.00725786664427639	0.00702504790141857	0.00535545231381852	0.00475686732735874	0.00513461242233899	0.00697643621155947	0.00123858201764921	0.00783115706805727	0.00326921888003035	0.00180963157720555	0.00512228730278809	0.00213673559609568	0.00346397451588626	0.00362731823184385	0.0124474160254722	0.00816145698946135	0.00668802100591112	0.00401883562996622	0.00588454233707541	0.00332642357866073	0.00372968763414701	0.00809227888023783	0.00373872913552701	0.00503494951127162	0.00696717084841247	0.00998435115241205	0.00361354407133399	0.00315959311680312	0.00570321008586037	0.00511080219151198	0.00739586457104905	0.00494081135681693	0.00479175750317621	0.00413527154201364	0.0064237047561425	0.00540475371653695	0.00605336228017546	0.00252613757746752	0.00611050964813835	0.0082700458285555	0.00795330021627443	0.00323209485482473	0.00329812106445168	0.010294832104661	0.00544858151588752	0.00352095920748488	0.00309618130586756	0.00572238160262637	0.00057833263165991	0.00390106811801232	0.00429444622632681	0.00334615689836529	0.00520377939605904	0.00357140513344548	0.00981417561413696	0.0088446415185649	0.00821400275264866	0.00806829824731361	0.00565530274225368	0.00620471436156575	0.00483613824534693	0.00425008602996722	0.00328907631673314	0.00209642434555837	0.00388108879859713	0.00964261740680122	0.00180666648552583	0.00484479827709443	0.00318954320986869	0.00814151520478675	0.00587935631258038
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Cladosporiales	0.0033031185175365	0.0137022890498919	0.00377761317019812	0.00213406029064524	0.00359752919456003	0.0037731682943766	0.00808115539715043	0.00220059126440565	0.0117629239765305	0.00523518998366822	0.00371302665605841	0.0101235861982404	0.00208140833645457	0.00510645750058661	0.00560189067869747	0.00250542029985597	0.00254353101126666	0.00401659197553937	0.00376185217626846	0.000822740401615361	0.00576054604667263	0.00326921888003035	0.00122445180088093	0.00334307439581365	0.00101799810037313	0.0022894298737935	0.00274380364222018	0.00627632743228955	0.00623205594755761	0.00399610861256169	0.0022032444418252	0.00355174162487766	0.0023933454359789	0.00246586991353159	0.00590327568504042	0.00154179475549401	0.00360339619355856	0.00414290808923962	0.00655834830599615	0.00215024692786411	0.00171166173758074	0.00450806640233878	0.00279961184086765	0.00562443147904939	0.0031420827983444	0.00340427859843026	0.00293614148866124	0.00469539187940701	0.00360316914435796	0.00431031823074994	0.00204935002145544	0.00456085877406919	0.00480755730991216	0.00479302266830845	0.00221033583620272	0.00214377869189359	0.00709388224613963	0.00374589979217267	0.00195384651341807	0.00213193036041341	0.00407790428343066	0.000427303090907959	0.00293970509911315	0.00207999107830897	0.00252730883562333	0.00280862899574117	0.00213998976038677	0.00701590499931948	0.0047387804099467	0.00335020139705652	0.00490924126816506	0.00400766044408549	0.00372609425607712	0.0029768261311	0.00286662694103361	0.00209759966013879	0.00116687770177306	0.00260376843450187	0.00665697154577622	0.000858285128294422	0.00354623349298797	0.0019242079928081	0.00596195959549357	0.00431018679202856
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Cladosporiales|f__Cladosporiaceae	0.0033031185175365	0.0137022890498919	0.00377761317019812	0.00213406029064524	0.00359752919456003	0.0037731682943766	0.00808115539715043	0.00220059126440565	0.0117629239765305	0.00523518998366822	0.00371302665605841	0.0101235861982404	0.00208140833645457	0.00510645750058661	0.00560189067869747	0.00250542029985597	0.00254353101126666	0.00401659197553937	0.00376185217626846	0.000822740401615361	0.00576054604667263	0.00326921888003035	0.00122445180088093	0.00334307439581365	0.00101799810037313	0.0022894298737935	0.00274380364222018	0.00627632743228955	0.00623205594755761	0.00399610861256169	0.0022032444418252	0.00355174162487766	0.0023933454359789	0.00246586991353159	0.00590327568504042	0.00154179475549401	0.00360339619355856	0.00414290808923962	0.00655834830599615	0.00215024692786411	0.00171166173758074	0.00450806640233878	0.00279961184086765	0.00562443147904939	0.0031420827983444	0.00340427859843026	0.00293614148866124	0.00469539187940701	0.00360316914435796	0.00431031823074994	0.00204935002145544	0.00456085877406919	0.00480755730991216	0.00479302266830845	0.00221033583620272	0.00214377869189359	0.00709388224613963	0.00374589979217267	0.00195384651341807	0.00213193036041341	0.00407790428343066	0.000427303090907959	0.00293970509911315	0.00207999107830897	0.00252730883562333	0.00280862899574117	0.00213998976038677	0.00701590499931948	0.0047387804099467	0.00335020139705652	0.00490924126816506	0.00400766044408549	0.00372609425607712	0.0029768261311	0.00286662694103361	0.00209759966013879	0.00116687770177306	0.00260376843450187	0.00665697154577622	0.000858285128294422	0.00354623349298797	0.0019242079928081	0.00596195959549357	0.00431018679202856
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Cladosporiales|f__Cladosporiaceae|g__Cladosporium	0.0033031185175365	0.0137022890498919	0.00377761317019812	0.00213406029064524	0.00359752919456003	0.0037731682943766	0.00808115539715043	0.00220059126440565	0.0117629239765305	0.00523518998366822	0.00371302665605841	0.0101235861982404	0.00208140833645457	0.00510645750058661	0.00560189067869747	0.00250542029985597	0.00254353101126666	0.00401659197553937	0.00376185217626846	0.000822740401615361	0.00576054604667263	0.00326921888003035	0.00122445180088093	0.00334307439581365	0.00101799810037313	0.0022894298737935	0.00274380364222018	0.00627632743228955	0.00623205594755761	0.00399610861256169	0.0022032444418252	0.00355174162487766	0.0023933454359789	0.00246586991353159	0.00590327568504042	0.00154179475549401	0.00360339619355856	0.00414290808923962	0.00655834830599615	0.00215024692786411	0.00171166173758074	0.00450806640233878	0.00279961184086765	0.00562443147904939	0.0031420827983444	0.00340427859843026	0.00293614148866124	0.00469539187940701	0.00360316914435796	0.00431031823074994	0.00204935002145544	0.00456085877406919	0.00480755730991216	0.00479302266830845	0.00221033583620272	0.00214377869189359	0.00709388224613963	0.00374589979217267	0.00195384651341807	0.00213193036041341	0.00407790428343066	0.000427303090907959	0.00293970509911315	0.00207999107830897	0.00252730883562333	0.00280862899574117	0.00213998976038677	0.00701590499931948	0.0047387804099467	0.00335020139705652	0.00490924126816506	0.00400766044408549	0.00372609425607712	0.0029768261311	0.00286662694103361	0.00209759966013879	0.00116687770177306	0.00260376843450187	0.00665697154577622	0.000858285128294422	0.00354623349298797	0.0019242079928081	0.00596195959549357	0.00431018679202856
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Cladosporiales|f__Cladosporiaceae|g__Cladosporium|s__Cladosporium_cladosporioides	0.00179853059552138	0.00110182278564299	0.000975841484711632	0.000460702841901082	0.0013179067346408	0.000269149286139919	0.000404583202588156	0.000965078578606817	0	0.0022708761405396	0.000592449920361452	0.000347548324608546	0.000933225904002302	0.000426933332016258	0.00251201576896408	0.00179291229636533	0.00026312389771724	0.00197378918385612	0	0	0.00225643508740633	0.00133250340489686	0.000408150600293642	0.00179972256584447	0	0.000294568338810564	0.00190446478207769	0.000356642732528796	0.00272199536662945	0.00121746395832868	0.0010402846807727	0.00194925464915623	0.000727800951291828	0.000427607499456345	0.00182856491807656	0.000743805137634491	0.00101483403002261	0.00185988035360163	0	0.000414051924840354	0.000672253854638963	0.000657912972362049	0.000946631341876111	0.00207105233901445	0.00139799915810396	0.00106538558757279	0.000528011998801265	0.00214549184698199	0.00142054442147693	0.00223848292652322	0.000782098885739117	0.0017338471019947	0.00282431719431872	0.0021627053503343	0.000806286028300362	0.000679734707185773	0.000191038121529793	0.00179783158474597	0.00102232244419809	0.000813713878020384	0.00173768655995984	0	0.0010288967846896	7.56360392112354e-05	0.00111201588767426	0.000721066331043065	0.000194976844835239	0.00308484049705782	0.000969664827035326	0.00101031858274462	0.00234298864497371	0.00118000907295865	0.00056495557081625	0.000770699321967638	0.00116742343540644	0.000525651466144566	0.000385662969230078	0.00148722965469832	0.00206879398244252	0.000151741017157025	0.00192997701858024	0.000419282675475696	0.0018573950174086	0.0025700180288525
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Cladosporiales|f__Cladosporiaceae|g__Cladosporium|s__Cladosporium_cucumerinum	0.000722401485735734	0.00390598788464908	0.00103620281366287	0.00112792764741299	0.00146547158137664	0.00308252106956473	0.00496008497718466	0.000684039212309227	0.00328056893644378	0.0015139174270264	0.00131769034011426	0.00335632382050539	0.000959440114788883	0.00275413855359508	0.00136584887818199	0.000530888316326357	0.000650070806124947	0.00140327669248512	0.00168617751544405	0.000822740401615361	0.0024581869305156	0.00193671547513349	0.000521252573868989	0.00115366831143876	0.00101799810037313	0.00114844365004625	0.00056446765448179	0.00224509523427963	0.00205168702343285	0.0012688608536671	0.000883260578014555	0.00105606518727871	0.00122699775762661	0.00110702830414809	0.00229449732508645	0.00079798961785952	0.00198554484134859	0.00128420310129637	0.00190619707244193	0.000903386017833499	0.000698109772125077	0.00304430736323741	0.00124371245448617	0.00277016391538227	0	0.001298283832298	0.00191466033210178	0.000987607358134566	0.00143725670878843	0.00137822087628995	0.0005520698016982	0.00204617983630321	0.000546536467498524	0.00144180356688953	0.00102175901862201	0.00117043076799444	0.00272123190890216	0.00118186143175501	0.000517887027652981	0.000829988155580792	0.00140479641437366	0.000364681086205931	0.0011004031249383	0.000924440479248433	0.00130409135918164	0.0010034419571858	0.00100341742098135	0.0022082737984403	0.00256413460538212	0.00107041188134653	0.0015140890476829	0.00180497684122934	0.00198224295656337	0.00161365170536974	0.000947233250080671	0.00087608577690761	0.000529050483431004	0.00111653877980355	0.00258599247805315	0.000531093560049587	0.000786286933495653	0.00122789926389311	0.00205625958030032	0.000880143160565925
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Cladosporiales|f__Cladosporiaceae|g__Cladosporium|s__Cladosporium_tenuissimum	0.000782186436279381	0.00869447837959988	0.00176556887182362	0.000545429801331166	0.00081415087854258	0.000421497938671948	0.00271648721737762	0.00055147347348961	0.00848235504008668	0.00145039641610222	0.00180288639558269	0.00641971405312644	0.000188742317663387	0.00192538561497528	0.0017240260315514	0.00018161968716428	0.00163033630742447	0.000639526099198135	0.00207567466082441	0	0.0010459240287507	0	0.000295048626718296	0.000389683518530426	0	0.000846417884936685	0.000274871205660698	0.00367458946548112	0.00145837355749531	0.00150978380056591	0.000279699183037942	0.000546421788442717	0.000438546727060461	0.00093123410992715	0.00178021344187742	0	0.000603017322187351	0.000998824634341618	0.00465215123355422	0.000832808985190257	0.000341298110816704	0.000805846066739315	0.000609268044505369	0.000783215224652672	0.00174408364024044	0.00104060917855947	0.000493469157758191	0.00156229267429046	0.000745368014092603	0.000693614427936771	0.000715181334018123	0.000780831835771284	0.00143670364809492	0.00118851375108462	0.000382290789280344	0.000293613216713381	0.00418161221570768	0.000766206775671683	0.000413637041566992	0.00048822832681223	0.000935421309097155	6.26220047020285e-05	0.000810405189485247	0.00107991455984931	0.000111201588767426	0.0010841207075123	0.00094159549457018	0.00172279070382136	0.00120498097752926	0.00126947093296536	0.00105216357550845	0.0010226745298975	0.00117889572869749	0.000592475103762622	0.000751970255546497	0.000695862417086616	0.000252164249111974	0	0.00200218508528055	0.00017545055108781	0.000829969540912078	0.000277026053439299	0.00204830499778465	0.000860025602610132
k__Fungi|p__Ascomycota|c__Dothideomycetes|o__Mycosphaerellales	0.000901756337366675	0.0122297107297435	0.00147382244855932	0.00105379155791167	0.00129755296267724	0.00363097621868004	0.00804437510600605	0.00153776257030757	0.00236225129677628	0.00174153438283806	0.00239022898904448	0.00219948439716552	0.00212859391587042	0.00215140914368977	0.0014231572227211	0.00285003201396255	0.00221333631609208	0.00111802044679962	0.00321458403529101	0.000415841616033851	0.00207061102138463	0	0.00058517977632462	0.00177921290697444	0.00111873749572255	0.00117454464209276	0.000883514589623671	0.00617108859318269	0.00192940104190374	0.00269191239334943	0.00181559118814103	0.00233280071219775	0.000933078142681831	0.00126381772061542	0.00218900319519741	0.002196934380033	0.00143155331771306	0.00282426275917285	0.0034260028464159	0.00146329714346989	0.00144793137922238	0.00119514368352159	0.00231119035064433	0.00177143309199967	0.00179872855847252	0.00138747890474596	0.00119913005335241	0.00172831287673549	0.00180158457217898	0.00174304404942552	0.000476787556012082	0.00154965087406916	0.00346248851864334	0.00316027754796598	0.00102175901862201	0.00115434237255809	0.00320094985852141	0.00170268172371485	0.00156711269406681	0.000964250945454155	0.00164447731919571	0.000151029540751951	0.000961363018899165	0.00221445514801784	0.000818848062741958	0.00239515040031787	0.00143141537305871	0.00279827061481748	0.0041058611086182	0.00486380135559214	0.00315905697914856	0.00164764229816819	0.00247862010548863	0.00185931211424693	0.00138345908893361	0.00119147665659435	0.000929546643785316	0.00127732036409526	0.002985645861025	0.000948381357231405	0.00129856478410646	0.00126533521706058	0.00217955560929318	0.00156916952055182
