feature	衣原体纲..Chlamydiia.	芽孢杆菌纲..Bacilli.	γ.变形菌纲..Gammaproteobacteria.	梭菌纲..Clostridia.	拟杆菌纲..Bacteroidia.	柔膜菌纲..Mollicutes.	放线菌纲..Actinomycetia.	黄杆菌纲..Flavobacteriia.	α.变形菌纲..Alphaproteobacteria.	β.变形菌纲..Betaproteobacteria.	丹毒丝菌纲..Erysipelotrichia.	ε.变形菌纲..Epsilonproteobacteria.	Negativicutes纲	δ.变形菌纲..Deltaproteobacteria.	真细菌纲..Eubacteriia.
MI31	0.44076194616384	0.0872760325842641	0.199571207682694	0.0869381363342209	0.0299255541449101	0.0725666776993415	0.0329863804099215	0.00196216945200539	0.0230164650321841	0.00129230495630567	0.0009139006762865	0.00223880965671915	0	0.000268736198864787	0.0202816790084425
MI17	0.559208694160449	0.0476603698761064	0.152235809942231	0.124546343680448	0.0332380534384308	0.0114280176360635	0.00521328809209251	8.46602339741519e-05	0.00108832958674666	0.00126878955916525	1.00255540232548e-05	0.0010504552715477	0.000532468313679534	4.45580178811326e-06	0.0624302388532549
MI21	0.507919936570606	0.0566909920551447	0.139285772074886	0.102349152926328	0.0122722933285869	0.121372793320496	0.0152068736751832	0.0103376968010226	0.0102872121810327	0.00185692788142587	0.0064529700166664	0.000351450623776314	1.2944774356402e-06	0.000933965469814404	0.0146806685975955
MI20	0.553531081629106	0.0707841698369478	0.122779998583834	0.119110840752113	0.03326220316835	0.0513601632453379	0.0176618452645334	0.00206309664046759	0.0107757372110538	0.00146444457318682	0.000786937798119074	0.00178951908283928	0	0.000659804697809448	0.013970157516302
MI24	0.481804397967341	0.148679966551189	0.153199231780046	0.0632801276690896	0.00662176194370675	0.0685578110019634	0.0264398763741734	0.000354091812698909	0.0219138723737935	0.00269489599318771	0.00303857334080724	0.00520416946172531	0	0.00814043599851747	0.0100707877317601
MI23	0.446727712233651	0.0740666593717048	0.198352913674074	0.0799556831068579	0.00250805761693492	0.0939197322085829	0.0433009868093826	0.00208279450092513	0.0125987306766409	0.000425263116009789	0.0232278216580785	0.00300171100013927	4.97383761414957e-06	9.94767522829915e-06	0.0198170125141754
MI26	0.416396181654678	0.0781149726974094	0.181711333176073	0.133830593116719	0.025358806823742	0.0742243149115099	0.0475881939086535	0.00457772920321348	0.0185993425952346	0.00164917741996957	0.00120623782559923	0.00244543859775625	0	1.85416574387585e-05	0.0142791364120039
MI19	0.3864295273072	0.186651912279107	0.17472544900203	0.0704914030745435	0.030143142506357	0.068549098432079	0.0252250133199332	0.00339636022801587	0.0148060635543462	0.000750192894016098	0.0170637699598531	0.00174629224735339	4.63302024808041e-05	0	0.0199754449926852
MI18	0.483214925121093	0.0764495456950014	0.146510561966581	0.0869684338582582	0.0305012432431501	0.120518767543686	0.0101639219970465	0.00373576042885427	0.0108126829755814	0.0024451310187012	0.00244254631360744	0.00528055250656084	0	0.00304995201064209	0.0179059753212358
MI15	0.482075092984623	0.194857401398595	0.311426961881295	0.00484495909120145	0.000440249201008692	0.00530516921316268	0.00032935519571683	0.000442467081114529	1.66341007937793e-05	1.10894005291862e-06	6.54274631221985e-05	0.000155251607408607	0	8.87152042334896e-06	3.10503214817213e-05
MI25	0.380104614040743	0.0933181161153458	0.15117994100295	0.0816972224244252	0.00847692632994672	0.200541441788075	0.0382813556149455	0.00293945349736038	0.0199054383356038	0.00356859360322231	0.00792577879919165	0.00199314358606394	0	1.99314358606394e-05	0.0100480434262658
MI22	0.515584344037902	0.0759871850288591	0.15508594167154	0.113328163272225	0.0194957919092781	0.0610988922508412	0.0129336282810818	0.00100222905913363	0.0127715341520676	0.000437548204463204	0.00588836058209803	0.0135745887258766	0	0.00416995092679702	0.0086418418978362
MI14	0.213257905902087	0.0543211413724002	0.0818896051571313	0.0585436718718799	0.00882329448413416	0.558666127899301	0.00641352431383512	0.00340380770703585	0.00607992707846348	0.000626963114012728	0.000655154429677938	0.000473672835083153	2.93659538179264e-07	0.000157988831540444	0.00668692134388002
MI16	0.379013725317672	0.0996479817319077	0.115387999509488	0.107635422418458	0.00811006858155552	0.234217893834727	0.0115270221305246	0.0048275207480163	0.0193204751865572	0.00120895862590248	0.00157268543312242	0.00267495086224038	6.99741095794556e-05	0.000319386777387416	0.0144659347328617
MI1	0.418333161562529	0.104281419106766	0.172021462443904	0.115198408002738	0.044014041945158	0.0636811628501739	0.0244830653072598	0.00478413499403892	0.0130125927085202	0.00549666573783195	0.00375223779186722	0.00488338034763866	0	5.72569347690828e-05	0.0260010102668046
MI2	0.506706721130714	0.0757630813953488	0.156423854751403	0.0910701308139535	0.061811629159984	0.0357005250100241	0.0293141038492382	0.00790412615276664	0.00847894321371291	0.00110577886928629	0.00307378332999198	0.00488986066559743	1.40963311948677e-05	7.28310445068164e-05	0.0176705342822775
MI3	0.561879513445995	0.0391161966426831	0.077296579854834	0.0420983834225364	0.0275449900354264	0.0405480831632333	0.187612198454528	0.00910751105242797	0.0080090224371042	0.00121000446638228	0.000766240358046357	0.00100536713145017	1.1496479490568e-06	3.50642624462324e-05	0.00376969562495725
MI4	0.414831112849808	0.0625724400858225	0.169887035988599	0.0671515039594506	0.219112276362117	0.0271062600383431	0.00915326803499965	0.00578184265709627	0.00664322665454978	0.00277368077036159	0.0012513759060326	0.00222939299764061	0.000194388490257492	4.8597122564373e-05	0.0112635980823575
MI5	0.433182344255098	0.0723876833546786	0.22876024482362	0.0813109746142432	0.0221875941036256	0.0686988212330432	0.0245385974523541	0.00398092349443269	0.0442491120245839	0.00173241373305228	0.00268841586637013	0.00364895311417241	3.80949616692124e-05	0.00059772808904788	0.0119980988800081
MI6	0.449636797788111	0.0542747266557748	0.238480834485359	0.0767786854342089	0.110414477818273	0.00859721000377026	0.0376775166520045	0.00946386829206988	0.00729119014704034	0.00184592182983537	0.00109790121905241	0.000330777931381174	5.02702023375644e-06	0.00043735076033681	0.0036677139625487
MI7	0.337457700555583	0.0415636031905344	0.129961443747909	0.0312983895589157	0.0554988820697888	0.220245962928228	0.00194518028567093	0.171593603574452	0.00298632706451454	0.000118831502414108	0.00212068527385177	0.000783373827453002	0	0	0.00442601642068546
MI8	0.443717150995624	0.0863094583125623	0.171257354397521	0.109505771091058	0.0623275920633265	0.0471963587061044	0.0140146183750621	0.00567205965230887	0.0324440281191783	0.00131946191979317	0.00288004378432012	0.0060634011499125	9.56825177514991e-06	0.00288674156056273	0.0143963916208906
MI9	0.506679467679359	0.0424519469256216	0.152209406609002	0.0497013827064779	0.0238639238115262	0.194485599682	0.00759601580799138	0.00161381458132804	0.00791795744457183	0.00280138500606104	0.00220102955621331	0.00196860740531466	9.85535622185064e-06	0.000876305424059553	0.00562330200425094
MI10	0.504647677351849	0.145045630177957	0.17267110159279	0.120084289170588	0.00118258817491193	0.0117544502486213	0.00703600279905657	0.000157413862208636	0.00447372842008072	0.000455045114283787	4.89438058968026e-05	0.00963002451158712	8.59823617105992e-05	0.00716299213327531	0.0155641302751832
MI11	0.362575209039257	0.0697214711799146	0.132331098305047	0.125432756815057	0.0330800137672344	0.213458391847147	0.0161001179785724	0.00454337138955199	0.0181449571982574	0.00208257027639379	0.00392218935836958	0.00355592202739091	0.000492344276566805	0.00139512882855192	0.0131644577126881
MI12	0.0781999881611337	0.0400399010306791	0.0288823322476538	0.0153092746263611	0.0033171332928051	0.0489438088243668	0.00256313705648422	0.775612295585431	0.00279091144190414	3.98380100981478e-05	0.000169705421548042	0.00101935789680515	2.70088204055239e-06	0.00189264308991709	0.00121697243277223
MI13	0.49834940722528	0.120444668527013	0.185208563122375	0.0632811477290254	0.0376713615997076	0.0646485410367045	0.00669309861692379	0.000998002698495608	0.00768721299321747	0.00137387384468227	0.00376389589146915	0.0014788585441344	0.000142571814070801	0.000812659340203567	0.00744613701669775
CON1	0.430064659577807	0.0663080475656058	0.175108370401923	0.095925114634587	0.0531928221670388	0.0687820709791515	0.0635610375600538	0.00338661627184717	0.0222371976541616	0.000746427106645443	0.00777022705363066	0.00197684493438431	1.58253096815288e-05	0.000229466990382168	0.0106952717930999
CON2	0.637929443720683	0.0461265643395175	0.129147737128221	0.0476747576219456	0.0661239071305465	0.0412790032513904	0.0143507737275844	0.000998298648144936	0.00517048578946786	0.000153158572635914	0.000420724753746849	0.00102782319226752	0	0.00245053716217463	0.00714678496167345
CON3	0.439363618555236	0.0577332047869446	0.18740629493202	0.104862612846189	0.0698350022598045	0.0760357010707504	0.0209553659795068	0.00222267460991164	0.0190028436407308	0.00219706775956704	0.000691384959304313	0.00358623939076182	0	6.01760983098198e-05	0.0160478131109634
CON4	0.425165520937174	0.0673766732164363	0.159811977434987	0.103709167180468	0.0681560189693621	0.120581066363956	0.0171801801282679	0.00715096546677192	0.00938816316417257	0.000654016583786151	0.00150106889935059	0.00294019349671263	0	0.000100839561376719	0.0162841485971776
CON5	0.363308291548831	0.116353830252888	0.125908704478026	0.0979541911321844	0.032246151405719	0.205961448375176	0.0109478286517341	0.00301889411315648	0.014591321546923	0.00132975097841416	0.00536113954577789	0.00320106875791592	0.00406732778299654	0.00623731283723997	0.00951273859301689
CON6	0.37286449021239	0.0808770470329226	0.14014275799624	0.138527193421917	0.000749180727210887	0.245591094401368	0.00681616575738495	0.000381484664776096	0.00567860606422731	0.000322883104825551	0.000340118857752182	0.000158568926925004	0.000781354132673932	0	0.00676905469938549
CON7	0.597357005267197	0.02303941784165	0.247772273351326	0.0137056738514222	0.00261663264826715	0.0134316125765414	0.0980878353335456	0.000208808590385408	0.000230994503113858	0.000121369993161519	2.61010737981761e-06	0.00252527888997353	0.000407176751251546	0	0.000493310294785527
CON8	0.451966107762993	0.0852725898522187	0.201620522306422	0.115884251248086	0.0313836346639617	0.0440733337311295	0.0302076496210991	0.00198400859239811	0.0112389860174633	0.00366221134912584	0.000820454681066889	0.00128662211349126	0	0.00254713885076675	0.0180524892097778
CON9	0.274302795368543	0.0974979928168149	0.126327991099917	0.0109861645781045	0.000315591719587825	0.0106288909332881	0.472782199039132	0.000153826152629286	0.000102219959489138	4.76364859755208e-05	7.93941432925347e-06	9.92426791156683e-06	4.96213395578342e-06	1.58788286585069e-05	0.0068159872016641
CON10	0.50054177555293	0.0458592168033772	0.145663589250781	0.0958967243416569	0.0594256688844327	0.113855235611079	0.0087939242690933	0.00188763427943851	0.0133870042508543	0.000675625983653577	0.00154050568986904	0.00372525850783736	0	0.000364779195818767	0.00838305737917915
CON11	0.462386730748584	0.0582941884281665	0.189190847272824	0.095314184050072	0.111514527883861	0.033693201544324	0.0247222907751876	0.00262546238394215	0.0111223119685112	0.00235496864921843	0.00262546238394215	0.00158531637309731	0	0.000211933235453642	0.00435857430281634
CON12	0.298157112958734	0.214721467693815	0.22889140516161	0.154810145102704	0.000454837498966278	0.0161355988269645	0.0472490283017068	0.0366700805984771	0.000547077271483915	9.54204543285899e-06	6.36136362190599e-06	0.0015362693146903	0	1.9084090865718e-05	0.000791989770927296
CON13	0.509767889406129	0.0666832431923446	0.168433194639799	0.106424237430776	0.0338396530111406	0.0509433906743801	0.020227284765094	0.00256445718253992	0.0199036011275961	0.00103725892925453	0.00192003248606689	0.0037341321453163	0	0.00266597614157334	0.01185564886799
CON14	0.36311419713764	0.0906211892324773	0.12113614715857	0.0180565919832068	0.362630362375553	0.0147804694562243	0.0107899702115526	0.000550570591340116	0.00604262599421218	0.000250259359700053	8.79699567430489e-05	0.000896383524743825	4.24682549794029e-05	0	0.0110007947630575
CON15	0.526683249335609	0.0831051965146366	0.16304734068376	0.110213355888432	0.0264725460068967	0.0332260631509407	0.0100466950607336	0.0101177636419144	0.00943710680806979	0.0013442972468432	0.0062019849154434	0.00900969435505263	0	0.00161555901444894	0.00947914737721902
CON16	0.424226919443846	0.123359378884046	0.114436430074739	0.136517491672605	0.0141513928707555	0.138003786686111	0.0043045589380707	0.00599489584541703	0.0162943506289048	0.00120871517823111	0.00020922062211027	0.00672613227714897	0	3.9358334852427e-05	0.0145273685431616
CON17	0.5998294240527	0.070982854433409	0.123379789434132	0.0819584623711548	0.00672015554617852	0.0594555585542197	0.0136520399779921	0.00416300738516317	0.012483057961528	0.00170725052149421	0.0175317481499816	0.000441350353154835	0	2.98209698077591e-06	0.00769231916191146
CON18	0.492717723716612	0.0594287706728958	0.148267871541373	0.0945953939278217	0.00873873154006523	0.135799535304123	0.0283684484159557	0.0013947102707336	0.0125928639399943	0.000909052230031723	0.00256942159995268	0.00125461660514652	4.15092342480239e-06	0.00114254167267686	0.0122161676391934
CON19	0.482546347184391	0.0671846957192794	0.145903195753549	0.0755846865805767	0.00430153657131107	0.0329348689738506	0.166018495718772	0.00127687984382973	0.00717768938057366	0.000937986286868954	0.0037912923394825	0.0032759710506208	0.000473435568338457	0.000208159338357927	0.00838475969019798
CON20	0.320269343978065	0.0882550684846729	0.184087663381915	0.0724154971245533	0.0515545603468727	0.229399977307742	0.013790704238295	0.013923857158798	0.0151147318703391	0.000664826905891829	0.000915191904302433	0.000322567638401677	3.75078649304276e-06	0	0.00928225887365757
CON21	0.432412835000112	0.0901392137423439	0.213458397902971	0.116098614279435	0.0358477792857395	0.0401278238187366	0.0289624902543964	0.00378755065307576	0.0122209067662563	0.00209510425790637	0.00370413149426172	0.00332072420663567	0	0.000745959785548593	0.0170784685525813
CON22	0.328353101655164	0.0986801500632034	0.294204504083613	0.101431725461213	0.058028397008111	0.0621768539540029	0.0181766477030361	0.00240157375737699	0.0150110078640994	0.00184063362797013	0.00105312993654658	0.00572346432873904	3.12501464850616e-06	0.0001265630932645	0.0127891224490115
CON23	0.429534350928748	0.0921705059238301	0.193102289792069	0.150088240175185	0.011456043844843	0.0517287788450252	0.00935426811251027	0.0012041950512643	0.0212606201908093	0.00136104398651302	0.00022262429519172	0.0319506340744699	0	8.09542891606254e-06	0.00655830935062517
CON24	0.432888564130275	0.090708969887508	0.151196455764602	0.105059070589969	0.0288414304661787	0.130067360121825	0.0202464140099229	0.00536516922925775	0.0127597386648327	0.00513950975094562	0.00191733801640713	0.00196492606965663	0	0.000776759836911136	0.0130682934617085
CON25	0.440561494532702	0.144680842675477	0.234063817666064	0.066930290229041	0.0829822842600569	0.014066932261492	0.00189241241185991	0.000258235443701716	0.00115713133933517	4.73103102964977e-05	6.89942025157257e-05	0.00119655659791559	0	0	0.0120936980695422
CON26	0.512152708599616	0.044419787219043	0.263118478308623	0.0718383494099124	0.00689653058534687	0.0187360856109764	0.000746868719687194	0.000849039543173814	0.00864671679167267	0.000928732785493378	0	0.0125363600418083	8.071495055443e-05	0	0.0590496274340922
CON27	0.518225578332049	0.0680656302923984	0.131077266739913	0.175385605283445	0.0271820615390219	0.0365252123029483	0.0130119399542312	0.00410462483534761	0.00837678537826042	0.00146654445462878	0.00177005117123242	0.00270849393897087	4.85610746565822e-06	0.00113997122756327	0.0109553784425249
CON28	0.547385421910032	0.0371318745204102	0.166391186886883	0.0820673762545829	0.00340415013538006	0.0580271408078647	0.0825743390435142	0.00107872082189167	0.00745865253490394	0.000278379566939787	0.00356133859774693	0.00279699470058898	0	6.59951559555529e-06	0.00783782470366675
CON29	0.487519065833809	0.0776562530510758	0.164996756367392	0.0777365302460604	0.0290939742201721	0.0903682553595876	0.029632048391961	0.00226186421003986	0.0182446198006956	0.00373614404766296	0.0042655396037778	0.00283356801756552	0	0.000321108779938512	0.0113342720702621
CON30	0.455389317603443	0.115568682503178	0.203166429265528	0.0956438216002926	0.0324751664068192	0.0447355401195454	0.0116627401173008	0.00524121857396581	0.0144077394953503	0.00370645060824884	0.00676289284588629	0.00269262460286359	5.89216220841981e-05	0.000138419048705735	0.00835003558678921
CON31	0.360137582276048	0.0896793324563878	0.220129145627045	0.15691418330492	0.00673683895235789	0.115641996540475	0.00731841860256145	0.00805350532781873	0.00762792880266978	0.00112821460039488	0.000126050525044118	0.00309759805108416	7.48815000262085e-06	2.12164250074257e-05	0.0233805003581832
CON32	0.453369960417988	0.159938658976848	0.183602605475142	0.110763060370452	0.0264203214914325	0.0300351437811625	0.0120369494403741	0.00168886366104997	0.00841628737311623	0.00164448135183842	0.00358445544658531	0.000977578758159629	1.75193325835059e-05	0.000162345815273821	0.00734176830799454
CON33	0.453518049751985	0.0730772989120825	0.150221492187282	0.111829125291988	0.0776967604441011	0.0802781215973495	0.00666221510800071	0.00312578522702949	0.0131068932463496	0.00135059049072618	0.0156614985156301	0.00459154234874782	0	0.000358296185308926	0.00852233069341945
CON34	0.47907150254742	0.0953319472307078	0.201286623240089	0.114084767914768	0.0174119359610152	0.038006516595405	0.0179949860302769	0.00540136540673938	0.00674616321749724	0.000944358501443929	0.000472179250721965	0.00245350599615474	4.43483274158751e-05	5.86963156974818e-05	0.0206911034646479
CON35	0.386992120046403	0.0828002345596051	0.163731394554007	0.191779079087531	0.0249121268935079	0.0732547689738249	0.0305170373780215	0.00540713093584425	0.0102313326756103	0.00628962096879594	0.00478256394004619	0.00155910427839958	0	2.08188998599351e-05	0.0177226668085436
CON36	0.442685104574911	0.0889310153229952	0.191387389207643	0.0931978024263637	0.0170300071608335	0.105822857024005	0.0152086001313315	0.00251074867851423	0.0175262142961138	0.00220619040686014	0.00147079360457343	0.00265634238886594	5.94260042251889e-06	0.000420438979893211	0.0189405531966733
CON37	0.434237995824635	0.0742742817377473	0.176032243099049	0.0723522881664844	0.0413301106803194	0.123811180700534	0.0251267521622428	0.00540767803293899	0.0153542018756006	0.000992063492063492	0.00741044504092521	0.00162271763263413	0	0.000129444610133545	0.021918596944693
CON38	0.285529107720271	0.108301451227478	0.105699830818603	0.0742978160588443	0.0406512063810192	0.328107440330086	0.0247757433635858	0.00105789087191305	0.0079215030773163	0.00555620920070918	0.00205289657214958	0.00340492776319473	2.02855392504899e-06	0.00720846637266158	0.00543348168824372
CON39	0.470235140878865	0.0958058545280044	0.133277575923768	0.111445807911154	0.0872612600260506	0.0357784328511688	0.00850620415438404	0.0025790087063824	0.0170233769795023	0.00333036265167615	0.00336463974772057	0.0191677521080414	2.19373414684308e-05	0.000862411736477686	0.0113402344553369
CON40	0.525368651887671	0.0700774725228961	0.148764854056331	0.103164224852367	0.0246458050491	0.0552647642210448	0.0366194803355913	0.00254394492323545	0.0144343292159819	0.000657998850584286	0.00349584199460512	0.00110301073144961	2.37974267842418e-06	7.13922803527255e-06	0.0138501023884287
CON41	0.367947388845549	0.0390830499871309	0.143912512361119	0.114482490439805	0.00882032092294232	0.0782378163789112	0.0333584871982233	0.000745850608354324	0.186735971275189	0.00910798339048068	0.0010980578400772	0.000915579432691365	3.18739576219796e-06	5.57794258384644e-05	0.0154955244979254
CON42	0.541667526852241	0.0531809387280869	0.209092808380657	0.0677939088951997	0.00530149573196562	0.0555674375856229	0.0337289085937906	0.0010181844606719	0.0182265753576239	0.00207105160370246	0.00117673386574003	0.00332623439382516	3.30311260558606e-06	3.30311260558606e-06	0.0078415893256613
CON43	0.51027170013001	0.0995252979273445	0.15303662201885	0.0831013868746829	0.0273876973796806	0.0505688318005351	0.0218389976309935	0.00150127157702574	0.0151433263974586	0.0013766660361326	0.000953307451411345	0.00683228694704415	0	0.0112205037666904	0.0172421040621406
CON44	0.392132012731052	0.0794306923571216	0.293380044912169	0.097169492059534	0.0246427783615964	0.0507639042074674	0.0100374176735825	0.00158384586823115	0.0312151906712026	0.00216477203443358	0.00140162138685161	0.0026470503610922	2.74021776510579e-06	6.30250085974332e-05	0.0133654121493035
CON45	0.424041801502241	0.114907038954471	0.218543683655011	0.122720250776254	0.00652124728835891	0.0351246459126521	0.00705666523683798	0.00274772805682187	0.0415087115469074	0.00112714179976188	0.000119778011418837	0.0021897877472213	0	0	0.0233915195120428
CON46	0.469702897412997	0.063805116352096	0.19844460631269	0.121692890180403	0.00955937804843521	0.0639544012004561	0.0237401517042925	0.00249537345663919	0.0176825329005789	0.00348245516950265	0.00535495046574299	0.00281582110527413	8.23640542676163e-05	0.000528931660999848	0.0166581299756254
CON47	0.523673332773766	0.250836501625336	0.0988051161050785	0.04659228563642	0.015479295483772	0.0348755635829315	0.00825569334042119	0.00138130277680199	0.00732618952137289	0.00136783170696071	0.00201755176776705	0.00144244070915857	0.000769923453236217	8.3935127472589e-05	0.00709303638950459
