feature	衣原体纲..Chlamydiia.	芽孢杆菌纲..Bacilli.	γ.变形菌纲..Gammaproteobacteria.	梭菌纲..Clostridia.	拟杆菌纲..Bacteroidia.	柔膜菌纲..Mollicutes.	放线菌纲..Actinomycetia.	黄杆菌纲..Flavobacteriia.	α.变形菌纲..Alphaproteobacteria.	β.变形菌纲..Betaproteobacteria.	丹毒丝菌纲..Erysipelotrichia.	ε.变形菌纲..Epsilonproteobacteria.	Negativicutes纲	δ.变形菌纲..Deltaproteobacteria.	真细菌纲..Eubacteriia.
CON21	-1.20951874869686	-3.47170132386799	-2.22797317252369	-3.10657734218533	-4.8019724407969	-4.63925327066271	-5.10967053613776	-8.04451910196361	-6.35450485562892	-8.89876224664583	-8.07664897041814	-8.23428637580557	-22.6993521663032	-10.3886145221969	-5.87167757726677
CON22	-1.60668001174606	-3.3410962802243	-1.76510876138316	-3.30141913084099	-4.10709711372493	-4.00747856923251	-5.78177004019641	-8.70180416720982	-6.05783534461335	-9.08558179307014	-9.89110083571874	-7.44889563119204	-18.2877056169006	-12.947855614016	-6.28893891553908
CON23	-1.21915458300472	-3.43955102008259	-2.37256282313077	-2.73611715260954	-6.44774727053264	-4.27288905535699	-6.7401595047137	-9.69771519098602	-5.55567250762092	-9.52107059173734	-12.1331013356567	-4.96801162739694	-22.6993521663032	-16.9144610491813	-7.25246033046285
CON24	-1.20793240635018	-3.46261096898379	-2.72550377352125	-3.25072736809548	-5.11571346918755	-2.94266912590106	-5.62618978539382	-7.54216060718254	-6.29225740854113	-7.60415353489499	-9.02667958583738	-8.99130925255798	-22.6993521663032	-10.330243772751	-6.25778543235031
CON25	-1.18258468717103	-2.7890541889597	-2.09502615961794	-3.90119691951618	-3.59105281883537	-6.15154845208095	-9.04555775639274	-11.9190253504638	-9.75523165889121	-14.3674858512801	-13.8231653350563	-9.70689564574558	-22.6993521663032	-19.3552413930545	-6.36960072345099
CON26	-0.965354052062691	-4.49265370771303	-1.92621552510609	-3.7991019873222	-7.17991351206192	-5.73803661668755	-10.386857702935	-10.2018806321171	-6.85363184758075	-10.0724488146934	-19.5474594088341	-6.31773767033721	-13.5968045507104	-19.3552413930545	-4.08192823261941
CON27	-0.94834786975512	-3.87692969584824	-2.93151060006376	-2.51139775097242	-5.20120131279609	-4.77496353105066	-6.26402011982475	-7.92853391964267	-6.89938757398316	-9.41336348121097	-9.14199321620911	-8.52829342229191	-17.651768220536	-9.77678687288227	-6.51221686813725
CON28	-0.869371081847192	-4.75119804148116	-2.58734907349554	-3.60704735960408	-8.19848961814591	-4.10712834556272	-3.59816267309875	-9.85646274790582	-7.06686926501256	-11.8106590582927	-8.13336467679946	-8.4819067642914	-22.6993521663032	-17.209208434783	-6.99533097785857
CON29	-1.03646945418711	-3.68675409152966	-2.59949043174158	-3.68526347505512	-5.1031358085612	-3.46804011932793	-5.07669783000342	-8.78827196425675	-5.77638510283513	-8.06423420519194	-7.8730560262482	-8.46316445104235	-22.6993521663032	-11.6046502669598	-6.46316445104235
CON30	-1.13482764535682	-3.11317759426846	-2.29926606055948	-3.38618441340941	-4.94451927153258	-4.48243475474857	-6.42194940559175	-7.57588200987797	-6.11701218838207	-8.0757459983408	-7.20814378938612	-8.53677117674535	-14.0508433268089	-12.8186698846798	-6.9040019384796
CON31	-1.47337993458683	-3.47908065054132	-2.18357792072634	-2.67195233302835	-7.21371247330064	-3.11226267284685	-7.09425234663367	-6.95616742462327	-7.03449290673174	-9.7917427723523	-12.9537102520157	-8.33463433463713	-17.0269592340463	-15.5244588935171	-5.41855038494599
CON32	-1.14123929135105	-2.64440939826333	-2.44534156293632	-3.17445127402331	-5.24220816788062	-5.05720461957195	-6.37638637781662	-9.20973141801854	-6.89260031854286	-9.24815163633236	-8.12403032450317	-9.99849944241931	-15.8006926593611	-12.5886421822461	-7.0896566981709
CON33	-1.14076812457573	-3.77443287981261	-2.73483686090441	-3.16063211563255	-3.68600174286198	-3.63884932984915	-7.22978234850695	-8.32156563061888	-6.25353042864246	-9.53219397976648	-5.99663393131959	-7.76680543273894	-22.6993521663032	-11.4465596959371	-6.87453625092349
CON34	-1.06168709723066	-3.39089642487676	-2.31267679558603	-3.1318219125577	-5.84377957058358	-4.7176093855911	-5.79626120749309	-7.53246013358406	-7.21171706114368	-10.0483777338707	-11.0483777338707	-8.67093948743074	-14.4607607797036	-14.0563705246243	-5.59484560303381
CON35	-1.36962390444976	-3.5942213351238	-2.61059711806744	-2.38248274753911	-5.32700799165136	-3.77093350599508	-5.03424127896203	-7.53092099238014	-6.61086211514385	-7.31281120601775	-7.70800002798387	-9.32506686086065	-22.6993521663032	-15.5517466406002	-5.81826048080396
CON36	-1.1756472642965	-3.49116953282218	-2.38543232319812	-3.42356025277034	-5.87577714812898	-3.24027682137059	-6.03896882280889	-8.6376666600381	-5.83434178557924	-8.82422697551952	-9.40918947624067	-8.55634317002433	-17.3604741912076	-11.2158159483758	-5.72237772156388
CON37	-1.20344212759509	-3.75099344108934	-2.50608838932774	-3.78881754655968	-4.59666296257971	-3.01378649267064	-5.31463198661193	-7.53077502692325	-6.02522266802031	-9.97727992349992	-7.07622409718419	-9.26737230476352	-22.6993521663032	-12.915377484574	-5.51170073845248
CON38	-1.80829026900805	-3.20687551985748	-3.24195502731869	-3.7505363855705	-4.6205580228597	-1.60775978537845	-5.33492784554682	-9.8845934725882	-6.98001008207862	-7.49168336440258	-8.92812334041365	-8.19816009341041	-18.911116915108	-7.11609193114658	-7.52390733438832
CON39	-1.08854573863293	-3.38374237055185	-2.90749402882639	-3.1655857449522	-3.51851488383237	-4.80476599319994	-6.87726880367173	-8.59896764118463	-5.8763389325207	-8.23010500007196	-8.21533224104492	-5.70517503444503	-15.4762517747078	-10.1793355678285	-6.46240572197648
CON40	-0.928597975716644	-3.83490544743324	-2.74889436728364	-3.27698533319714	-5.34251408272074	-4.17749625155118	-4.77124487167565	-8.61871684825178	-6.1143521247545	-10.5696273157376	-8.16014430541599	-9.82433745734674	-18.6807629859723	-17.0958004852511	-6.17395954817662
CON41	-1.4424285983817	-4.67731313215084	-2.79673606336109	-3.12680113313576	-6.82495313619058	-3.67599008460827	-4.90580232548581	-10.3888256876341	-2.42092823169582	-6.77865262411564	-9.83083023451319	-10.0930273245714	-18.2591904072175	-14.1299073902725	-6.01200460117848
CON42	-0.884520491531799	-4.23294694649409	-2.25778465272068	-3.88270053295365	-7.55938483429675	-4.16961647580897	-4.8898705536541	-9.93978533190358	-5.77781267495314	-8.91542078350438	-9.73099621236695	-8.23189444829963	-18.2077424163064	-18.2077424163064	-6.99463819666451
CON43	-0.970662463382902	-3.32879290476773	-2.70805116038264	-3.58898363551639	-5.19032821320057	-4.3056077388761	-5.51694954899229	-9.37959930344769	-6.04517404587743	-9.50460566451473	-10.0347708064503	-7.19341571714159	-22.6993521663032	-6.47771873972904	-5.85792035184449
CON44	-1.35058867001046	-3.65415961118009	-1.76915734959289	-3.36335276239527	-5.34269126724321	-4.3000531599151	-6.63846803489902	-9.3023523381069	-5.00160791156455	-8.85156917754311	-9.47868759086225	-8.5613986417718	-18.4772780206076	-13.9537160645506	-6.22535186311119
CON45	-1.23772160404369	-3.12146091784621	-2.19400641290323	-3.02655475881387	-7.2606363563051	-4.83137250800374	-7.14679771347068	-8.50754505724857	-4.59044203918075	-9.79311525988439	-13.0273492938654	-8.83499324628371	-22.6993521663032	-19.3552413930545	-5.41787060763612
CON46	-1.09017960184421	-3.97018407550489	-2.33319174419831	-3.03868321279386	-6.70886752792334	-3.96681254416923	-5.39652703565712	-8.64652853975197	-5.8215312441533	-8.16567950388222	-7.544911054814	-8.4722286050662	-13.5676256278588	-10.8846310441771	-5.90762973542878
CON47	-0.933260955165222	-1.9951807910772	-3.33927044362945	-4.42376508458171	-6.01351637883491	-4.84163965894814	-6.92039490213618	-9.49975469662796	-7.09272126202017	-9.51389354747112	-8.95317859299664	-9.43727226586821	-10.3429973611783	-13.5403657588323	-7.13938093557167
