feature	Acidaminococcaceae	Actinomycetaceae	Akkermansiaceae	Atopobiaceae	Bacillales_unclassified	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Christensenellaceae	Clostridiaceae	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_unclassified	Coriobacteriaceae	Corynebacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Firmicutes_unclassified	Lachnospiraceae	Lactobacillaceae	Leuconostocaceae	Micrococcaceae	Odoribacteraceae	Oscillospiraceae	Oxalobacteraceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Prevotellaceae	Proteobacteria_unclassified	Rikenellaceae	Ruminococcaceae	Selenomonadaceae	Siphoviridae	Streptococcaceae	Sutterellaceae	Synergistaceae	Tannerellaceae	Veillonellaceae
CON11	-9.54189824046624	-14.7691975047649	-16.5058695529567	-20.4102587949152	-17.039030918618	-1.69752613074017	-11.7722515469187	-1.84835200688808	-19.4952580763518	-11.959326647328	-19.2095622724683	-19.7928188364994	-4.57253067469234	-18.3560163567064	-20.5284099805539	-7.34131759137845	-13.8407737476068	-16.9213232768672	-11.6545549388238	-5.30623020185501	-8.17797748101481	-2.16149631733054	-14.4835171760144	-18.6402283598923	-20.783288698259	-7.77060707501959	-12.4980504531438	-20.3138209203507	-18.7607364527479	-22.002798439277	-8.63606495164076	-20.2457523033892	-18.7173835362876	-8.75117516201243	-3.45466536778527	-18.87130347288	-17.5612579150138	-12.5547688191233	-17.5790541649203	-19.021449991834	-6.61068746739081	-20.0112792294344
CON12	-17.0504732336789	-13.018644592504	-16.5058695529567	-20.4102587949152	-17.039030918618	-11.2890622434041	-18.5153459227135	-0.176245426247057	-19.4952580763518	-12.4164807548436	-19.2095622724683	-19.7928188364994	-8.66629422299067	-18.3560163567064	-20.5284099805539	-15.5619282820074	-13.9676438961578	-16.9213232768672	-13.1929526213798	-14.218338371393	-19.4964590992588	-8.52082114268573	-3.68399199865571	-18.6402283598923	-20.783288698259	-18.2177465442805	-15.6710498732118	-20.3138209203507	-18.7607364527479	-22.002798439277	-19.8254262455974	-5.79742758829537	-18.7173835362876	-16.0043155775712	-15.7902283835398	-18.87130347288	-17.5612579150138	-6.29213711499887	-17.5790541649203	-17.0319861297431	-12.3166269917663	-12.4960452791353
CON13	-7.62623241398565	-11.9889533490985	-6.51665240855887	-11.5298628971215	-13.5370641451814	-3.90817648799488	-6.71858302475887	-2.85357747170553	-11.8954736906204	-7.17937128401335	-19.2095622724683	-16.1547369225231	-3.00313829025276	-17.3560163567064	-11.6267124642483	-6.34682824655674	-4.46316700577106	-14.5568353660945	-9.06860395849792	-5.50176866069327	-7.71644570595657	-1.56321558101338	-9.81922585536286	-11.4078801384993	-20.783288698259	-8.5698851980942	-9.78140679505899	-20.3138209203507	-18.7607364527479	-22.002798439277	-12.3900364656389	-6.08470171300004	-8.48064444757296	-4.27210044439894	-3.06818416508635	-12.4771081736238	-14.7901989052519	-6.86713230603822	-12.6424696499238	-9.9469131252343	-6.96473635305747	-15.7575327163316
CON14	-17.0504732336789	-15.2058715293948	-16.5058695529567	-20.4102587949152	-17.039030918618	-1.65915561076979	-18.5153459227135	-1.35301914388971	-19.4952580763518	-10.2141384165327	-15.745886624062	-19.7928188364994	-9.87474386903724	-18.3560163567064	-14.8278282375982	-7.64972930471015	-9.25754537343432	-9.0710914225189	-9.22955817101271	-14.218338371393	-19.4964590992588	-3.50292200025785	-3.37800070632223	-18.6402283598923	-12.6485653715765	-18.2177465442805	-15.6710498732118	-20.3138209203507	-18.7607364527479	-22.002798439277	-9.80921255943081	-20.2457523033892	-12.8443163603867	-16.0043155775712	-5.13082685097949	-18.87130347288	-10.7101907576719	-4.65202489574985	-6.92747108425202	-19.021449991834	-8.29953904613739	-6.08418501748902
CON15	-9.60536183079187	-18.2501455785153	-16.5058695529567	-20.4102587949152	-13.5179982031635	-2.74597539627891	-18.5153459227135	-4.866744340594	-19.4952580763518	-8.261318844591	-19.2095622724683	-19.7928188364994	-7.94177558262906	-18.3560163567064	-20.5284099805539	-7.58573492333876	-16.5451883750013	-16.9213232768672	-8.69070395973781	-5.79385268067902	-9.67492497423838	-1.60162152389787	-18.5359196284024	-18.6402283598923	-15.0628832645093	-9.2926153635993	-15.6710498732118	-20.3138209203507	-18.7607364527479	-22.002798439277	-6.7527529661329	-20.2457523033892	-18.7173835362876	-5.30897394797625	-1.34754597790866	-18.87130347288	-15.382343103806	-9.26038903051617	-12.0505839995589	-19.021449991834	-5.600352979504	-20.0112792294344
CON16	-9.83131308382369	-13.2554265372367	-16.5058695529567	-20.4102587949152	-13.1608357555919	-7.462227632685	-16.1567622610055	-2.1536453014661	-19.4952580763518	-11.0119634824481	-19.2095622724683	-19.7928188364994	-1.71624837422536	-18.3560163567064	-15.2813073589438	-6.77112687768014	-5.64944450537965	-10.1217668396493	-13.1980242261917	-3.81751012907886	-14.2082925616456	-1.66775861653435	-18.5359196284024	-18.6402283598923	-20.783288698259	-11.5085736504347	-15.6710498732118	-20.3138209203507	-18.7607364527479	-19.1245818552563	-19.8254262455974	-6.39776682948134	-18.7173835362876	-6.27044682824058	-6.60099107325967	-18.87130347288	-7.19907832038534	-7.77677596343658	-13.3294016471448	-14.9961072973075	-10.682370134742	-14.3759943414486
CON17	-17.0504732336789	-12.666437875158	-7.14269168385397	-20.4102587949152	-17.039030918618	-6.0435354241046	-18.5153459227135	-2.2421276645097	-19.4952580763518	-6.84317319403885	-14.5265392683758	-19.7928188364994	-3.94119176916467	-18.3560163567064	-20.5284099805539	-8.15092330259441	-3.83144707182095	-11.0274616934874	-7.18379400807832	-4.70816154642921	-10.8324248583177	-2.69623403031925	-18.5359196284024	-18.6402283598923	-20.783288698259	-18.2177465442805	-15.6710498732118	-20.3138209203507	-18.7607364527479	-22.002798439277	-6.46552326839102	-20.2457523033892	-18.7173835362876	-16.0043155775712	-1.30702399524948	-18.87130347288	-15.2818541724209	-8.91497247586995	-13.2978117463238	-19.021449991834	-17.7318069189007	-10.9783169376279
CON18	-11.8693153197983	-12.4159370476952	-15.5058695529567	-20.4102587949152	-17.039030918618	-6.38558133777604	-8.13985863335893	-1.69193468477349	-14.3437471397106	-12.0369193488278	-19.2095622724683	-17.4919303619988	-3.66651668326936	-18.3560163567064	-20.5284099805539	-7.01201410371586	-5.59546695815064	-16.9213232768672	-9.00465717209031	-4.91533246312448	-8.21141237408857	-1.55421393675868	-4.75527773611647	-18.6402283598923	-20.783288698259	-9.33633368032074	-8.32639522062088	-20.3138209203507	-12.3523790096	-22.002798439277	-11.7344762428252	-3.70430048355201	-12.0193176223658	-8.00046265235257	-4.27988124932458	-18.87130347288	-13.0974127023426	-8.0033563386357	-12.087116300439	-19.021449991834	-6.78764427624964	-11.942466542499
CON19	-14.7669868859299	-10.8847102120486	-16.5058695529567	-15.7349256766976	-17.039030918618	-7.35077052348092	-18.5153459227135	-0.761359872904123	-19.4952580763518	-11.2556932200129	-19.2095622724683	-19.7928188364994	-9.87474386903724	-12.8698552567837	-15.5773843997111	-8.04258800233153	-6.73967103126253	-16.9213232768672	-7.69238435733948	-5.74907331646323	-19.4964590992588	-2.17701844570733	-16.2578272092865	-18.6402283598923	-19.783288698259	-18.2177465442805	-15.6710498732118	-20.3138209203507	-12.677618238536	-22.002798439277	-10.5250438938299	-20.2457523033892	-11.1404164996836	-15.0043155775712	-2.9268399578799	-18.87130347288	-10.8111356590832	-7.13648455528055	-17.5790541649203	-19.021449991834	-10.1004536782606	-8.08541286037486
CON20	-17.0504732336789	-9.52001324069599	-16.5058695529567	-20.4102587949152	-17.039030918618	-1.32756842674198	-18.5153459227135	-3.63334929898711	-19.4952580763518	-21.1178400017032	-19.2095622724683	-11.4678487170954	-9.87474386903724	-16.7966088454652	-20.5284099805539	-5.11223194713534	-3.43167597005102	-3.15528539588016	-6.93281464165412	-14.218338371393	-19.4964590992588	-2.99595080374556	-5.03279067576423	-6.88498931217102	-11.1063898018498	-17.2177465442805	-15.6710498732118	-20.3138209203507	-18.7607364527479	-22.002798439277	-9.53524783774617	-20.2457523033892	-18.7173835362876	-6.08352690999761	-3.71720634408403	-18.87130347288	-10.5546206690902	-6.15131524245348	-17.5790541649203	-19.021449991834	-7.77224062788523	-9.99442653774176
CON21	-12.235250835738	-11.2594273698167	-6.49635746669069	-20.4102587949152	-17.039030918618	-4.60249839424093	-8.27925357634108	-0.875215215457084	-15.3898943794755	-11.1476510787289	-19.2095622724683	-16.944094626426	-4.80082040704592	-12.8063144328045	-11.4681560194597	-8.55107081258467	-5.43346189054458	-16.9213232768672	-9.88977366716223	-5.23989182723401	-9.72451761877583	-3.4170847617635	-8.36800499292827	-12.751021597215	-17.0580508157231	-11.8925242781783	-8.30944438237031	-20.3138209203507	-18.7607364527479	-22.002798439277	-15.890323369985	-8.77880596706834	-9.52474775430582	-5.39709030597345	-2.77722212681422	-10.4886113294143	-11.4250390251023	-8.40980405822656	-11.9074688837498	-13.458885219954	-8.63086714695112	-5.20714151607724
CON22	-6.15599973475181	-11.962675455759	-16.5058695529567	-20.4102587949152	-17.039030918618	-2.4228732588682	-9.62345153614488	-4.10286533145627	-15.0678189597833	-11.153017747832	-19.2095622724683	-19.7928188364994	-3.90659398733887	-18.3560163567064	-12.3869610318399	-7.77848136549768	-1.81963002802828	-16.9213232768672	-11.7029096347438	-4.35500244366208	-19.4964590992588	-2.05107168773567	-9.94397606502187	-18.6402283598923	-20.783288698259	-9.90009907155732	-10.9506266301651	-20.3138209203507	-18.7607364527479	-13.4894819358772	-12.2804324539583	-12.9937357521237	-18.7173835362876	-4.76831193561064	-4.63833672204804	-18.87130347288	-17.5612579150138	-9.00959471753965	-10.8053527373209	-19.021449991834	-6.40557576867416	-20.0112792294344
CON23	-10.2394493716387	-13.3215599551161	-16.5058695529567	-20.4102587949152	-17.039030918618	-4.70964821335925	-18.5153459227135	-3.38781855636061	-19.4952580763518	-11.1048149310103	-19.2095622724683	-13.9947764652132	-4.65431839638403	-18.3560163567064	-20.5284099805539	-7.36419731356006	-4.81995895185934	-7.21750897491725	-5.95529188186333	-7.44176282438549	-7.272376391008	-0.498300630557752	-9.98481966604014	-18.6402283598923	-20.783288698259	-13.4106055667291	-15.6710498732118	-20.3138209203507	-18.7607364527479	-22.002798439277	-7.99506089727074	-20.2457523033892	-7.12605632861612	-16.0043155775712	-5.40874269499915	-18.87130347288	-17.5612579150138	-8.79702733694828	-10.7042090626236	-19.021449991834	-8.9818753894246	-13.2264977581445
