feature	Ackermannviridae	Aliceevansviridae	Allomimiviridae	Autographiviridae	Casjensviridae	Chaseviridae	Crevaviridae	Demerecviridae	Draupnirviridae	Drexlerviridae	Epsomviridae	Felixviridae	Guelinviridae	Helgolandviridae	Herelleviridae	Inoviridae	Intestiviridae	Konodaiviridae	Kyanoviridae	Lakviridae	Mesyanzhinovviridae	Microviridae	Mimiviridae	Orlajensenviridae	Peduoviridae	Phycodnaviridae	Rountreeviridae	Salasmaviridae	Schitoviridae	Speroviridae	Steigviridae	Straboviridae	Suoliviridae	Toyamaviridae	Unclassified	Vilmaviridae	Zierdtviridae
CON37	6784.4557	1119.9671	11.4977	12.1865	3342.9757	3649.6401	1454.9716	1800.9408	0	1929.9118	201.2104	0	4.9118	0	6175.1622	58.88	1988.9874	981.6538	2341.663	1182.7956	550.5597	155.4664	1457.2954	1442.6261	18450.0944	1965.4239	10.49	8260.9618	855.6593	19.4825	8.1662	20714.4428	611.9857	55.1719	11768.0193	83.1751	1716.2533
CON38	7106.8452	705.4221	1381.8015	387.3037	3211.907	3992.6561	0	2591.8749	0	1346.1024	1321.1179	0.2974	23.0464	0	4323.3986	95.512	15616.5873	243.5368	2856.3406	1162.482	2133.0223	34.0241	1926.58	4810.5912	18788.4467	1700.3203	7.9733	8484.3973	354.1616	1.1463	0	16511.0071	16.8023	191.5182	17362.1302	205.2816	994.965
CON39	6425.9928	2054.7614	19.157	16.875	10211.1767	6103.5748	0	1902.6282	0	1167.9263	536.7302	0.361	3.3012	0	6508.882	69.6978	0	197.7373	1692.5689	636.0697	1101.3613	26.7587	1146.9549	1950.975	12413.5635	1203.9024	2.848	7863.2203	586.5994	3.339	0	17859.278	0	163.7628	11533.9519	28.7011	621.2693
CON40	5035.4668	1960.8336	7.2383	16.531	2068.1308	1984.5895	34.4122	5110.2206	0	783.9685	736.8253	0	0.1679	0	3651.1967	27.6151	0	139.6762	2280.7356	280.0862	687.4443	1.3109	775.7012	1135.0347	11761.1833	912.7188	2.6975	3407.6645	17.9382	2.4328	0.6652	17875.3767	0.3751	144.4925	14722.2512	148.8286	814.7117
CON41	8128.4567	2918.0052	21.1016	0	2594.5104	2956.5169	2.4936	1762.5606	0	598.2762	355.7778	0	6.765	0	5311.6047	82.7561	0	36.6324	3019.4915	353.3254	803.4847	0.6494	954.6323	1226.4338	8819.989	1630.6623	0	4064.613	130.1581	0	0	34510.6098	0.2906	24.1811	9582.2168	69.0222	848.2611
CON42	3429.7086	2447.3489	21.0108	0.946	2076.949	911.7161	0.0314	1214.7926	0.47	16332.9776	1428.2726	4.1926	0.1636	0	6137.5988	54.6215	0.4693	11.034	1851.2997	849.8674	629.6603	0	1458.9933	2596.9864	23847.9755	2316.6743	0.4459	3230.011	31.9928	0	0	25332.7089	1.0741	0	27621.4415	60.1099	1029.0094
CON43	7680.5757	2291.5511	9.5302	4.7357	2401.7193	2415.8563	4.3766	388.2185	0	2137.9535	242.6756	0.611	21.2684	0	6768.1741	31.8587	0	12.4786	7636.4019	319.6933	440.4772	583.9852	744.9836	781.8682	15091.6001	1016.3127	0	8565.1127	109.0687	0	0.2695	18293.9791	377.9402	241.9874	21920.4005	147.5922	453.1519
CON44	4651.6972	2831.6042	65.1262	24.2567	2006.6242	1324.4125	0.749	638.362	2.7425	1102.091	350.4004	1.673	1.0506	0	5718.3764	52.4769	0	1.8932	2184.3953	519.9463	555.3365	0	2260.0537	249.463	13982.8802	1029.1064	0.4365	4811.0324	13.805	0	0	18625.1951	0	638.5601	18455.222	119.2851	607.1714
CON45	7249.5182	5617.4703	43.0917	0	507.4605	424.7944	0	317.2505	0.5057	325.8847	416.5601	0	1.6185	0.1618	12410.0263	18.5241	0	66.1651	543.8303	911.6874	187.407	2.6887	987.7719	128.6106	4024.4555	1847.5149	0	5787.8175	153.4175	0	0	31436.1039	0	7.1238	28403.6755	186.2025	884.9979
CON46	8235.3298	2020.6535	29.788	0.4505	2279.4499	2531.9854	1.0225	1096.7866	0	1799.7155	392.5347	0	88.6448	0	6902.6942	64.9102	0	21.7757	1346.3467	586.2023	851.8913	1.3171	800.6986	971.628	12835.8665	1646.8874	1.1715	9247.6531	84.5442	10.3398	0	18383.3372	5.887	221.7444	14486.7562	102.6271	754.7197
CON47	4783.4592	4466.1749	8.6881	17.8786	2607.5734	1795.7752	0	526.673	135.3404	786.6492	2507.0892	0	13.0628	0	5237.5209	66.8971	178.2951	52.4701	2814.1623	448.0508	396.8986	2.6933	2735.7283	486.4315	11577.8884	1608.3243	4.0051	18099.117	152.5151	0	0	21757.9207	4.7581	3.9144	9363.3407	647.5978	1483.7828
