feature	Acidaminococcaceae	Actinomycetaceae	Akkermansiaceae	Atopobiaceae	Bacillales_unclassified	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Christensenellaceae	Clostridiaceae	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_unclassified	Coriobacteriaceae	Corynebacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Firmicutes_unclassified	Lachnospiraceae	Lactobacillaceae	Leuconostocaceae	Micrococcaceae	Odoribacteraceae	Oscillospiraceae	Oxalobacteraceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Prevotellaceae	Proteobacteria_unclassified	Rikenellaceae	Ruminococcaceae	Selenomonadaceae	Siphoviridae	Streptococcaceae	Sutterellaceae	Synergistaceae	Tannerellaceae	Veillonellaceae
CON11	0.00134153625523776	3.58119969785984e-05	0	0	0	0.308314334014322	0.000285890133774638	0.277709414859569	0	0.000251121531444852	0	0	0.0420272632963314	0	0	0.00616656334815785	6.81572310917874e-05	0	0.000310191131724401	0.0252735090782402	0.00345289581394779	0.223524315167922	4.3654285790641e-05	0	0	0.00457945911363826	0.00017286693278391	0	0	0	0.00251353770898942	0	0	0.00232077896209428	0.0912099251468681	0	0	0.000166202670188269	0	0	0.0102325713209047	0
CON12	0	0.000120502893363544	0	0	0	0.00039962591330521	0	0.885003198116538	0	0.000182922383733446	0	0	0.0024614186541773	0	0	0	6.24194903699027e-05	0	0.000106788756545601	0	0	0.00272255867608563	0.0778050712256133	0	0	0	0	0	0	0	0	0.0179804434392191	0	0	1.76468672289708e-05	0	0	0.0127608026306134	0	7.46210385682198e-06	0.00019603148510354	0.000173107364246096
CON13	0.00506145394499567	0.00024601717391838	0.0109217480495182	0.000338193629088074	8.41274333262306e-05	0.0666072722946032	0.00949521889786394	0.138352683148167	0.000262485674677599	0.00689912309106417	0	1.37069116748502e-05	0.124728383400438	5.96099107235499e-06	0.000316235628075783	0.0122861077688586	0.0453370079980672	4.1491192096844e-05	0.00186242241408082	0.022070013759786	0.00475464813330556	0.338395999683293	0.00110692573201223	0.00036803226236551	0	0.00263152497407726	0.00113632655238605	0	0	0	0.000186306229447841	0.0147340544246568	0.00279944306157309	0.051757062738825	0.119229722754305	0.000175394584773022	3.52944556148477e-05	0.00856617991638378	0.000156400240339077	0.00101316641480637	0.00800581307766676	1.80513627953801e-05
CON14	0	2.64591908846412e-05	0	0	0	0.31662441011076	0	0.391471953443732	0	0.000841856281564491	1.81976713679178e-05	0	0	0	3.43857839344705e-05	0.00497968670978286	0.00163380851956175	0.00185921403178154	0.00166581260417608	0	0	0.0882095091578199	0.0961879041678622	0	0.0001557408071058	0	0	0	0	0	0.00111463528182388	0	0.000135980145559042	0	0.0285408705185443	0	0.000596913392109206	0.039774155361968	0.00821529966429206	0	0.00317387484244501	0.014739332312924
CON15	0.00128380176884024	0	0	0	8.52465986323659e-05	0.149066151193781	0	0.0342739352754862	0	0.0032590815225963	0	0	0.00406712322512564	0	0	0.005205545524702	0	0	0.00242012291985875	0.0180250530948567	0.00122336873412903	0.329506419192277	0	0	2.9215970423299e-05	0.00159457164601409	0	0	0	0	0.00927296891390733	0	0	0.0252254890931879	0.392959904982728	0	2.34127982159314e-05	0.00163059133557707	0.000235728857251003	0	0.0206122673524104	0
CON16	0.00109769039738053	0.000102263112525513	0	0	0.000109192716259211	0.00567081720199342	1.36876826225024e-05	0.224744030043468	0	0.000484248942103366	0	0	0.304339105167234	0	2.51112372924103e-05	0.00915561886575698	0.0199226793443195	0.000897520903389798	0.000106414013771936	0.0709275473566376	5.28296522272022e-05	0.31474194979015	0	0	0	0.000343221214631921	0	0	0	1.74955341791384e-06	0	0.0118598795703481	0	0.0129541051658618	0.0103015763544905	0	0.00680552266090196	0.00455991939155609	9.71516721476861e-05	3.06000323290028e-05	0.000608535844713208	4.70321124698013e-05
CON17	0	0.000153823348610464	0.00707677769805099	0	0	0.0151605360509416	0	0.211374366436736	0	0.0087096279392735	4.23717056877387e-05	0	0.0651003103275609	0	0	0.00351825726847953	0.070245661175827	0.000479074719758526	0.00687800553369123	0.0382562282642102	0.000548422408688222	0.154295294441351	0	0	0	0	0	0	0	0	0.0113157555907641	0	0	0	0.404153712365534	0	2.51017213789921e-05	0.00207169526885098	9.93024097752932e-05	0	0	0.000495675324830498
CON18	0.000267288368887161	0.000182991334515253	2.14915706443229e-05	0	0	0.011960476375617	0.00354534408421914	0.309511584930305	4.80952139176351e-05	0.000237972197280099	0	5.42505666749896e-06	0.0787532524258003	0	0	0.0077477112172784	0.0206821939207371	0	0.001946830271538	0.0331388543254047	0.00337379405511163	0.340514010208844	0.0370270202598046	0	0	0.0015469757743399	0.00311533879131128	0	0.000191233247529338	0	0.000293474700109127	0.0767174999113213	0.000240893381639522	0.0039049975204709	0.0514786757019362	0	0.000114100070038873	0.00389717291950816	0.000229834612278851	0	0.00905139406568352	0.000254073487261202
CON19	3.58669131990812e-05	0.000528902636678211	0	1.83364556242494e-05	0	0.00612629042386665	0	0.589939995796048	0	0.00040897684357529	0	0	0	0.00013359417669096	2.04522005039704e-05	0.0037926238215343	0.00935743585422545	0	0.0048346113831709	0.0185933003359971	0	0.221132281508118	1.27616357824446e-05	0	1.10824731794914e-06	0	0	0	0.000152635880608449	0	0.00067865035760958	0	0.000442996677911123	3.04264263655127e-05	0.131502309503452	0	0.00055657523637488	0.00710729079976399	0	0	0.000910878545598013	0.00368169833998321
CON20	0	0.00136204186113178	0	0	0	0.398439220934443	0	0.0805847524775155	0	0	0	0.000353047833218499	0	8.78449726748382e-06	0	0.0289111148613048	0.0926750006217718	0.112244340087252	0.00818492752993614	0	0	0.125351328925789	0.0305477371264768	0.00846080522260231	0.00045356916903882	6.56057390862716e-06	0	0	0	0	0.00134773462085646	0	0	0.0147460574194031	0.076034271696791	0	0.000664878953519522	0.014069206345135	0	0	0.00457427676066437	0.000980342481973339
