feature	Klebsiella.克雷伯氏菌属.	Citrobacter.柠檬酸杆菌属.	Salmonella.沙门氏菌属.	Enterobacter.肠杆菌属.	Cronobacter.克罗诺杆菌属.	Serratia.沙雷氏菌属.	Edwardsiella.爱德华氏菌属.	Providencia.普罗维登斯菌属.	Proteus.变形杆菌属.	Shigella.志贺菌属.	Streptococcus.链球菌属.	Faecalibacterium.普拉梭菌.	Roseburia.罗氏菌属.	Bifidobacterium.双歧杆菌属.	Erysipelatoclostridium.丹毒丝菌属.	Enterococcus.肠球菌属.	Escherichia.埃希氏菌属.	Bacteroides.拟杆菌属.	Lactobacillus.乳杆菌属.	Prevotella.普雷沃氏菌属.	Ruminococcus.瘤胃球菌属.	Veillonella.韦荣球菌属.	Clostridium.梭状芽孢杆菌属.	Staphylococcus.葡萄球菌属.	Blautia.经黏液真杆菌属.	Parabacteroides.副拟杆菌属.	Dorea菌属	Anaerostipes.粪厌氧棒状杆菌属.	Butyrivibrio.丁酸弧菌属.	Subdoligranulum属
MI25	0.0164606553891943	0.0472985695629726	0.00434294044401251	0.00931758131624503	0.000880736173960579	0.043727032526498	0.000370516597321347	0.00146384426154827	0.00264220852188174	0.000595256172745771	0.201318067239651	0.0298174750204999	0.000285480001214809	0.00315242809852097	0	0.225608163513226	0.0379202478209372	0.0512345491541896	0.0596956904667902	0	0.00268472681993501	0	0.216260211984086	0.0314635405594193	0.00119051234549154	0.00818173535396483	0.0022413217116652	0	0.00183436085886962	1.2148085158077e-05
MI22	0.00940412782956059	0.0542979730729398	0.00010171623021157	0.0134912708980618	0.0171900429057553	0.0447921290131676	0.00122984169255807	9.24693001923361e-05	0.0116233910341767	0.000212679390442373	0.0424156679982246	0.0087753365882527	0.000166444740346205	0.00307922769640479	0	0.0988496819056073	0.000110963160230803	0.128772747447847	0.179251738422844	1.84938600384672e-05	0.000138703950288504	0	0.211837919810623	0.126470261873058	0.00288504216600089	0.0413707649060512	0.000305148690634709	0	0.00270010356561622	0.000416111850865513
MI14	0.00205713434669695	0.0255419757798028	8.37747019016857e-05	0.0112444266552485	0.000269940706127654	0.00417011849466169	0.000316482207184146	0.00201990114585176	0.00217348809933818	0.000251324105705057	0.110996825869628	0.0206876972196107	9.30830021129842e-06	9.30830021129842e-06	9.30830021129842e-06	0.0687092180096992	0	0.0783014213774423	0.140899740298424	0	0.00276921931286128	4.65415010564921e-06	0.373956306838808	0.0731772021111225	0.0189703158306262	0.0615371726968938	0.00118680827694055	0	0.000544535562360957	0.000102391302324283
MI16	0.00616552798807427	0.0116239793551641	0.000355790146864768	0.0142000801653749	0.00196360131687391	0.00503060245630312	0.000598988475101445	8.10661094122257e-05	0.00623758675199625	0.000130606509608586	0.0742025121486572	0.0116374903733995	0.000445863601767241	0.00391369161551245	0	0.383519259956494	4.95404001963601e-05	0.0397223936119906	0.0525803792993186	0	0.101828040767246	0.000121599164118339	0.241473421575295	0.0182398746177508	0.00986304331182079	0.0129975995424268	0.00146819731491031	4.50367274512365e-06	0.000743106002945402	0.000801653748632009
MI1	0.00465164772590567	0.0119338824416339	0.000689727076599806	0.00444312558646852	0.004892250194487	0.00501255142877766	0.00170025744464138	0.000785968064032337	0.00841306631806042	0.00182857876121809	0.0793266338912637	0.00831682533062789	0.00124311275433686	0.003625077193292	0	0.131401028174549	0.00134737382405543	0.169712961254982	0.196612317242375	0	0.00384963949730124	0	0.209316127583469	0.0307088950732635	0.00305565135098286	0.10771772518386	0.00542157562536592	0	0.000954389792039266	0.00303961118641077
MI2	0.00623950861170933	0.00809085069978572	8.09624819858478e-05	0.0076590507958612	0.000415607407527352	0.00267715940433203	0.00437197402723578	0.00133318220336696	0.00399414911130182	7.55649831867912e-05	0.0720458139698064	0.0113725299696121	5.93724867896217e-05	9.17574795839608e-05	0	0.094261919026723	8.09624819858478e-05	0.261589779296274	0.0691257671195168	0	0.00452850149240842	1.0794997598113e-05	0.26624782075986	0.0138715719135752	0.00454469398880559	0.164429403414458	0.00221297450761317	0	0.000523557383508482	6.47699855886782e-05
MI3	0.007180770518195	0.020673605687234	0	0.0214068253183927	0.00222356822927459	0.00441525734415098	0.0007890080813555	0.000422398265776177	0.00346685369080447	0.000980282767744712	0.0595023670242441	0.0528077530006216	0.000526005387570333	0.000103607121794157	0	0.0756571082455329	0.000199244464988763	0.288976202241102	0.064379871527169	0	0.00189680730669302	1.5939557199101e-05	0.193633740854679	0.10159873758707	0.00436743867255368	0.0929276184707589	0.00172944195610246	0.000103607121794157	0	1.5939557199101e-05
MI4	0.00586639047125842	0.00511651993785603	0.00276747799067841	0.00471465561885034	0.00603625064733299	0.00496737441740031	2.90005178663905e-05	0.000124287933713102	0.00207975142413257	0.000124287933713102	0.0492263076126359	0.011873640600725	0.0016198860693941	0.000153288451579492	0	0.0337317452097359	0.00891973070947696	0.549916105644744	0.00866701191092698	0	0.000215432418436044	0.000662868979803211	0.0963024339720352	0.00744899016053858	0.00100258933195236	0.197261522527188	0.00113102019678923	8.28586224754013e-06	0	3.31434489901605e-05
MI5	0.445787563994234	0.0142502112431035	4.97042596550524e-06	0.0144887916894478	0.00132213330682439	0.00753019533774044	0.000248521298275262	0.00404592673592127	0.00361847010288782	7.45563894825787e-05	0.0710174461951389	0.0160445350166509	0.00182414632934042	1.9881703862021e-05	0	0.0458919429395099	3.9763407724042e-05	0.0996421293304836	0.0485113574233312	0	0.00144639395596203	0.00020875789055122	0.162279437347781	0.0214026542074656	0.0157264277548586	0.0219444306377057	0.00102390774889408	0	0.00138674884437596	0.000218698742482231
MI6	0.00465675940708036	0.0229427119109768	0.000217915496160424	0.0125633020829879	0.00106589101382816	0.00166278998157193	0.000127906921659379	8.52712811062528e-05	0.000336347831030219	1.42118801843755e-05	0.0682501859387658	0.0279974039632197	0.000843238224272944	0.027239437020053	0	0.0605189231184655	0.000137381508448963	0.353250493862836	0.05859558200018	0	0.000691644835639606	2.36864669739591e-05	0.158339294427522	0.0120469371029556	0.0209009384578215	0.167003804046596	1.42118801843755e-05	0	0.000374246178188554	9.94831612906282e-05
MI7	0.0227242146254977	7.91508694723012e-06	0.0128145257675656	0.00377549647382876	0.0164871261110803	0.00890447281563388	2.37452608416903e-05	0	0	7.91508694723012e-06	0.0165900222413943	0.0472530690749638	0.000118726304208452	0	0.000379924173467046	0.159275294639112	0.0711724618294932	0.359234136186986	0.0378420306947072	0	0.00523978755906634	0	0.0761352213454065	0.0398049722576203	3.95754347361506e-05	0.121251216944618	9.49810433667614e-05	0	0	0.000823169042511932
MI8	0.0090349195282087	0.00962175352971937	0.000139445703329266	0.0369414909069781	0.00214978792632619	0.00313171808726977	0.000441578060542676	0.00884318168613096	0.00194061937133229	7.55330893033525e-05	0.245267561443263	0.0158735692289815	0.00113880657718901	4.0671663471036e-05	0	0.0381558305734705	0.000360234733600604	0.176195456394167	0.0280111556562663	0	0.00923246760792516	5.81023763871942e-05	0.196380221951078	0.00963918424263552	0.00422985300098774	0.202202080065075	0.000772761605949683	0	6.97228516646331e-05	5.22921387484748e-05
MI9	0.110269880021659	0.0345115846070543	0.00999344536378231	0.020290873856501	0.0126627972147546	0.0468608992200933	0.0010164435873809	0.000370479438391169	0.0116843515184907	0.00230837188536036	0.129031338760699	0.0181154945900503	0.000351480492832648	0	0	0.02852691675612	0.0496347452716374	0.141067170772022	0.0330106679079311	9.49947277926075e-06	0.000313482601715605	0.000113993673351129	0.185382211287274	0.0120738299024404	0.010781901604461	0.134949510302178	0.00654513674491066	0	1.89989455585215e-05	0.000104494200571868
MI10	0.0259838350489776	0.045146621400651	0.00372977434475885	0.00376870727111333	0.0101381340227057	0.00355068288352826	0.000342609751919393	0.00571535358883715	3.89329263544765e-05	0	0.420405525360908	0.00270194508900067	0.000747512186005949	0	0.00011679877906343	0.118519614408297	0.0148645912821391	0.0069612072321804	0.101614937785184	0	0.00241384143397754	0.000506128042608195	0.232032454487409	0.000498341457337299	0	0	0.00013237194960522	0	7.00792674380577e-05	0
MI11	0.0053937281252411	0.0472249303865388	9.1181359724492e-05	0.0099527961114657	0.000967925203229223	0.0090620243664649	0.00123445533165466	0.000792576434528277	0.00325447314708956	6.31255567323406e-05	0.115477685115695	0.0172823746431653	0.000168334817952908	0	0	0.0620033246126546	0.000168334817952908	0.189432781803006	0.0847635947900374	0	0.00676846247185652	7.01395074803785e-06	0.357487041725993	0.0137894271706424	0.00674742061961241	0.0626906917859623	0.00132563669137915	0	0.0038366310591767	1.40279014960757e-05
MI12	0.00205741981750291	0.00048962635079997	0.000603377927248448	0.000321471846484829	0.00153811914241203	0.00541556418309058	0.00052919211652118	0.00012364301787878	0.000509409233660575	0.000113751576448478	0.0422364549073914	0.000534137837236331	0.000539083557951483	0.000217611711466653	0	0.07964094067608	0.0639877346126264	0.0260491110067015	0.542337842182052	0	0.0061129108039269	0	0.121897178466332	0.0478844679640941	0.00972823264670244	0.0468409208931972	0.000227503152896956	0	0	6.42943692969658e-05
MI13	0.0250887144470133	0.0131525888488628	0.147360073122211	0.0102357653637292	0.0160962954997581	0.125625033603957	0.000423409860745201	0.0001075326630464	0.000819936555728803	0.000362922737781601	0.10534168503683	0.0216140652723265	0.00684176568632722	0.000483896983708802	0	0.0212377009516641	0.0206395505134685	0.131908973600731	0.128911500618313	0	0.00435507285337921	0.000739287058444002	0.13339426850906	0.01461772138287	0.00672751223184042	0.0634308296144954	0.000389805903543201	0	0	9.40910801656003e-05
CON1	0.00805471257532162	0.0135994332840664	0.00153048284547371	0.00894676543382629	0.00640179110221002	0.0173250658107624	0.00257121118039583	0.00171414078693055	0.00495001880307496	0.000139929860157596	0.0309157534785689	0.0119814942759942	0.000253622871535643	0.00493252757055526	0	0.0902285229528699	0.0462468187820855	0.243215588186422	0.140480833981967	0	0.0052736066046894	0.000104947395118197	0.222637153126995	0.0222051196837585	0.00446900990878322	0.109538843654618	0.00174912325196995	0	9.62017788583473e-05	0.000437280812992488
CON2	0.00279396279396279	0.00908388908388908	0.00235872235872236	0.000954720954720955	0.0422042822042822	0.00376272376272376	2.80800280800281e-05	1.4040014040014e-05	0.00348192348192348	5.61600561600562e-05	0.0312249912249912	0.000954720954720955	0	0.00122148122148122	0	0.0443524043524044	0.00348192348192348	0.405461565461565	0.18996138996139	4.21200421200421e-05	0	0	0.133492453492454	0.0103053703053703	0.0145875745875746	0.0976061776061776	0.00108108108108108	0	0	0.00148824148824149
CON3	0.0255554613623928	0.00651987946700371	0.000115600699769569	0.0567753570134945	0.000762964618479157	0.0024969751150227	0.00084003175165887	0.00195750518276471	0.00609601023451529	5.3946993225799e-05	0.0281603304638671	0.0980833403978205	0.00104811301124409	0.0052328583429025	0	0.0737840733062571	0.000169547692995368	0.289957381875352	0.0352736268563546	0	0.00181878434304122	0	0.214007722126745	0.011798978089814	0.00752945891165795	0.130397589340074	4.62402799078277e-05	1.54134266359426e-05	5.3946993225799e-05	0.0014488621037786
CON4	0.0404768462052957	0.0044694495809891	0.0168705984183814	0.00164456859582169	0.00320258094975804	0.00378486839516859	6.29499940984381e-05	0.0138411299523941	0.00383994964000472	3.93437463115238e-05	0.144328598969194	0.0139748986898532	0.00587795569894165	0.000676712436558209	1.57374985246095e-05	0.0695912184758233	0.00130621237754259	0.21491914860133	0.0301215721761026	0	0.00354093716803714	0	0.253247826258016	0.0118739426368179	0.00268324349844592	0.157304166502734	0.00199866231262541	1.57374985246095e-05	0	0.000291143722705276
CON5	0.00407739479348049	0.0388596273023221	8.65229664399044e-05	0.00628373043769806	0.00314727290425152	0.0484744919479564	0.00266058121802706	0.000540768540249402	0.0101880792982987	9.73383372448924e-05	0.0585327867965953	0.0048885476038546	0.000270384270124701	3.24461124149641e-05	0	0.118785217551184	0.000183861303684797	0.183580104043867	0.115335114264393	3.24461124149641e-05	0.0123187073468814	0	0.235223499637685	0.0566292815349174	0.000702999102324223	0.0978033981895069	0.000605660765079331	0	0.000118969078854869	0.000540768540249402
