feature	Klebsiella.克雷伯氏菌属.	Citrobacter.柠檬酸杆菌属.	Salmonella.沙门氏菌属.	Enterobacter.肠杆菌属.	Cronobacter.克罗诺杆菌属.	Serratia.沙雷氏菌属.	Edwardsiella.爱德华氏菌属.	Providencia.普罗维登斯菌属.	Proteus.变形杆菌属.	Shigella.志贺菌属.	Streptococcus.链球菌属.	Faecalibacterium.普拉梭菌.	Roseburia.罗氏菌属.	Bifidobacterium.双歧杆菌属.	Erysipelatoclostridium.丹毒丝菌属.	Enterococcus.肠球菌属.	Escherichia.埃希氏菌属.	Bacteroides.拟杆菌属.	Lactobacillus.乳杆菌属.	Prevotella.普雷沃氏菌属.	Ruminococcus.瘤胃球菌属.	Veillonella.韦荣球菌属.	Clostridium.梭状芽孢杆菌属.	Staphylococcus.葡萄球菌属.	Blautia.经黏液真杆菌属.	Parabacteroides.副拟杆菌属.	Dorea菌属	Anaerostipes.粪厌氧棒状杆菌属.	Butyrivibrio.丁酸弧菌属.	Subdoligranulum属
MI7	-5.45962575566247	-16.9469633708696	-6.28607610056708	-8.04911791486414	-5.922516246829	-6.81125408476525	-15.3620008701485	-18.4657576971622	-17.4208237593134	-16.9469633708696	-5.9135403693322	-4.40344815471748	-13.0400727752611	-17.7130508280301	-11.3620008701485	-2.65040558863777	-3.81253705064872	-1.47700364634587	-4.72386668052195	-17.6837211232335	-7.57627596406243	-18.7130508280301	-3.71529216830686	-4.65090753279086	-14.6250352759823	-3.04392886782549	-13.3620008701485	-18.7604665700899	-16.6837211232335	-10.2465236527286
MI8	-6.79027253324252	-6.69948444076116	-12.8080088975393	-4.75861409712251	-8.86158993774418	-8.31882993550798	-11.1450438848169	-6.82121875475694	-9.00926710578644	-13.6925316801194	-2.02757165609811	-5.9772296299704	-9.77826155414528	-14.5856164762029	-18.3114024268529	-4.71195265835838	-11.4387750878736	-2.50475137336525	-5.15785468386424	-17.6837211232335	-6.75906798891197	-14.0710433033731	-2.34827845612023	-6.69687322730462	-7.88517675806179	-2.30613025647862	-10.3376889627593	-18.7604665700899	-13.8080088975393	-14.2230463968182
MI9	-3.18088931916677	-4.85677547281802	-6.64480213394121	-5.62302519154596	-6.30326005814454	-4.41547155123902	-9.94225413683236	-11.3983189043713	-6.41927852300691	-8.75890861962773	-2.95420658905519	-5.78663199492075	-11.4742677576046	-17.7130508280301	-18.3114024268529	-5.13153236367636	-4.3325058013779	-2.82554581265802	-4.92092386073528	-16.6837211232335	-11.6393270038751	-13.0987586225124	-2.4314252809072	-6.37197280822855	-6.53524454105523	-2.88950835325044	-7.25536095052922	-18.7604665700899	-15.6837211232335	-13.2242895045962
MI10	-5.26624181065106	-4.46923816377198	-8.0666959360972	-8.05171454455878	-6.62406404866774	-8.13768776766863	-11.5111461631961	-7.45094152899016	-14.648649686946	-19.108881737648	-1.25014646422096	-8.53178592925511	-10.3856152811122	-17.7130508280301	-13.0636871862249	-3.07680225713181	-6.07197639442944	-7.16644676065006	-3.29881559548877	-17.6837211232335	-8.69445337655914	-10.9482099688049	-2.10760148499406	-10.9705777818334	-17.7439862890015	-16.2466478296257	-12.883114940583	-18.7604665700899	-13.8006527803911	-19.108881737648
MI11	-7.53450148134063	-4.40430751981157	-13.4209015511614	-6.65068239524191	-10.0128168125243	-6.78595091460853	-9.66190965066516	-10.3011623068873	-8.26336027417489	-13.9514162678601	-3.11431400240849	-5.85455472860756	-12.5363787685813	-17.7130508280301	-18.3114024268529	-4.01151061502366	-12.5363787685813	-2.40024208059527	-3.56041141664951	-17.6837211232335	-7.20695613714701	-17.1213412693025	-1.48403714719626	-6.18029366296188	-7.21144818553242	-3.99560493990745	-9.55909884508138	-18.7604665700899	-8.0259442465099	-16.1213412693025
MI12	-8.924948078144	-10.9960311762055	-10.6946504587222	-11.6030199832566	-9.34461702615449	-7.52867264179656	-10.8839208098839	-12.9815316065104	-10.9388872691019	-13.1018258402281	-4.56536744177724	-10.8705002941216	-10.8572034715082	-12.1659561776478	-18.3114024268529	-3.65034592827556	-3.96606079887099	-5.26262205213114	-0.882736255488257	-17.6837211232335	-7.35392476838072	-18.7130508280301	-3.03626336236436	-4.38429841742424	-6.68360655400656	-4.41608675025095	-12.1018258402281	-18.7604665700899	-16.6837211232335	-13.924948078144
MI13	-5.31681764124504	-6.24850939392131	-2.76258241245904	-6.61023720806082	-5.95712749392457	-2.99280411268331	-11.2056575110482	-13.1829374345481	-10.2522000969852	-11.4280499323846	-3.24685165286843	-5.53188574336918	-7.19141558847242	-11.0130124331058	-18.3114024268529	-5.55722859148365	-5.59844463757224	-2.92238538223947	-2.95554711788387	-17.6837211232335	-7.84308743166349	-10.4015777210235	-2.90623141465568	-6.09613774892466	-7.21571117571212	-3.97867197841127	-11.3249564394205	-18.7604665700899	-16.6837211232335	-13.3755825124905
CON1	-6.95595117599797	-6.20030965707134	-9.35179741025697	-6.80441809234397	-7.28730868380526	-5.85099535719982	-8.60333617725294	-9.18829867797409	-7.65835027925742	-12.8030085220893	-5.01551402239254	-6.38304834424141	-11.9450275269617	-7.66345716969051	-18.3114024268529	-3.47027262084136	-4.43450206058161	-2.03969239785525	-2.83155478013725	-17.6837211232335	-7.56699433018922	-13.2180460213681	-2.16723372880474	-5.4929638424418	-7.80582904115168	-3.19048553911937	-9.15915233231458	-18.7604665700899	-13.343576903452	-11.1591523323146
CON2	-8.48347147555493	-6.78247419410607	-8.72777867331981	-10.0326332548482	-4.56646680218221	-8.0540069056408	-15.1200960960986	-16.1200960960986	-8.1658997857117	-14.1200960960986	-5.00115502337507	-10.0326332548482	-18.0589641314276	-9.67715260024985	-18.3114024268529	-4.4948438743517	-8.1658997857117	-1.30236293000337	-2.39622187723468	-14.5351335953774	-15.6916235803478	-18.7130508280301	-2.90516990815614	-6.60045984325536	-6.09911615719436	-3.35688372928418	-9.85330955540367	-18.7604665700899	-16.6837211232335	-9.39217564153538
CON3	-5.29022455268321	-7.26093899105901	-13.0785622485704	-4.13859131689226	-10.3560962240994	-8.64560284129434	-10.217268519402	-8.9967681574068	-7.35791895970617	-14.1780979221214	-5.15019192555147	-3.34984807643418	-9.89799000292862	-7.57818507993423	-18.3114024268529	-3.7605467534592	-12.5260212255417	-1.78608722732098	-4.8252662675783	-17.6837211232335	-9.10280979481712	-18.7130508280301	-2.22426523997608	-6.40519427667918	-7.05323809221058	-2.93901089617165	-14.4004903434578	-15.985452844179	-14.1780979221214	-9.43086399250133
CON4	-4.62675930441723	-7.80568711224049	-5.8893450412874	-9.24807509966429	-8.28654924747893	-8.04554114797513	-13.9554342317452	-6.17489446427321	-8.02469689418229	-14.6335061368578	-2.79257089413705	-6.16101836539507	-7.41046979895594	-10.5291694770431	-15.9554342317452	-3.84495092192895	-9.58039480039825	-2.21813406693104	-5.05305911725915	-17.6837211232335	-8.14165304052814	-18.7130508280301	-1.98137820911954	-6.39605714121849	-8.541806302721	-2.66837121108083	-8.96674954497301	-15.9554342317452	-16.6837211232335	-11.7459808661162
CON5	-7.93813663222084	-4.68558412548734	-13.4965573454895	-7.31416299208498	-8.31168200258122	-4.36663041197911	-8.55404284015027	-10.8527011557148	-6.61697409587672	-13.3266323440472	-4.09461122151297	-7.67637838307432	-11.8527011557148	-14.9115948447684	-18.3114024268529	-3.07357278646381	-12.4090945042392	-2.4455183833721	-3.11609628040053	-14.9115948447684	-6.3430053137814	-18.7130508280301	-2.08789589731006	-4.14230796354427	-10.4741895324611	-3.35397159713322	-10.6892024234319	-18.7604665700899	-13.0371257268522	-10.8527011557148
CON6	-6.4514372379711	-2.37178354965416	-4.85500765221249	-9.57533370836901	-7.68104314954013	-7.99037120764786	-12.5628427641858	-17.4208237593134	-16.4208237593134	-17.4208237593134	-2.12097182436068	-17.4208237593134	-18.0589641314276	-17.7130508280301	-18.3114024268529	-4.3070815932642	-5.52828094266483	-8.45792775397613	-6.0392808081288	-17.6837211232335	-15.6916235803478	-8.01143282317569	-1.39412742506343	-4.49861104152794	-17.7439862890015	-10.1634359166207	-17.4208237593134	-18.7604665700899	-10.098895664426	-19.108881737648
