feature	Ackermannviridae	Aliceevansviridae	Allomimiviridae	Autographiviridae	Casjensviridae	Chaseviridae	Crevaviridae	Demerecviridae	Draupnirviridae	Drexlerviridae	Epsomviridae	Felixviridae	Guelinviridae	Helgolandviridae	Herelleviridae	Inoviridae	Intestiviridae	Konodaiviridae	Kyanoviridae	Lakviridae	Mesyanzhinovviridae	Microviridae	Mimiviridae	Orlajensenviridae	Peduoviridae	Phycodnaviridae	Rountreeviridae	Salasmaviridae	Schitoviridae	Speroviridae	Steigviridae	Straboviridae	Suoliviridae	Toyamaviridae	Unclassified	Vilmaviridae	Zierdtviridae
MI15	-5.537369390352	-7.35854058790815	-14.4643329128063	-17.5035190729503	-9.05027435132183	-11.0162674161372	-22.9238584597433	-4.49874366496588	-19.4296140718572	-6.51835290025928	-11.352689575304	-22.4582267328225	-10.3878744847963	-20.2784924989648	-5.86332762367486	-17.7227499489369	-19.3291392307539	-21.9899450493695	-9.95715356112935	-14.1202248247849	-8.99557044970172	-17.1131163435774	-13.5582579827668	-11.4386092852045	-4.380376986899	-2.14399037146946	-21.8108883442738	-2.15506567304824	-14.4361406290453	-20.1399572655989	-20.0601341767769	-4.97005085596295	-15.5443655199164	-11.217391353739	-1.58722197374443	-5.14189223955042	-10.3406055800973
MI25	-3.60721801648051	-5.31921844229126	-12.1421329964029	-20.2726318289905	-5.55833941489314	-5.69422352849548	-4.79034059489157	-5.27232603857616	-19.4296140718572	-5.21653036813991	-6.93004680271146	-20.8808567035173	-8.67115678562442	-20.2784924989648	-3.61421892214415	-11.288548904716	-4.82373919627852	-13.1567204827949	-6.09249049586538	-6.49327314282875	-8.18555853390816	-16.9811406628946	-7.10684043878548	-7.1833598924035	-2.83878235641343	-5.52620495330396	-16.506353654547	-3.60248488656831	-7.68865088931149	-20.1399572655989	-20.0601341767769	-2.50906772409813	-7.2637917925316	-8.7521342798792	-2.72691902059316	-9.08421491812016	-7.45100857941739
MI22	-3.28758430704758	-6.43486400109413	-11.8407144329316	-18.8957142764157	-4.06630923289041	-4.51904150338889	-1.91630090454756	-6.31663400727956	-19.4296140718572	-8.22473047908929	-8.79107380465013	-22.4582267328225	-20.4034436731982	-20.2784924989648	-4.73772206371853	-10.827223736439	-19.3291392307539	-11.9280062895856	-5.22705919050142	-6.40297593357159	-9.49278320889176	-16.521706554818	-7.61154303430426	-4.88438106515649	-3.66242682327478	-6.31349449668391	-21.8108883442738	-4.6358934234151	-10.7329440532659	-20.1399572655989	-20.0601341767769	-2.73116582913378	-10.4116477472828	-14.8796558700567	-3.41849335092223	-10.302967891859	-7.9128612558638
MI14	-3.60029975023205	-5.62658754673703	-7.58569005744383	-17.7125409097717	-4.20835072282027	-4.50154279132224	-6.119509455482	-7.6439121348736	-19.4296140718572	-6.64662803439836	-7.33135461990932	-22.4582267328225	-10.3085607082476	-20.2784924989648	-4.92175100814421	-10.7823546803222	-2.20903079517092	-12.3356834468357	-5.7252313023584	-7.81493450805036	-6.99259936925743	-7.75718342748766	-7.09656740771349	-10.1965246327532	-3.64307416360918	-6.11618272343881	-12.396740457965	-3.83503814080491	-8.1474098197726	-17.5484882534886	-18.7073792046559	-2.43253488506845	-7.99094462355143	-13.7734019779256	-3.35002817606294	-10.0706950340385	-7.16058411257132
MI16	-3.14646645367446	-5.6987046245461	-11.7573722624619	-13.7437018563078	-4.75287924858405	-4.95722244914456	-19.7083448434952	-5.72634491340626	-19.4296140718572	-6.81576295644536	-6.70778383694587	-22.4582267328225	-11.6127218938463	-20.2784924989648	-3.85529902447168	-9.90243898878054	-4.15946956099892	-13.4580113014425	-5.6234623889299	-7.63431830996118	-6.80899103152158	-15.2888948056647	-5.82375750794887	-4.394530554379	-3.52152499974166	-5.46139085340126	-12.6391815547528	-3.66916475445485	-8.99560114615181	-20.1399572655989	-20.0601341767769	-2.10417859866609	-6.95732906978454	-9.80579216570186	-3.41894734320574	-8.90603010476362	-7.14995387947128
MI1	-3.78909968536052	-6.28434062788244	-9.09322132047734	-12.9894431501985	-4.35369106200686	-5.48426053800446	-10.8285035209254	-5.54341465014261	-18.4296140718572	-6.69836686061996	-7.22672761533122	-22.4582267328225	-14.6781269158611	-20.2784924989648	-3.9973839387829	-10.5024011150806	-19.3291392307539	-8.82244302739512	-4.80685877851417	-7.66735542643964	-6.68512669705115	-12.9004071825243	-6.64356695804773	-5.78092393431032	-3.02566849458523	-5.99134902830998	-18.5056926152583	-4.73320565507964	-8.18881613045347	-16.0265217241283	-20.0601341767769	-2.33088249463079	-3.2442577060628	-11.2187096920378	-2.60447437882077	-9.30578229348428	-6.82584896463443
MI2	-3.79132029096291	-6.02584116503948	-13.0702627538389	-16.8280426227587	-4.29279923697815	-4.47765069484202	-5.76191172922365	-7.34574378127601	-16.3735273928504	-6.12812365146659	-8.61221100285956	-22.4582267328225	-21.4034436731982	-20.2784924989648	-3.82664313081189	-11.1172187110624	-19.3291392307539	-9.48271526775303	-4.95839097908446	-6.97450533038098	-7.27267694141036	-13.0359869408366	-6.10093980696367	-6.86212941927345	-2.83903842032388	-5.72186206129773	-16.4401682014357	-3.66934405727599	-5.26072899873109	-19.1399572655989	-20.0601341767769	-2.43727638101892	-9.45924426778564	-7.73199284120777	-2.59179575632703	-10.0879021164018	-6.40385389882442
MI3	-3.42448502801818	-5.69996419835806	-11.8304242683398	-16.8209202805884	-4.36927141891307	-4.37007571456569	-19.0833064298214	-7.03234879887514	-19.4296140718572	-6.88334725825709	-8.21960227651915	-22.4582267328225	-17.993786350582	-17.3991107390479	-4.13065399611096	-11.8340683662451	-18.3291392307539	-8.37474363925309	-4.92149854011222	-7.49321878919117	-6.46483744239989	-13.0807719105593	-6.4069771574405	-8.03733202484681	-2.8043612137319	-5.73646905080685	-14.8841897156643	-3.7404486426598	-7.64021697670663	-17.5221960719896	-20.0601341767769	-2.13033450620739	-7.66183273721789	-9.99914629861788	-2.70777889316648	-8.50723087104124	-6.23752013627917
MI4	-4.16132359337295	-5.72578003820808	-9.03963737923361	-11.6818754251777	-5.97133098400742	-4.64589322260001	-10.4195814907308	-7.9173737864808	-19.4296140718572	-5.29570852218936	-6.43528799958012	-19.2639588380741	-11.1011146782647	-20.2784924989648	-4.2673861705851	-5.51950169453788	-19.3291392307539	-5.0317819600527	-5.40724377018571	-6.21489675190495	-7.39484954992105	-7.31974201207803	-4.18104282585698	-8.45705285140336	-2.62470776159271	-6.07604966427197	-15.2960606421157	-3.23192887801041	-8.03238008378674	-16.7330893806519	-19.0601341767769	-2.81536337191166	-8.01777408784562	-10.278417741038	-2.60581880427616	-10.2540168960499	-6.136258012888
MI5	-3.47519824804601	-5.67410200587076	-12.218997269428	-15.9016700849905	-4.08890173299899	-4.29960018329911	-5.96400482154156	-7.41442831678731	-12.533398070283	-6.21897973662648	-7.93292210827733	-22.4582267328225	-6.43652322494362	-20.2784924989648	-3.92336481527609	-9.89621918914557	-8.94155110137487	-8.50377488843136	-4.89803158124483	-7.05344387745394	-6.21113403815247	-15.9110870800439	-6.87971860489713	-10.2921061786722	-2.46889422754297	-5.53953168308933	-16.5235765369031	-3.65836725314357	-9.04201352769734	-20.1399572655989	-12.4607172804327	-2.48617942330138	-7.5710099550406	-7.92096486252547	-3.23081265657599	-8.16138322044648	-6.29870787404148
MI6	-4.39793478659484	-5.32388591711788	-13.1104698608796	-15.6570411454424	-5.23632410550094	-4.37238318367038	-17.5102403672394	-4.4558173243306	-19.4296140718572	-8.40444485075137	-8.1175515735889	-22.4582267328225	-17.863782566671	-20.2784924989648	-3.39575550617389	-10.7387710638327	-19.3291392307539	-4.32031447205957	-6.49171250083676	-8.03894476981682	-6.13754328777493	-13.6217742230042	-6.10795580045114	-4.97992302495532	-2.65357408178617	-5.95046131640947	-13.6841440355251	-3.2634970195885	-5.60593298796835	-20.1399572655989	-8.6487653101265	-2.86502840153953	-23.2299583747881	-7.09091714722322	-3.16213107687852	-10.4493474795071	-5.63392492213083
MI7	-4.17034042121535	-7.8059487518443	-8.66581992199239	-14.7783365278402	-5.33985897666216	-6.00480054672713	-22.9238584597433	-9.78950681679891	-19.4296140718572	-4.68755070245939	-5.66125374861114	-22.4582267328225	-17.2819400976954	-20.2784924989648	-4.87270758798547	-12.9651265060765	-4.88215825061726	-7.52326906593802	-6.65813017678084	-6.31919079147722	-7.43222731516282	-11.9387820195421	-6.60200388883781	-9.58912175054342	-1.41426902182348	-9.12626832647091	-21.8108883442738	-4.5631412431433	-7.07560329301973	-20.1399572655989	-5.38810323841611	-3.11288406366284	-23.2299583747881	-10.9218031452574	-2.80817152661033	-7.35351993471221	-6.91645468376673
MI8	-3.71723124170656	-5.4368067167418	-11.9678599432719	-5.85465707436039	-4.99770152492781	-4.51026680628931	-15.332155479676	-7.42860049212323	-8.64880269007291	-6.5672632590849	-5.70039661740757	-22.4582267328225	-7.89709043116838	-20.2784924989648	-4.67976351241139	-8.94429952791792	-9.25129357506863	-7.78616955299894	-4.23066825785409	-6.71471327574112	-6.04110112860032	-13.1971347968553	-5.09654449017108	-8.30633002839246	-2.55395743492329	-5.6712307230321	-14.682268057154	-3.77581061027819	-4.86539697635139	-13.3859086450819	-16.8276818070705	-2.58006544245345	-16.3031341114001	-7.83358639345152	-2.9600444072681	-9.52043173579168	-6.74416153807387
MI9	-5.42424145819778	-6.9802182908308	-11.1021557411588	-9.23776352798179	-4.64257106094444	-6.17704995730582	-5.01759718687515	-6.89878746258458	-19.4296140718572	-3.65165351405462	-8.27368363018248	-22.4582267328225	-20.0099765830558	-20.2784924989648	-5.29559434531004	-14.5014296963581	-5.34465800907654	-5.31220161230814	-7.59648189347693	-8.73545411365161	-8.09172151418964	-15.6461464210399	-6.85539010337082	-8.09932185809572	-1.29946823526461	-6.80076725596965	-17.4932155494015	-5.78373262663739	-8.22675697638823	-20.1399572655989	-14.3505988785412	-3.80565383709769	-23.2299583747881	-13.1273132917347	-2.50378180441345	-12.0611452509795	-7.14869042946148
MI10	-4.69751275997631	-5.30649074678422	-11.8364681370756	-13.0156876540075	-5.23807030424334	-5.62513476797044	-22.9238584597433	-6.35582503897207	-16.9982596792374	-4.97699294425077	-5.22843330735732	-20.7111658107294	-12.0407092878211	-20.2784924989648	-3.99585415147418	-7.09176247077657	-19.3291392307539	-21.9899450493695	-6.93200786538304	-8.72703130307209	-5.18944391688594	-19.8322867931225	-6.0090331628495	-6.65880883891946	-2.3282062784605	-7.9108686629647	-14.0149472362537	-4.75257522063583	-10.8909888943433	-20.1399572655989	-20.0601341767769	-2.58047449627754	-23.2299583747881	-21.3968624062566	-1.86137974031418	-10.6167632531907	-10.3557116481702
MI11	-3.47066823832935	-5.43673706060411	-12.1396980110951	-16.442878330301	-3.98058848211149	-3.90218328317769	-5.45507589491908	-7.15728818561742	-19.4296140718572	-6.85021876260295	-8.21216270124965	-22.4582267328225	-9.74833031846518	-14.9733113541889	-4.16335169786714	-12.1862635946634	-4.63364433397045	-10.297707058264	-5.16734714368942	-7.90028713963811	-6.4554197118375	-14.3997807751241	-6.65168418401803	-7.5870402536818	-2.72503417576883	-6.0312118780069	-15.5751648526079	-4.19522467435568	-7.57473234355705	-20.1399572655989	-10.31579926307	-2.47541976710992	-9.30849256748216	-11.0296820604683	-2.85289209907305	-10.1635468738702	-6.76895307092704
MI12	-5.29988097561478	-8.19260693083201	-16.9495031794239	-19.2726318289905	-5.79124238086095	-6.06066342538901	-3.68564367393394	-8.57194191289057	-14.6290273106478	-8.25127459731352	-9.05288741448108	-21.4582267328225	-12.718070357231	-17.3882401198029	-6.42472176808763	-12.8063274422284	-19.3291392307539	-14.3464066660018	-7.08415742295866	-9.63160697015818	-9.31655260539401	-11.7353914904986	-8.34389529145415	-7.56499830233791	-5.06657647357185	-9.13747983804998	-20.8108883442738	-1.57587380156042	-7.00176092400814	-14.6043336496552	-1.78348933118988	-3.8285480683169	-4.60204244555207	-15.4614011597059	-4.99340009244561	-6.33864292228021	-9.89214780962857
MI13	-4.87622635008	-6.56309004936979	-14.105721156548	-9.44288391975702	-5.25459401802217	-5.86215604834068	-7.3099849111261	-8.39639161979443	-19.4296140718572	-3.59106593767165	-7.06645609998577	-22.4582267328225	-21.4034436731982	-20.2784924989648	-5.01375608671443	-8.14058599275573	-9.669619139137	-9.48641584294829	-6.52898545137672	-8.14035502952352	-7.79393707113536	-13.2289991875165	-6.47384258995541	-7.52048698856832	-1.33420624709931	-7.33720742369493	-16.3510631291154	-4.59070856901712	-7.41539503908977	-20.1399572655989	-20.0601341767769	-3.55031381712373	-6.92567090226773	-11.2509831059572	-2.42817735280693	-9.93831229908954	-7.15747839823592
