feature	Arthrodermataceae	Aspergillaceae	Ceratobasidiaceae	Chaetomiaceae	Cladosporiaceae	Clavicipitaceae	Cryptococcaceae	Cryptomonadaceae	Debaryomycetaceae	Dipodascaceae	Glomerellaceae	Herpotrichiellaceae	Malasseziaceae	Marasmiaceae	Mycosphaerellaceae	Nectriaceae	Ophiocordycipitaceae	Ophiostomataceae	Phaffomycetaceae	Pichiaceae	Pneumocystidaceae	Pyriculariaceae	Saccharomycetaceae	Saccharomycodaceae	Schizosaccharomycetaceae	Sclerotiniaceae	Sordariaceae	Trichocomaceae	Trichomonascaceae	Ustilaginaceae
CON21	-10.977524482626	-4.64511882629452	-10.8498577369792	-2.46598941031491	-4.32319073140716	-4.37187109616173	-10.7094815231086	-10.8283006600169	-7.39544280331575	-6.29814560196083	-4.97621750707347	-10.9508989160501	-10.8852444366011	-5.27738704179404	-5.79933974498939	-6.58012157144809	-5.72016953155578	-3.18086011811546	-10.8653896083821	-6.45247374835213	-10.993967637942	-4.75382508573702	-2.86508939874783	-10.9634741239749	-2.01946047801936	-10.9590526097676	-10.8863592851927	-7.65178255657553	-10.8846561932557	-6.70623034059791
CON22	-10.977524482626	-5.0814343549975	-10.8498577369792	-4.03712288078792	-4.88538428363857	-5.51753346980417	-10.7094815231086	-10.8283006600169	-4.05307911762351	-10.9866844819114	-5.08963927781922	-6.92888592227516	-10.8852444366011	-6.02003381033335	-9.66342793428613	-9.406270094789	-7.030526184151	-4.1313787861739	-10.8653896083821	-5.92888592227516	-10.993967637942	-4.39723923608646	-2.88003766217309	-10.9634741239749	-1.21305230487959	-10.9590526097676	-10.8863592851927	-7.06246907665375	-10.8846561932557	-4.74054098176639
CON23	-5.97107234676074	-4.72439014633439	-10.8498577369792	-5.05006064290757	-5.94180775225555	-6.42607625335723	-7.83572049386586	-10.8283006600169	-9.17242750864548	-6.561959681439	-6.27975786486725	-10.9508989160501	-10.8852444366011	-10.9495565482069	-7.00699192101569	-4.830347321767	-7.85741556496517	-4.8037776013631	-10.8653896083821	-5.32438085628788	-10.993967637942	-5.71198512544361	-2.3348043140766	-10.9634741239749	-0.959111921436871	-10.9590526097676	-10.8863592851927	-10.733015321686	-6.87944187129517	-6.3626508732156
CON24	-7.61249479050463	-4.39407127137112	-10.8498577369792	-4.91283134090036	-5.42363797305194	-6.13212119106067	-5.56291276165407	-10.8283006600169	-5.15949762999197	-8.00418180250609	-5.54595393449423	-9.81816981689614	-8.28051303095334	-8.39732669593609	-6.33357427470475	-5.8269222909051	-7.53396138795794	-5.15398062502441	-9.38004870450425	-5.18177907736798	-8.52443861383943	-5.04955859611347	-1.88476470277431	-6.56291276165407	-1.46189535015541	-8.81816981689614	-7.88972307792117	-7.57269378244665	-8.04444567271982	-6.71167019559546
CON25	-9.01858966780594	-6.35866510940356	-8.20301423894337	-6.60716342207947	-6.07748335685951	-5.80446486245309	-10.7094815231086	-9.75555526197214	-4.28090290639608	-9.2701284348019	-8.57498301633032	-10.9508989160501	-5.88765879797949	-7.39565931688576	-5.94134666887348	-4.90422264285394	-8.13888390152365	-6.84226689516548	-9.3405177626933	-4.96547833134638	-8.57498301633032	-8.23618110287857	-2.13790414254481	-10.9634741239749	-0.939638326411117	-8.96200613943957	-7.82955584341592	-10.733015321686	-10.8846561932557	-8.17059276125099
CON26	-5.14809399435601	-6.37353651205241	-10.8498577369792	-5.37888974654661	-5.77321976445421	-6.99092049046594	-9.08111829943752	-8.3348748916833	-1.53546872274119	-7.60068638218767	-6.96922541936662	-9.74991239096214	-10.8852444366011	-8.71338651493703	-6.73610659143711	-6.9215724437752	-7.76852806912949	-5.19453668622934	-9.86538960838208	-3.59600314800555	-9.15267156046255	-7.92679015304622	-3.39642622757213	-10.9634741239749	-1.72314070013395	-9.5758829911871	-10.8863592851927	-9.54346151349472	-10.8846561932557	-8.24089874347429
CON27	-6.22874974284881	-5.14829991042879	-10.8498577369792	-4.41476172845876	-5.22616658183481	-6.22874974284881	-7.55845518832789	-10.8283006600169	-4.16923567320478	-7.26540821342766	-5.39576901311571	-9.30847693531954	-8.24434659789983	-7.57151134115334	-6.86101795834832	-5.42509309259565	-6.31395206538569	-4.76603126671617	-9.54551613262039	-5.77544222664225	-7.86101795834832	-4.64723866731658	-2.35781058764528	-9.06746883581575	-1.40999005751896	-9.76790855395684	-7.27605545762716	-6.79062863045692	-7.70901486490327	-5.03094295979063
CON28	-7.50963692756549	-3.99730222693173	-10.8498577369792	-3.09774827284164	-4.45275770712997	-4.78530815907721	-10.7094815231086	-10.8283006600169	-6.41757637457672	-5.93027713307371	-4.19668363637	-10.9508989160501	-9.87700799321402	-7.27293666954516	-4.47715331964159	-4.15290347334717	-6.04108391895964	-3.08910543382259	-10.8653896083821	-6.47647006363029	-10.993967637942	-5.2741235844956	-3.00541072760017	-9.41233972621057	-2.15741382104522	-8.30169566252658	-8.90615433887353	-7.4334013417384	-7.53787060829443	-7.49849636996029
CON29	-6.50724149492734	-4.88184412980695	-9.02661565402092	-3.20899239650949	-4.0922039956485	-4.94103992231485	-8.17861874746597	-10.8283006600169	-6.20558579506624	-5.91855590816347	-5.18755187223598	-9.71111382829299	-7.57595424501136	-8.17861874746597	-5.78375913012476	-4.97543693009536	-5.91484240536441	-3.35607742159369	-8.68557873618586	-5.68241839529253	-10.993967637942	-4.97930993924257	-3.02962440389326	-10.9634741239749	-1.70910254253452	-7.1006162354647	-8.5184687503506	-6.599605513076	-9.34854374890829	-6.05494437707942
CON30	-5.46516798818644	-4.52182815577516	-8.48251523175034	-4.44897381637108	-4.74090327272777	-5.60382152797247	-7.80250552239621	-10.8283006600169	-5.04582607485159	-7.34219394335292	-5.56224242422107	-10.9508989160501	-10.8852444366011	-8.45181843452742	-5.31086760915902	-6.47864222260313	-6.19195130777231	-4.76664547303964	-10.8653896083821	-5.37421561640345	-6.8923910259134	-5.11028205501491	-2.75371695845553	-6.88212269045958	-1.2438023230252	-7.31431491077749	-10.8863592851927	-7.32123432471728	-8.24031432933371	-5.70200192191138
CON31	-6.28237928419755	-5.9562512007809	-9.53451904892805	-5.65732013825633	-5.89387241562921	-6.28659153548446	-7.2206282731061	-10.8283006600169	-3.74082543292639	-8.32940461902344	-6.93625972559343	-10.9508989160501	-7.27817929566826	-9.94955654820689	-6.17306258985405	-5.47322286965917	-8.40066330219326	-6.39610502023095	-10.8653896083821	-5.95289999128126	-6.59070188432117	-5.80659859436485	-2.4777308257514	-6.41442520343774	-0.958454670125106	-8.29505311423266	-8.49499068474141	-8.07508743029075	-8.19664941017166	-7.504771705534
CON32	-4.70141180276703	-5.74798029335982	-7.98129400107362	-4.63350773826523	-5.13500341646907	-5.79441586635011	-8.38613573324657	-10.8283006600169	-4.21170230613251	-7.87767136999946	-5.9509203520301	-9.01232089669424	-9.83544313461016	-8.12649191661355	-5.74146698640115	-6.25975844747702	-6.46442049019463	-5.0480428189282	-8.86345751077976	-5.05610258872215	-6.20049249805733	-5.23667483436397	-2.63388466708276	-5.97364042853018	-1.23925337846575	-6.8992582322076	-8.9509203520301	-9.3264294871223	-8.38613573324657	-7.14356542997249
CON33	-7.06806533495182	-5.28474410509387	-9.51285017762472	-4.51786825239134	-5.26492266418113	-6.23431467825073	-8.0389189892923	-10.8283006600169	-3.77989764596513	-7.31354136940131	-5.73635621927187	-8.43484766562344	-7.58123715260496	-7.85834674365048	-6.62388149001346	-6.26211313059431	-6.31937044820351	-4.68089789182636	-10.8653896083821	-5.49624821028759	-6.70549525556711	-4.877568723588	-2.4277466092483	-9.87542025700942	-1.29673308171475	-9.22334356042973	-7.66782483760106	-7.79200424882179	-7.52627069338704	-5.82894582720992
CON34	-6.94170225325385	-4.57175264350355	-10.8498577369792	-3.71614255283872	-4.94447933792442	-5.21252600719321	-10.7094815231086	-10.8283006600169	-9.17242750864548	-6.80419872950392	-5.23275103525724	-10.9508989160501	-10.8852444366011	-6.42491125517427	-5.90878763078112	-5.21923622878276	-6.3347134462027	-3.59556360477461	-10.8653896083821	-4.7400683920842	-10.993967637942	-5.09988392162803	-3.49748372856306	-10.9634741239749	-1.12841437544251	-10.9590526097676	-10.8863592851927	-10.733015321686	-10.8846561932557	-5.96971662942345
