Taxonomy,CON1,CON2,CON3,CON4,CON5,CON6,CON7,CON8,CON9,CON10,CON11,CON12,CON13,CON14,CON15,CON16,CON17,CON18,CON19,CON20,CON21,CON22,CON23,CON24,CON25,CON26,CON27,CON28,CON29,CON30,CON31,CON32,CON33,CON34,CON35,CON36,CON37,CON38,CON39,CON40,CON41,CON42,CON43,CON44,CON45,CON46,CON47,MI1,MI2,MI3,MI4,MI5,MI6,MI7,MI8,MI9,MI10,MI11,MI12,MI13,MI14,MI15,MI16,MI17,MI18,MI19,MI20,MI21,MI22,MI23,MI24,MI25,MI26,MI27,MI28,MI29,MI31,MI32,MI33,MI34,MI35,MI36,MI37,MI38
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales,0.017646525,0.023368042,0.015573223,0.026302425,0.014395205,0.020871765,0.030327977,0.015483678,0.033476303,0.0163249,0.015756103,0.046094838,0.017170308,0.020689524,0.015220141,0.020821067,0.021653549,0.018196588,0.013119644,0.022102205,0.019293847,0.020532421,0.018234005,0.049659012,0.021574137,0.066218217,0.029106897,0.023462415,0.018705226,0.023571901,0.037823181,0.033752054,0.027017278,0.010243575,0.017876859,0.019102492,0.013996865,0.014883963,0.015311399,0.01666559,0.015120541,0.018343704,0.03006058,0.030119619,0.657191663,0.015237492,0.02703224,0.014047863,0.012624462,0.014989278,0.016704294,0.01638946,0.01722408,0.019066878,0.020205806,0.025323134,0.021680704,0.016796454,0.021324167,0.041324459,0.012703088,0.016211732,0.01893329,0.018652688,0.030816319,0.023744765,0.011066125,0.02275702,0.017311966,0.028732108,0.015205047,0.022905287,0.022085517,0.022316562,0.017710769,0.025131146,0.021053243,0.019307189,0.014563839,0.021291161,0.019970894,0.035904823,0.015527345,0.017255835
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae,0.001220609,0.001801559,0.001232377,0.002700672,0.001211049,0.001355903,0,0.00153246,0.007739243,0.001445103,0.002620059,0.000794396,0.000985654,0.00306806,0.00216339,0.002635814,0.001403327,0.001384873,0.000394427,0.004976685,0.000684894,0.005820936,0,0.004014766,0.003536483,0.043193413,0.005708486,0.001607816,0.001440257,0.003234792,0.009799285,0.006735699,0.006699501,0,0.00194285,0,0.001460969,0.001338327,0.001844374,0.001496233,0.001520328,0.001798555,0.002472319,0.0021499,0.007454478,0.001620377,0.003646737,0.001047204,0.001230024,0.001337685,0.002363026,0.001994124,0.002490505,0.001410629,0.002265942,0.001065856,0.002216042,0.002208478,0.004176725,0.001167679,0.002177102,0.001793936,0.001402319,0.001605165,0.00105473,0.004936531,0.000760885,0.001571077,0.001614756,0.006114493,0,0.001433493,0.001152771,0.001555849,0.001134187,0.002563177,0.002066758,0.002264341,0.001124515,0.003196045,0.002728177,0.003807236,0.001089778,0.001725081
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Candida,0.000747312,0.001519576,0.000940631,0.001482722,0.00075309,0.001355903,0,0.00153246,0.005395116,0.00123866,0.002466839,0.000794396,0.000550498,0.002096996,0.001599858,0.001960561,0.001006062,0.001384873,0.000394427,0.004368573,0.000684894,0.004736591,0,0.002809823,0.003080505,0.043014435,0.004417573,0.00119563,0.000942055,0.001667187,0.008965095,0.005579807,0.006209635,0,0.001718675,0,0.000392206,0.000910259,0.001334338,0.000324654,0.001520328,0.000486622,0.002235661,0.001519122,0.006352472,0.00122891,0.003054574,0.000736449,0.000708601,0.000860262,0.000660811,0.001441536,0.001845788,0.000600102,0.001362345,0.000655602,0.001447644,0.00170769,0.003144314,0.000467885,0.001418112,0.001657641,0.001267251,0.001260601,0.000957008,0.003459101,0.000470798,0.001372164,0.001468697,0.005825294,0,0.000882822,0.000950301,0.001011543,0.000851679,0.002367935,0.001310265,0.001433636,0.000572053,0.00183986,0.00142167,0.003552672,0.000715912,0.000870084
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Candida|s__Candida_albicans,0.000174373,0,0.000135813,0.000280658,0,0.000431655,0,0.000376487,0.005395116,0.000127042,0.00126151,0,0,0,0.000606513,0.000349269,0.000423062,0,0,0.002879591,0.000684894,0.004736591,0,0.000251243,0.001590622,0.036977648,0.000132527,0.000391722,0.000335154,0.000411175,0.003425088,0.000278465,0.001287648,0,0.000720877,0,0,0.000521554,0.000762479,0,0.001256598,0.000155719,0.001213501,0.001093347,0.006352472,0.000381557,0.001352105,0.000225617,0.000401095,0.000103592,0.000175659,0.000492525,0.000733079,0.000300051,0.000264128,0.000132729,0.000339623,0.00061597,0.001055951,0.00017088,0.000209721,0.000103142,0.000234382,0.000222706,0.000478504,0.000282376,0,0,0.000856064,0.003722029,0,0.000240372,0.000300439,0,0.000224345,0.000115143,0.000118666,0.000267969,0,0.000474191,0,0.000351898,0.000544889,0.000538145
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Candida|s__Candida_dubliniensis,0.000219211,0.000663182,0.000638824,0.000148272,0,0.000192975,0,0.000673434,0,0.000227617,0.00013279,0.000794396,0.000309328,0.000577616,0.000534878,0.00143433,0,0.000538306,0,0.001055254,0,0,0,0.000440958,7.95E-05,0.000238638,0.002297138,0,0,0,0.002173802,0.001297752,0.003256443,0,0.000382416,0,0,0.000388705,0.000571859,0,0,0.000171291,0.000508563,0.000226029,0,0.000312183,0.00039971,0.000217103,0.00020389,0.000324287,0.000163112,0.000496529,0,0,0.000399668,0.000168928,0.000225,0.000395623,0.001109758,0.000122057,0.000808923,6.26E-05,0.000393285,0.000151272,0.000141529,0.000837042,0.000204488,0,0.000275888,0.000818771,0,0.000166075,0.000421267,0.000467236,0.000257581,0.000220273,9.39E-05,0.000370691,0,0.000801382,0.000234298,0,0,0.000140823
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Candida|s__Candida_orthopsilosis,0.000104624,0.000459528,0.000165994,0,0,0,0,0,0,0.00021703,0.000781421,0,0.000104857,0.000192539,0.000138495,0,0.000190894,0,0,0.000433727,0,0,0,0.000189714,0.000975582,0.000208808,0.001541242,0.000485268,0,0,0.001084448,0.000688281,0.001408948,0,0.000228571,0,0,0,0,0,0,0,0.000231623,0,0,0.000143703,0.00032569,0.00011068,0,0.000328791,0,0.000180192,0,0,0.000201572,0,0,0.000255402,0.000978605,0,0,0.001399786,0.00015493,0.000310948,0.000208924,0.000156315,0,0,0.000133887,0.000518305,0,0.000139853,0,0,0,0.000165205,0.00012361,0.000169714,0,0.00019916,0.000146932,0.000198411,0,0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Candida|s__Candida_tropicalis,0.000249104,0.000396865,0,0.001053792,0.00075309,0.000731274,0,0.000482539,0,0.000666971,0.000291118,0,0.000136314,0.001326842,0.000319972,0.000176963,0.000392106,0.000846567,0.000394427,0,0,0,0,0.001927908,0.00043477,0.005589341,0.000446666,0.00031864,0.000606901,0.001256012,0.002281756,0.003315309,0.000256596,0,0.000386812,0,0.000392206,0,0,0.000324654,0.00026373,0.000159612,0.000281975,0.000199746,0,0.000391467,0.000977069,0.000183048,0.000103616,0.000103592,0.000322041,0.00027229,0.001112709,0.000300051,0.000496978,0.000353945,0.000883021,0.000440694,0,0.000174948,0.000399468,9.21E-05,0.000484654,0.000575674,0.00012805,0.002183369,0.00026631,0.001372164,0.000202859,0.00076619,0,0.000336521,0.000228595,0.000544306,0.000369753,0.001867314,0.000974046,0.000625262,0.000572053,0.000365127,0.00104044,0.003002363,0.000171024,0.000191117
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Debaryomyces,0.000343763,0.000281983,0.000291746,0.000884338,0,0,0,0,0.002344127,0.000206443,0,0,0.000293599,0.000971064,0.000324747,0.000246816,0.000397265,0,0,0.000608112,0,0.001084345,0,0.001204942,0.000455978,0.000178978,0.001163294,0,0.000190223,0.00082235,0.000834191,0.000709298,0.000489866,0,0.000224175,0,0.000539284,0.000428068,0.000510037,0,0,0.00075913,0.000236658,0.000630777,0,0.000391467,0.000226996,0.000195819,0.000193863,0.000378335,0.001560015,0.000552589,0.000644717,0.000810527,0.000604715,0.000197083,0.000348114,0.000340536,0.000884443,0.000150537,0.000292943,0.000136295,0.000135068,0.000159676,9.77E-05,0.000584921,0,0,0,0.000289199,0,0.000170446,0,0.000544306,0.000170336,0,0.000484551,0.000388555,0.000195909,0.000881995,0.00086571,0.000254564,0,0.000512998
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Debaryomyces|s__Debaryomyces_hansenii,0.000343763,0.000281983,0.000291746,0.000884338,0,0,0,0,0.002344127,0.000206443,0,0,0.000293599,0.000971064,0.000324747,0.000246816,0.000397265,0,0,0.000608112,0,0.001084345,0,0.001204942,0.000455978,0.000178978,0.001163294,0,0.000190223,0.00082235,0.000834191,0.000709298,0.000489866,0,0.000224175,0,0.000539284,0.000428068,0.000510037,0,0,0.00075913,0.000236658,0.000630777,0,0.000391467,0.000226996,0.000195819,0.000193863,0.000378335,0.001560015,0.000552589,0.000644717,0.000810527,0.000604715,0.000197083,0.000348114,0.000340536,0.000884443,0.000150537,0.000292943,0.000136295,0.000135068,0.000159676,9.77E-05,0.000584921,0,0,0,0.000289199,0,0.000170446,0,0.000544306,0.000170336,0,0.000484551,0.000388555,0.000195909,0.000881995,0.00086571,0.000254564,0,0.000512998
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Scheffersomyces,0.000129534,0,0,0.000333612,0.00045796,0,0,0,0,0,0.00015322,0,0.000141557,0,0.000238785,0.000428436,0,0,0,0,0,0,0,0,0,0,0.000127619,0.000412185,0.00030798,0.000745255,0,0.000446595,0,0,0,0,0.000529479,0,0,0.001171579,0,0.000552803,0,0,0.001102006,0,0.000365167,0.000114937,0.000327561,9.91E-05,0.0001422,0,0,0,0.000298882,0.000213171,0.000420284,0.000160252,0.000147968,0.000549257,0.000466046,0,0,0.000184888,0,0.000892509,0.000290088,0.000198913,0.000146058,0,0,0.000380225,0.00020247,0,0.000112172,0.000195242,0.000271942,0.000442149,0.000356554,0.000474191,0.000440797,0,0.000373865,0.000341998
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Scheffersomyces|s__Scheffersomyces_stipitis,0.000129534,0,0,0.000333612,0.00045796,0,0,0,0,0,0.00015322,0,0.000141557,0,0.000238785,0.000428436,0,0,0,0,0,0,0,0,0,0,0.000127619,0.000412185,0.00030798,0.000745255,0,0.000446595,0,0,0,0,0.000529479,0,0,0.001171579,0,0.000552803,0,0,0.001102006,0,0.000365167,0.000114937,0.000327561,9.91E-05,0.0001422,0,0,0,0.000298882,0.000213171,0.000420284,0.000160252,0.000147968,0.000549257,0.000466046,0,0,0.000184888,0,0.000892509,0.000290088,0.000198913,0.000146058,0,0,0.000380225,0.00020247,0,0.000112172,0.000195242,0.000271942,0.000442149,0.000356554,0.000474191,0.000440797,0,0.000373865,0.000341998
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Dipodascaceae,0.001399964,0.001023494,0.002132767,0.000751952,0.000508844,0.000380872,0.003946,0.001018105,0.003162758,0.000672264,0.001971428,0.000610692,0.00046137,0.000301365,0.000940812,0.000344612,0.00087192,0.001177832,0.000399358,0.000612584,0.001465355,0,0.000796631,0.000558888,0.000111344,0.000645067,0.000667544,0.002253865,0.001757295,0.000658523,0.000407281,0.00053066,0.000578508,0.000679421,0.000751646,0.000862026,0.000804023,0.000939781,0.001056136,0.000545796,0.000708452,0.00054891,0.000342399,0.001124886,0.000714938,0.000327049,0.000310886,0.001340932,0.001504106,0.001148517,0.000204935,0.000688734,0.001367978,0.000436438,0.000684648,0.000538961,0.000560378,0.000590931,0.000494347,0.000581805,0.000895474,0,0.00199026,0.0006303,0.000562747,0.000242036,0.00013791,0.001658734,0.000478747,0,0.000913586,0.000528819,0.001054801,0.000520222,0.001042787,0.000415515,0.000380719,0.000446616,0.001026561,0.000388836,0.000563903,0.000715027,0.000210796,0.000890202
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Dipodascaceae|g__Yarrowia,0.001399964,0.001023494,0.002132767,0.000751952,0.000508844,0.000380872,0.003946,0.001018105,0.003162758,0.000672264,0.001971428,0.000610692,0.00046137,0.000301365,0.000940812,0.000344612,0.00087192,0.001177832,0.000399358,0.000612584,0.001465355,0,0.000796631,0.000558888,0.000111344,0.000645067,0.000667544,0.002253865,0.001757295,0.000658523,0.000407281,0.00053066,0.000578508,0.000679421,0.000751646,0.000862026,0.000804023,0.000939781,0.001056136,0.000545796,0.000708452,0.00054891,0.000342399,0.001124886,0.000714938,0.000327049,0.000310886,0.001340932,0.001504106,0.001148517,0.000204935,0.000688734,0.001367978,0.000436438,0.000684648,0.000538961,0.000560378,0.000590931,0.000494347,0.000581805,0.000895474,0,0.00199026,0.0006303,0.000562747,0.000242036,0.00013791,0.001658734,0.000478747,0,0.000913586,0.000528819,0.001054801,0.000520222,0.001042787,0.000415515,0.000380719,0.000446616,0.001026561,0.000388836,0.000563903,0.000715027,0.000210796,0.000890202
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Dipodascaceae|g__Yarrowia|s__Yarrowia_lipolytica,0.001399964,0.001023494,0.002132767,0.000751952,0.000508844,0.000380872,0.003946,0.001018105,0.003162758,0.000672264,0.001971428,0.000610692,0.00046137,0.000301365,0.000940812,0.000344612,0.00087192,0.001177832,0.000399358,0.000612584,0.001465355,0,0.000796631,0.000558888,0.000111344,0.000645067,0.000667544,0.002253865,0.001757295,0.000658523,0.000407281,0.00053066,0.000578508,0.000679421,0.000751646,0.000862026,0.000804023,0.000939781,0.001056136,0.000545796,0.000708452,0.00054891,0.000342399,0.001124886,0.000714938,0.000327049,0.000310886,0.001340932,0.001504106,0.001148517,0.000204935,0.000688734,0.001367978,0.000436438,0.000684648,0.000538961,0.000560378,0.000590931,0.000494347,0.000581805,0.000895474,0,0.00199026,0.0006303,0.000562747,0.000242036,0.00013791,0.001658734,0.000478747,0,0.000913586,0.000528819,0.001054801,0.000520222,0.001042787,0.000415515,0.000380719,0.000446616,0.001026561,0.000388836,0.000563903,0.000715027,0.000210796,0.000890202
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Phaffomycetaceae,0.000229176,0,0.000206235,0.000386567,0,0.000203132,0,0,0,0.000227617,0.000444337,0,0.000262142,0,0.000367729,0,0,0.000312862,0,0.000746726,0,0,0,0.000215351,0.000106041,0.000134234,0.000137436,0,0.000258159,0,0,0.000267957,0,0,0.000250549,0,0.000426524,0,0,0,0,0,0,0,0,0.000128837,0.000202322,0.000693879,0.000444547,0.000716134,0.000146382,0.000212226,0.000242178,0.000101316,0.000333636,0.000132729,0.000237736,0.000130205,0,0.000187154,0.000156458,0,0,0.000302544,0.000165118,0.000242036,0.000256799,0,0.00015823,0,0,0.000170446,0,0,0.000203572,0,0.000252164,0.000544871,0.000144972,0.000312966,0.0002065,0.000228359,0.000326138,0.000321881
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Phaffomycetaceae|g__Komagataella,0.000229176,0,0.000206235,0.000386567,0,0.000203132,0,0,0,0.000227617,0.000444337,0,0.000262142,0,0.000367729,0,0,0.000312862,0,0.000746726,0,0,0,0.000215351,0.000106041,0.000134234,0.000137436,0,0.000258159,0,0,0.000267957,0,0,0.000250549,0,0.000426524,0,0,0,0,0,0,0,0,0.000128837,0.000202322,0.000693879,0.000444547,0.000716134,0.000146382,0.000212226,0.000242178,0.000101316,0.000333636,0.000132729,0.000237736,0.000130205,0,0.000187154,0.000156458,0,0,0.000302544,0.000165118,0.000242036,0.000256799,0,0.00015823,0,0,0.000170446,0,0,0.000203572,0,0.000252164,0.000544871,0.000144972,0.000312966,0.0002065,0.000228359,0.000326138,0.000321881
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Phaffomycetaceae|g__Komagataella|s__Komagataella_phaffii,0.000229176,0,0.000206235,0.000386567,0,0.000203132,0,0,0,0.000227617,0.000444337,0,0.000262142,0,0.000367729,0,0,0.000312862,0,0.000746726,0,0,0,0.000215351,0.000106041,0.000134234,0.000137436,0,0.000258159,0,0,0.000267957,0,0,0.000250549,0,0.000426524,0,0,0,0,0,0,0,0,0.000128837,0.000202322,0.000693879,0.000444547,0.000716134,0.000146382,0.000212226,0.000242178,0.000101316,0.000333636,0.000132729,0.000237736,0.000130205,0,0.000187154,0.000156458,0,0,0.000302544,0.000165118,0.000242036,0.000256799,0,0.00015823,0,0,0.000170446,0,0,0.000203572,0,0.000252164,0.000544871,0.000144972,0.000312966,0.0002065,0.000228359,0.000326138,0.000321881
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae,0.001409928,0.003942541,0.00183599,0.002245264,0.001445118,0.00228523,0.001166461,0.000954473,0,0.00230793,0.001802886,0.002527173,0.002327822,0.002595085,0.002168166,0.003106162,0.001671611,0.001315859,0.005275468,0.000500799,0.001316696,0.001586057,0.001878476,0.003953237,0.00220036,0.010354636,0.001875014,0.001543503,0.002069803,0.002576269,0.002114918,0.003751396,0.002038776,0.002841214,0.002698891,0.001541795,0.00125506,0.001284203,0.00194226,0.002997171,0.001411733,0.001164,0.003116834,0.004415442,0,0.001382524,0.003651672,0.00103869,0.001310243,0.002152907,0.001794227,0.001886009,0.002303962,0.000436438,0.001588244,0.001584707,0.002419816,0.001667627,0.003578129,0.001318216,0.001228365,0.001046156,0.001561222,0.002874169,0.001940973,0.003121259,0.001027195,0.002673528,0.004130204,0.005183047,0.001834871,0.001984163,0.00107113,0.005091432,0.001832149,0.003394207,0.001384431,0.00288067,0.001872885,0.003248206,0.001699651,0.002362209,0.001905123,0.002162637
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Brettanomyces,0.000966523,0.002355081,0.001066383,0.001360927,0.001445118,0.001909436,0.000756623,0.000954473,0,0.001646253,0.00080185,0.000893696,0.001006626,0.001850044,0.001528223,0.001206141,0.000758416,0.001058209,0.000990999,0.000500799,0.000541544,0.000744476,0.001121185,0.002543198,0,0.000488461,0.001202562,0.001543503,0.000982817,0.001737858,0.00121203,0.001849428,0.00137629,0.000793449,0.001010985,0.001541795,0.000406914,0.000536315,0.001427072,0.001279797,0.000796362,0.000879813,0.002094674,0.001976436,0,0.0007978,0.00296575,0.000719421,0.00099271,0.001621436,0.001074863,0.001297382,0.001057074,0.000167561,0.000969628,0.000969326,0.001328776,0.000961514,0.001409056,0.00054112,0.00106192,0.00097985,0.001001089,0.000331958,0.00144899,0.001411878,0.000427998,0.002167817,0.001756757,0.001250692,0.001229235,0.001066379,0.00066619,0.000775516,0.000997088,0.002818493,0.001038323,0.001438102,0.001042233,0.001574313,0.001068238,0.000475437,0.001153414,0.0012322
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Brettanomyces|s__Brettanomyces_bruxellensis,0.000697491,0.001075713,0.000694155,0.000630157,0.000559729,0.000228523,0.000756623,0.000466631,0,0.000989869,0.000398371,0,0.00064487,0.001368698,0.001103186,0.000502947,0.000252805,0.000377274,0.000990999,0.000500799,0.000541544,0,0.001121185,0.000440958,0,0.000316941,0.000795163,0.001037772,0.000634075,0.001300984,0.000824377,0.001024541,0.000965736,0.000793449,0.000738459,0,0.000406914,0.000536315,0.000597619,0.00067754,0.000501605,0.000529445,0.000241693,0.000425775,0,0.000495528,0.00239826,0.000519345,0.0005983,0.000720638,0.000443329,0.000720768,0.000935985,0,0.00051088,0.000361989,0.001061323,0.000565891,0.000252218,0.000321417,0.00087883,0,0.000726981,0.000331958,0.000727865,0.001205139,0.00022351,0.000347255,0.001387554,0.000597177,0.00089049,0.000821636,0.000453924,0.000255294,0.000544244,0.000846049,0.000519162,0.00069672,0.000615153,0.00101951,0.000675095,0.000475437,0.000568753,0.000769497
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Brettanomyces|s__Brettanomyces_nanus,0.000269032,0.001279368,0.000372228,0.00073077,0.000885389,0.001680913,0,0.000487842,0,0.000656384,0.000403479,0.000893696,0.000361756,0.000481346,0.000425037,0.000703194,0.000505611,0.000680934,0,0,0,0.000744476,0,0.00210224,0,0.000171521,0.000407398,0.000505731,0.000348742,0.000436874,0.000387653,0.000824887,0.000410554,0,0.000272527,0.001541795,0,0,0.000829453,0.000602257,0.000294757,0.000350368,0.00185298,0.001550661,0,0.000302272,0.00056749,0.000200076,0.00039441,0.000900798,0.000631534,0.000576614,0.000121089,0.000167561,0.000458749,0.000607337,0.000267453,0.000395623,0.001156839,0.000219703,0.00018309,0.00097985,0.000274108,0,0.000721125,0.000206739,0.000204488,0.001820562,0.000369203,0.000653515,0.000338745,0.000244743,0.000212267,0.000520222,0.000452844,0.001972445,0.000519162,0.000741382,0.000427081,0.000554803,0.000393143,0,0.000584662,0.000462704
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Ogataea,0.000154444,0.001049604,0.000583493,0.000646043,0,0,0.000409838,0,0,0.000381126,0.000827387,0,0.001211097,0.000745041,0.000319972,0.001900021,0.000562363,0,0.004284469,0,0.000775152,0.000841581,0.000422903,0.001061375,0.002104923,0.003773458,0.000225787,0,0.000643134,0.00054288,0.000902889,0.000814379,0.000265927,0.002047765,0.001687906,0,0.000848146,0.000747888,0,0.001717374,0.000615371,0.000284187,0.00073515,0.001324632,0,0.000584723,0.000118433,0.000195819,0.000317533,0.000418871,0.00033877,0.000392418,0.001102891,0.000175354,0.000423995,0.000265459,0.000624058,0.000550868,0.000598597,0.000642834,0.000166445,0,0.000433011,0.002348919,0.000340344,0.001421963,0.00013791,0.000505712,0.00218276,0.002741757,0.000359275,0.000917785,0.000404939,0.004315916,0.000481926,0.000575714,0.000346108,0.001076343,0.000521117,0.000379353,0.000456682,0.001078155,0.000751708,0.000930437
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Ogataea|s__Ogataea_parapolymorpha,0.000154444,0.001049604,0.000583493,0.000646043,0,0,0.000409838,0,0,0.000381126,0.000827387,0,0.001211097,0.000745041,0.000319972,0.001900021,0.000562363,0,0.004284469,0,0.000775152,0.000841581,0.000422903,0.001061375,0.002104923,0.003773458,0.000225787,0,0.000643134,0.00054288,0.000902889,0.000814379,0.000265927,0.002047765,0.001687906,0,0.000848146,0.000747888,0,0.001717374,0.000615371,0.000284187,0.00073515,0.001324632,0,0.000584723,0.000118433,0.000195819,0.000317533,0.000418871,0.00033877,0.000392418,0.001102891,0.000175354,0.000423995,0.000265459,0.000624058,0.000550868,0.000598597,0.000642834,0.000166445,0,0.000433011,0.002348919,0.000340344,0.001421963,0.00013791,0.000505712,0.00218276,0.002741757,0.000359275,0.000917785,0.000404939,0.004315916,0.000481926,0.000575714,0.000346108,0.001076343,0.000521117,0.000379353,0.000456682,0.001078155,0.000751708,0.000930437
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Pichia,0.000288961,0.000537857,0.000186114,0.000238295,0,0.000375793,0,0,0,0.000280551,0.000173649,0.001633477,0.0001101,0,0.000319972,0,0.000350832,0.000257651,0,0,0,0,0.000334388,0.000348664,9.54E-05,0.006092717,0.000446666,0,0.000443853,0.000295532,0,0.00108759,0.000396558,0,0,0,0,0,0.000515188,0,0,0,0.000287011,0.001114373,0,0,0.00056749,0.000123451,0,0.0001126,0.000380594,0.000196209,0.000143998,9.35E-05,0.000194621,0.000349923,0.000466982,0.000155245,0.001570476,0.000134263,0,6.63E-05,0.000127122,0.000193292,0.000151639,0.000287418,0.000461287,0,0.000190687,0.001190598,0.00024636,0,0,0,0.000353135,0,0,0.000366225,0.000309535,0.001294541,0.00017473,0.000808617,0,0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Pichia|s__Pichia_kudriavzevii,0.000288961,0.000537857,0.000186114,0.000238295,0,0.000375793,0,0,0,0.000280551,0.000173649,0.001633477,0.0001101,0,0.000319972,0,0.000350832,0.000257651,0,0,0,0,0.000334388,0.000348664,9.54E-05,0.006092717,0.000446666,0,0.000443853,0.000295532,0,0.00108759,0.000396558,0,0,0,0,0,0.000515188,0,0,0,0.000287011,0.001114373,0,0,0.00056749,0.000123451,0,0.0001126,0.000380594,0.000196209,0.000143998,9.35E-05,0.000194621,0.000349923,0.000466982,0.000155245,0.001570476,0.000134263,0,6.63E-05,0.000127122,0.000193292,0.000151639,0.000287418,0.000461287,0,0.000190687,0.001190598,0.00024636,0,0,0,0.000353135,0,0,0.000366225,0.000309535,0.001294541,0.00017473,0.000808617,0,0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae,0.013063012,0.015775387,0.009828836,0.019386587,0.010568696,0.016159114,0.023418537,0.011135522,0.022574302,0.011132057,0.008570095,0.041829923,0.01206378,0.014616188,0.009045167,0.013519024,0.017324903,0.012252216,0.006665825,0.015265412,0.015826901,0.013125428,0.014919626,0.038855549,0.015619908,0.011890866,0.020036148,0.017115928,0.013016663,0.015843093,0.023519266,0.020107271,0.017103322,0.00672294,0.011617541,0.016698672,0.010050289,0.010677091,0.009824643,0.01162639,0.011118045,0.014450728,0.023842018,0.022087721,0.649022248,0.011268311,0.018332379,0.009505721,0.007841405,0.009161115,0.011848589,0.011147876,0.009749294,0.016249516,0.014593082,0.021457897,0.01557173,0.011112502,0.012664692,0.037422701,0.008245689,0.013084315,0.012720183,0.013106045,0.026755776,0.013009448,0.008583737,0.015201689,0.010499969,0.015812049,0.011827858,0.017979842,0.017484232,0.014599935,0.012808422,0.016760772,0.016583508,0.012366784,0.009646536,0.013595047,0.014141251,0.028668453,0.011776759,0.011376479
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Eremothecium,0.004723011,0.004391625,0.004008998,0.004554074,0.003098862,0.006251373,0.013834644,0.002990683,0.005383033,0.003657752,0.004933678,0.026895275,0.003937374,0.006182162,0.002760352,0.004479952,0.004767186,0.004729733,0.005610731,0.004534015,0.009546048,0.002341322,0.002562006,0.003358457,0.002391235,0.001685378,0.002356039,0.002508192,0.006666851,0.00260518,0.003047249,0.002879223,0.004334148,0.003363846,0.005164817,0.001049209,0.005652675,0.004339721,0.002591398,0.007071819,0.006184735,0.002207317,0.001465264,0.003132861,0,0.002145637,0.004243835,0.004520858,0.00314191,0.003170809,0.002446673,0.002823007,0.004863193,0.002509518,0.004907224,0.001685259,0.001766041,0.00267922,0.002401113,0.001102582,0.002496676,0.002401738,0.005676809,0.002651463,0.004953525,0.00179006,0.002667854,0.0026769,0.002458648,0.008747331,0.005581599,0.006074862,0.006524747,0.007750345,0.004927275,0.003709597,0.002244756,0.00328709,0.003663489,0.002186019,0.003526378,0.001317746,0.004605703,0.004948919
