Taxonomy,CON1,CON2,CON3,CON4,CON5,CON6,CON7,CON8,CON9,CON10,CON11,CON12,CON13,CON14,CON15,CON16,CON17,CON18,CON19,CON20,CON21,CON22,CON23,CON24,CON25,CON26,CON27,CON28,CON29,CON30,CON31,CON32,CON33,CON34,CON35,CON36,CON37,CON38,CON39,CON40,CON41,CON42,CON43,CON44,CON45,CON46,CON47,MI1,MI2,MI3,MI4,MI5,MI6,MI7,MI8,MI9,MI10,MI11,MI12,MI13,MI14,MI15,MI16,MI17,MI18,MI19,MI20,MI21,MI22,MI23,MI24,MI25,MI26,MI27,MI28,MI29,MI31,MI32,MI33,MI34,MI35,MI36,MI37,MI38
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_kudriavzevii,0.00011957,0,0,0.000142977,0,0.000421498,0,0,0,0.000481701,0.000214508,0,0.000235928,0.000678071,0.000114617,0.00019559,0.000118664,0,0,0,0,0,0,0.000333282,0.00012725,0.000331855,0.000142344,0,0.000330625,0,0.000461258,0.000446595,9.33E-05,0,0.000202197,0,0,0,0,0,0,0.000163505,0.000427998,0.00065706,0.002536435,9.91E-05,0.000370102,0,0.000170465,0.000265735,0.000133835,0.000128137,0.000566173,0.000109109,0.000163342,0.000124685,0.000314152,0.000230363,0.000215226,0,0.00018309,0,0.000135068,0.000302544,0.000700907,0.000196654,0,0,0.000243431,0,0.000366974,0.000270965,0.000166548,0.000226393,0.001013706,0.00018523,0.000266997,0.000276902,0,0.000194418,0.000234298,0.000452975,0.00014716,0.000347028
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_pastorianus,0,0.000198433,0.000100602,0,0,0,0,0,0.000628323,0,0.00013279,0.001012855,0,0,0.000334299,0,0.000196053,0,0,0,0,0,0.000835971,0.005752959,0.00018027,0.00023118,0,0.00091207,0.000964701,0.000430449,0.001354333,0.001634011,0.00018195,0,0,0.004098317,0.000406914,0.000403466,0,0,0,0,0.003026199,0,0.224221761,0.000520305,0.000108563,0.000140479,0,0.000121608,0.000129653,0.000232247,0.00051381,0.001098888,0,0,0.001035851,0,0,0,0,0,0,0.001382459,0.000158378,0.000605091,0,0.000391084,0.001359154,0,0,0,0.000388611,0.000125239,0,0,0,0,0,0,0,0,0,0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_uvarum,0.000234158,0,0.000422529,0.001180882,0,0,0,0,0,0,0,0,0.000272628,0.000431119,0,0,0,0.002236041,0,0,0.001953807,0.00074987,0.000275379,0,0,0,0.004368489,0,0,0,0,0,0.000429216,0,0,0,0,0.000452669,0,0,0,0,0,0.000425775,0.000806013,0.000123882,0.000858636,0.000148992,0,0,0,0.000796849,0,0,0,0.000655602,0,0.001427248,0.00093825,0.001456548,0.000349535,0.000139979,0.000321779,0,0.000117941,0.000226909,0,0.000296684,0.00012983,0,0.000641563,0,0,0,0,0,0,0,0,0,0.002966446,0,0,0.000880143
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Tetrapisispora,0.000353728,0.00021932,0.000311867,0.000317726,0.002625637,0.000121879,0.001224258,0.000334066,0,0.001016336,0.000168542,0.000809291,0.000157285,0.000343221,0.000219682,0.000568144,0.00079969,0,0,0,0,0,0,0.004947955,7.95E-05,0.000182707,0.003926732,0.000514501,0,0.001451962,0.002041313,0.000782854,0.002971854,0,0.000118681,0,0,0,0,0.000305834,0.000268902,0.000319224,0.000266869,0.000536161,0,0.000322093,0.000606967,0.000259673,0,0.000252223,0.000221664,0.000620661,0,0.000105213,0.000882744,0.000309702,0.000275944,0.000415655,0.000918072,0,0.000179761,0.001197185,0.000548215,0.00018909,0.000387521,0.000368097,7.13E-05,0.004285063,0,0.000394362,0.000413167,0.000249113,0.000564956,0.000741798,0.000943079,0.004610714,0.000133499,0.000544871,0.00111276,0.000213386,0.00027798,0.000183436,0.001634667,0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Tetrapisispora|s__Tetrapisispora_blattae,9.47E-05,0,0,0.000169454,0.001852193,0.000121879,0,0,0,0.000142922,0.000168542,0.000809291,0.000157285,9.63E-05,0.000109841,0.000237503,0.000619115,0,0,0,0,0,0,0.00287648,0,0,0.003666586,0.000514501,0,0.000636037,0.000696794,0.000147114,0.002859885,0,0.000118681,0,0,0,0,0,0,0.000140147,0,0,0,0.000113971,0.0002418,0.000259673,0,0,0.000117106,0.000136145,0,0,0.000483077,0.00017295,0,0.000240379,0,0,0.000179761,5.89E-05,0.000433011,0,0.000387521,0.000368097,7.13E-05,0.002376844,0,0,0,0.000249113,0,0.000370899,0.000943079,0.002402978,0,0.00017418,0.000540708,0,0.00027798,0.000183436,0,0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Tetrapisispora|s__Tetrapisispora_phaffii,0.000259068,0.00021932,0.000311867,0.000148272,0.000773443,0,0.001224258,0.000334066,0,0.000873414,0,0,0,0.000246952,0.000109841,0.000330641,0.000180575,0,0,0,0,0,0,0.002071476,7.95E-05,0.000182707,0.000260146,0,0,0.000815926,0.001344519,0.000635741,0.000111969,0,0,0,0,0,0,0.000305834,0.000268902,0.000179077,0.000266869,0.000536161,0,0.000208122,0.000365167,0,0,0.000252223,0.000104559,0.000484516,0,0.000105213,0.000399668,0.000136751,0.000275944,0.000175276,0.000918072,0,0,0.001138247,0.000115205,0.00018909,0,0,0,0.001908218,0,0.000394362,0.000413167,0,0.000564956,0.000370899,0,0.002207736,0.000133499,0.000370691,0.000572053,0.000213386,0,0,0.001634667,0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Torulaspora,0.001026308,0.001618792,0.001690117,0.001106746,0.000641144,0.000375793,0.001397651,0.00102871,0.001386539,0.000979282,0.000117469,0,0.001253039,0.000284622,0.00099812,0.002761551,0.00131046,0.001039805,0,0.00177068,0,0.000911713,0.001883394,0.001440804,0.001601226,0.000645067,0.001271279,0.001309639,0.000412149,0.001429476,0.002051127,0.000767092,0.000620497,0.000465617,0.000646152,0,0.000897172,0.000944701,0.000674897,0.001016309,0.000542974,0.000502194,0.001087619,0.001435018,0.001284156,0.000327049,0.002393325,0.000502318,0.00057156,0.001211573,0.002576326,0.000716764,0.001099618,0.001402836,0.001602146,0.000667668,0.00057736,0.001086712,0.001533484,0.000752685,0.001324903,0.000320477,0.001418209,0,0.000478504,0.000973187,0.000718085,0.000751825,0.001756757,0.002681663,0.001106055,0.002263869,0.001577304,0.000688813,0.000639798,0.000505627,0.000588383,0.001152268,0.000889425,0.002167051,0.001250911,0.000292,0.00027841,0.001609405
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Torulaspora|s__Torulaspora_delbrueckii,0.000448387,0.000407309,0.001121715,0.000518953,0,0.000375793,0,0.000620408,0,0.00060345,0.000117469,0,0.000293599,0.000284622,0.00099812,0.000339955,0.000340513,0.000335866,0,0.00177068,0,0,0.000698282,0.000399938,0.001601226,0.000645067,0.000770621,0.000532041,0.000294392,0.00057179,0.001830312,0.000525406,0.000321912,0.000465617,0.000421977,0,0.000524576,0.000388705,0.000674897,0,0.000542974,0.000175184,0.000402822,0.000294363,0.001284156,0.000327049,0.000212192,0.000502318,0.00057156,0.000783694,0.002425761,0.000496529,0.000798532,0.000966398,0.000733303,0.000217193,0.00057736,0.000841325,0.001076129,0.000545188,0.001081893,0.000257855,0.000297943,0,0.00026284,0.000973187,0,0.000222513,0.000397603,0,0,0.000358373,0.000333095,0.000380533,0.000423762,0.000240298,0.000252164,0.000920028,0.000152809,0.001877795,0.000536105,0,0.00027841,0.000487851
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Torulaspora|s__Torulaspora_globosa,0.000577921,0.001211483,0.000568403,0.000587793,0.000641144,0,0.001397651,0.000408302,0.001386539,0.000375833,0,0,0.00095944,0,0,0.002421596,0.000969947,0.000703939,0,0,0,0.000911713,0.001185112,0.001040865,0,0,0.000500658,0.000777598,0.000117757,0.000857686,0.000220815,0.000241687,0.000298585,0,0.000224175,0,0.000372596,0.000555996,0,0.001016309,0,0.00032701,0.000684797,0.001140656,0,0,0.002181134,0,0,0.000427879,0.000150564,0.000220235,0.000301086,0.000436438,0.000868843,0.000450475,0,0.000245386,0.000457355,0.000207497,0.00024301,6.26E-05,0.001120266,0,0.000215664,0,0.000718085,0.000529311,0.001359154,0.002681663,0.001106055,0.001905496,0.001244209,0.00030828,0.000216036,0.000265329,0.000336219,0.00023224,0.000736616,0.000289256,0.000714806,0.000292,0,0.001121554
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Zygosaccharomyces,0.000124552,0,0.000140843,0.000317726,0,0.000152349,0,0.000837815,0.001350289,0.00021703,0.000663952,0.000193634,0.000131071,0.000757597,0.000200579,0.000144364,0,0.000248449,0,0,0,0,0,0.000420448,0.000784707,0.000193893,0.00049575,0.000488191,0.00040762,0,0.000377839,0.001497406,0.000919082,0,0.000263735,0.001088615,0,0,0,0,0,0.000171291,0.001178254,0.00073065,0,0.000208122,0.001085632,0.000280957,0,0.000108096,0.000246758,0.000168179,0,0,0.000316259,0.000273503,0,0.000595939,0.000275758,0.000524845,0.000126498,0.000154713,0.000266162,0.000117656,0.000148269,0.000302545,0,0.000219142,0.000592348,0,0.000397769,0.000319039,0.000731503,0.000197492,0.000290817,0.000135168,0.00172065,0.001085276,0.000199827,0.000303482,0.000285923,0.000168462,0,0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Zygosaccharomyces|s__Zygosaccharomyces_rouxii,0.000124552,0,0.000140843,0.000317726,0,0.000152349,0,0.000837815,0.001350289,0.00021703,0.000663952,0.000193634,0.000131071,0.000757597,0.000200579,0.000144364,0,0.000248449,0,0,0,0,0,0.000420448,0.000784707,0.000193893,0.00049575,0.000488191,0.00040762,0,0.000377839,0.001497406,0.000919082,0,0.000263735,0.001088615,0,0,0,0,0,0.000171291,0.001178254,0.00073065,0,0.000208122,0.001085632,0.000280957,0,0.000108096,0.000246758,0.000168179,0,0,0.000316259,0.000273503,0,0.000595939,0.000275758,0.000524845,0.000126498,0.000154713,0.000266162,0.000117656,0.000148269,0.000302545,0,0.000219142,0.000592348,0,0.000397769,0.000319039,0.000731503,0.000197492,0.000290817,0.000135168,0.00172065,0.001085276,0.000199827,0.000303482,0.000285923,0.000168462,0,0
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Zygotorulaspora,0.000318853,0.000563966,0.000135813,0.000863156,0.000595348,0.001391451,0,0.000933263,0,0.000349366,0.000265581,0,0.000403699,0.000418562,0.000458467,0.000335298,0.000268283,0.0005061,0,0,0,0,0.000899898,0.000712711,9.54E-05,0.000760657,0.002945049,0.000444342,0.000312509,0.001802104,0.000475979,0.003672585,0.001712198,0,0.000426372,0.00094084,0,0,0.001014921,0,0.000491262,0.000229686,0.000302116,0.001177451,0.002235888,0.00035678,0.001746881,0.000268186,0.000357643,0.000306271,0.00055207,0.00032835,0,0.000413057,0.000827138,0.000603315,0.002075948,0.000335528,0.000692758,0.000374308,0.000296272,0.000567282,0.000397257,0.000319352,0.000960377,0.002924605,0.001388616,0.000306798,0.00018663,0.00031549,0.000230963,0.0005463,0.000542096,0.000149323,0.001229741,0.000480596,0.001339932,0.001179065,0.000211581,0.001185477,0.001159575,0.000771181,0.001296597,0.000462704
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Zygotorulaspora|s__Zygotorulaspora_mrakii,0.000318853,0.000563966,0.000135813,0.000863156,0.000595348,0.001391451,0,0.000933263,0,0.000349366,0.000265581,0,0.000403699,0.000418562,0.000458467,0.000335298,0.000268283,0.0005061,0,0,0,0,0.000899898,0.000712711,9.54E-05,0.000760657,0.002945049,0.000444342,0.000312509,0.001802104,0.000475979,0.003672585,0.001712198,0,0.000426372,0.00094084,0,0,0.001014921,0,0.000491262,0.000229686,0.000302116,0.001177451,0.002235888,0.00035678,0.001746881,0.000268186,0.000357643,0.000306271,0.00055207,0.00032835,0,0.000413057,0.000827138,0.000603315,0.002075948,0.000335528,0.000692758,0.000374308,0.000296272,0.000567282,0.000397257,0.000319352,0.000960377,0.002924605,0.001388616,0.000306798,0.00018663,0.00031549,0.000230963,0.0005463,0.000542096,0.000149323,0.001229741,0.000480596,0.001339932,0.001179065,0.000211581,0.001185477,0.001159575,0.000771181,0.001296597,0.000462704
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycodaceae,0.000149462,0.000631851,0,0.000180045,0.000661498,0.000258993,0,0.00042421,0,0.00018527,0.000102147,0.000332653,0.000419427,0.000108826,0.00024356,0.000363239,0.000268283,0.000496898,0,0,0,0,0,0.001517715,0,0,0.000191428,0.000201708,0,0.00090587,0.001535892,0.001986033,9.80E-05,0,0.000254944,0,0,0,0.000643985,0,0,0,0.000146023,0,0,0.000138748,0.000508273,0.000183048,0.000137041,0,0.000200753,0.000260277,0,0.000323432,0.000361439,0.000112619,0.000539152,0.000480757,0.0002085,0.00048416,0,0.000287324,0.000373422,0.000134464,0.000229143,0.001018569,8.08E-05,0.001132794,0,0.001269471,0,0.000450152,0.000267782,0.000303463,0.000153718,0.001446793,0,0.000495743,0.000274272,0.000232353,0.000226355,0,0,0.000472763
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycodaceae|g__Saccharomycodes,0.000149462,0.000631851,0,0.000180045,0.000661498,0.000258993,0,0.00042421,0,0.00018527,0.000102147,0.000332653,0.000419427,0.000108826,0.00024356,0.000363239,0.000268283,0.000496898,0,0,0,0,0,0.001517715,0,0,0.000191428,0.000201708,0,0.00090587,0.001535892,0.001986033,9.80E-05,0,0.000254944,0,0,0,0.000643985,0,0,0,0.000146023,0,0,0.000138748,0.000508273,0.000183048,0.000137041,0,0.000200753,0.000260277,0,0.000323432,0.000361439,0.000112619,0.000539152,0.000480757,0.0002085,0.00048416,0,0.000287324,0.000373422,0.000134464,0.000229143,0.001018569,8.08E-05,0.001132794,0,0.001269471,0,0.000450152,0.000267782,0.000303463,0.000153718,0.001446793,0,0.000495743,0.000274272,0.000232353,0.000226355,0,0,0.000472763
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycodaceae|g__Saccharomycodes|s__Saccharomycodes_ludwigii,0.000149462,0.000631851,0,0.000180045,0.000661498,0.000258993,0,0.00042421,0,0.00018527,0.000102147,0.000332653,0.000419427,0.000108826,0.00024356,0.000363239,0.000268283,0.000496898,0,0,0,0,0,0.001517715,0,0,0.000191428,0.000201708,0,0.00090587,0.001535892,0.001986033,9.80E-05,0,0.000254944,0,0,0,0.000643985,0,0,0,0.000146023,0,0,0.000138748,0.000508273,0.000183048,0.000137041,0,0.000200753,0.000260277,0,0.000323432,0.000361439,0.000112619,0.000539152,0.000480757,0.0002085,0.00048416,0,0.000287324,0.000373422,0.000134464,0.000229143,0.001018569,8.08E-05,0.001132794,0,0.001269471,0,0.000450152,0.000267782,0.000303463,0.000153718,0.001446793,0,0.000495743,0.000274272,0.000232353,0.000226355,0,0,0.000472763
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Trichomonascaceae,0.000174373,0.000193211,0.000337017,0.000651339,0,0.000228523,0.00179698,0.000418908,0,0.000354659,0.000245152,0,0.000650112,0,0.000291317,0.000852215,0.000113504,0.001256048,0.000384567,0,0,0,0.000639272,0.000543506,0,0,0.000490841,0.000739595,0.000163048,0.000353354,0.000446537,0.000373038,0.000499197,0,0.000360438,0,0,0.000644562,0,0,0.000361983,0.000381512,0.000140988,0.000341671,0,0.000371646,0.000379971,0.000238388,0.000157096,0.000472919,0.000146382,0.000200213,0.001070164,0.000109109,0.000378815,0.000430365,0.000135849,0.000605954,0.000201774,0.000162743,0,0,0.000885884,0,0.000107832,0.001174884,0.000218755,0.000519197,0.000430061,0.000353048,0.000628732,0.000358373,0.001054801,0.00024566,0.000535935,0.000550682,0.000385663,0.000308165,0.000474099,0.000317708,0.000405057,0.000123539,0.000218751,0.000306793
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Trichomonascaceae|g__Sugiyamaella,0.000174373,0.000193211,0.000337017,0.000651339,0,0.000228523,0.00179698,0.000418908,0,0.000354659,0.000245152,0,0.000650112,0,0.000291317,0.000852215,0.000113504,0.001256048,0.000384567,0,0,0,0.000639272,0.000543506,0,0,0.000490841,0.000739595,0.000163048,0.000353354,0.000446537,0.000373038,0.000499197,0,0.000360438,0,0,0.000644562,0,0,0.000361983,0.000381512,0.000140988,0.000341671,0,0.000371646,0.000379971,0.000238388,0.000157096,0.000472919,0.000146382,0.000200213,0.001070164,0.000109109,0.000378815,0.000430365,0.000135849,0.000605954,0.000201774,0.000162743,0,0,0.000885884,0,0.000107832,0.001174884,0.000218755,0.000519197,0.000430061,0.000353048,0.000628732,0.000358373,0.001054801,0.00024566,0.000535935,0.000550682,0.000385663,0.000308165,0.000474099,0.000317708,0.000405057,0.000123539,0.000218751,0.000306793
k__Fungi|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Trichomonascaceae|g__Sugiyamaella|s__Sugiyamaella_lignohabitans,0.000174373,0.000193211,0.000337017,0.000651339,0,0.000228523,0.00179698,0.000418908,0,0.000354659,0.000245152,0,0.000650112,0,0.000291317,0.000852215,0.000113504,0.001256048,0.000384567,0,0,0,0.000639272,0.000543506,0,0,0.000490841,0.000739595,0.000163048,0.000353354,0.000446537,0.000373038,0.000499197,0,0.000360438,0,0,0.000644562,0,0,0.000361983,0.000381512,0.000140988,0.000341671,0,0.000371646,0.000379971,0.000238388,0.000157096,0.000472919,0.000146382,0.000200213,0.001070164,0.000109109,0.000378815,0.000430365,0.000135849,0.000605954,0.000201774,0.000162743,0,0,0.000885884,0,0.000107832,0.001174884,0.000218755,0.000519197,0.000430061,0.000353048,0.000628732,0.000358373,0.001054801,0.00024566,0.000535935,0.000550682,0.000385663,0.000308165,0.000474099,0.000317708,0.000405057,0.000123539,0.000218751,0.000306793
k__Fungi|p__Ascomycota|c__Schizosaccharomycetes,0.034376347,0.019133074,0.03542204,0.036395525,0.03578702,0.04426744,0.01582078,0.039987129,0.029981258,0.040621686,0.032988224,0.021786315,0.03731855,0.025666227,0.041815989,0.038005084,0.039422151,0.0395586,0.027432432,0.035476208,0.028441701,0.041679843,0.038715297,0.052089406,0.035842016,0.037924741,0.038648855,0.03080867,0.032509955,0.045120049,0.067417317,0.052866308,0.037458422,0.034731231,0.041366886,0.042648112,0.032459981,0.030717548,0.030921608,0.040172447,0.043680987,0.044025667,0.044567202,0.056438804,0.04596093,0.041381558,0.047723402,0.03477059,0.037672838,0.036540869,0.035357561,0.039874479,0.034133984,0.035347568,0.035667731,0.038390934,0.033537804,0.040243383,0.030989149,0.033972554,0.037759729,0.035160414,0.035872347,0.025291851,0.035591248,0.042492489,0.023420999,0.043167538,0.035820798,0.037610893,0.042656251,0.034443154,0.037316458,0.026088172,0.037079196,0.040675411,0.040212781,0.03995869,0.04141898,0.050022375,0.040827353,0.032576766,0.044291115,0.035517549
k__Fungi|p__Ascomycota|c__Schizosaccharomycetes|o__Schizosaccharomycetales,0.034376347,0.019133074,0.03542204,0.036395525,0.03578702,0.04426744,0.01582078,0.039987129,0.029981258,0.040621686,0.032988224,0.021786315,0.03731855,0.025666227,0.041815989,0.038005084,0.039422151,0.0395586,0.027432432,0.035476208,0.028441701,0.041679843,0.038715297,0.052089406,0.035842016,0.037924741,0.038648855,0.03080867,0.032509955,0.045120049,0.067417317,0.052866308,0.037458422,0.034731231,0.041366886,0.042648112,0.032459981,0.030717548,0.030921608,0.040172447,0.043680987,0.044025667,0.044567202,0.056438804,0.04596093,0.041381558,0.047723402,0.03477059,0.037672838,0.036540869,0.035357561,0.039874479,0.034133984,0.035347568,0.035667731,0.038390934,0.033537804,0.040243383,0.030989149,0.033972554,0.037759729,0.035160414,0.035872347,0.025291851,0.035591248,0.042492489,0.023420999,0.043167538,0.035820798,0.037610893,0.042656251,0.034443154,0.037316458,0.026088172,0.037079196,0.040675411,0.040212781,0.03995869,0.04141898,0.050022375,0.040827353,0.032576766,0.044291115,0.035517549
k__Fungi|p__Ascomycota|c__Schizosaccharomycetes|o__Schizosaccharomycetales|f__Schizosaccharomycetaceae,0.034376347,0.019133074,0.03542204,0.036395525,0.03578702,0.04426744,0.01582078,0.039987129,0.029981258,0.040621686,0.032988224,0.021786315,0.03731855,0.025666227,0.041815989,0.038005084,0.039422151,0.0395586,0.027432432,0.035476208,0.028441701,0.041679843,0.038715297,0.052089406,0.035842016,0.037924741,0.038648855,0.03080867,0.032509955,0.045120049,0.067417317,0.052866308,0.037458422,0.034731231,0.041366886,0.042648112,0.032459981,0.030717548,0.030921608,0.040172447,0.043680987,0.044025667,0.044567202,0.056438804,0.04596093,0.041381558,0.047723402,0.03477059,0.037672838,0.036540869,0.035357561,0.039874479,0.034133984,0.035347568,0.035667731,0.038390934,0.033537804,0.040243383,0.030989149,0.033972554,0.037759729,0.035160414,0.035872347,0.025291851,0.035591248,0.042492489,0.023420999,0.043167538,0.035820798,0.037610893,0.042656251,0.034443154,0.037316458,0.026088172,0.037079196,0.040675411,0.040212781,0.03995869,0.04141898,0.050022375,0.040827353,0.032576766,0.044291115,0.035517549
k__Fungi|p__Ascomycota|c__Schizosaccharomycetes|o__Schizosaccharomycetales|f__Schizosaccharomycetaceae|g__Schizosaccharomyces,0.034376347,0.019133074,0.03542204,0.036395525,0.03578702,0.04426744,0.01582078,0.039987129,0.029981258,0.040621686,0.032988224,0.021786315,0.03731855,0.025666227,0.041815989,0.038005084,0.039422151,0.0395586,0.027432432,0.035476208,0.028441701,0.041679843,0.038715297,0.052089406,0.035842016,0.037924741,0.038648855,0.03080867,0.032509955,0.045120049,0.067417317,0.052866308,0.037458422,0.034731231,0.041366886,0.042648112,0.032459981,0.030717548,0.030921608,0.040172447,0.043680987,0.044025667,0.044567202,0.056438804,0.04596093,0.041381558,0.047723402,0.03477059,0.037672838,0.036540869,0.035357561,0.039874479,0.034133984,0.035347568,0.035667731,0.038390934,0.033537804,0.040243383,0.030989149,0.033972554,0.037759729,0.035160414,0.035872347,0.025291851,0.035591248,0.042492489,0.023420999,0.043167538,0.035820798,0.037610893,0.042656251,0.034443154,0.037316458,0.026088172,0.037079196,0.040675411,0.040212781,0.03995869,0.04141898,0.050022375,0.040827353,0.032576766,0.044291115,0.035517549
k__Fungi|p__Ascomycota|c__Schizosaccharomycetes|o__Schizosaccharomycetales|f__Schizosaccharomycetaceae|g__Schizosaccharomyces|s__Schizosaccharomyces_pombe,0.034376347,0.019133074,0.03542204,0.036395525,0.03578702,0.04426744,0.01582078,0.039987129,0.029981258,0.040621686,0.032988224,0.021786315,0.03731855,0.025666227,0.041815989,0.038005084,0.039422151,0.0395586,0.027432432,0.035476208,0.028441701,0.041679843,0.038715297,0.052089406,0.035842016,0.037924741,0.038648855,0.03080867,0.032509955,0.045120049,0.067417317,0.052866308,0.037458422,0.034731231,0.041366886,0.042648112,0.032459981,0.030717548,0.030921608,0.040172447,0.043680987,0.044025667,0.044567202,0.056438804,0.04596093,0.041381558,0.047723402,0.03477059,0.037672838,0.036540869,0.035357561,0.039874479,0.034133984,0.035347568,0.035667731,0.038390934,0.033537804,0.040243383,0.030989149,0.033972554,0.037759729,0.035160414,0.035872347,0.025291851,0.035591248,0.042492489,0.023420999,0.043167538,0.035820798,0.037610893,0.042656251,0.034443154,0.037316458,0.026088172,0.037079196,0.040675411,0.040212781,0.03995869,0.04141898,0.050022375,0.040827353,0.032576766,0.044291115,0.035517549
k__Fungi|p__Ascomycota|c__Sordariomycetes,0.023809357,0.090636673,0.030774218,0.024639659,0.024551737,0.032851448,0.081662755,0.017572914,0.084612096,0.0255725,0.036609319,0.076664195,0.03038227,0.029341203,0.02355373,0.036151632,0.031270469,0.030508616,0.054490158,0.012913447,0.050485744,0.021670713,0.011216765,0.022150432,0.005784562,0.010533615,0.020841127,0.058337396,0.037052652,0.0190297,0.012939767,0.019671184,0.016487491,0.021318609,0.030663627,0.018063135,0.027581914,0.029767926,0.039329482,0.037702251,0.021646574,0.025082445,0.029350607,0.027701639,0.014526441,0.025896303,0.014049067,0.0325953,0.025987607,0.02376305,0.013249675,0.025555224,0.041713496,0.01355685,0.020918257,0.021876196,0.033716106,0.023892631,0.024855214,0.016530597,0.017043975,0.002037057,0.029698967,0.01905608,0.01757996,0.026956787,0.014642285,0.028751388,0.050584858,0.073787059,0.039217473,0.040579201,0.051917131,0.051005845,0.017469806,0.014648154,0.014941968,0.015743197,0.039365858,0.018393856,0.026352526,0.015273869,0.030342755,0.036146222
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales,0.00261061,0.023738798,0.004174992,0.003246102,0.002625637,0.001878967,0.005306871,0.00155367,0.006546034,0.002154421,0.007385195,0.009011432,0.005567898,0.003260599,0.003357314,0.006664045,0.003982974,0.003271245,0.007139138,0.002173108,0.003663389,0.002837639,0.000968743,0.003071321,0.00018027,0.000999295,0.002439482,0.007495344,0.002916747,0.002261463,0.001069727,0.002017557,0.001726195,0.002019258,0.001749444,0.003477658,0.002838594,0.004221633,0.008773658,0.003030107,0.001603067,0.003585431,0.006299127,0.004531084,0.002112937,0.003513295,0.001421191,0.005261563,0.004609249,0.003715792,0.003044749,0.002790973,0.005969356,0.002454963,0.002286794,0.002240309,0.007904733,0.002569046,0.004042209,0.001619291,0.001741015,0.000309426,0.002625872,0.003958286,0.001229957,0.005798785,0.001878435,0.00239033,0.008946071,0.009160472,0.004655182,0.004855519,0.006367996,0.002692631,0.001977557,0.001877327,0.002447477,0.002760084,0.005599066,0.003001627,0.002545505,0.001662156,0.003309106,0.004385628
k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Glomerellales|f__Glomerellaceae,0.00261061,0.023738798,0.004174992,0.003246102,0.002625637,0.001878967,0.005306871,0.00155367,0.006546034,0.002154421,0.007385195,0.009011432,0.005567898,0.003260599,0.003357314,0.006664045,0.003982974,0.003271245,0.007139138,0.002173108,0.003663389,0.002837639,0.000968743,0.003071321,0.00018027,0.000999295,0.002439482,0.007495344,0.002916747,0.002261463,0.001069727,0.002017557,0.001726195,0.002019258,0.001749444,0.003477658,0.002838594,0.004221633,0.008773658,0.003030107,0.001603067,0.003585431,0.006299127,0.004531084,0.002112937,0.003513295,0.001421191,0.005261563,0.004609249,0.003715792,0.003044749,0.002790973,0.005969356,0.002454963,0.002286794,0.002240309,0.007904733,0.002569046,0.004042209,0.001619291,0.001741015,0.000309426,0.002625872,0.003958286,0.001229957,0.005798785,0.001878435,0.00239033,0.008946071,0.009160472,0.004655182,0.004855519,0.006367996,0.002692631,0.001977557,0.001877327,0.002447477,0.002760084,0.005599066,0.003001627,0.002545505,0.001662156,0.003309106,0.004385628
