"Taxonomy","CON1","CON2","CON4","CON5","CON3","CON6","CON24","CON25","CON26","CON27","CON28","CON29","CON30","CON31","CON32","CON33","CON34","CON35","CON36","CON37","CON7","CON8","CON9","CON10","CON11","CON12","CON13","CON14","CON15","CON16","CON17","CON18","CON19","CON43","CON44","CON45","CON38","CON39","CON40","CON41","CON42","CON46","CON47","CON20","CON21","CON22","CON23","MI33","MI32","MI38","MI36","MI34","MI35","MI37","MI30","MI27","MI28","MI29","MI31","MI17","MI21","MI20","MI24","MI23","MI26","MI19","MI18","MI15","MI25","MI22","MI14","MI16","MI2","MI1","MI12","MI4","MI11","MI13","MI3","MI8","MI5","MI9","MI7","MI10","MI6"
"k__Archaea",0.14286262580491,0.142860473090533,0.143214186535486,0.142860808243307,0.142921858603467,0.143271362783558,0.142882201203783,0.143150385301343,0.143071780673915,0.143085481795159,0.143139210211408,0.143174419665947,0.143184796854522,0.143176259893316,0.143123813202021,0.143070470452273,0.142874309566977,0.143157661647476,0.143186966370448,0.142898719441211,0.143011811023622,0.143081917584497,0.143022517644423,0.143242220750969,0.14331786805477,0.143215889201735,0.142992496020617,0.143311726576311,0.143247396277958,0.142877320647691,0.143248517601141,0.143285132220181,0.143134789070538,0.143085667608318,0.142970504313765,0.143055942109658,0.142965190614252,0.142922517051769,0.143074732624748,0.143139420003487,0.143041736658483,0.143094723337531,0.143211474172328,0.143002052322427,0.143171475721358,0.143265306122449,0.142917018853953,0.143153398539062,0.143178545716343,0.142870222228326,0.143050081309776,0.143103344016448,0.142907130930164,0.143124749119129,0.14288146655694,0.142869218523267,0.143134368308351,0.142903057944841,0.143199452304884,0.143130318386079,0.142884629103982,0.142861645833028,0.142909447900154,0.142873205275701,0.14286347677139,0.143275837217124,0.143020611129162,0.142929859824062,0.142939132098332,0.14286548857888,0.142910574537398,0.14299349582296,0.142868411040345,0.143194358384232,0.142860422290499,0.142946568298681,0.142915652445069,0.142874728964118,0.143098802100749,0.142927308447937,0.143030778278769,0.142925653083246,0.143009523809524,0.143243556551644,0.14310652071135
"k__Archaea|p__Methanobacteriota",0.14094854642633,0.141959796332614,0.0414567382076407,0.142013783318131,0.128012661349053,0.0246887259082381,0.131542562338779,0.0324729952552411,0.0553717334053616,0.0501515340225018,0.0500598324690866,0.046883081322827,0.0292922673656619,0.0575015887076585,0.0791735058414599,0.0887795250029217,0.131298224901969,0.050099645704163,0.0476999477260847,0.134475023217486,0.044750656167979,0.0944253022366508,0.00886888980171029,0.07008417667644,0.0349100373429897,0.0394186134997337,0.107506505975391,0.0100176782557454,0.0415229639747311,0.135897957415715,0.0113713127673947,0.0357114324518655,0.029305285621737,0.0485688029679044,0.0846038258285637,0.0109472121718156,0.111595325133709,0.12105121704959,0.036919307307705,0.0332422851165223,0.0702287117198604,0.073412368439809,0.0301232970272116,0.0963176145880022,0.043256488473271,0.0472108843537415,0.107528308872325,0.034418719821716,0.0638648908087353,0.139159931607968,0.055373335905846,0.0654290379149785,0.124950888910716,0.0378662860710941,0.00783223133460087,0.137806830935978,0.0223166488222698,0.120307733121104,0.0138825498250418,0.0204608471173152,0.131240960808009,0.135377622275011,0.120152730725592,0.137510365279476,0.140020464173164,0.0348820448757988,0.0527497986918502,0.0496097522775327,0.104688114444834,0.140915906581843,0.128363697619109,0.0956045145482992,0.139523086297933,0.0233395296686436,0.139033828092453,0.119561815336463,0.12881816616324,0.128443729453732,0.0185487519424064,0.107667539838463,0.107246945043456,0.0829125980790494,0.0877561904761905,0.0196298156806677,0.0222933410917555
"k__Archaea|p__Methanobacteriota|c__Methanobacteria",0.140941117916452,0.141942842417171,0.0403856071726108,0.141975617484698,0.127938115362781,0.0240064813235545,0.131490971625107,0.0308577581855504,0.0520460530758323,0.0484908872005646,0.0481651376146789,0.0462137576439806,0.0289646133682831,0.0534576055768453,0.0791735058414599,0.0872862318370103,0.131270818400304,0.0497398139946856,0.0464366614392751,0.134180717060601,0.0411745406824147,0.0936485490649087,0.00780462302550506,0.0689019199848671,0.0334389498698653,0.0318849402632981,0.107064352308042,0.00842663523865645,0.0407034317910193,0.135589102701725,0.0100953238760039,0.0357114324518655,0.029305285621737,0.0476158061332153,0.0835908085566192,0.0109472121718156,0.11035277592696,0.120971315256158,0.0346015032614814,0.0324867786366014,0.069340354050911,0.0720581597015989,0.0296200438549193,0.0957514566771249,0.0424063609541431,0.0458503401360544,0.107346685015333,0.034418719821716,0.0633549316054716,0.139109576028913,0.0527824481133376,0.0647336276229062,0.124834250073667,0.0372418714597922,0.00496608870853316,0.137728562729619,0.0200080299785867,0.12022610629853,0.013159896546478,0.01972782611467,0.131182591137755,0.135367839948088,0.119899252440231,0.137436076593643,0.140012089330993,0.0329601691250661,0.0525802760393858,0.0496097522775327,0.104688114444834,0.140853741654546,0.127766975877024,0.0951321991203125,0.139472048056371,0.0220707562479714,0.139014811259975,0.119561815336463,0.128450486593658,0.128390571448556,0.0181356832353115,0.107667539838463,0.106789518395086,0.0827527408848096,0.0872838095238095,0.0180455195332123,0.0222933410917555
"k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales",0.140941117916452,0.141942842417171,0.0403856071726108,0.141975617484698,0.127938115362781,0.0240064813235545,0.131490971625107,0.0308577581855504,0.0520460530758323,0.0484908872005646,0.0481651376146789,0.0462137576439806,0.0289646133682831,0.0534576055768453,0.0791735058414599,0.0872862318370103,0.131270818400304,0.0497398139946856,0.0464366614392751,0.134180717060601,0.0411745406824147,0.0936485490649087,0.00780462302550506,0.0689019199848671,0.0334389498698653,0.0318849402632981,0.107064352308042,0.00842663523865645,0.0407034317910193,0.135589102701725,0.0100953238760039,0.0357114324518655,0.029305285621737,0.0476158061332153,0.0835908085566192,0.0109472121718156,0.11035277592696,0.120971315256158,0.0346015032614814,0.0324867786366014,0.069340354050911,0.0720581597015989,0.0296200438549193,0.0957514566771249,0.0424063609541431,0.0458503401360544,0.107346685015333,0.034418719821716,0.0633549316054716,0.139109576028913,0.0527824481133376,0.0647336276229062,0.124834250073667,0.0372418714597922,0.00496608870853316,0.137728562729619,0.0200080299785867,0.12022610629853,0.013159896546478,0.01972782611467,0.131182591137755,0.135367839948088,0.119899252440231,0.137436076593643,0.140012089330993,0.0329601691250661,0.0525802760393858,0.0496097522775327,0.104688114444834,0.140853741654546,0.127766975877024,0.0951321991203125,0.139472048056371,0.0220707562479714,0.139014811259975,0.119561815336463,0.128450486593658,0.128390571448556,0.0181356832353115,0.107667539838463,0.106789518395086,0.0827527408848096,0.0872838095238095,0.0180455195332123,0.0222933410917555
"k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae",0.140941117916452,0.141942842417171,0.0403856071726108,0.141975617484698,0.127938115362781,0.0240064813235545,0.131490971625107,0.0308577581855504,0.0520460530758323,0.0484908872005646,0.0481651376146789,0.0462137576439806,0.0289646133682831,0.0534576055768453,0.0791735058414599,0.0872862318370103,0.131270818400304,0.0497398139946856,0.0464366614392751,0.134115315692404,0.0411745406824147,0.0936485490649087,0.00780462302550506,0.0689019199848671,0.0334389498698653,0.0318849402632981,0.107064352308042,0.00842663523865645,0.0407034317910193,0.135589102701725,0.0100953238760039,0.0352320843652632,0.029305285621737,0.0476158061332153,0.0835908085566192,0.0109472121718156,0.11035277592696,0.120971315256158,0.0346015032614814,0.0324867786366014,0.069340354050911,0.0720581597015989,0.0296200438549193,0.0957514566771249,0.0424063609541431,0.0458503401360544,0.107346685015333,0.034418719821716,0.0633549316054716,0.139109576028913,0.0527824481133376,0.0647336276229062,0.124834250073667,0.0372418714597922,0.00496608870853316,0.137728562729619,0.0196734475374732,0.12022610629853,0.013159896546478,0.01972782611467,0.131182591137755,0.135367839948088,0.119899252440231,0.137436076593643,0.140012089330993,0.0329601691250661,0.0525802760393858,0.0496097522775327,0.104464921510485,0.140853741654546,0.12758424768806,0.0951321991203125,0.139472048056371,0.0220707562479714,0.139014811259975,0.119561815336463,0.128450486593658,0.128390571448556,0.0181356832353115,0.107667539838463,0.106789518395086,0.0827527408848096,0.0872838095238095,0.0173499748831099,0.0222933410917555
"k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter_A",0.140684834325658,0.141807634941511,0.0339588209624311,0.114871782042943,0.124336970795176,0.0104895104895105,0.130531384350817,0.0214691927179729,0.0127287460328179,0.0414746543778802,0.0392500997207818,0.0414676442848885,0.0204019222367846,0.0334687746731114,0.074378037398217,0.0804430535897469,0.130828097988784,0.0421556687333924,0.0373758494511239,0.132738616891865,0.0360564304461942,0.087036188731104,0.00267000261398857,0.0583089000283742,0.0252913884802535,0.0216878471957994,0.0495843755526921,0.00100176782557454,0.0360594160833191,0.134459146431033,0.00754334609322225,0.0191339777902053,0.00575435387370908,0.0356012388958851,0.0804335713923922,0.00858150106688932,0.107831661594425,0.119518555375575,0.0133108175225986,0.023159179403731,0.0611351595813413,0.0640041814164548,0.0251986052697796,0.0920242504305159,0.0243536530479572,0.033469387755102,0.1024148987447,0.0155069951714746,0.0108891288696904,0.138642642477678,0.0453956616410794,0.0617403398439862,0.122808417640703,0.0264930199366665,0.00456880161185051,0.137186946741616,0.0134836723768737,0.119277194486108,0.00155940970637456,0.00363323453485037,0.129755776975975,0.135316211000444,0.118680142591594,0.13703250832736,0.138915477644344,0.0189785230384856,0.0466752369785413,0.0233235010049858,0.101180796905058,0.109601260674767,0.125057459450045,0.0908420006494337,0.139073021804155,0.0149007111032427,0.138546725511991,0.114479469409047,0.125946542183086,0.12160033573477,0.0107201164460355,0.105746561886051,0.101888518591126,0.0815271690623043,0.0780190476190476,0.00714865334827466,0.011164854347747
"k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter_A|s__Methanobrevibacter_A_sp900766745",0.000347901879289191,0.000127578213710038,0.028761851866545,0.0326786128932524,0.122513461284829,0.00149241002899539,0.00229406706792777,0,0,0.0138456428779009,0.0318109293976865,0.00651069396695975,0.0103101791175186,0.0235128733462998,0.0706446525699205,0.0778979626287154,0.129693890458321,0.023001550044287,0.00148109426729395,0.126966946148513,0.0345144356955381,0.0660638530940668,0.000485455020725195,0.0333396387023551,0.00509222586850741,0.00684879385130508,0.0475757346067359,0,0.0273860338057026,0.000105462585264617,0,0.000399456738835184,0.00232460653176327,0.0218508559953712,0.0725658039136234,0.00320066796548845,0.0112549746988169,0.1165912442162,0.00195357769610278,0.00130760736909397,0.0581955032949994,0.056449122140125,0.00708149106725619,0.0852775353258946,0.0126518977846677,0.0244897959183673,0.101297213470902,0.00383805868515538,0.0003899688024958,0.138642642477678,0.0383396268019073,0.0481344863034408,0.117258864551616,0.0132019089246688,0,0.136867612459672,0.00314507494646681,0.118267062556756,0,0,0.00187863864634249,0.134935243713089,0.118132951372404,0.136749408200266,0.138784928634029,0.00091289098159804,0.0164860779521664,0.0226578610770315,0.0668090850152515,0.00102309988780354,0.000585301230274635,0.0396056166176311,0.138827883583318,0.00846832492402113,0.0101456159613165,0.0984126984126984,0.108428239652613,0.120095124851367,0.00346190916422432,0.100371098013534,0.0977194014245573,0.00117228609109196,0.0272914285714286,0.0015070134085552,0.00120013092337346
"k__Archaea|p__Thermoplasmatota",0.000833850233812348,6.86633575449374e-05,0.0578014043718015,0.000226108508992384,0.00568843218322257,0.0150946614361249,0.00326053310404127,0.016825386142612,0.0190424741711122,0.038360941586748,0.0293179098524132,0.0256776902248319,0.0270642201834862,0.00924339001328737,0.0164783882076534,0.020672371479399,0.00104987983303116,0.0361492471213463,0.0320613347273044,0.00266183568560254,0.0422900262467192,0.0203349997012488,0.0129579147839725,0.0245909391847158,0.0277809211270793,0.0133170991553154,0.0127213926577225,0.0170889805539187,0.0275909168516305,0.0026252650689085,0.0233055618104031,0.0232883278740912,0.0262566213177851,0.0296109730778394,0.00418713805737054,0.0500974116337323,0.00889593200194486,0.0050919233814439,0.0294361113870402,0.0584355204277329,0.0291058276263083,0.0137321517664109,0.029655990510083,0.00464721285178458,0.0376056408461269,0.0289795918367347,0.00968194868427487,0.0557756592794354,0.0218982481401488,0.00153355627121515,0.0274248229100631,0.0090705690270303,0.00509527551321088,0.0345212077962624,0.00175941428530889,0.00147300764367303,0.0619981263383298,0.00321915781525809,0.0730640499011106,0.0182299136310036,0.00491386149958168,0.000215754654893093,0.00621625318859589,0.000650527951619995,0.00104242153142364,0.022678133858646,0.0138443499512622,0.00155315983189329,0.00901274325372785,0.000500315318486651,0.00344328431078639,0.0165703995985319,0.000772533383649822,0.046029919447641,0.000581235901226029,0.00584246218049035,0.00551519354373292,0.00211233125830594,0.0253938905171227,0.0187895655970312,0.0115924982029667,0.00538185887274035,0.00847238095238095,0.0170022025580587,0.0329126813834236
"k__Archaea|p__Thermoplasmatota|c__Thermoplasmata",0.000799183854381397,3.51793745446284e-05,0.0516919903201492,0.000186980511691574,0.00540745115804322,0.00541531639092615,0.00297506448839209,0.0094222162398627,0.0150246471740158,0.0346037281521153,0.0219585161547667,0.0203231007940613,0.02304499781564,0.00456392381906064,0.0142898522738245,0.0178286218851852,0.000632457730741662,0.029118689105403,0.0217372364523436,0.00203071248250513,0.0340223097112861,0.0197374972614472,0.0103065835169349,0.0203348150950534,0.0269887971030893,0.00631610988509246,0.0121276434472827,0.0113140836770772,0.0193614478401912,0.00227309536454273,0.0220671020040531,0.0177358792042822,0.0225220075454442,0.0249821313093496,0.00271826301305104,0.0500974116337323,0.00790549422844897,0.00445270903398732,0.0211582397933843,0.0546579880281281,0.0230649954774519,0.0102872348007888,0.0233653258564291,0.00186360312330448,0.0315547332099815,0.024421768707483,0.0079076233121206,0.0514733193017209,0.0197384209263259,0.00138706731396475,0.0243653703040159,0.00716574953135393,0.00446297023867989,0.0270282324606396,0,0.00143700426874797,0.0554904978586724,0.0017396716561062,0.0689563365282215,0.0182299136310036,0.00457012899697126,0.000181516510665725,0.00561675692639473,0.00025097528997685,0.000884284805720904,0.0172968817565944,0.0107223077683755,0,0.00683395508507902,0.000429162690857561,0.00245541003920091,0.01522233264782,0.000581526631135802,0.0432268153787141,5.92238497159496e-05,0.00473954840152023,0.00420737127724436,0.0019500594530321,0.0237416156887429,0.0181510587208033,0.00925308762987649,0.00440939427444816,0.00603428571428571,0.0111673557710885,0.0232752663926974
"k__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales",0.000716851203232887,2.79739604812708e-05,0.0486769548141389,0.000155549825335186,0.00496017524041081,0.0020040934675081,0.00285812553740327,0,0.00091160780606388,0.027504462988334,0.0199441563621859,0.0187410630076972,0.018523372651813,0.00194496331529588,0.0121978693958997,0.0167378686161717,0.000520723531643968,0.0245239149689991,0.0197334030318871,0.00149442126329283,0.00416666666666667,0.0191997450656257,0.00623622988162366,0.0196254610801097,0.026309833653955,0.00631610988509246,0.0119760479041916,0.008898055391868,0.0122246884070343,0.00181357981446118,0.0195151242212715,0.0177358792042822,0.0167676536717351,0.0249821313093496,0.00251565955866214,0.0430930513034604,0.00659091318362716,0.00410404666264736,0.0187742127744114,0.0546579880281281,0.0220797260627988,0.00914684849492766,0.0215320464430785,0,0.0292043806570986,0.0206122448979592,0.00623109540142365,0.05091618175065,0.0138288936885049,0.00115360053834692,0.0192111573550894,0.00423293221261414,0.00419899813377861,0.0231925427054993,0,0.00126324885063139,0.053248795503212,0.0015611129817258,0.0650007606876616,0.00497179462663735,0.00416154130518906,0.000181516510665725,0.00494081483210081,0.000108421325269999,0.000755706346504661,0.0144621150242637,0.0100583440462232,0,0.00561170806364187,0.000342281587647305,0.00190151521640442,0.0131165930313795,0.000495689588508044,0.0423416246201056,2.22768609023297e-05,0.00351740070049929,0.00349993716868115,0.0019500594530321,0.0227974586439544,0.01798733900895,0.00862575965496961,0.0038365726617555,0.00554666666666667,0.00598941226477066,0.0156744372113321
"k__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae",0.00045375814505156,1.65300675571146e-05,0.0134486452175983,5.9974881108618e-05,0.00241987740052412,0,0.00269647463456578,0,0,0.0143230788392079,0.0139609094535301,0.00988773616477532,0.0141983398864133,0.00194496331529588,0.0086254063274436,0.0159198036644116,0.000499641607285913,0.0242471213463242,0.00509670674333508,0.000912349086342886,0.00131233595800525,0.0155748969308291,0,0.00652605693748227,0.00944890800045264,0.00631610988509246,0.00669546981985396,0.00601060695344726,0.00481475157930681,0.00152920748633695,0.0174885536290625,0.0109051689702005,0.01139438283602,0.0150777713488309,0.000827297438754664,0.0336302068837555,0.00579856296483046,0.00400961727040946,0.00771497632528724,0.0385598884175045,0.0178317612094586,0.00667601149889525,0.0179733275818685,0,0.00655098264739711,0.015578231292517,0.00605645707739272,0.0208926581651603,0.00638948884089273,0.000702689216810523,0.0106943028031201,0.000725645522162424,0.00192147136823495,0.0181972258150841,0,0.000740417232154458,0.0174986616702355,0.00138765598375626,0.0463258785942492,0,0.00343948686574327,0.000164669169855434,0.00268767451778774,0,0.000667031547045183,0.0127324268486042,0.00408267054685182,0,0.00310344461095346,0.000265886134824493,0.000628128149563023,0.00939710903598453,0.00033329518353661,0.0151662683308253,8.4217400972222e-06,0.00102839257768835,0.00239689845993456,0.00113870042666294,0.00574362202246307,0.00198100851342502,0.00210416258250016,0.002557715107837,0,0.0031299509254608,0.0017456449794523
"k__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus_A",0.00045375814505156,1.65300675571146e-05,0.0134486452175983,5.9974881108618e-05,0.00225358250807104,0,0.00269647463456578,0,0,0.0143230788392079,0.0139609094535301,0.00988773616477532,0.0139362166885103,0.00194496331529588,0.0086254063274436,0.0159198036644116,0.000499641607285913,0.0242471213463242,0.00509670674333508,0.000912349086342886,0.00131233595800525,0.0144993925391862,0,0.00652605693748227,0.00944890800045264,0.00631610988509246,0.00574799767553501,0.00601060695344726,0.00481475157930681,0.00152920748633695,0.0174885536290625,0.0109051689702005,0.01139438283602,0.0150777713488309,0.000827297438754664,0.0336302068837555,0.00579856296483046,0.00400961727040946,0.00771497632528724,0.0385598884175045,0.0178317612094586,0.00667601149889525,0.0179733275818685,0,0.00655098264739711,0.015578231292517,0.00605645707739272,0.020521233131113,0.00638948884089273,0.000702689216810523,0.0106943028031201,0.000725645522162424,0.00192147136823495,0.0181972258150841,0,0.000740417232154458,0.0174986616702355,0.00138765598375626,0.0463258785942492,0,0.00343948686574327,0.000164669169855434,0.00245029009181547,0,0.000667031547045183,0.0127324268486042,0.00408267054685182,0,0.00298653402629425,0.000265886134824493,0.000628128149563023,0.00939710903598453,0.00033329518353661,0.0151662683308253,8.4217400972222e-06,0.00102839257768835,0.00239689845993456,0.00113870042666294,0.00574362202246307,0.00186094739139926,0.00197346925439456,0.002557715107837,0,0.0031299509254608,0.0017456449794523
"k__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus_A|s__Methanomassiliicoccus_A_intestinalis",0.00041847272313077,1.65300675571146e-05,0.00872773435950331,4.36180953517222e-05,0.00159987155153135,0,0.00188134135855546,0,0,0.0101299456138166,0.0133426406063024,0.00702789862788646,0.013040629095675,0.00161759325232529,0.0077886131762737,0.0115178351144642,0.000423746679596914,0.0158325952170062,0.00392054364871929,0.000732495323802174,0.000984251968503937,0.0104363759485351,0,0.00558025158422397,0.00775149937761684,0,0.00406781373960939,0.00353565114908662,0.00379033634966706,0.0010452095503904,0.0119717781280492,0.00754973236398498,0.00937464273465188,0.0145672373302474,0.000607810363166692,0.0239818164950366,0.00479011723181646,0.00289825596176336,0.00658918578855005,0.0366420642761667,0.0123239436619718,0.00532180276068518,0.015996261547863,0,0.00565084762714407,0.0136054421768707,0.00605645707739272,0.0154141389129627,0.00458963282937365,0.000485244670891958,0.00986742372040462,0.000725645522162424,0.00149788822316079,0.0133357120556621,0,0.000588576911818343,0.0126639453961456,0.00102033528217372,0.0454891221664385,0,0.00247963006600096,0.000121735623919528,0.00187895808354322,0,0.000506924270243348,0.00951328496612694,0.00298077330583299,0,0.00197685170423748,0.000184247856807958,0.000493937135792741,0.00744880789553957,0.000279937021903139,0.0116550116550117,6.11255329637095e-06,0.000730307772561294,0.00187097705027902,0.00109393579072533,0.00454375577804441,0.00141890416939533,0.00163366660132,0.00199821492799766,0,0.0031299509254608,0.0017456449794523
"k__Archaea|p__Asgardarchaeota",0.000250093165894721,8.2226489899493e-05,0.0113063831475384,0.000255294146323315,0.00209302192225427,0.0190602080845983,0.00194325021496131,0.011575865666117,0.0109392936727666,0.0128077386141902,0.0156761069006781,0.0127779975052481,0.0307557885539537,0.0253037801613742,0.0100093334620707,0.00876498162600148,0.00089808997765316,0.0162754650132861,0.0155950514026834,0.00105623209637546,0.00574146981627297,0.00928120456491864,0.00403301094140931,0.0162205618083798,0.018614914563766,0.0253405372498288,0.00536900881780742,0.0203299941072481,0.0229810483182517,0.00196047412965118,0.011671545447722,0.0158584325317568,0.0144049388361724,0.0166093734045812,0.00467676307214371,0.0191576213006772,0.00376366353928436,0.00353020650981702,0.0223171418164961,0.0099378160051142,0.0132284532885386,0.013827183958566,0.0328552428196556,0.00693543440824703,0.0119517927689153,0.0172789115646259,0.00386998526052545,0.0155998514299864,0.0162886969042477,0.000629444738185322,0.0115763071580166,0.0170829050009071,0.00283616540614871,0.0252441907140627,0.00459717926161355,0.000208193428914467,0.0125301124197002,0.00608629995816625,0.00966073330290583,0.0202377537686841,0.00174892826799894,0.00318903857660622,0.00337166354177564,0.00123680622900592,0.000607915014072198,0.0267621198289531,0.00889993925438287,0.0445717716463494,0.00580301629308421,0.000456874766881523,0.00230979851362039,0.00622865970657404,0.000445424653635933,0.00905845209642678,0.000188674145081317,0.00318950741485953,0.00339754538981016,0.00248163950479121,0.0107397863844686,0.00408753547260424,0.00684833039273345,0.00791293111487072,0.0113371428571429,0.0280922755902469,0.00741899116267229
"k__Archaea|p__Nanoarchaeota",0.000194379341809263,6.18817913676596e-05,0.0107113103502995,0.000133420056369974,0.00178910367052968,0.0153931434419239,0.0024591573516767,0.0213009388565468,0.0151090553042069,0.0120604475443185,0.00568408456322298,0.0115610453618911,0.0117737003058104,0.0144813110208169,0.0112967075407937,0.00690810403708561,0.00192899607876207,0.00858060230292294,0.0177731312075274,0.00124262599573583,0.00226377952755906,0.00507877073831385,0.00683371298405467,0.00685708881112267,0.019407038587756,0.0136975877026102,0.00396675004421537,0.0238656452563347,0.010722212736896,0.000843700682116935,0.015687157547099,0.0255252856115683,0.00464921306352654,0.0213062863755488,0.00467676307214371,0.011503850078857,0.00810358178314815,0.00283288176713712,0.0136088208999702,0.0120590457372,0.00854438557953224,0.00902805825473379,0.0141989287896761,0.011842136302517,0.0117017552632895,0.0121768707482993,0.00437294363373454,0.00841896743840535,0.0207283417326614,0.000322733483942293,0.00893029409332709,0.0154502025760416,0.00243099891955604,0.00619954506935462,0.000964840091943585,0.000538485259748696,0.0142030246252677,0.00514759149856643,0.0111821086261981,0.0237435063900309,0.00110470005555928,0.000753782635608866,0.00403553524152859,0.00124885304292481,0.000446822461720813,0.0106183635227983,0.00682328676169353,0.0115899658043802,0.00402810105325809,0.000292100260793105,0.00189294983254675,0.00657305637281431,0.000605499138536347,0.0132188486618866,0.000320433627247535,0.00561889857664506,0.00200594803151805,0.00120304959082325,0.00643206986762131,0.00268500327439424,0.00648238907403777,0.00365007260180905,0.00751238095238095,0.0188569882916651,0.02269338473288
"k__Archaea|p__Nanoarchaeota|c__Nanoarchaeia",0.000194379341809263,6.18817913676596e-05,0.0107113103502995,0.000133420056369974,0.00178910367052968,0.0153931434419239,0.0024591573516767,0.0213009388565468,0.0151090553042069,0.0120604475443185,0.00568408456322298,0.0115610453618911,0.0117737003058104,0.0144813110208169,0.0112967075407937,0.00690810403708561,0.00192899607876207,0.00858060230292294,0.0177731312075274,0.00124262599573583,0.00226377952755906,0.00507877073831385,0.00683371298405467,0.00685708881112267,0.019407038587756,0.0136975877026102,0.00396675004421537,0.0238656452563347,0.010722212736896,0.000843700682116935,0.015687157547099,0.0255252856115683,0.00464921306352654,0.0213062863755488,0.00467676307214371,0.011503850078857,0.00810358178314815,0.00283288176713712,0.0136088208999702,0.0120590457372,0.00854438557953224,0.00902805825473379,0.0141989287896761,0.011842136302517,0.0117017552632895,0.0121768707482993,0.00437294363373454,0.00841896743840535,0.0207283417326614,0.000322733483942293,0.00893029409332709,0.0154502025760416,0.00243099891955604,0.00619954506935462,0.000964840091943585,0.000538485259748696,0.0142030246252677,0.00514759149856643,0.0111821086261981,0.0237435063900309,0.00110470005555928,0.000753782635608866,0.00403553524152859,0.00124885304292481,0.000446822461720813,0.0106183635227983,0.00682328676169353,0.0115899658043802,0.00402810105325809,0.000292100260793105,0.00189294983254675,0.00657305637281431,0.000605499138536347,0.0132188486618866,0.000320433627247535,0.00561889857664506,0.00200594803151805,0.00120304959082325,0.00643206986762131,0.00268500327439424,0.00648238907403777,0.00365007260180905,0.00751238095238095,0.0188569882916651,0.02269338473288
"k__Archaea|p__Halobacteriota",0.000378854003781112,0.000635771829119791,0.0108303249097473,0.000122515532532043,0.0034233810618789,0.0555176530786287,0.000684436801375752,0.0355352155331965,0.0195489229522588,0.00913355752065429,0.0248504188272836,0.024856247528066,0.013302752293578,0.0172543280248031,0.0141932992179202,0.00721974782823233,0.00207446135683265,0.0184898139946856,0.00932218156473253,0.00172332605198101,0.0333989501312336,0.00533768846222789,0.096512192389559,0.00993095620921214,0.00973180943759194,0.0206985769728331,0.00659440612445994,0.0421331761932823,0.0164247908485573,0.000433149903765391,0.0481873451925242,0.0242869697211792,0.0553332571167257,0.0169497294169701,0.00308970267943068,0.00992670934223954,0.00754533503808683,0.00373359289309866,0.0162908512963147,0.0136572325216482,0.0109510272645045,0.0211684208025469,0.00956181027355405,0.0161826802859097,0.0280542081312197,0.00836734693877551,0.00530201951757909,0.0173950724278816,0.00575953923686105,0.00080797815483425,0.0266530690995287,0.0186551369655923,0.00320449857577841,0.0198920654743321,0.121711739833707,0.000662149025795635,0.0113423447537473,0.00381095227891885,0.0171154723870379,0.0277910571437677,0.00181594529680977,0.000497811747813786,0.00435338896444062,0.000582262672746292,0.000268487587252308,0.021621102195743,0.0490626810007487,0.00583413819206975,0.00851321621018397,0.000393211889529179,0.00316348177143559,0.0108829346531926,0.000699069248067507,0.0326635389926529,0.000291093371424954,0.00381548550562635,0.00134040146885661,0.00825347975099671,0.0693562029150849,0.00481335952848723,0.00567209043978305,0.0399776199928064,0.0120685714285714,0.0369025078248773,0.0314216096301415
