"Taxonomy","CON1","CON2","CON4","CON5","CON3","CON6","CON24","CON25","CON26","CON27","CON28","CON29","CON30","CON31","CON32","CON33","CON34","CON35","CON36","CON37","CON7","CON8","CON9","CON10","CON11","CON12","CON13","CON14","CON15","CON16","CON17","CON18","CON19","CON43","CON44","CON45","CON38","CON39","CON40","CON41","CON42","CON46","CON47","CON20","CON21","CON22","CON23","MI33","MI32","MI38","MI36","MI34","MI35","MI37","MI30","MI27","MI28","MI29","MI31","MI17","MI21","MI20","MI24","MI23","MI26","MI19","MI18","MI15","MI25","MI22","MI14","MI16","MI2","MI1","MI12","MI4","MI11","MI13","MI3","MI8","MI5","MI9","MI7","MI10","MI6"
"k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter",0.000104618180782693,2.20400900761527e-05,0.00178521839171659,5.0673963717442e-05,0.00136476497944251,0.002174654613679,0.000154772141014617,0.00370158495137463,0.0103822000135053,0.0015983725661145,0.00223374551256482,0.00258602330463355,0.000458715596330275,0.00772208207360049,0,0.00124657516458688,0,0.000802701505757307,0.00400766684091305,9.8102052294934e-05,0.00511811023622047,0.000617419187795017,0.00233391836887113,0.00085122481793247,0,0,0.000707445867758155,0,0,9.60462830088476e-05,0.00251444869774075,0.00475353519213869,0,0.00316531091521732,0.00165459487750933,0.000927729845069116,0.000684302461688066,0.000217913982087471,0.00175490877785504,0.000958912070668914,0,0.000285096576465278,0,0.000235899129532212,0.000850127519127869,0.00292517006802721,0.000412146444712999,0.00142379596384796,0.00284977201823854,3.20444593985255e-05,0,0,0.000656860819172969,0.00107042504794612,0,0.000158101776844821,0.000368040685224839,0.000275490526186905,0,0.00175287631067342,0.000226993162101222,1.79342660238591e-05,0.000402346484698763,8.43276974322216e-05,0.000193114007711752,0.00663047134002787,0.000353172192634241,0.000495967005142395,0.000552668218388972,7.11526276290896e-05,0.000139901269675401,0.00014759857124583,0.000119862537002725,0.000826178041367915,0.000232277025262096,0.00195245547358223,0.00109838453697972,0.00562635517940827,0,0.000616677581314124,0.0021564399137424,0,0.00092952380952381,0.00274353723095947,0
"k__Archaea|p__Asgardarchaeota|c__Heimdallarchaeia|o__UBA460|f__UBA460",4.64281867378813e-05,2.92455041395104e-05,0.00198357599079621,1.21874089953341e-05,0.000200700732270957,0.00191881289442265,0.000288907996560619,0.000975872396271494,0.00136741170909582,0.003777971519907,0.00514559234144396,0.00279898992972101,0.00107033639143731,0.00252267519112635,0.000643687039361462,0.000519406318577866,0.000143357085634777,0.000359831709477414,0.00217807980484405,0.000117722462753921,0.00236220472440945,0.00127467187157681,0.00121363755181299,0.00066206374728081,0,0,0.000707445867758155,0.00453741897466117,0.00228786067952877,0.000337103620756543,0.0016888088268408,0.000918750499320924,0.00114324911398194,0.000987032435927981,0.000405206908777795,0.00542721959365433,0.000252111433253498,0.00047214696118952,0.00953610807589153,0.00505608182716336,0.00234203385450317,0.00109287020978356,0.00186922606851432,0.000471798259064424,0,0.00312925170068027,0.000146696192185983,0.00396186702983781,0.000929925605951524,8.01111484963137e-05,0.00314214051431879,0.00260022978774868,0.000374472055790197,0.00374648766781143,0.000368909446919606,4.06994673065875e-05,0.00209114025695931,0.000816268225738978,0.000722653278563822,0.00108359626477993,0.000486413918788332,0,0.000160938593879505,5.82262672746292e-05,1.28085821441468e-05,0.00965742564743189,0.00238744402220747,0.0129865044767548,0.0018174281797022,5.6173127075597e-05,0.000302643562971275,0.00169246361695219,6.95976021306146e-05,0,1.88809979599014e-05,0.000178850883076235,6.0504232969222e-05,0,0.00165227482837979,0.000283780833879066,0.000444357315559041,0.00069271450837252,0.000152380952380952,0.00239576490590827,0.000618249263556024
"k__Archaea|p__Asgardarchaeota|c__Heimdallarchaeia|o__UBA460|f__UBA460|g__UBA460",4.64281867378813e-05,2.92455041395104e-05,0.00111080255484588,1.21874089953341e-05,8.60145995446961e-05,0.00144976974245267,0.000196044711951849,0.000975872396271494,0.00136741170909582,0.000892597666791215,0.00434782608695652,0.00279898992972101,0.00107033639143731,0.000789539563634963,0.000643687039361462,0.000363584423004506,0.000107517814226083,0.000359831709477414,0.00152465586339083,0.000117722462753921,0.00236220472440945,0.00101575414766277,0.00121363755181299,0.00066206374728081,0,0,0.000454786629273099,0.00170889805539187,0.000956120880997098,0.000312621234891543,0.0016888088268408,0.000479348086602221,0.00114324911398194,0.000374391613627855,0.000405206908777795,0.00542721959365433,0.000252111433253498,0.000290551976116628,0.00953610807589153,0.000813622362991806,0.00234203385450317,0.00109287020978356,0.00186922606851432,0.000471798259064424,0,0.00312925170068027,6.98553296123728e-05,0.00337377739259626,0.000929925605951524,5.72222489259384e-05,0.00314214051431879,0.00260022978774868,0.000374472055790197,0.00374648766781143,0.000368909446919606,4.06994673065875e-05,0.00112085117773019,0.000122440233860847,0.000722653278563822,0.00108359626477993,0.000343732502610421,0,0.000160938593879505,5.82262672746292e-05,5.91165329729852e-06,0.00965742564743189,0.00189300295251953,0.0126732621577175,0.0018174281797022,3.89467014390806e-05,0.000268382027540564,0.00142678618870969,3.01589609232663e-05,0,1.45342933935931e-05,0.000178850883076235,6.0504232969222e-05,0,0.00165227482837979,6.54878847413229e-05,0.00020910932496896,0.00069271450837252,0.000152380952380952,0.00119788245295413,0
"k__Archaea|p__Methanobacteriota_B",9.28563734757626e-06,0,0,1.92432773610539e-05,7.45459862720699e-05,0,0.000419604471195185,0.000403809267422687,0.00221149301100682,0.00120396894590443,0.0018348623853211,0.00359000882290304,0.004608999563128,0.000654740125941189,0.00273566991728622,0.000584332108400099,3.79474638444997e-05,0.00528675819309123,0.00139397107510019,3.92408209179736e-05,0.000459317585301837,0.00105558764364954,0.000485455020725195,0.00255367445379741,0.0016974086228358,0,0,0,0.000990268055318422,0.000256123421356927,0.00270209412294528,0.00191739234640888,0.000495407949392173,0.000850890030972397,0.00151952590791673,0.0142870396140644,0.000198087554699177,7.99017934320726e-05,0,0.00159818678444819,0.000468406770900633,0.000641467297046875,0,0.000707697388596636,0.00100015002250338,0.00244897959183673,0.00215852968502232,0.000402377120217903,0.00323974082073434,4.12000192266756e-05,0,0,0.000270110991061782,0.000713616698630748,0,0.000194105151769879,0.000234207708779443,0.000408134112869489,0.00133120340788072,0.000987984829652293,7.99880666451924e-05,0,7.24223672457774e-05,0.000281092324774072,5.96091707477601e-05,0.00278671983856244,0.00105951657790272,0,0,1.72264256365164e-05,4.56820472409471e-05,0.000521514951735267,4.25318679687089e-05,0.000678646248266501,3.12419390703404e-06,0,0.000190821042441392,0,0.000904817167922264,0.000474787164374591,0,0.000186500059946448,0,0.00340044051161173,0
"k__Archaea|p__Methanobacteriota_B|c__Thermococci",9.28563734757626e-06,0,0,1.92432773610539e-05,7.45459862720699e-05,0,0.000419604471195185,0.000403809267422687,0.00221149301100682,0.00120396894590443,0.0018348623853211,0.00359000882290304,0.004608999563128,0.000654740125941189,0.00273566991728622,0.000584332108400099,3.79474638444997e-05,0.00528675819309123,0.00139397107510019,3.92408209179736e-05,0.000459317585301837,0.00105558764364954,0.000485455020725195,0.00255367445379741,0.0016974086228358,0,0,0,0.000990268055318422,0.000256123421356927,0.00270209412294528,0.00191739234640888,0.000495407949392173,0.000850890030972397,0.00151952590791673,0.0142870396140644,0.000198087554699177,7.99017934320726e-05,0,0.00159818678444819,0.000468406770900633,0.000641467297046875,0,0.000707697388596636,0.00100015002250338,0.00244897959183673,0.00215852968502232,0.000402377120217903,0.00323974082073434,4.12000192266756e-05,0,0,0.000270110991061782,0.000713616698630748,0,0.000194105151769879,0.000234207708779443,0.000408134112869489,0.00133120340788072,0.000987984829652293,7.99880666451924e-05,0,7.24223672457774e-05,0.000281092324774072,5.96091707477601e-05,0.00278671983856244,0.00105951657790272,0,0,1.72264256365164e-05,4.56820472409471e-05,0.000521514951735267,4.25318679687089e-05,0.000678646248266501,3.12419390703404e-06,0,0.000190821042441392,0,0.000904817167922264,0.000474787164374591,0,0.000186500059946448,0,0.00340044051161173,0
"k__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae",1.98093596748294e-05,4.66232674687847e-06,0.00154718927282104,3.97694398795114e-05,0.000940426288355343,0.00234521575984991,0.0013207222699914,0.00373523572365986,0.00263353366196232,0.00157761448084029,0.00103709613083367,0.00243390428671392,0.0055045871559633,0.00596968938358143,0.000868977503137974,0.00163612990352028,0.000179196357043471,0.00130093002657219,0.0025265725736191,0.00028776602006514,0.000557742782152231,0.000936087155689219,0.000858881959744576,0.00118225669157287,0.0104107728867263,0.0117951449661365,0.000707445867758155,0.0075427224513848,0.00348301178077514,0.000216574951882695,0.00750581700818134,0.00215706638970999,0,0.00200810047309486,0.033649057049756,0.00589108451618889,0,0.00118399930267526,0.00261580742359525,0.00308014180275469,0.00167980359219537,0.0038012876862037,0.00118623962040332,0.00219386190464957,0.00180027004050608,0.00149659863945578,0.00145997638889859,0.00229045437662498,0.00143988480921526,0,0.00110250544362063,0.000695410292072323,0.000171888812493861,0.00570893358904598,0.00144726013791538,0.000474305330534462,0.00374732334047109,0.000923403430367219,0.00163547847253918,0.00398380979698505,0.000585858542185058,0.000291839419842798,0.00107828857899269,0.000144561767026666,9.70496416306507e-05,0.00393984528900207,0.00296664641812762,0,0,3.37038762453582e-05,0.000374021761785254,0.000570714475483877,8.97035760794588e-05,0.0046029919447641,9.19599684809585e-05,0.00159475370742976,0.00046076300491946,9.23270616213192e-05,0.00287181101123153,0.00045841519318926,0.000810298634254721,0.00081260740405238,0.00149333333333333,0.000540979172301866,0.00152743935702077
"k__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrosopumilaceae|g__Nitrosarchaeum",0,0,0,2.27712115439138e-05,0.000172029199089392,0,4.47119518486672e-05,0.0030958710502406,0,0,0,0.000517204660926709,0.000393184796854522,0.000808796626162645,0,0.00106478295308462,0,0,0,4.25108893278047e-05,0.000557742782152231,0,0,0.000614773479617895,0,0.00220683357430941,0.000391621819651836,0,0.000682943486426498,0.000124295189776156,0,0,0,0.000544569619822334,0.00135068969592598,0.00166991372112441,0,9.4429392237904e-05,0,0.000639274713779276,0.000597622431838739,0,0.000575146482619792,0,0,0.000816326530612245,0,0.00102141884363006,0.00143988480921526,0,0,0,7.98055200864355e-05,0,0,0,0.000217478586723769,0.000505065964675992,0,0,0.000402102172865021,0,8.04692969397526e-05,2.61014301575924e-05,3.05435420360424e-05,0,0,0,0,1.1983600442794e-05,6.28128149563023e-05,0.000423115904238047,4.33051746590491e-05,0,0,0,6.51584047360852e-05,0,0.000295049076496391,0.000169177035581751,0,0,0.000167619047619048,0,0
"k__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales|f__GW2011-AR1",9.96658408639852e-05,1.2291588696316e-05,0.00166620383226881,6.54271430275833e-05,0.000286715331815654,0.00315538120416169,0.000983662940670679,0.00864824847730255,0.00082719967587278,0.00327977747332586,0.00293179098524132,0.0040463658766619,0.00493665356050677,0.0054690057578617,0.0073058478967526,0.000973886847333498,0.000845385166758022,0.0037643932683791,0.00217807980484405,0.000533021150802475,0,0.00127467187157681,0.000522797714627133,0,0.00571460903021387,0.00243512670268625,0.00104853583971298,0.00247495580436064,0.00379033634966706,0.000265539723612696,0.00311491405839526,0.00782935208116961,0.00137189893677832,0.00391409414247303,0.00136757331712506,0.00310789498098154,0.00151266859952099,0.0014818150781948,0.00483427701069501,0.00139478119370024,0.00352112676056338,0.00140172483428761,0.00945397030806283,0.000613337736783751,0.00520078011701755,0.00292517006802721,0.00271038678896006,0.00074285006809459,0.00437964962802976,2.51777895274129e-05,0.00239794933987487,0.0061982221684707,0.000988360671839701,0.00276526470719415,0,9.39218476305866e-05,0.00389788543897216,0.00128052077912802,0.00361326639281911,0.00720272811294898,0.00020321292607157,0.000370641497826421,0.000531097359802367,0.000499942777633885,0.00031922927805412,0.000960937875366358,0.000988882139375874,0.00121381398626954,0.00110533643677794,6.36628773523433e-05,0.00021127946848938,0.00160390447420469,0.000310869289516745,0.00354076303443392,7.23997979325715e-05,0.000283180564870706,0.000363025397815332,0.000800167867384766,0.00129821593658412,0.000332896747435058,0.00154218127164608,0.00270425086922349,0.0035352380952381,0.00610533637312106,0.0145470414954359
"k__Archaea|p__Asgardarchaeota|c__Lokiarchaeia|o__CR-4|f__MK-D1",0,0,0,9.94235996987786e-06,0,0,0,0,0,0.00284385768256736,0,0,0.00388816076889471,0.00019257062527682,0,0,0,0,0.00117616309461579,0,0,0,0,0,0,0.00106536793242523,0.000164228505015286,0,0,0,0.00367785033400886,0.00075896780378685,0.00171487367097291,0,0.000371439666379645,0,0,0.000108956991043735,0,0,0.000161519576172632,0.000688983393124421,0,0.000259489042485433,0,0.00108843537414966,0,0,0.000359971202303816,0,0,0.00060470460180202,0.000104361064728416,0,0,2.19150977804702e-05,0,0.000260185496954299,0,0,2.81039153077703e-05,0,0.000112657015715654,0,5.91165329729852e-06,0,0.000141268877053696,0,0,1.42305255258179e-05,2.85512795255919e-05,9.83990474972202e-05,0,0,0,0,0,0,0,0.000136433093211089,0.00022217865777952,0,0.000563809523809524,0,0
"k__Archaea|p__Asgardarchaeota|c__Lokiarchaeia|o__CR-4|f__MK-D1|g__Prometheoarchaeum",0,0,0,9.94235996987786e-06,0,0,0,0,0,0.00284385768256736,0,0,0.00388816076889471,0.00019257062527682,0,0,0,0,0.00117616309461579,0,0,0,0,0,0,0.00106536793242523,0.000164228505015286,0,0,0,0.00367785033400886,0.00075896780378685,0.00171487367097291,0,0.000371439666379645,0,0,0.000108956991043735,0,0,0.000161519576172632,0.000688983393124421,0,0.000259489042485433,0,0.00108843537414966,0,0,0.000359971202303816,0,0,0.00060470460180202,0.000104361064728416,0,0,2.19150977804702e-05,0,0.000260185496954299,0,0,2.81039153077703e-05,0,0.000112657015715654,0,5.91165329729852e-06,0,0.000141268877053696,0,0,1.42305255258179e-05,2.85512795255919e-05,9.83990474972202e-05,0,0,0,0,0,0,0,0.000136433093211089,0.00022217865777952,0,0.000563809523809524,0,0
"k__Archaea|p__Asgardarchaeota|c__Lokiarchaeia|o__Helarchaeales",4.70472292277197e-05,0,0.000396715198159241,1.69982283355976e-05,0.000131889052635201,0,0.000316423043852107,0,0.00205955837666284,0.000622742558226429,0.000578380534503391,0,0.00144167758846658,0.00119393787671629,0.000901161855106047,0.000454480528755632,8.01113125606105e-05,0.002075952170062,0.00500958355114131,6.21312997867915e-05,0,0.000537752195821466,0,0.000520192944292065,0.000678963449134322,0,0.000151595543091033,0.00276959340011785,0.000580501963462523,0.000258006681808081,0.000788110785859041,0.0041144044100024,0.000952707594984947,0.000714747626016814,0.00077664657515744,0,0.000234103473735391,0.000479410760592435,0.00344359458296083,0,0.00151828401602274,0.00342115891758333,0.00035946655163737,0,0.000500075011251688,0.0019047619047619,0.000663625631317541,0.000402377120217903,0.0011699064074874,3.66222393126006e-05,0,0.00136058535405454,0.000392888714271683,0,0,5.94838368327048e-05,0.0026264721627409,0.000443845847745569,0.00053248136315229,0.00140230104853874,0.000157814293651326,0.00165049593680182,0.000414416879239726,2.40936278377776e-05,0.000104439208252274,0.00110507855667131,0.00132792744430475,0.000221879975984756,0.000478270573605841,3.59508013283821e-05,8.8508966529335e-05,0.000570714475483877,1.46928271164631e-05,0.000472101737924523,1.53493004997759e-05,0.000670690811535882,0.000228054416576298,0.000184654123242638,0.00151458525934814,0.000332896747435058,0.000548911978043521,0,0.00121904761904762,0.000966034236253333,0
"k__Archaea|p__Asgardarchaeota|c__Lokiarchaeia|o__Helarchaeales|f__HEL-GB-A",2.9714039512244e-05,0,0,1.34702941527377e-05,0,0,0.000247635425623388,0,0.00082719967587278,0.000415161705484286,0.00033905065815716,0,0.000873743993010048,0.00019257062527682,0.000450580927553024,0.000454480528755632,2.10819243580554e-05,0.000691984056687334,0.0034413660916536,6.21312997867915e-05,0,0.000298751219900815,0,0,0,0,0.000151595543091033,0.00276959340011785,0,0.000205275389175772,0.000788110785859041,0.00199728369417592,0,0.000714747626016814,0.000506508635972243,0,0,0.000290551976116628,0.0019866891824774,0,0.000436102855666107,0.00201943408329572,0,0,0.000500075011251688,0.0019047619047619,0.000475016241364135,0.000402377120217903,0,3.66222393126006e-05,0,0.000453528451351515,0.000392888714271683,0,0,1.72190053989409e-05,0.00220824411134904,0.000357117348760803,0,0.00108359626477993,6.91788684498961e-05,0.00165049593680182,0.000358088371381899,0,2.8080353162168e-05,0,0.000692217497563112,0,0,3.59508013283821e-05,0,0.000255837523492773,1.46928271164631e-05,0,4.07503553091397e-06,0.000670690811535882,5.58500612023587e-05,0.000184654123242638,0,5.45732372844357e-05,0.0002613866562112,0,0.000335238095238095,0,0
"k__Archaea|p__Asgardarchaeota|c__Lokiarchaeia|o__Helarchaeales|f__HEL-GB-A|g__JABXJT01",2.9714039512244e-05,0,0,1.34702941527377e-05,0,0,0.000247635425623388,0,0,0.000415161705484286,0.00033905065815716,0,0.000873743993010048,0,0,0.000454480528755632,2.10819243580554e-05,0,0.00283150374629726,6.21312997867915e-05,0,0.000298751219900815,0,0,0,0,0.000151595543091033,0.00276959340011785,0,0.000182676263761926,0.000788110785859041,0.000559239434369258,0,0.000714747626016814,0.000506508635972243,0,0,0.000290551976116628,0.0019866891824774,0,0.000274583279493475,0.00175809555486921,0,0,0.000500075011251688,0.0019047619047619,0,0,0,3.66222393126006e-05,0,0,0.000202583243296336,0,0,1.72190053989409e-05,0.00185693254817987,0.000285693879008642,0,0.000669280045893489,6.91788684498961e-05,0,0.000358088371381899,0,1.97055109909951e-05,0,0.000508567957393307,0,0,1.57284755811672e-05,0,0.000255837523492773,1.46928271164631e-05,0,0,0.000387510246665176,5.58500612023587e-05,0.000184654123242638,0,5.45732372844357e-05,0.0002613866562112,0,0.000335238095238095,0,0
"k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_sp900322125",1.60951047357989e-05,1.01723492659167e-05,0,3.04685224883354e-05,0,0,0,0,0,0,0,0,0,0.000211827687804502,0,0.000168807053537806,2.10819243580554e-05,0,0.00235232618923157,0.000889458607474068,0,0.00033858471588759,0,0.00047290267662915,0.00118818603598506,0.00136975877026102,0.000656914020061144,0,0,0,0,0.0019573380202924,0.00400137189893678,0.00139545965079473,0,0,0,0,0,0,0,0.000237580480387731,0.000826773068765951,0.000636927649736972,0.0133520028004201,0.00156462585034014,0,0.0148570013618918,0.0394768418526518,0,0.000303188996995673,0,0,0,0,2.50458260348231e-05,0.00150562098501071,5.10167641086861e-05,0.000456412596987677,0,9.51209441186072e-05,0,6.83989023987897e-05,0,0.000734030284414567,0,0,0,0.000308218814101542,2.02223257472149e-05,0.000396862785405728,0.000836391903726372,9.12501894601391e-05,0,1.63001421236559e-06,0,0.000134970981239034,0,0.000472078522394225,0.000141890416939533,0.000561981310854081,0.000133214328533177,0,0,0
"k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter_A|s__Methanobrevibacter_A_sp902785855",4.8904356697235e-05,2.20400900761527e-05,0,5.77298320831618e-06,0,0,3.43938091143594e-05,0,0,0.000685016814049072,0.000917431192660551,0,0,0,0,0.000350599265040059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011676214797154,0,0,0,0.00108913923964467,0,0,0,0.000203386383281639,0,0.000464927064566746,0,0,0.000539199827456055,0,0,0,0.000104782994418559,0,0,0,0,0.000483763681441616,0,0,0,0,0,0,0,0,2.37802360296518e-05,0,4.4258113316864e-05,4.41716510359256e-05,0,0,0,0,0,1.34815504981433e-05,0,0,0,0,3.35511258711917e-05,0,0,7.83381128908163e-05,0,7.640253219821e-05,0,0,0,0,0
"k__Archaea|p__Thermoproteota|c__Nitrososphaeria|o__Nitrososphaerales|f__UBA57",0,0,0,0,0,0,0,0.000740316990274927,0,0.000228338938016357,0.000777822098125249,0,0.000589777195281782,0.000539197750775097,0,0,0,0,0,0,0,0,0,0.000993095620921214,0,0,0.000126329619242528,0,0,0,0.000487878105531787,0,0,0,0,0,0,0.00010169319164082,0,0.000290579415354216,0.000193823491407159,0,0,0,0,0,0,0,0.000329973602111831,0,0,0,0,0,0,0,0,0.00021937208566735,0,0.000382445740510565,0,0,0,0,0,0,0.000409679743455719,0,0.000276334109194486,0,0,0,1.31462137357828e-05,0,1.76584873006272e-06,0,0,0,0,0,0,0,0,0,0
"k__Archaea|p__Altiarchaeota",1.05237223272531e-05,0,0,0,8.60145995446961e-05,0.00179089203479447,5.15907136715391e-05,0,0.00097913431021676,0,0.000279218189070602,0,0.000458715596330275,0,0,0.000311643791146719,0,0,0,0,0,0.000199167479933876,0,0.000803934550269554,0,0,0.000467419591197352,0.00123747790218032,0,3.95484694742313e-05,0.000900698040981761,0.00367500199728369,0,0,0,0.00088134335281566,0.000288127352289712,0.0003704537695487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000635706638115632,0.000244880467721693,0,0.000382445740510565,5.18841513374221e-05,0,0,0,0,0,0.00036729908033961,0,0,1.27325754704687e-05,0.000174162805106111,0,2.93856542329262e-05,0,3.53169746012544e-06,0,6.0504232969222e-05,3.07756872071064e-05,0.000314719014929483,0.000251036891508404,0.000313663987453441,0,0.000213333333333333,0.0016229375169056,0.00109102811215769
"k__Archaea|p__Altiarchaeota|c__Altiarchaeia",1.05237223272531e-05,0,0,0,8.60145995446961e-05,0.00179089203479447,5.15907136715391e-05,0,0.00097913431021676,0,0.000279218189070602,0,0.000458715596330275,0,0,0.000311643791146719,0,0,0,0,0,0.000199167479933876,0,0.000803934550269554,0,0,0.000467419591197352,0.00123747790218032,0,3.95484694742313e-05,0.000900698040981761,0.00367500199728369,0,0,0,0.00088134335281566,0.000288127352289712,0.0003704537695487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000635706638115632,0.000244880467721693,0,0.000382445740510565,5.18841513374221e-05,0,0,0,0,0,0.00036729908033961,0,0,1.27325754704687e-05,0.000174162805106111,0,2.93856542329262e-05,0,3.53169746012544e-06,0,6.0504232969222e-05,3.07756872071064e-05,0.000314719014929483,0.000251036891508404,0.000313663987453441,0,0.000213333333333333,0.0016229375169056,0.00109102811215769
"k__Archaea|p__Altiarchaeota|c__Altiarchaeia|o__IMC4",1.05237223272531e-05,0,0,0,8.60145995446961e-05,0.000596964011598158,0,0,0.00054021203322304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000803934550269554,0,0,0.000467419591197352,0.00123747790218032,0,0,0,0.00367500199728369,0,0,0,0,0.000288127352289712,0.0003704537695487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000635706638115632,0.000244880467721693,0,0,0,0,0,0,0,0,0.00036729908033961,0,0,1.27325754704687e-05,0.00014275639762796,0,0,0,3.53169746012544e-06,0,6.0504232969222e-05,3.07756872071064e-05,0,0,0.00016990132653728,0,0.000213333333333333,0.0016229375169056,0
"k__Archaea|p__Thermoproteota|c__Thermoprotei_A",1.29998922866068e-05,1.27154365823958e-05,0.00122981711429365,0,0.000183497812362018,0,0.000206362854686156,0.00380253726823031,0.00916672293875346,0.000705774899323286,0.000817710410849621,0.00270771851896924,0.00513324595893403,0.00362032775520422,0.000579318335425316,0.00197374401059589,0.000143357085634777,0.000802701505757307,0.00640355462624151,0.000153693215262063,0,0.00109542113963632,0.00126965159266589,0.002222642580157,0.0066764739164875,0.000760977094589453,0.00156648727860734,0.00695344725987036,0.00273177394570599,3.76652090230775e-05,0.00863168955940854,0.0015179356075737,0.00468732136732594,0.00132738844831694,0.00305593543703253,0.00366453288802301,0.000342151230844033,0.0017142566590881,0.0113903513128704,0.00104608589527518,0.00289120041349011,0.000879047777434606,0.00107839965491211,0.00113231582175462,0.000550082512376857,0.00680272108843537,0.00380012993091308,0.00145474805001857,0.0031197504199664,0,0.00250819988423693,0.00544234141621818,0.000896277379432276,0.00191784487757014,0,0.000194105151769879,0.00613958779443255,0.000530574346730336,0.00600943252700441,0.00124294865665934,0,5.43462606783609e-05,0.000362111836228887,0.000244951883017406,7.09398395675823e-05,0.00980156632873685,0.0015822114230014,0,0.00378365164897066,5.09303018818747e-05,0.000345470482259662,9.83990474972202e-05,0.000375827051505319,0.00563571449647399,0.00154946434337119,0.00111781801922647,0.000190821042441392,9.23270616213192e-05,0.000629438029858966,0.00105326347958961,0.000875645298307521,0.00017317862709313,0.00397714285714286,0.0032458750338112,0.00334581954395025
"k__Archaea|p__Thermoproteota|c__Thermoprotei_A|o__Sulfolobales",1.29998922866068e-05,1.27154365823958e-05,0.00122981711429365,0,0.000183497812362018,0,0.000206362854686156,0.00380253726823031,0.00916672293875346,0.000705774899323286,0.000817710410849621,0.00206881864370684,0.00513324595893403,0.00362032775520422,0.000579318335425316,0.00197374401059589,0.000143357085634777,0.000802701505757307,0.00640355462624151,0.000153693215262063,0,0.00109542113963632,0.00126965159266589,0.002222642580157,0.0066764739164875,0.000760977094589453,0.00156648727860734,0.00695344725987036,0.00273177394570599,3.76652090230775e-05,0.00863168955940854,0.0015179356075737,0.00468732136732594,0.00132738844831694,0.00305593543703253,0.00366453288802301,0.000342151230844033,0.0017142566590881,0.0113903513128704,0.000523042947637589,0.00289120041349011,0.000879047777434606,0.00107839965491211,0.00113231582175462,0.000550082512376857,0.00680272108843537,0.00380012993091308,0.00145474805001857,0.0031197504199664,0,0.00250819988423693,0.00544234141621818,0.000896277379432276,0.00191784487757014,0,0.000194105151769879,0.00613958779443255,0.000530574346730336,0.00600943252700441,0.00124294865665934,0,5.43462606783609e-05,0.000362111836228887,0.000244951883017406,7.09398395675823e-05,0.00980156632873685,0.0015822114230014,0,0.00378365164897066,5.09303018818747e-05,0.000345470482259662,9.83990474972202e-05,0.000375827051505319,0.00563571449647399,0.00154946434337119,0.00111781801922647,0.000190821042441392,9.23270616213192e-05,0.000629438029858966,0.00105326347958961,0.000875645298307521,0.00017317862709313,0.00370285714285714,0.0032458750338112,0.00334581954395025
"k__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__UBA71|s__UBA71_sp006954465",0.000157855834908796,1.14438929241562e-05,0.0320545880112667,7.66523881548648e-05,0.000108951826089948,0,7.22269991401548e-05,0,0,0.0115414954124632,0.00123653769445552,0.00298153275122456,0.00240279598077763,0,0.00212416722989283,0.000818064951760138,0,0,0.00631643143404774,0.000578802108540111,0,0.00233025951522635,0,0.0116334058450771,0.00288559465882087,0,0.00495212107430708,0,0.00361960047806044,0.000284372328124235,0,0.00331549093233203,0.00110514081018254,0.00564990980565672,0,0,0.000792350218796708,9.4429392237904e-05,0.00705274659779477,0.0123205672110188,0.00205129861739243,0.000784015585279513,0.00316330565440886,0,0.019852977946692,0.00503401360544218,8.38263955348473e-05,0.0208926581651603,0.00677945764338853,4.80666890977882e-05,0.000661503266172377,0.00238858317711798,0.00211791572537079,0.00446010436644217,0,0.000248892896221054,0.0344787205567452,6.63217933412919e-05,0.0125133120340788,0.00382445740510565,0.000274553634160525,1.68473408102919e-05,0.000189102847808419,0,4.28594864054143e-05,0.00172968817565944,0.00597567349937135,0,0.0021575316987108,7.6395452822812e-05,0.000893655049151028,0.00201718047369301,0.000114449390170344,0.0243132395031129,1.00517543095878e-05,0.00195245547358223,0.000632967360293399,0.000654682800587536,0.0163653887763331,0.0158808120497708,0.00312357054172385,0.000732678806932474,0.00554666666666667,0.0004636964334016,0.0130196021384151
