Taxonomy,CON1,CON2,CON3,CON4,CON5,CON6,CON7,CON8,CON9,CON10,CON11,CON12,CON13,CON14,CON15,CON16,CON17,CON18,CON19,CON20,CON21,CON22,CON23,CON24,CON25,CON26,CON27,CON28,CON29,CON30,CON31,CON32,CON33,CON34,CON35,CON36,CON37,CON38,CON39,CON40,CON41,CON42,CON43,CON44,CON45,CON46,CON47,MI1,MI2,MI3,MI4,MI5,MI6,MI7,MI8,MI9,MI10,MI11,MI12,MI13,MI14,MI15,MI16,MI17,MI18,MI19,MI20,MI21,MI22,MI23,MI24,MI25,MI26,MI27,MI28,MI29,MI31,MI32,MI33,MI34,MI35,MI36,MI37,MI38
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis,3.191889042,0.086890026,0.840099916,5.203351561,2.034808983,0,0.248389925,0.45468,0.006020001,1.617070323,5.559439444,0,1.343710403,0,7.61166,0.139320028,0.725939782,0.012070001,0.17741,7.848159215,1.252760125,2.236300224,0.447219866,0.802409759,0,0,3.730991119,0,2.938389118,3.469791041,0.011080002,0.439970044,2.630670526,2.585589224,0.622069938,0.262949842,6.68683,0.692790139,2.875810575,0.009059995,0.03774,0.00153,0.107709978,0,0.122119963,0.355919964,0.541229946,2.859509142,8.16618245,17.59679176,1.794769821,0.79166,4.189228743,2.202688678,0.784970392,2.915880292,0,2.658639468,1.287669356,2.115469788,1.215770243,0,0.10147999,0,1.489800298,0,0.008829999,0.629259748,0.18458,0,0,0.161279952,0.136990055,1.138479772,2.834300283,0.135460014,1.652570496,4.31257,1.624088701,2.207049117,1.126110338,4.063938781,0.536209786,1.394729721
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,2.662849201,0,2.550159745,2.452820736,0.957129521,0,0.643519807,5.38302,0.021800002,2.14924043,0,0.039629984,1.872200562,2.084989583,3.64295,0.017720004,0.245049926,0.105420011,0.18752,4.747009525,1.692990169,0,0.660549802,0.728829781,0,0,2.297380689,0.080159968,0.645789806,1.79894054,1.118030224,0.9986101,0.408510082,1.168919649,1.363379864,0.780949531,1.90716,4.536120907,3.126460625,0.56033972,1.06249,0.010030001,0.166259967,0,0.760079772,0.331639967,0.60280994,3.673158898,1.391360417,7.229870723,37.74559623,0.60829,8.279257516,9.98366401,0.755140378,0.469220047,0,0.231699954,0.05973997,0.033929997,0.720880144,0,0.120019988,0,1.004540201,7.084774251,0.00257,0.973609611,0.34295,0.00099,0.153879923,0.252689924,0.009090004,0.24753995,0,1.116660112,0,0.58473,0.58804953,8.860176456,0,0,1.776839289,6.952938609
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens,0.009479997,0,0,0.324820097,0.021429989,0,0,0.02897,0,0.160960032,0,0,0.187630056,0,1.16283,0,0.063179981,0.092960009,0.0387,0.015509998,0.006040001,0,0.205119938,0.006579998,0,0,0.009820003,0,0.056689983,0.157310047,0,0.034370003,0.020290004,0,0.048479995,0.006019996,0.02,0.013990003,0.788150158,0.007269996,0.06463,0,0.004249999,0,0.185399944,0.014869999,0.117639988,0.058179983,0.131090039,0.805530081,1.329899867,0.02319,0.119069964,0.162629902,0.023940012,0.143870014,0,0.186919963,0,0.086299991,0.042380008,0,0.00104,0,0,0,0,0.07572997,0.04563,0,0,0,0,0,0,0.012350001,0.090820027,0.24599,0.179579856,0.44878982,0.009200003,0,0.034079986,0.028559994
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae,0.6667998,0.302030091,0.685269931,0,1.392569304,0,0,2.69355,0,0.328160066,0.042469996,0,0.978260293,0,0,0.00133,0,0.340140034,0,0,0.321900032,0.126710013,0,0,0,0,2.264760679,0,0,0.082250025,0,0,0.75160015,0,0,0.092349945,0.46702,0,0,0.018619991,0.26223,0,0.090019982,0,0,0,0.00047,0.030229991,3.40006102,0,0,2.93186,0.011879996,0.017959989,0.484890242,0,0,0.80038984,1.058339471,0.306239969,0.433470087,0,0.173999983,0,0.267690054,0,0,0,0.33392,0,0.001709999,0,0.010110004,0,0,0,0,0.00093,0.582129534,0,0.70123021,1.858059443,0,1.228599754
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella,0.661519802,0.291880088,0,0,1.388249306,0,0,2.64348,0,0.319770064,0,0,0.862900259,0,0,0.00133,0,0.339200034,0,0,0.318090032,0.126710013,0,0,0,0,2.188970657,0,0,0.082250025,0,0,0.69844014,0,0,0.092349945,0.35685,0,0,0.018619991,0.26223,0,0.090019982,0,0,0,0.00047,0,3.16553095,0,0,2.90905,0,0,0.484890242,0,0,0.80038984,1.058339471,0.306239969,0.433470087,0,0.173999983,0,0.230790046,0,0,0,0.33392,0,0.001709999,0,0.010110004,0,0,0,0,0.00093,0.582129534,0,0.69867021,0.022369993,0,1.228599754
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis,0.661519802,0.291880088,0,0,1.388249306,0,0,2.64348,0,0.319770064,0,0,0.862900259,0,0,0.00133,0,0.339200034,0,0,0.318090032,0.126710013,0,0,0,0,2.188970657,0,0,0.082250025,0,0,0.69844014,0,0,0.092349945,0.35685,0,0,0.018619991,0.26223,0,0.090019982,0,0,0,0.00047,0,3.16553095,0,0,2.90905,0,0,0.484890242,0,0,0.80038984,1.058339471,0.306239969,0.433470087,0,0.173999983,0,0.230790046,0,0,0,0.33392,0,0.001709999,0,0.010110004,0,0,0,0,0.00093,0.582129534,0,0.69867021,0.022369993,0,1.228599754
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter,0.005279998,0.010150003,0.685269931,0,0.004319998,0,0,0.05007,0,0.008390002,0.042469996,0,0.115360035,0,0,0,0,0.00094,0,0,0.00381,0,0,0,0,0,0.075790023,0,0,0,0,0,0.053160011,0,0,0,0.11017,0,0,0,0,0,0,0,0,0,0,0.030229991,0.23453007,0,0,0.02281,0.011879996,0.017959989,0,0,0,0,0,0,0,0,0,0,0.036900007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002560001,1.835689449,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae,0.320099904,0.118930036,0.120709988,0.394220118,0.193629903,0,0,0.62561,0,0.161210032,0.453529955,0,0.260460078,0,0.15937,0.033350007,0,0.148960015,0,0.00059,0.026200003,0.10460001,0.009109997,0,0,0,0.720810216,0,0.159549952,0.223190067,0.00119,0,0.146520029,0,0,0.111209933,0.24462,0.135190027,0,0.078059961,0.13629,0,0,0,0,0.00117,0.080069992,0.121149964,0.748270224,1.508370151,0.224389978,0.43376,0.087309974,0.223239866,2.798161399,0.456080046,0,0.75221985,0.217799891,0.326279967,0.311450062,0,0.040499996,0.176330071,0.071420014,0,0,0.289819884,0.11061,0,0.135409932,0.009879997,0,0.021809996,0,0.00076,0,0.03248,0.410909671,0,0.311710094,1.163699651,0.060399976,0.783069843
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas,0.025639992,0.009970003,0,0,0.054149973,0,0,0.31777,0,0.002660001,0,0,0.175570053,0,0,0,0,0.018610002,0,0.00059,0.00387,0,0,0,0,0,0.407620122,0,0.011009997,0.017070005,0,0,0.005590001,0,0,0,0.11054,0,0,0.003499998,0,0,0,0,0,0,0,0.009929997,0.046640014,0.029040003,0.014439999,0.02686,0.003929999,0,0.325890163,0.179940018,0,0.046689991,0.149369925,0.016749998,0.122220024,0,0.00375,0,0.036480007,0,0,0.051719979,0.05781,0,0.004679998,0,0,0.020269996,0,0,0,0,0.104419916,0,0.051980016,0,0.056809977,0.036839993
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa,0.019449994,0.003540001,0,0,0.054149973,0,0,0.31423,0,0.002660001,0,0,0.175570053,0,0,0,0,0.016570002,0,0.00059,0.00387,0,0,0,0,0,0.396470119,0,0.011009997,0.017070005,0,0,0,0,0,0,0.11054,0,0,0.003499998,0,0,0,0,0,0,0,0.002369999,0.024090007,0.009970001,0.014439999,0.02289,0.003929999,0,0.295440148,0.179940018,0,0.046689991,0.096199952,0.016749998,0.122220024,0,0.00375,0,0.019350004,0,0,0.032279987,0.02718,0,0.004679998,0,0,0.020269996,0,0,0,0,0.104419916,0,0.051980016,0,0.004569998,0.036839993
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter,0.294459912,0.108960033,0.120709988,0.394220118,0.13947993,0,0,0.30784,0,0.158550032,0.453529955,0,0.084890025,0,0.15937,0.033350007,0,0.130350013,0,0,0.022330002,0.10460001,0.009109997,0,0,0,0.313190094,0,0.148539955,0.206120062,0.00119,0,0.140930028,0,0,0.111209933,0.13408,0.135190027,0,0.074559963,0.13629,0,0,0,0,0.00117,0.080069992,0.111219967,0.70163021,1.479330148,0.209949979,0.4069,0.083379975,0.223239866,2.472271236,0.276140028,0,0.705529859,0.068429966,0.309529969,0.189230038,0,0.036749996,0.176330071,0.034940007,0,0,0.238099905,0.0528,0,0.130729935,0.009879997,0,0.00154,0,0.00076,0,0.03248,0.306489755,0,0.259730078,1.163699651,0.003589999,0.746229851
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus,0.294459912,0.108960033,0.120709988,0.394220118,0.13947993,0,0,0.30784,0,0.158550032,0.453529955,0,0.084890025,0,0.15937,0.033350007,0,0.130350013,0,0,0.022330002,0.10460001,0.009109997,0,0,0,0.313190094,0,0.148539955,0.206120062,0.00119,0,0.140930028,0,0,0.111209933,0.13408,0.135190027,0,0.074559963,0.13629,0,0,0,0,0.00117,0.080069992,0.111219967,0.70163021,1.479330148,0.209949979,0.4069,0.083379975,0.223239866,2.472271236,0.276140028,0,0.705529859,0.068429966,0.309529969,0.189230038,0,0.036749996,0.176330071,0.034940007,0,0,0.238099905,0.0528,0,0.130729935,0.009879997,0,0.00154,0,0.00076,0,0.03248,0.306489755,0,0.259730078,1.163699651,0.003589999,0.746229851
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae,0.012659996,0.004660001,0,2.521070756,4.164567918,0,0,0.12616,0,0.077640016,0,1.783079287,1.458330437,0,0,1.313610263,0,8.657780866,0,0,0.226790023,0.018380002,0,5.03300849,0,0,0.082050025,0.680469728,0,0.778630234,0.039660008,1.989460199,3.275760655,0,0,36.41312815,0,0.593440119,0,3.310398345,0.7629,0.091490009,21.55905569,0.920350276,0.043799987,0.00208,4.284689572,0,0.00095,0,0.007779999,0.00023,0,2.936168238,3.999562,0.008480001,0.030799982,0,0,0,0.118760024,0.00036,0.00132,0,0,0.069580042,0,4.754548098,0.24066,0,1.108399446,0,0.012370005,0.043659991,0,3.871690387,0,0.79408,0.117989906,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella,0,0,0,0.058840018,0,0,0,0.00084,0,0.077640016,0,0,0,0,0,0.003810001,0,0,0,0,0.226790023,0,0,0,0,0,0.081530024,0,0,0.201790061,0.038490008,0.067650007,0.114670023,0,0,0.015009991,0,0.015350003,0,0,0.1326,0.010770001,0,0,0.043799987,0.00208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111470022,0,0.00132,0,0,0,0,0.045469982,0.00347,0,0,0,0.012370005,0,0,0.269430027,0,0,0.010569992,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila,0,0,0,0.058840018,0,0,0,0,0,0.077640016,0,0,0,0,0,0.003220001,0,0,0,0,0.226790023,0,0,0,0,0,0.043800013,0,0,0.201790061,0.038490008,0.034970003,0.108420022,0,0,0.014519991,0,0.015350003,0,0,0.07696,0.006980001,0,0,0.043799987,0.00192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075970015,0,0.00132,0,0,0,0,0.045469982,0.00347,0,0,0,0.012370005,0,0,0.130930013,0,0,0.010569992,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,0.012659996,0.004660001,0,2.462230739,4.164567918,0,0,0.12532,0,0,0,1.783079287,1.458330437,0,0,1.309800262,0,8.657780866,0,0,0,0.018380002,0,5.03300849,0,0,0.00052,0.680469728,0,0.576840173,0.00117,1.921810192,3.161090632,0,0,36.39811816,0,0.578090116,0,3.310398345,0.6303,0.080720008,21.55905569,0.920350276,0,0,4.284689572,0,0.00095,0,0.007779999,0.00023,0,2.936168238,3.999562,0.008480001,0.030799982,0,0,0,0.007290001,0.00036,0,0,0,0.069580042,0,4.709078116,0.23719,0,1.108399446,0,0,0.043659991,0,3.60226036,0,0.79408,0.107419914,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri,0,0,0,0,4.164567918,0,0,0.11291,0,0,0,1.783079287,1.458330437,0,0,0.826750165,0,4.744910474,0,0,0,0,0,1.36779959,0,0,0.00052,0.677179729,0,0,0,0,0.709270142,0,0,29.57757225,0,0.124030025,0,3.310398345,0.6303,0.080720008,20.71012586,0.901950271,0,0,4.284689572,0,0,0,0,0,0,0,0,0.008480001,0,0,0,0,0,0.00036,0,0,0,0.069580042,0,3.421468631,0.23719,0,0.561629719,0,0,0.043659991,0,3.60226036,0,0,0.039429968,0,0,0,0,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae,2.817229155,0.581420174,4.089609591,4.583711375,3.711718144,0,0,2.11376,0,1.638730328,0.246859975,0,5.186021556,0,2.52117,1.258720252,0,0.374300037,0.00428,1.326129867,2.363860236,3.667360367,0,0.035839989,0,0,10.004683,0,1.301779609,0.83381025,0,0,5.377251075,0,0.19855998,0.04929997,2.2654,2.515500503,0.545480109,0.884599558,0.12116,0.147950015,1.176449765,0,0,0.90395991,1.531909847,7.388037784,7.9990724,11.68896117,3.136409686,13.75827,1.247779626,2.420388548,12.89008645,0.356220036,0,7.094138581,2.766848617,2.558669744,6.80198136,0,2.824449718,0,1.922490384,0,0.171129983,0.281789887,3.81495,0,0,3.76829887,0.314940126,2.893329421,4.251410425,4.716770472,0.419940126,0.14829,5.896695283,0,3.264430979,4.510608647,1.346919461,7.907398419
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes,2.817229155,0.581420174,4.089609591,4.583711375,3.711718144,0,0,2.11376,0,1.638730328,0.246859975,0,5.186021556,0,2.52117,1.258720252,0,0.374300037,0.00428,1.326129867,2.363860236,3.667360367,0,0.035839989,0,0,10.004683,0,1.301779609,0.83381025,0,0,5.377251075,0,0.19855998,0.04929997,2.2654,2.515500503,0.545480109,0.884599558,0.12116,0.147950015,1.176449765,0,0,0.90395991,1.531909847,7.388037784,7.9990724,11.68896117,3.136409686,13.75827,1.247779626,2.420388548,12.89008645,0.356220036,0,7.094138581,2.766848617,2.558669744,6.80198136,0,2.824449718,0,1.922490384,0,0.171129983,0.281789887,3.81495,0,0,3.76829887,0.314940126,2.893329421,4.251410425,4.716770472,0.419940126,0.14829,5.896695283,0,3.264430979,4.510608647,1.346919461,7.907398419
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,0.389759883,0.044850013,0.10206999,3.288650987,1.143109428,0,0,0.72651,0,0,0.040859996,0,0.439630132,0,0.13108,0.023940005,0,0.015030002,0,0,0.606180061,0.075420008,0,0,0,0,2.347960704,0,0.00031,0.057440017,0,0,0.185530037,0,0,0,0.2193,0.003510001,0.09941002,0,0.12116,0,0.059289988,0,0,0.049379995,0.054749995,2.290799313,0.19853006,2.682560268,0.584489942,0.66263,0.630139811,0.626769624,11.09825555,0,0,0.15103997,0.201819899,0.760429924,0.40195008,0,0.355099964,0,0.055240011,0,0.035139996,0.030249988,0.04773,0,0,0.216249935,0.035020014,0.086679983,4.251410425,0,0.419940126,0.13853,2.405368076,0,0.718640216,0,0.214069914,0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus,0.297369911,0.00067,0.011309999,0,0.008759996,0,0,0,0,0,0,0,0.450560135,0,0,0.185940037,0,0.00151,0,0,0.064010006,0.008110001,0,0,0,0,1.853140556,0,0.015669995,0.011270003,0,0,0.910580182,0,0,0,0.00799,0,0.005590001,0.002659999,0,0.037280004,0.055079989,0,0,0,0.00241,0,0.354300106,0.340950034,0.00214,0,0,0.04945997,0.203380102,0.356220036,0,0,0.05979997,0.00258,0,0,0.009039999,0,0,0,0,0.209479916,0.25745,0,0,0.059139982,0.086010034,0.214589957,0,0.30275003,0,0,0.809539352,0,0.050660015,0,0,0.028589994
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,1.813649456,0.064020019,3.720399628,1.023040307,2.534898733,0,0,0.62472,0,1.523800305,0,0,3.913981174,0,2.32814,1.017660204,0,0.136150014,0,1.325169867,1.520950152,3.562370356,0,0.03199999,0,0,5.556161667,0,1.180099646,0.69854021,0,0,4.0008708,0,0.19855998,0.007079996,1.84149,2.313150463,0.429960086,0.865159567,0,0.110670011,1.046989791,0,0,0.839189916,1.311979869,4.872838538,6.438951932,8.643770864,2.476029752,12.45195,0.393759882,1.740878955,1.348490674,0,0,6.289628742,0.289039855,1.259139874,6.123071225,0,2.431129757,0,1.790820358,0,0.135989986,0.022209991,3.4761,0,0,0,0.185390074,2.588609482,0,4.414020441,0,0.00242,2.598877921,0,2.030380609,4.284488715,1.112249555,6.818098636
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,0.316449905,0.471880142,0.255829974,0.272020082,0.024499988,0,0,0.76253,0,0.114930023,0.154939985,0,0.192040058,0,0.06195,0.031180006,0,0.221610022,5.00E-04,0.00096,0.172720017,0.021460002,0,0.003839999,0,0,0.247420074,0,0.086549974,0.06656002,0,0,0.280270056,0,0,0.042219975,0.19662,0.195800039,0.010520002,0.016779992,0,0,0.015089997,0,0,0.015389998,0.162769984,0.224399933,0.9994403,0,0.073749993,0.64369,0.223879933,0.003279998,0.23996012,0,0,0.653469869,0.065429967,0.536209946,0.276960055,0,0.029179997,0,0.076430015,0,0,0.019849992,0.03367,0,0,0.016039995,0.008520003,0.003449999,0,0,0,0.00734,0.082909934,0,0.464750139,0.226119932,0.020599992,1.060709788
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae,0.907189728,0.538770162,3.740909626,2.327780698,2.024038988,0,0,2.72673,0.00104,0.405120081,1.013389899,0.019439992,0.792390238,0.284289943,2.0601,0.059130012,0,0.867590087,0.09041,0.411369959,0.251280025,1.178930118,0.196199941,0.771979768,0,0,2.669430801,0.006069998,0.068939979,0.468760141,0.113850023,0.256720026,0.736170147,0.602649819,0.090909991,0.420609748,1.04445,1.943020389,0.546250109,0.126529937,0.09554,0.032970003,0.290189942,0,0.055269983,0.172229983,0.667309933,1.528909541,0.86801026,0.70225007,0.572529943,0.67418,1.164389651,2.680688392,2.096391048,1.714060171,0,0.369049926,0.722069639,0.259249974,0.607390121,0.020100004,0.021249998,1.936940775,0.174370035,0,0.007099999,1.222309511,0.31383,0,0.312059844,0.042519987,0.0009,0.591849882,0.736760074,1.29993013,1.027810308,2.47957,1.488748809,1.009509596,0.16546005,1.737729479,0.2510199,5.803938839
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides,0.907189728,0.538770162,3.740909626,2.327780698,2.024038988,0,0,2.72673,0.00104,0.405120081,1.013389899,0.019439992,0.792390238,0.284289943,2.0601,0.059130012,0,0.867590087,0.09041,0.411369959,0.251280025,1.178930118,0.196199941,0.771979768,0,0,2.669430801,0.006069998,0.068939979,0.468760141,0.113850023,0.256720026,0.736170147,0.602649819,0.090909991,0.420609748,1.04445,1.943020389,0.546250109,0.126529937,0.09554,0.032970003,0.290189942,0,0.055269983,0.172229983,0.667309933,1.528909541,0.86801026,0.70225007,0.572529943,0.67418,1.164389651,2.680688392,2.096391048,1.714060171,0,0.369049926,0.722069639,0.259249974,0.607390121,0.020100004,0.021249998,1.936940775,0.174370035,0,0.007099999,1.222309511,0.31383,0,0.312059844,0.042519987,0.0009,0.591849882,0.736760074,1.29993013,1.027810308,2.47957,1.488748809,1.009509596,0.16546005,1.737729479,0.2510199,5.803938839
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,0.303119909,0.011280003,3.418829658,1.273670382,0.546039727,0,0,0.6655,0.00104,0.030590006,0.246379975,0.019439992,0.654010196,0.284289943,0.62171,0.059130012,0,0.087110009,0.09041,0.184489982,0.024000002,0,0.196199941,0.201729939,0,0,1.180220354,0.006069998,0.031029991,0.114300034,0.103150021,0.218710022,0.360810072,0.602649819,0.026529997,0.102949938,0.26103,0.277830056,0.546250109,0.016399992,0.03949,0.00458,0.118609976,0,0.055269983,0.042439996,0.063879994,0.316099905,0.86801026,0.70225007,0.570039943,0.14004,0.363739891,2.680688392,1.0006605,0.688990069,0,0.158549968,0.04005998,0.147259985,0.212000042,0,0.00033,1.754500702,0.094090019,0,0,0.462799815,0.14779,0,0.042849979,0.042519987,0.0009,0.205549959,0.445580045,0.208820021,0.990180297,1.59758,0.088259929,0.588899764,0.148830045,0.902449729,0.10115996,2.5022895
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,0.264769921,0.007070002,0,0.286100086,0.016909992,0,0,1.68679,0,0,0,0,0.010100003,0,0.01119,0,0,0,0,0,0.045380005,0,0,0,0,0,0,0,0,0,0,0,0.014770003,0,0,0,0.04094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016669995,0,0,0.056430006,0,0,0.564119718,0,0,0.020100004,0,0,0,0,0,0,0,0,0,0,0,0.009309998,0,0,0,0,0,0,0.016630005,0.013469996,0,0.20032996
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae,0.06567998,0.520420156,0.322079968,0.76801023,1.461089269,0,0,0.37444,0,0.374530075,0.767009923,0,0.128280038,0,1.4272,0,0,0.780480078,0,0.226879977,0.181900018,1.178930118,0,0.53183984,0,0,1.489210447,0,0.037909989,0.354460106,0.010700002,0.038010004,0.360590072,0,0.064379994,0.317659809,0.72723,1.665190333,0,0.110129945,0.05605,0.028390003,0.171579966,0,0,0.129789987,0.60342994,1.212809636,0,0,0,0.48114,0.750679775,0,1.054560527,0.968640097,0,0.210499958,0.117259941,0.111989989,0.395390079,0,0.020919998,0,0.018960004,0,0.007099999,0.759509696,0.16604,0,0.269209865,0,0,0.376989925,0,1.091110109,0,0.88199,1.40048888,0.420609832,0,0.821809753,0.14985994,3.10131938
k__Bacteria|p__Firmicutes,50.75913477,12.13728364,53.27634467,49.57978487,56.16728192,61.06630611,16.9974549,62.83196,34.44189344,75.29406506,34.87570651,10.11970595,51.29887539,26.5143547,75.95513,39.4795579,62.87440114,46.72702467,39.01921,40.15659598,30.82320308,34.90474349,77.53035674,72.05093838,87.30770254,84.37869531,50.28729509,34.29580628,51.63097451,68.21782047,60.30342206,84.28247843,72.42523449,64.77850057,56.87480431,51.07024936,44.6233,42.82696857,40.10863802,54.08117296,73.28864,49.63014496,59.05263819,66.61009998,84.6620546,72.86509271,84.21609158,43.07823708,46.02215381,46.84951468,33.59759664,58.74357,36.48403905,36.37257818,51.96597598,38.43604384,52.98094821,64.93608701,52.77289361,46.07772539,79.89097598,94.54971891,61.10508389,62.70542508,44.38224888,63.56665814,73.41711266,71.27957149,39.38887,29.85076701,58.38039081,45.30029641,30.28372211,20.67739586,78.77939788,68.72292687,72.93129188,57.50346,67.63920589,73.21660071,73.319562,46.60403602,67.94756282,29.53960409
k__Bacteria|p__Firmicutes|c__Bacilli,5.568928329,4.010081203,0.249299975,19.49560585,1.367629316,29.16661292,14.3198057,0.6404,33.74399337,2.816100563,0.021539998,9.793486083,1.323310397,13.9909572,0.17149,0.586370117,0.277899917,4.017040402,0.70734,20.53318795,0.608840061,0.315340032,0.987459704,4.542698637,14.4895571,5.223291567,1.090150327,1.321299471,1.217029635,25.76462773,1.976140395,47.9886948,1.39929028,3.364028991,1.609489839,7.384225569,0.02181,2.981040596,0.742710149,1.41945929,2.38144,3.306400331,3.817169237,10.58084317,0.909699727,1.439799856,56.55062434,0.121109964,0.440970132,0.192600019,4.439079556,3.04184,1.443249567,0.208169875,10.09241505,2.742040274,19.40216836,0.165579967,37.88971106,15.88840841,3.503300701,93.10462862,2.549319745,7.667553067,0.14751003,30.51308831,14.38047856,0.34951986,1.10951,14.68537853,8.090205955,4.794598562,2.813021125,0.042549991,1.482280148,0.260080026,11.24257337,9.93113,4.339396528,44.03106239,15.3188146,10.09222697,33.62952655,4.446369111
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales,0.007369998,0,0.00413,0.004020001,0.022539989,0.036160004,0.00146,0,0.011690001,0.002700001,0,0,0.009430003,0,0.00852,0.010610002,0,0,0,0,0,0,0,0.109949967,0.04888999,0.070060021,0.001860001,0.061029976,0.001759999,0.189510057,0.189670038,0.056550006,0,0.020429994,0.015869998,0.074799955,0,0,0.00216,0.016689992,0,0.033070003,0.003249999,0.036490011,0,0.00265,0.00433,0.011179997,0,0,0,0,0,0,0.010170005,0.00263,0.093029944,0,0,0,0.006350001,0.00151,0.014629999,0.467180187,0,0.009880006,0.009479999,0.016729993,0,0.006069999,0.010209995,0.004359999,0.001620001,0,0.017100002,0.018220002,0.060190018,0.00771,0,0.008039997,0.019900006,0,0,0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified,0,0,0.00413,0.004020001,0.022539989,0.009050001,0.00146,0,0.011690001,0.002700001,0,0,0.009430003,0,0.00852,0.010610002,0,0,0,0,0,0,0,0.109949967,0.04888999,0.056920017,0.001860001,0.061029976,0,0.179080054,0.189670038,0.056550006,0,0.020429994,0.015869998,0.074799955,0,0,0.00216,0.016689992,0,0.033070003,0.003249999,0.036490011,0,0.00265,0.00433,0.011179997,0,0,0,0,0,0,0.010170005,0.00263,0.06722996,0,0,0,0.006350001,0.00151,0.014629999,0.467180187,0,0.009880006,0.009479999,0.016729993,0,0.006069999,0.010209995,0.004359999,0.001620001,0,0.017100002,0.018220002,0.060190018,0.00771,0,0.008039997,0.019900006,0,0,0
