Taxonomy,CON1,CON2,CON3,CON4,CON5,CON6,CON7,CON8,CON9,CON10,CON11,CON12,CON13,CON14,CON15,CON16,CON17,CON18,CON19,CON20,CON21,CON22,CON23,CON24,CON25,CON26,CON27,CON28,CON29,CON30,CON31,CON32,CON33,CON34,CON35,CON36,CON37,CON38,CON39,CON40,CON41,CON42,CON43,CON44,CON45,CON46,CON47,MI1,MI2,MI3,MI4,MI5,MI6,MI7,MI8,MI9,MI10,MI11,MI12,MI13,MI14,MI15,MI16,MI17,MI18,MI19,MI20,MI21,MI22,MI23,MI24,MI25,MI26,MI27,MI28,MI29,MI31,MI32,MI33,MI34,MI35,MI36,MI37,MI38
k__Bacteria,96.64719101,96.86541906,99.98074,99.70567991,95.2095324,99.90004999,99.96458001,99.24109,99.98785,99.96803999,100,99.99041,99.99178,99.90895002,99.97592,97.0028794,99.99625,98.28797983,99.90101,99.91031001,99.94565999,100,100,99.30428021,100,99.89998997,100,99.96368001,99.96445001,98.01815941,80.89060618,99.76031998,99.79264996,99.96233001,99.83779002,99.91541005,91.49115,99.94549999,100,99.99845,99.97393,99.9926,98.88089022,99.92790998,99.80961006,99.9918,99.84522002,99.95118001,99.98641,99.97364,99.87156001,99.97541,99.96750001,99.99635,99.94667997,99.90005999,99.95188003,99.89786002,87.41141629,97.83270022,99.94471999,98.0092996,99.92051001,99.99427,100,99.47596969,99.99284,99.18161033,98.18216,99.93674001,98.67765066,99.6751101,99.98242999,98.11141038,100,100,100,99.87095,100,99.84556006,99.96225999,100,99.47224021,99.80232004
k__Bacteria|p__Actinobacteria,24.56166263,76.70509301,23.18695768,22.21822667,16.41025179,18.20222182,81.93307542,6.66205,65.36657654,9.20189184,32.82716672,88.02014479,27.3302282,43.84105123,4.3552,52.35398047,27.90114163,37.9778238,59.00721,13.66069863,58.21416582,12.9730813,14.18959574,18.92150432,0.077749984,10.27343308,10.21832307,63.45523462,34.70283959,14.28702429,6.141491228,7.767880777,4.842750969,26.31165211,30.63367694,8.646844812,28.35082,31.92027638,42.5175285,39.55433022,20.99688,20.81976208,11.84600763,18.43221553,13.23363603,17.45267825,5.518619448,30.28186092,12.03828361,11.15048112,1.363719864,6.74473,34.25888972,5.085316949,5.413042707,4.160590416,41.76551494,3.887289223,21.18262941,2.90059971,3.24806065,0.453710091,34.46856655,16.80341672,7.370711474,26.27671577,25.24982748,14.94417402,50.45329,69.90949301,38.15136092,45.3411964,68.95568758,66.44440671,5.112890511,18.82143188,4.535451361,6.91016,17.2442162,11.19333552,13.30970399,2.663909201,13.03706479,33.59068328
k__Bacteria|p__Actinobacteria|c__Actinobacteria,21.93869342,66.92111008,19.32355807,14.48688435,4.7996876,18.20222182,81.68566549,1.65388,64.9885565,5.780931156,27.50697725,87.77568489,13.71865412,43.39501132,3.42844,21.84879437,21.06709368,29.68657297,58.62804,11.06068889,54.37490544,5.853550585,9.648157106,4.922388523,0.077749984,9.869912961,1.464210439,58.5114666,33.47031996,12.76300383,3.190390638,7.541090754,4.021980804,26.13520216,30.35152696,1.973488816,25.19347,24.58972492,42.18084844,29.4024853,17.70516,15.38914154,2.955259409,8.241352472,11.36868659,9.590149041,3.566269643,20.56229383,1.978690594,4.061860406,0.445209955,2.35893,29.19579124,4.612087233,1.44097072,0.361530036,41.42619514,0.059629988,14.8090726,1.738529826,1.307750262,0.15238003,21.77991782,16.62112665,3.687150737,23.93228436,13.41243866,7.760626896,34.18252,39.77938602,22.78379861,22.74069318,46.59741864,62.80946744,4.143040414,6.045270605,0.344580103,5.0976,9.203942637,8.980416408,5.478131643,2.106149368,11.55908538,12.87234743
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales,0.015809995,0,0,0.007000002,0.010189995,0.105140011,0.008459997,0.00287,0.058830006,0.011520002,0.00383,0.011949995,0.024350007,0.00237,0,0.010940002,0.015319995,0.019410002,0.05306,0.137279986,0.041830004,0.025040003,0.009689997,0.045839986,0.060689988,0.23296007,0.007500002,0.159439936,0.00064,0.075240023,0.176360035,0.086650009,0.223480045,0.03448999,0.078509992,0.027059984,0,0.026760005,0.003190001,0.001099999,0.09015,0.182430018,0.005679999,0.068750021,0.140279958,0.021609998,0.045609995,0.005879998,0.003690001,0,0.001,0.13891,0,0.002789998,0.046220023,0.019190002,0.047569971,0,0.045229977,0.007449999,0.064260013,0,0.022539998,0.04986002,0.030070006,0.424060254,0.023339998,0.040459984,0.01439,0.120969988,0.015539992,0.012829996,0.189370076,0.006939999,0.009770001,0.00227,0.16752005,0.02219,0.005759995,0.180199928,0.137500041,0,0.007689997,0.015959997
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae,0.015809995,0,0,0.007000002,0.010189995,0.105140011,0.008459997,0.00287,0.058830006,0.011520002,0.00383,0.011949995,0.024350007,0.00237,0,0.010940002,0.015319995,0.019410002,0.05306,0.137279986,0.041830004,0.025040003,0.009689997,0.045839986,0.060689988,0.23296007,0.007500002,0.159439936,0.00064,0.075240023,0.176360035,0.086650009,0.223480045,0.03448999,0.078509992,0.027059984,0,0.026760005,0.003190001,0.001099999,0.09015,0.182430018,0.005679999,0.068750021,0.140279958,0.021609998,0.045609995,0.005879998,0.003690001,0,0.001,0.13891,0,0.002789998,0.046220023,0.019190002,0.047569971,0,0.045229977,0.007449999,0.064260013,0,0.022539998,0.04986002,0.030070006,0.424060254,0.023339998,0.040459984,0.01439,0.120969988,0.015539992,0.012829996,0.189370076,0.006939999,0.009770001,0.00227,0.16752005,0.02219,0.005759995,0.180199928,0.137500041,0,0.007689997,0.015959997
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum,0,0,0,0,0.002069999,0,0.0007,0,0.00104,0,0,0,0,0.00143,0,0,0,0,0.01081,0,0.022240002,0,0,0,0.00171,0,0,0,0,0.003110001,0,0.023770002,0,0,0.00197,0.005719997,0,0,0,0.0008,0.0361,0,0,0,0,0.00107,0.00061,0,0,0,0,0.0331,0,0,0,0,0.003249998,0,0.005949997,0,0,0,0,0,0.005590001,0.014610009,0,0,0,0.020429998,0,0,0.002220001,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183,0,0,0,0,0.002069999,0,0.0007,0,0.00104,0,0,0,0,0.00143,0,0,0,0,0.01081,0,0.022240002,0,0,0,0.00171,0,0,0,0,0.003110001,0,0.023770002,0,0,0.00197,0.005719997,0,0,0,0.0008,0.0361,0,0,0,0,0.00107,0.00061,0,0,0,0,0.0331,0,0,0,0,0.003249998,0,0.005949997,0,0,0,0,0,0.005590001,0.014610009,0,0,0,0.020429998,0,0,0.002220001,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces,0.015809995,0,0,0.007000002,0.008119996,0.105140011,0.007759998,0.00287,0.057790006,0.011520002,0.00383,0.011949995,0.024350007,0.00094,0,0.010940002,0.015319995,0.019410002,0.04225,0.137279986,0.019590002,0.025040003,0.009689997,0.045839986,0.058979988,0.23296007,0.007500002,0.159439936,0.00064,0.072130022,0.176360035,0.062880006,0.223480045,0.03448999,0.076539992,0.018769989,0,0.026760005,0.003190001,0.0003,0.05405,0.182430018,0.005679999,0.068750021,0.140279958,0.020539998,0.044999996,0.005879998,0.003690001,0,0.001,0.10581,0,0.002789998,0.046220023,0.019190002,0.044319973,0,0.03927998,0.007449999,0.064260013,0,0.022539998,0.04986002,0.024480005,0.409450246,0.023339998,0.040459984,0.01439,0.10053999,0.015539992,0.012829996,0.185980074,0.006939999,0.009770001,0.00227,0.16752005,0.02219,0.005759995,0.180199928,0.137500041,0,0.007689997,0.015959997
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii,0,0,0,0,0,0,0,0,0.012560001,0,0,0.005369998,0,0.00084,0,0,0,0,0.00163,0,0.00186,0,0,0,0.003899999,0.006940002,0,0.012439995,0,0.00128,0.006990001,0,0,0.00036,0.020299998,0,0,0,0,0,0,0.120510012,0,0.007960002,0.068829979,0,0,0.002619999,0,0,0,0.00819,0,0,0.006600003,0,0.00037,0,0,0,0.003540001,0,0,0,0,0,0,0,0,0.023199998,0.00063,0,0.034940014,0,0,0,0.017060005,0,0,0.012639995,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_naeslundii,0,0,0,0.004510001,0,0.033300003,0,0.00287,0.00393,0.00026,0.00133,0,0.010350003,0,0,0,0,0,0.00336,0.068739993,0.00413,0,0.007879998,0.004939999,0,0,0,0.014879994,0,0.013290004,0.004840001,0,0,0.004669999,0,0,0,0,0.00203,0.0003,0.01069,0,0,0,0,0.005439999,0,0,0,0,0,0.00615,0,0,0,0,0.001539999,0,0,0,0,0,0,0,0.006630001,0.023990014,0,0.006499997,0,0,0,0.002169999,0.018130007,0,0,0,0,0.01634,0,0,0.009890003,0,0,0.00139
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus,0.00047,0,0,0.002490001,0.007079996,0.009840001,0.00063,0,0,0.011260002,0,0.00113,0.012150004,0,0,0.004450001,0.002149999,0.007680001,0.01431,0,0.00041,0,0,0.008519997,0.004939999,0.037820011,0.002560001,0.02559999,0,0.017480005,0.042430008,0.036100004,0.010050002,0.010799997,0.008309999,0.013169992,0,0,0,0,0.00671,0.006030001,0.002539999,0.016850005,0.013779996,0.00093,0.00331,0.002879999,0.003260001,0,0.001,0.04568,0,0.0004,0.003630002,0.008450001,0.009949994,0,0.005599997,0.00022,0.014210003,0,0.018489998,0.037440015,0,0.315030189,0.017099998,0.005719998,0.00705,0.007509999,0.007159996,0.007309998,0.040300016,0.006939999,0.007040001,0.00082,0.083610025,0.00504,0.002969998,0.02541999,0.054440016,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris,0.011009997,0,0,0,0.001039999,0.030680003,0.00145,0,0.00399,0,0.00165,0.001589999,0,0,0,0.003480001,0.008229998,0,0.00615,0.022239998,0.005650001,0,0,0.026199992,0.004549999,0.030300009,0.001850001,0.009809996,0.00064,0.014640004,0.057320011,0.012610001,0.005520001,0,0.037149996,0,0,0.014670003,0.00116,0,0.03632,0.00263,0,0.023690007,0.007099998,0.013529999,0.027759997,0,0.0003,0,0,0.02586,0,0,0.021520011,0.006510001,0.017999989,0,0.009869995,0,0.038100008,0,0,0.004700002,0.016740003,0.030500018,0.00298,0.027309989,0.00361,0.019669998,0.002229999,0.00148,0.026730011,0,0.00039,0,0.009910003,0,0,0.018819992,0,0,0,0.008509998
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HMSC035G02,0,0,0,0,0,0.013780001,0,0,0,0,0,0.001609999,0.00095,0,0,0,0.001949999,0.00136,0.0021,0,0.00395,0,0,0,0.00112,0.013290004,0,0.005949998,0,0.012110004,0.010670002,0.00372,0.004500001,0.00067,0.00175,0,0,0,0,0,0,0.010080001,0,0.003630001,0.011609997,0.00064,0.00197,0,0,0,0,0.00413,0,0,0.00091,0,0.005309997,0,0,0.00038,0.004400001,0,0.00091,0.002890001,0,0.006550004,0.00106,0.00093,0.00161,0.015489998,0.001899999,0.001869999,0.003990002,0,0.00234,0,0.004730001,0.00081,0.002789998,0.039399984,0.016450005,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_ICM47,0,0,0,0,0,0.00303,0.004099999,0,0,0,0,0.002249999,0.0009,1.00E-04,0,0,0,0.00476,0.01301,0,0,0,0,0.00109,0.044469991,0,0,0.079239968,0,0.009580003,0.005630001,0.008440001,0.008560002,0.009799997,0.0031,0.005599997,0,0,0,0,0,0.032270003,0.00026,0.0002,0.009429997,0,0,0.00038,0.00013,0,0,0.00529,0,0,0.008400004,0.00232,0.00074,0,0,0,0.004010001,0,0,0,0,0,0,0,0,0.010329999,0,0,0.02486001,0,0,0,0.005190002,0,0,0.051269979,0.00018,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_181,0,0,0,0,0,0,0,0,0.00083,0,0,0,0,0,0,0,0,0,0,0.00193,0,0,0,0,0,0.03483001,0,0,0,0.00048,0.0006,0,0,0,0,0,0,0,0,0,0,0,0.00014,0,0.007079998,0,0,0,0,0,0,0,0,0,0,0,0.002909998,0,0,0.00139,0,0,0,0.004450002,0,0.004080002,0.0022,0,0,0.00086,0,0,0.00083,0,0,0,0.007570002,0,0,0.001839999,0.003690001,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_448,0,0,0,0,0,0,0.00158,0,0,0,0,0,0,0,0,0,0.002989999,0,0,0,0,0.025040003,0.001809999,0,0,0.063830019,0,0.0009,0,0,0,0,0.194850039,0.002279999,0,0,0,0,0,0,0.00033,0,0.002739999,0.005000002,0.021449994,0,0.006509999,0,0,0,0,0.01051,0,0,0.003240002,0,0,0,0.023809988,0,0,0,0,0,0,0.004680003,0,0,0,0.018699998,0.0005,0,0.010280004,0,0,0,0,0,0,0.002429999,0.010730003,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales,21.91714342,66.92111008,19.32355807,14.41202432,4.786067607,18.08887181,81.6751455,1.65101,64.88235649,5.731181146,27.50314725,87.76373489,13.69371411,43.37869132,3.42552,21.83785437,21.05177368,29.66716297,58.55498,10.88182891,54.30862543,5.827790583,9.638467108,4.791608563,0.011749998,9.615502885,1.456710437,58.2556667,33.46967996,12.45536374,2.680030536,7.218660722,3.593660719,26.09948217,30.25174697,1.85058889,25.16572,24.56296491,42.17750844,29.3924053,17.61092,15.16997152,2.882349424,8.13492244,11.21730663,9.567889043,3.458489654,20.55641383,1.973060592,4.061110406,0.430999957,2.22002,29.19579124,4.609297234,1.368590684,0.142840014,41.36861518,0.059629988,14.75534262,1.731079827,1.235400247,0.124020025,21.74421783,16.4923366,3.657080731,23.4917741,13.36571866,7.647226941,34.16813,39.64883604,22.74263863,22.69176319,46.40649856,62.80252744,4.133090413,6.043000604,0,5.0103,9.197002642,8.768686493,5.329361599,2.10022937,11.54803538,12.82284744
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae,21.91714342,66.92111008,19.32355807,14.41202432,4.786067607,18.08887181,81.6751455,1.65101,64.88235649,5.731181146,27.50314725,87.76373489,13.69371411,43.37869132,3.42552,21.83785437,21.05177368,29.66716297,58.55498,10.88182891,54.30862543,5.827790583,9.638467108,4.791608563,0.011749998,9.615502885,1.456710437,58.2556667,33.46967996,12.45536374,2.680030536,7.218660722,3.593660719,26.09948217,30.25174697,1.85058889,25.16572,24.56296491,42.17750844,29.3924053,17.61092,15.16997152,2.882349424,8.13492244,11.21730663,9.567889043,3.458489654,20.55641383,1.973060592,4.061110406,0.430999957,2.22002,29.19579124,4.609297234,1.368590684,0.142840014,41.36861518,0.059629988,14.75534262,1.731079827,1.235400247,0.124020025,21.74421783,16.4923366,3.657080731,23.4917741,13.36571866,7.647226941,34.16813,39.64883604,22.74263863,22.69176319,46.40649856,62.80252744,4.133090413,6.043000604,0,5.0103,9.197002642,8.768686493,5.329361599,2.10022937,11.54803538,12.82284744
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,21.91714342,66.92111008,19.32355807,14.41202432,4.786067607,18.08887181,81.6751455,1.65101,64.88235649,5.731181146,27.50314725,87.76373489,13.69371411,43.37869132,3.42552,21.83785437,21.05177368,29.66716297,58.55498,10.85940891,54.30356543,5.811080581,9.638467108,4.791608563,0.011749998,9.589952877,1.456710437,58.2556667,33.46967996,12.45536374,2.680030536,7.208710721,3.593660719,26.09948217,30.25174697,1.845578893,25.16572,24.55949491,42.17543844,29.3924053,17.58325,15.16997152,2.880389424,8.124142437,11.21174664,9.558989044,3.433619657,20.55641383,1.972100592,4.061110406,0.430999957,2.22002,29.19579124,4.609297234,1.316750658,0.142840014,41.36844518,0.059629988,14.75262262,1.586959841,1.235400247,0.124020025,21.74421783,16.4923366,3.657080731,23.47105408,13.36571866,7.647226941,34.16401,39.64514604,22.74263863,22.69176319,46.37222855,62.80252744,4.133090413,6.043000604,0,5.0103,9.184512652,8.727596509,5.329361599,2.10022937,11.51591539,12.82284744
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,21.27748362,0,12.86593871,0,0,0,68.71658939,1.65101,51.27584513,2.785820557,5.89678941,65.52860379,0,0,0,0.00088,0,26.9514527,0,0,45.07072451,0,0,1.969999409,0,0,0,44.46754221,28.0009116,0.459010138,0.04955001,0,1.544410309,0,0,0.615159631,13.65697,11.34331227,0,0,7.34568,7.154890715,1.580069684,7.39931222,0,0,0.585589941,13.58891592,0,0,0.167469983,0,14.04183579,0,0,0,0,0,0,1.168059883,0,0,19.30199807,0,0,0,0,0.088199965,8.29838,0,20.64759968,0,34.47349379,0,0,0,0,0,0.735129412,7.180327128,0.954370286,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum,0,0,0.026069997,0.151430045,0,0,3.13361906,0,0,0,2.935979706,0,13.07345392,0.472869905,0,21.83697437,0,0,16.53501,0,2.881690288,0,0,2.6650992,0,0,0,0,0,2.754500826,0,0,0,4.906138528,0,0.013489992,6.16077,6.29807126,0,0,0,0,0,0,0,0,0,0,0,1.549420155,0,0,4.672158598,0,0,0.008080001,0,0,9.35911532,0,0,0,0.031539997,0,0,12.08495725,0,0,20.99593,9.177949082,0,0,0,5.070018986,0,0,0,0,2.916017667,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium,0.252329924,0,0,0.139320042,0,0.612110061,0.002369999,0,0,0.011590002,0,0,0,0,0,0,0.625989812,0,0.10555,0,0,0.00282,0,0,0,0.013450004,0,0,0.006969998,3.417811025,0,0.353650035,0.009490002,0.029879991,0,0,0,0,0.015510003,0,0.02728,0.011790001,0.484329903,0.03415001,0,0.371399963,2.429089757,0,0,0,0,0.88834,0.0013,0,0,0.007690001,0.185079889,0.059629988,0.006559997,0.162909984,0.132940027,0,0,0,0,2.497211498,0.00085,0,0.00136,0.106419989,0,0,0.00096,0,0,0,0,0,0,0,0.137560041,0,2.159459136,0.030329994
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,0.196519941,62.44100873,2.867619713,1.350200405,4.786067607,15.45496155,3.602058919,0,13.60651136,1.358210272,8.375629162,20.44798182,0.620260186,15.58548688,2.14403,0,12.15924635,2.710750271,12.71848,0,4.036680404,3.281520328,3.345768996,0.124949963,0,9.576502873,1.206900362,13.78812448,2.23423933,3.093840928,0.238300048,2.562930256,0.64770013,4.688138594,7.10385929,1.202009279,2.38305,5.440901088,42.15992843,7.058066471,1.78709,6.648750665,0.815989837,0.690680207,11.21174664,6.926659307,0.267279973,6.96749791,1.131600339,0.820820082,0.135779986,0.47653,3.46820896,4.609297234,0.525810263,0.090610009,41.18336529,0,2.564758718,0.241349976,0.986300197,0.124020025,0.956939904,16.4923366,0.328910066,7.369054421,13.36486866,7.136347145,4.86834,2.224809778,2.095038952,7.494857752,3.97474159,1.541449692,4.133090413,3.048000305,0,0.71445,5.059715952,1.547269381,0.727610218,1.409189577,9.298266281,1.428219714
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum,0.190809943,4.480101344,3.563929644,12.77107383,0,0,1.213659636,0,0,1.575560315,10.29474897,1.787149285,0,2.378899524,1.28149,0,8.26653752,0.00496,29.19594,0,2.314470231,2.526740253,5.808748257,0.031559991,0,0,0.249810075,0,3.227559032,2.69918081,2.392180478,4.292130429,1.392060278,16.47532506,23.14788769,0.014919991,2.96493,1.477210295,0,22.33433883,8.4232,1.354540135,0,0,0,2.260929774,0.151659985,0,0.840500252,1.690870169,0.127749987,0.85515,7.012287896,0,0.790940395,0.036460004,0,0,2.822188589,0.014639999,0.116160023,0,1.453739855,0,3.328170666,1.519830912,0,0.422679831,0,28.13596719,0,15.17618545,2.551731021,56.19105876,0,2.9950003,0,4.29585,0.473649621,0,3.509821053,0.691039793,0.058189977,11.36429773
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales,0,0,0,0,0,0.008210001,0,0,0.043050004,0,0,0,0.00059,0,0,0,0,0,0.01989,0.00079,0.020860002,0,0,0.020669994,0.00199,0,0,0.003909998,0,0.018150005,0.074590015,0.009630001,0,0.0011,0,0.004639997,0.02775,0,0,0,0.00409,0,0,0,0,0.00065,0.00318,0,0,0,0,0,0,0,0.001880001,0.00354,0.002619998,0,0.008499996,0,0.00152,0,0,0,0,0,0.016509998,0,0,0,0,0,0,0,0,0,0,0,0.001069999,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae,0,0,0,0,0,0.008210001,0,0,0.00388,0,0,0,0.00059,0,0,0,0,0,0.01989,0.00079,0.020860002,0,0,0.020669994,0.00199,0,0,0.003909998,0,0.018150005,0.074590015,0.009630001,0,0.0011,0,0.004639997,0.02775,0,0,0,0.00409,0,0,0,0,0.00065,0.00318,0,0,0,0,0,0,0,0.001880001,0.00354,0.002619998,0,0.008499996,0,0.00152,0,0,0,0,0,0.016509998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium,0,0,0,0,0,0.008210001,0,0,0.00388,0,0,0,0.00059,0,0,0,0,0,0.01989,0.00079,0.020860002,0,0,0.020669994,0.00199,0,0,0.003909998,0,0.018150005,0.074590015,0.009630001,0,0.0011,0,0.004639997,0.02775,0,0,0,0.00409,0,0,0,0,0.00065,0.00318,0,0,0,0,0,0,0,0.001880001,0.00354,0.002619998,0,0.008499996,0,0.00152,0,0,0,0,0,0.016509998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_durum,0,0,0,0,0,0.008210001,0,0,0.00388,0,0,0,0.00059,0,0,0,0,0,0,0.00079,0,0,0,0.020669994,0.00133,0,0,0.003909998,0,0.018150005,0.074590015,0.006840001,0,0,0,0.004639997,0,0,0,0,0.00409,0,0,0,0,0.00065,0.00318,0,0,0,0,0,0,0,0.001880001,0.00354,0.002619998,0,0.008499996,0,0.00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales,0,0,0,0.06786002,0.003429998,0,0,0,0.00432,0.038230008,0,0,0,0.013949997,0.00292,0,0,0,0.00011,0.040789996,0.00073,0,0,0.062589981,0.003319999,0.008050002,0,0.092449963,0,0.213190064,0.25024005,0.225410023,0,0.00013,0.021269998,0.091199945,0,0,0.00015,0.008979996,0,0.036740004,0.00215,0.037680011,0.002289999,0,0.057449994,0,0.001940001,0.00075,0.013209999,0,0,0,0.024280012,0.19596002,0.006519996,0,0,0,0.006570001,0.028360006,0.013159999,0.078930032,0,0.007720005,0.006869999,0.072939971,0,0.00067,0.025619987,0.036099989,0.001550001,0,0.00018,0,0.177060053,0.06511,0.00011,0.031529987,0.008950003,0.005919998,0.003359999,0.033539993
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae,0,0,0,0.06786002,0.003429998,0,0,0,0.00432,0.038230008,0,0,0,0.013949997,0.00292,0,0,0,0.00011,0.040789996,0.00073,0,0,0.062589981,0.003319999,0.008050002,0,0.092449963,0,0.213190064,0.25024005,0.225410023,0,0.00013,0.021269998,0.091199945,0,0,0.00015,0.008979996,0,0.036740004,0.00215,0.037680011,0.002289999,0,0.057449994,0,0.001940001,0.00075,0.013209999,0,0,0,0.024280012,0.19596002,0.006519996,0,0,0,0.006570001,0.028360006,0.013159999,0.078930032,0,0.007720005,0.006869999,0.072939971,0,0.00067,0.025619987,0.036099989,0.001550001,0,0.00018,0,0.177060053,0.06511,0.00011,0.031529987,0.008950003,0.005919998,0.003359999,0.033539993
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia,0,0,0,0.06786002,0.003429998,0,0,0,0.00432,0.038230008,0,0,0,0.013949997,0.00292,0,0,0,0.00011,0.040789996,0.00073,0,0,0.062589981,0.003319999,0.008050002,0,0.092449963,0,0.213190064,0.25024005,0.225410023,0,0.00013,0.021269998,0.091199945,0,0,0.00015,0.008979996,0,0.036740004,0.00215,0.037680011,0.002289999,0,0.057449994,0,0.001940001,0.00075,0.013209999,0,0,0,0.024280012,0.19596002,0.006519996,0,0,0,0.006570001,0.028360006,0.013159999,0.078930032,0,0.007720005,0.006869999,0.072939971,0,0.00067,0.025619987,0.036099989,0.001550001,0,0.00018,0,0.177060053,0.06511,0.00011,0.031529987,0.008950003,0.005919998,0.003359999,0.033539993
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa,0,0,0,0,0,0,0,0,0.00115,0,0,0,0,0,0,0,0,0,0,0.016799998,0,0,0,0,0,0.00141,0,0,0,0.00158,0.111430022,0.007070001,0,0,0,0.004039998,0,0,0,0,0,0.00338,0.00015,0.002030001,0,0,0.021749998,0,0,0,0,0,0,0,0.008890004,0.00319,0.006519996,0,0,0,0,0,0,0.02549001,0,0.007720005,0.00439,0.009889996,0,0.00022,0.00015,0,0.001550001,0,0,0,0,0.00015,0.00011,0.006349997,0.006930002,0,0,0.030099994
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa,0,0,0,0.06786002,0.003429998,0,0,0,0.00317,0.038230008,0,0,0,0.013949997,0.00292,0,0,0,0.00011,0.023989998,0.00073,0,0,0.062589981,0.003319999,0.006550002,0,0.091349963,0,0.186060056,0.114900023,0.218340022,0,0.00013,0.021269998,0.087159948,0,0,0.00015,0.008979996,0,0.033360003,0.002,0.035650011,0.002289999,0,0.035699996,0,0.001940001,0.00075,0.013209999,0,0,0,0.015390008,0.192500019,0,0,0,0,0.006570001,0.028360006,0.013159999,0.053440021,0,0,0.00248,0.063049975,0,0.00045,0.025469987,0.036099989,0,0,0.00018,0,0.150530045,0.06496,0,0.02517999,0.002020001,0.005919998,0.003359999,0.003439999
