ID	CON1	CON2	CON3	CON4	CON5	CON6	CON7	CON8	CON9	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON20	CON21	CON22	CON23	CON24	CON25	CON26	CON27	CON28	CON29	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON38	CON39	CON40	CON41	CON42	CON43	CON44	CON45	CON46	CON47	MI1	MI2	MI3	MI4	MI5	MI6	MI7	MI8	MI9	MI10	MI11	MI12	MI13	MI14	MI15	MI16	MI17	MI18	MI19	MI20	MI21	MI22	MI23	MI24	MI25	MI26	MI27	MI28	MI29	MI30	MI31	MI32	MI33	MI34	MI35	MI36	MI37	MI38
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Busanvirus|s__Acidovorax_virus_ACP17	0.000861899703670911	0.000496081348986179	0.000975841484711632	0.00109085960266233	0	0	0	0.000440118252881131	0	0.000910467823246647	0	0	0.00116391095892422	0.00323967057824102	0.000773662651277912	0	0	0	0	0	0	0.00104118687103277	0	0	0.00170726764750077	0	0.000706811671698937	0	0.001105102944189	0.000520393565301442	0	0	0.000471204462054325	0	0.000580217714389676	0	0	0	0.000984009840098401	0.000583436803184135	0	0	0.000876137518544911	0	0.000519126723204728	0	0.000315820260965242	0	0.00186509126396266	0.00153135652921105	0.00168130348698997	0.000864921418085114	0.00211414705391644	0	0.00132411627923465	0	0	0	0	0	0	0	0	0	0	0.000494157345749793	0	0	0.000279945075587605	0	0.00049272050365274	0	0	0.000500954559278965	0.000789361041733892	0	0	0.000820769908874268	0.00108527569396905	0.00112451491091099	0.000673350763634298	0.00090542131735863	0.00271410660464178	0.000600570979932975	0.0010762893506349
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Busanvirus|s__Escherichia_phage_vB_EcoM_PHB05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000694269599105312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Busanvirus|s__Morganella_phage_vB_MmoM_MP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047960117200625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Busanvirus|s__Shigella_phage_SfII	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000360985405928256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Busanvirus|s__Shigella_phage_SfIV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000381040150702048	0.000747662305438338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Certrevirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202841854149548	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Certrevirus|s__Cronobacter_virus_CR9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202841854149548	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Citexvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000292954830684314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Citexvirus|s__Pseudomonas_virus_Dobby	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000292954830684314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Colneyvirus	0.00188820802133685	0	0	0.00146683548513333	0	0.00645958286735805	0	0	0.000993837182403318	0	0	0	0	0.00197979868670284	0.00116049397691687	0	0	0.00113182316836505	0	0	0	0	0	0	0	0.00875128976187841	0	0.00278298263415913	0	0	0.00469109506989952	0.00993541924947286	0.00258929184594208	0.00383421391179189	0.00325273567157849	0.00167479302513726	0.00140213783858197	0	0	0.00241373451639888	0.00383701815493931	0	0	0	0.000842442489411181	0	0.00316313730123001	0	0	0.000454902968971519	0	0.00124132240558512	0.0014137949338884	0	0.00173073466419647	0	0.00148585205634283	0.00533840799258833	0	0	0	0	0	0	0	0	0	0.00160816275092522	0.00286030838100379	0	0	0	0.000845800536655542	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Colneyvirus|s__Clostridioides_virus_CDKM15	0.00188820802133685	0	0	0.00146683548513333	0	0	0	0	0.000993837182403318	0	0	0	0	0	0.00116049397691687	0	0	0.00113182316836505	0	0	0	0	0	0	0	0.00524629940134765	0	0.00278298263415913	0	0	0.00224250046751473	0.00526456376941925	0.0011710130690657	0.00383421391179189	0.00325273567157849	0.00167479302513726	0.00140213783858197	0	0	0.00241373451639888	0.00383701815493931	0	0	0	0.000382514427624536	0	0.00316313730123001	0	0	0	0	0.00124132240558512	0.0014137949338884	0	0.00173073466419647	0	0	0	0	0	0	0	0	0	0	0	0	0.00160816275092522	0.00128612447769958	0	0	0	0.000845800536655542	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Colneyvirus|s__Clostridioides_virus_CDKM9	0	0	0	0	0	0.00645958286735805	0	0	0	0	0	0	0	0.00197979868670284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244859460238479	0	0.00141827877687638	0	0	0	0	0	0	0	0	0	0	0	0.000459928061786645	0	0	0	0	0	0	0	0	0	0	0	0.00148585205634283	0.00331522147382127	0	0	0	0	0	0	0	0	0	0	0.00157418390330421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Colneyvirus|s__Clostridioides_virus_phiCD505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00140808691637162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000454902968971519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Colneyvirus|s__Morganella_phage_vB_MmoM_MP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00350499036053077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Colneyvirus|s__Shigella_phage_SfIV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202318651876706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Colneyvirus|s__Vibrio_phage_ValB1MD-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00326276856368199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Donellivirus	0	0.000422974623872427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000292954830684314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Donellivirus|s__Bacillus_virus_G	0	0.000422974623872427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000292954830684314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eganvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121631576918143	0.0296767828560932	0	0	0	0	0.00389172190455144	0.00536188950898217	0.000530108753774203	0	0.00103263717735693	0	0.00072132947204522	0	0.00435747492632415	0.0170900463949386	0.000285713268449462	0.000911284440148217	0	0	0	0	0	0	0	0	0	0	0.00195907255630002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0367591150566604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333044485809876	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eganvirus|s__Enterobacteria_phage_SfI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00273203470319014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eganvirus|s__Enterobacteria_phage_SfV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031925904714857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eganvirus|s__Erwinia_virus_EtG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00143532428760071	0	0	0	0	0.00106041468788868	0.00128640603657778	0.00029450486320789	0	0.00103263717735693	0	0	0	0.00088175884483433	0.00790598754550397	0.000285713268449462	0.000911284440148217	0	0	0	0	0	0	0	0	0	0	0.000562554839844338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0130009947399757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eganvirus|s__Escherichia_virus_186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000700998072106153	0	0	0	0	0.00072132947204522	0	0.000461873680627506	0.00625257188093944	0	0	0	0	0	0	0	0	0	0	0	0	0.000458926316715118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00794598611935812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eganvirus|s__Mycobacterium_phage_Myrna	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00138542655508707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eganvirus|s__Mycobacterium_phage_Phabba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00132133208812575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eganvirus|s__Salmonella_virus_PsP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00134933922050669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00523989671646726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eganvirus|s__Salmonella_virus_SEN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000419885164206824	0.00076969349902142	0	0	0	0	0	0	0	0	0	0	0	0	0.00043918755040479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00562227891470183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eganvirus|s__Salmonella_virus_SW9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000235603890566312	0	0	0	0	0	0.000410554382780006	0.000812454248967055	0	0	0	0	0	0	0	0	0	0	0	0	0.000498403849335773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00494995856615752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eganvirus|s__Shigella_phage_SfII	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00141743862669603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eganvirus|s__Shigella_phage_SfIV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00945639904860145	0.018207602800966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eganvirus|s__Vibrio_phage_ValB1MD-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00269179196615461	0	0	0	0	0.00283130721666276	0.00337448540029824	0	0	0	0	0	0	0.00218340285387548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000333044485809876	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eneladusvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164077270960179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129829600272512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eneladusvirus|s__Serratia_virus_BF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164077270960179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000129829600272512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eponavirus	0	0	0	0	0	0	0	0.0409309975179452	0	0	0	0.000297898563950183	0	0	0	0	0	0	0	0	0	0	0	0.000158949856242674	0	0	0	0	0.0424604102531632	0	0	0.000809124571347869	0	0	0	0	0	0	0	0	0.000620542019666735	0	0	0	0	0	0.0124699656165495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000593368226756477	0.00014200112529806	0	0	0	0	0.000423884627082201	0	0	0	0	0	0	0	0.00222781297823768	0	0	0.000417439327582696
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Eponavirus|s__Faecalibacterium_virus_Epona	0	0	0	0	0	0	0	0.0409309975179452	0	0	0	0.000297898563950183	0	0	0	0	0	0	0	0	0	0	0	0.000158949856242674	0	0	0	0	0.0424604102531632	0	0	0.000809124571347869	0	0	0	0	0	0	0	0	0.000620542019666735	0	0	0	0	0	0.0124699656165495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000593368226756477	0.00014200112529806	0	0	0	0	0.000423884627082201	0	0	0	0	0	0	0	0.00222781297823768	0	0	0.000417439327582696
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Erskinevirus	0.000797132673915293	0.000240207811088045	0.0015543042204943	0.0016362894039935	0	0.000807447858419756	0.000651536585986121	0.00267252529460349	0	0.00101104275720994	0	0.000258178755423492	0.00292026308162518	0.000502274508254421	0.000916933512625673	0.00153678196831314	0.00126402656746517	0.000993795952710772	0.000759272916311066	0.00345193255460358	0.000748605523115983	0.00239526927843808	0.000481912756973216	0.00207147554587226	0.00711008048229357	0.0063910143382444	0.00115838579528437	0.00223924863210703	0	0.000661735027482081	0.00283134085285777	0.00170231403322539	0.00210875660246094	0.000878970971104708	0.00115603984003398	0	0.000970710811325979	0	0.000726415641119762	0.00233845234824609	0.00412143324728656	0.00322727724312508	0	0.00550878896265772	0.00151184273775412	0.00140730003195661	0.000458926316715118	0.00164743123964688	0.00144059916625073	0.000603534632100827	0	0.00114522002579788	0.000310903978517124	0	0.00128241182949497	0	0.00105283231420863	0.00123194030598192	0	0	0	0	0.00151752344305571	0.00549201684717137	0	0.00324227727874609	0	0.00132496427906418	0.00182167157882369	0.00161500739992635	0.00362868120919257	0	0.00250801085772763	0	0.00152886770188459	0.00208758725125985	0	0.00119159968698011	0.00242958838485252	0.000924688219425066	0.00227137335056922	0.00114369008508459	0	0.00274433096790565	0.000970672171366992
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Erskinevirus|s__Enterobacteria_phage_SfI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266890272811901	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Erskinevirus|s__Erwinia_virus_Asesino	0.000797132673915293	0.000240207811088045	0.0015543042204943	0.0016362894039935	0	0.000807447858419756	0.000651536585986121	0.00267252529460349	0	0.00101104275720994	0	0.000258178755423492	0.00182450907074607	0.000502274508254421	0.000916933512625673	0.00153678196831314	0	0.000993795952710772	0.000759272916311066	0	0.000748605523115983	0.00239526927843808	0.000481912756973216	0.00182023222471449	0.00327137931213656	0.00362058046816529	0.00115838579528437	0.00223924863210703	0	0.000661735027482081	0.00137396089913375	0.000698789402527705	0.00178684464323571	0.000878970971104708	0.000610986835607311	0	0.000970710811325979	0	0	0.000376410840763958	0.00144793137922238	0.00322727724312508	0	0.00259670014079476	0.000673953991528945	0.00140730003195661	0.000458926316715118	0.00164743123964688	0.000825586993187771	0.000603534632100827	0	0.00114522002579788	0	0	0.00128241182949497	0	0.00105283231420863	0.00123194030598192	0	0	0	0	0	0.0032103296642991	0	0.00168416891306562	0	0.00132496427906418	0.0016472130534575	0.000912666972516518	0.000590238103334011	0	0.00250801085772763	0	0.00128375032576722	0	0	0	0.000424284736325348	0.000611234585721654	0.00183037601945661	0.000528162435125868	0	0.00181364481357243	0.000714173307430636
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Erskinevirus|s__Erwinia_virus_EaH2	0	0	0	0	0	0	0	0	0	0	0	0	0.000403698846113355	0	0	0	0.00126402656746517	0	0	0.00345193255460358	0	0	0	0.000251243321157774	0.00134142458017917	0.00277043387007911	0	0	0	0	0.00145737995372402	0.00100352463069768	0.000321911959225232	0	0.000545053004426666	0	0	0	0.000726415641119762	0.00196204150748213	0.00106526380042789	0	0	0.00291208882186295	0.000464481804972651	0	0	0	0.000615012173062955	0	0	0	0.000310903978517124	0	0	0	0	0	0	0	0	0	0.00151752344305571	0.000697532361614727	0	0.000519369455226823	0	0	0.000174458525366188	0.00070234042740983	0.00162443791048013	0	0	0	0.000245117376117367	0.00208758725125985	0	0.00119159968698011	0.00130858344992976	0.000313453633703412	0.000440997331112604	0.000615527649958718	0	0.000930686154333219	0.000256498863936355
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Erskinevirus|s__Lactobacillus_phage_KC5a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000941155396494548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Erskinevirus|s__Lactobacillus_phage_phi_jlb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330955743822259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Erskinevirus|s__Morganella_phage_vB_MmoM_MP1	0	0	0	0	0	0	0	0	0	0	0	0	0.000692055164765752	0	0	0	0	0	0	0	0	0	0	0	0.00249727658997783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000373406941252523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158415482125754	0	0.00103873891045365	0	0	0	0	0	0	0	0	0	0	0	0	0.000696720198597413	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Erskinevirus|s__Shigella_phage_SfIV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000336126927319481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114711492256653	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Uroviricota|c__Caudoviricetes|o__Caudovirales|f__Myoviridae|g__Felsduovirus	0.0306696796288909	0.0130547723417416	0.00056337240354486	0.0188994073878731	0	0.10733978228565	0	0.00423680101267498	0	0	0	0.000134054353777582	0.00980411483418149	0.000887351631249477	0	0.00517383262665424	0.090282452669686	0.00484475526946501	0.00319486266084137	0.0316710340469652	0.0278629913851963	0.0548106663714659	0.0353369905266279	0.000564015618925616	0.0360328910944572	0.0560462873501467	0.0132232683580343	0.00670020608980328	0.0145248571394021	0.00478312357243115	0.0895675296138871	0	0.0114955227178402	0.0116926895129118	0.0060922860010916	0	0.00930999914499007	0.0213886240664188	0.0114114230147537	0.00675186945620349	0.00177371593954742	0.042768236179701	0.0453426342212467	0.079341279200721	0.000418944373112587	0.0789673708072555	0.0045300468682202	0.00507851542351094	0	0	0.160296812800658	0.0173665008807182	0.000595626569369648	0.234359324648298	0.00454578502162445	0.149513480888856	0.0169811663582038	0	0.00711253937328608	0.304158110465239	0	0.01140457215044	0	0.0163289804652701	0.438434167058821	0.00265735633887899	0	0	0.000778977601635074	0.00122440095901393	0.00148586026882779	0.0548485698727076	0.000342892109454949	0.0276295706925398	0.00130867751655882	0.00150686753628109	0.287496519839107	0.00592338765561068	0.00567648315652123	0.0105085330699069	0.0108969017945888	0.00105235372412297	0.121015462209173	0.001415915687789	0.00329927950474998
