feature	Arthrodermataceae	Aspergillaceae	Ceratobasidiaceae	Chaetomiaceae	Cladosporiaceae	Clavicipitaceae	Cryptococcaceae	Debaryomycetaceae	Dipodascaceae	Glomerellaceae	Herpotrichiellaceae	Malasseziaceae	Marasmiaceae	Mycosphaerellaceae	Nectriaceae	Ophiocordycipitaceae	Ophiostomataceae	Phaffomycetaceae	Pichiaceae	Pneumocystidaceae	Pyriculariaceae	Saccharomycetaceae	Saccharomycodaceae	Schizosaccharomycetaceae	Sclerotiniaceae	Sordariaceae	Trichocomaceae	Trichomonascaceae	Ustilaginaceae
CON43	0.00504223044546754	0.0548713313183244	0	0.0502528177170138	0.0235586565351261	0.0194486031468037	0.0051693454987147	0.0208044970481059	0.00288127454026717	0.0530069772040339	0	0.00148300895454923	0.00411005338832236	0.0194486031468038	0.0202395412558967	0.00584729244936581	0.0275839665546171	0	0.0262280726533149	0.00199146916753758	0.0591084997598939	0.199146916753764	0.0012287788480551	0.375031778763312	0.00249992938052593	0.00745741645716223	0.0051693454987147	0.00118640716363937	0.00720318635066801
CON44	0.00973937434259216	0.0421909696521094	0	0.0421909696521096	0.0416845221862946	0.0152323814718142	0.00346721726596283	0.0159336164244808	0.00833690443725891	0.0335813627332581	0.00393470723440719	0.00377887724492574	0.00724609451088856	0.0131286766138143	0.0342046826911839	0.00623319957925899	0.0372044099887024	0	0.0327242977911097	0.0040515797265183	0.0355292376017764	0.16369940395029	0	0.418286649265652	0.00116872492111103	0.00112976742374069	0.00518134715025907	0.00253223732907394	0.0176087888114067
CON45	0.00100173295574622	0.00141383828564182	0	0.00626400101441312	0.00437465657889175	0	0	0.0103787142313707	0.000995392873747832	0.00294179804725474	0	0	0	0.00250433238936557	0	0	0.00747495667610631	0	0	0	0.00354410583710215	0.893702185214929	0	0.063990447609789	0.00141383828564182	0	0	0	0
CON46	0.00862375082432907	0.0541774463551971	0	0.0723380510323139	0.0348500989194947	0.0196317151118551	0.00142038248871298	0.0165880383503271	0.00334804443768071	0.0359661137320551	0.00380459595190982	0	0.00593516968497945	0.0142038248871303	0.0184649723532694	0.00852229493227819	0.0579313143610817	0.00131892659666203	0.0141530969411048	0.00182620605691667	0.0482930046162431	0.115355349261908	0.00142038248871298	0.423629077258662	0.00253639730127322	0.0039567797899863	0.00679754476741236	0.00380459595190982	0.0211028255465936
CON47	0.0102816855436237	0.0390704050657702	0.00308450566308712	0.0276626301530829	0.0291314423736005	0.0122401018376472	0.00220321833077646	0.0361817410320855	0.00308450566308712	0.0141005973169697	0	0	0.00323138688513883	0.0118973789861931	0.0228971505042921	0.00641381336292719	0.0250677285635016	0.00200737670137408	0.0362307014394359	0.00499396154976005	0.0267813428207722	0.181887913307439	0.00504292195711062	0.473496099487549	0.00249698077487998	0.00298658484838588	0.00362307014394359	0.0037699513659953	0.0101348043215719
MI1	0.00822346368715076	0.0214525139664804	0	0.106279329608939	0.0492960893854748	0.0261452513966481	0.00429050279329604	0.0109944134078211	0.0140782122905028	0.055240223463687	0	0.00518435754189942	0.00379888268156415	0.018145251396648	0.0130204841713221	0.019217877094972	0.0912625698324023	0.00728491620111723	0.0109050279329608	0.00277094972067032	0.0289608938547486	0.0987113594040965	0.0019217877094972	0.36505027932961	0.00464804469273737	0.00138547486033516	0.00406703910614517	0.0025027932960893	0.0251620111731843
MI2	0.0117179202756602	0.0536687828939604	0	0.0726794269665575	0.0381628944325129	0.0177007859148946	0.00166387387600002	0.0130277784333623	0.0159307073234052	0.0488187675532795	0.00148686601685111	0.00849637723914943	0.00421278704774491	0.0190814472162563	0.0257723442920865	0.00800075523353229	0.0510136650067262	0.00470840905336195	0.0138774161572773	0.0116471171320007	0.0467654763871516	0.081966439309905	0.0014514644450213	0.399011116093556	0.00428359019140441	0.00449599962238323	0.00357555875480866	0.00166387387600002	0.0351183592551509
MI3	0.00922564529558687	0.0350208159866777	0	0.0507077435470442	0.0478101582014989	0.0279267277268943	0.00419650291423808	0.0148376353039133	0.0127393838467944	0.0412156536219818	0	0.00374687760199834	0.00409658617818484	0.0193338884263114	0.0276602830974188	0.0130890924229809	0.057052456286428	0.00794338051623642	0.023880099916736	0.00244796003330555	0.0391673605328892	0.101182348043297	0	0.405312239800167	0.00404662781015817	0.0063447127393838	0.00364696086594498	0.0052456286427976	0.0321232306411324
MI4	0.00701579935918671	0.0244171914705556	0	0.0335322063860346	0.0270688321732405	0.0204949729311677	0.00237542812948844	0.0312120207711854	0.002706883217324	0.0402165506573859	0.00143630538062086	0.00425367362722347	0.00513755386145168	0.00629764666887635	0.0141973262622913	0.00568997900784433	0.0339189039885094	0.00193348801237427	0.0236990387802452	0.00254115567340615	0.0241409788973593	0.156502043973041	0.00265164070268476	0.46702021876036	0.00165727543917794	0.00281736824660248	0.00220970058557059	0.00193348801237427	0.0529223290244171
MI5	0.00894581545064369	0.0350456008583691	0.00185085836909868	0.0572961373390558	0.0458288626609443	0.0183476394849785	0.00506974248927032	0.0200375536480686	0.00692060085836903	0.0280445278969957	0.00663894849785408	0.00647800429184542	0.010783261802575	0.0155713519313304	0.0173283261802574	0.0144849785407725	0.0624463519313306	0.00213251072961373	0.0189511802575106	0.00414431330472097	0.0517837982832618	0.111024678111588	0.00261534334763941	0.40067060085837	0.00108637339055785	0.00663894849785408	0.00313841201716735	0.00201180257510724	0.0346834763948496
MI6	0.00772636771566962	0.0417521024635225	0.00124810555406963	0.104840866541856	0.0436539775935338	0.0334313987697247	0	0.022614483967787	0.0124216219428843	0.0542034412053134	0.00101037116281826	0.00151555674422748	0.0020207423256366	0.0314403732429943	0.0352441235030163	0.0161659386050935	0.0899527502897391	0.00219904311907514	0.0209206264301209	0.00098065436391188	0.0399988113280438	0.0885263439422305	0	0.309946212593979	0	0.00493298861846596	0	0.00971739324239994	0.0235357047338861
MI7	0.0105405652054877	0.0455845222523043	0	0.0408389864022146	0.056125087457792	0.0156967724272199	0.0012776442673318	0.0165181151705046	0.00511057706932732	0.0287469960149667	0	0.00118638396252235	0.00985611291941707	0.037006053600219	0.00530830772974778	0.00383293280199551	0.0283363246433243	0.00118638396252235	0.00511057706932732	0.00424360417363791	0.0342226143035317	0.190277735527636	0.00378730264959079	0.413911112463117	0.00374167249718607	0.00136890457214125	0.00387856295440024	0.0012776442673318	0.0310285036352021
MI8	0.0169356369850009	0.0407822289728498	0	0.0623884564268085	0.0241503702297323	0.0254414277577369	0.006037592557433	0.0247579267134991	0.00748053920637927	0.0249857603949118	0.00288589329789254	0.00254414277577363	0.0147712170115816	0.0111638503892159	0.0137459654452249	0.0150370229732295	0.0383899753180177	0.0036453389026011	0.0173533320675906	0.00599962027719757	0.0437060945509777	0.159445604708563	0.00394911714448446	0.3897095120562	0.00372128346307197	0.00486045187013477	0.0056958420353142	0.00413897854566163	0.0262768179229163
