feature	CON10__100995	CON10__39737	CON10__50551	CON10__92125	CON10__98555	CON11__19551	CON11__37005	CON11__48422	CON11__49985	CON11__65209	CON11__65258	CON12__11210	CON12__2605	CON12__5128	CON12__5412	CON12__6478	CON12__6999	CON12__7482	CON12__8214	CON13__115491	CON13__26081	CON13__53861	CON13__55650	CON13__58723	CON13__74433	CON13__77084	CON13__97958	CON14__23149	CON14__24666	CON14__2540	CON14__3290	CON14__3711	CON14__53546	CON14__58832	CON15__12288	CON15__32317	CON15__35922	CON15__44802	CON15__48694	CON15__52936	CON15__6223	CON15__70153	CON16__17092	CON16__18185	CON16__20412	CON16__2712	CON16__27821	CON16__31626	CON16__50320	CON16__57444	CON16__60662	CON16__68738	CON16__70252	CON16__72310	CON16__8399	CON17__14047	CON17__23029	CON17__34470	CON17__38145	CON17__3848	CON17__51038	CON18__101000	CON18__27668	CON18__55516	CON18__63097	CON18__73663	CON18__80773	CON18__8368	CON18__96477	CON19__12923	CON19__26976	CON19__30606	CON19__33387	CON19__34020	CON19__43919	CON1__111530	CON1__11518	CON1__117871	CON1__132483	CON1__136887	CON1__141657	CON1__142396	CON1__27299	CON1__61877	CON1__65958	CON1__96655	CON20__10562	CON20__13372	CON20__19241	CON20__34635	CON20__38131	CON20__41630	CON20__8042	CON21__112728	CON21__15665	CON21__30995	CON21__34526	CON21__41016	CON21__43747	CON21__46687	CON21__59385	CON21__77690	CON22__10666	CON22__1448	CON22__28590	CON22__33858	CON22__33912	CON22__38348	CON22__4126	CON22__50830	CON22__64406	CON22__68813	CON22__70334	CON22__72323	CON22__74353	CON23__18405	CON23__22925	CON23__32221	CON23__39006	CON23__44697	CON23__59752	CON23__7481	CON23__9113	CON24__104082	CON24__18379	CON24__21130	CON24__35132	CON24__49185	CON24__67436	CON25__12111	CON25__12510	CON25__13805	CON25__7396	CON25__8978	CON25__9997	CON26__17032	CON26__22847	CON26__36901	CON26__47598	CON27__12478	CON27__20601	CON27__41358	CON27__46332	CON27__49361	CON27__67231	CON27__77841	CON27__8921	CON28__14249	CON28__38958	CON28__41275	CON28__57428	CON28__9798	CON29__15497	CON29__35714	CON29__5208	CON2__13513	CON2__3037	CON2__39371	CON2__60751	CON2__63905	CON2__65684	CON2__70037	CON2__9349	CON30__101066	CON30__104121	CON30__106370	CON30__106949	CON30__117671	CON30__21220	CON30__57661	CON30__65002	CON30__78830	CON30__78872	CON30__87665	CON31__23658	CON31__23895	CON31__27408	CON31__28979	CON31__31246	CON31__37496	CON31__38802	CON31__45639	CON31__4943	CON31__50923	CON31__541	CON31__66860	CON31__67474	CON31__912	CON31__9584	CON32__13019	CON32__14322	CON32__19720	CON32__22342	CON32__25400	CON32__30458	CON32__35763	CON32__4300	CON32__46420	CON32__54229	CON32__56105	CON32__56929	CON32__62268	CON32__67931	CON32__69345	CON32__7499	CON32__75016	CON32__78058	CON32__82194	CON32__84218	CON32__8800	CON32__94613	CON33__109083	CON33__12229	CON33__124236	CON33__3382	CON33__40852	CON33__61023	CON33__84611	CON33__92210	CON34__10987	CON34__14213	CON34__1623	CON34__19403	CON34__2332	CON34__27319	CON34__28712	CON34__33096	CON34__473	CON34__670	CON34__8347	CON35__11171	CON35__16446	CON35__22276	CON35__22906	CON35__41386	CON35__4200	CON35__42156	CON35__43183	CON35__47811	CON35__48136	CON35__50118	CON35__5024	CON35__60910	CON35__7412	CON36__19213	CON36__20695	CON36__22016	CON36__49641	CON36__56259	CON36__86234	CON36__87622	CON36__87831	CON36__9415	CON37__18567	CON37__50499	CON37__53611	CON37__64722	CON37__73069	CON37__93791	CON37__97482	CON38__16154	CON38__39431	CON38__44243	CON38__45185	CON38__52038	CON38__54801	CON38__62566	CON38__64675	CON38__69394	CON39__17826	CON39__20358	CON39__22688	CON39__26633	CON39__31285	CON39__46140	CON39__52591	CON39__56582	CON3__5846	CON3__66021	CON40__25096	CON40__31341	CON40__34551	CON40__36816	CON40__43317	CON40__4915	CON40__5035	CON40__524	CON41__11154	CON41__15702	CON41__27547	CON41__47405	CON41__50392	CON41__6469	CON41__65818	CON42__18473	CON42__37720	CON42__5989	CON42__66103	CON43__10718	CON43__20630	CON43__47797	CON43__49144	CON43__53367	CON43__63843	CON43__741	CON43__79380	CON43__8036	CON43__9063	CON44__29119	CON44__30680	CON44__34575	CON44__73004	CON45__3141	CON45__37400	CON45__6963	CON46__15264	CON46__17762	CON46__25222	CON46__28069	CON46__36231	CON46__4000	CON46__51291	CON46__69444	CON47__114212	CON47__115041	CON47__18512	CON47__27358	CON47__55298	CON47__55906	CON47__62915	CON47__66166	CON47__68241	CON47__69180	CON47__72923	CON47__75632	CON47__7973	CON47__83914	CON4__10543	CON4__17308	CON4__18387	CON4__50221	CON4__55923	CON4__67835	CON4__69560	CON4__70404	CON4__70966	CON4__81731	CON4__8492	CON4__94670	CON5__103695	CON5__16522	CON5__47741	CON5__79537	CON5__84202	CON5__88009	CON5__89029	CON5__96912	CON6__11618	CON6__17303	CON6__19430	CON6__20144	CON6__21448	CON6__2626	CON6__32359	CON6__49121	CON6__49464	CON7__10911	CON8__118594	CON8__139056	CON8__152901	CON8__23141	CON8__3557	CON8__87818	CON9__3440	CON9__5345	HF10__12342	HF10__21020	HF10__22296	HF10__24733	HF10__25132	HF10__37128	HF10__58349	HF10__7620	HF11__101063	HF11__113757	HF11__24370	HF11__28010	HF11__35397	HF11__37751	HF11__38182	HF11__42141	HF11__53881	HF11__55109	HF11__6650	HF11__67263	HF11__69828	HF11__70977	HF11__7762	HF11__80439	HF11__83897	HF11__8521	HF11__89600	HF12__125738	HF12__34110	HF12__35740	HF12__46308	HF12__46700	HF12__57478	HF13__133124	HF13__61743	HF14__25005	HF14__26829	HF14__43323	HF14__59942	HF14__6066	HF14__66792	HF14__72355	HF14__82474	HF15__106362	HF15__19544	HF15__23649	HF15__52767	HF15__60652	HF15__78242	HF15__8383	HF15__93477	HF15__94314	HF15__99032	HF16__20541	HF16__4312	HF17__109842	HF17__16752	HF17__23495	HF17__27221	HF17__27625	HF17__40612	HF17__4919	HF17__5445	HF17__64840	HF17__69944	HF17__97368	HF17__98019	HF18__13117	HF18__15657	HF18__34333	HF18__56272	HF18__67575	HF18__7492	HF18__9037	HF19__12654	HF19__16604	HF19__17925	HF19__29715	HF19__33673	HF19__38775	HF19__41902	HF19__49800	HF19__56756	HF19__6311	HF19__64906	HF1__43792	HF1__47171	HF1__58254	HF1__62401	HF20__110469	HF20__17643	HF20__46428	HF20__47081	HF20__49479	HF20__50992	HF20__70910	HF20__71797	HF20__76362	HF20__80587	HF20__84234	HF20__89283	HF21__1175	HF21__17943	HF21__26254	HF21__58800	HF21__67941	HF22__2220	HF22__23939	HF22__24081	HF22__27217	HF22__28345	HF22__31554	HF22__41184	HF22__4171	HF22__4444	HF22__58773	HF22__7545	HF22__9393	HF23__105642	HF23__11814	HF23__137705	HF23__59393	HF23__65433	HF24__11619	HF24__27126	HF24__54761	HF25__1648	HF25__22246	HF25__26723	HF25__3745	HF25__37783	HF25__38815	HF25__42038	HF25__45527	HF25__58385	HF25__67757	HF25__88285	HF25__90080	HF25__9948	HF26__21409	HF26__66245	HF26__75293	HF27__110837	HF27__126317	HF27__129645	HF27__135661	HF27__16447	HF27__21952	HF27__43896	HF27__54248	HF27__56268	HF27__66055	HF27__66822	HF27__6829	HF27__73342	HF27__93109	HF27__95281	HF27__96921	HF28__18937	HF28__26590	HF28__39400	HF28__43920	HF28__68522	HF28__80120	HF28__88877	HF28__96305	HF29__18092	HF29__22471	HF29__29169	HF29__31463	HF29__36428	HF29__45474	HF2__102754	HF2__109461	HF2__115544	HF2__123307	HF2__12811	HF2__20494	HF2__25841	HF2__26133	HF2__37935	HF2__75408	HF30__24408	HF30__6534	HF30__8254	HF31__40705	HF31__41737	HF31__47974	HF31__50121	HF31__59644	HF31__6293	HF31__6557	HF31__68426	HF31__71275	HF31__79619	HF31__86339	HF31__9537	HF32__21499	HF32__25045	HF32__33212	HF32__36633	HF33__1134	HF33__12680	HF33__25406	HF33__25874	HF33__34455	HF33__41577	HF33__48893	HF34__111376	HF34__111609	HF34__11418	HF34__31199	HF34__50861	HF34__53010	HF34__66552	HF34__9812	HF35__39170	HF35__50821	HF35__86596	HF35__94382	HF36__16816	HF36__29836	HF36__34335	HF36__34711	HF36__35406	HF36__40973	HF37__10748	HF37__19724	HF37__20036	HF37__26086	HF37__27350	HF37__32760	HF37__37838	HF37__44609	HF37__48934	HF37__53203	HF37__59997	HF37__8889	HF38__1319	HF38__2107	HF38__3918	HF38__602	HF38__764	HF39__17078	HF39__33582	HF39__71367	HF39__74434	HF39__7474	HF39__74832	HF39__7688	HF39__8019	HF3__11011	HF3__17409	HF3__44950	HF3__71833	HF3__72324	HF3__84953	HF3__87587	HF40__240	HF40__7199	HF41__51360	HF41__61688	HF41__9209	HF42__14252	HF42__169	HF42__18722	HF42__22443	HF42__25066	HF42__2908	HF42__29452	HF42__3868	HF42__52056	HF43__11250	HF43__28637	HF43__40469	HF43__43033	HF43__44899	HF44__102417	HF44__23963	HF44__45959	HF44__55914	HF44__56871	HF44__62943	HF44__63553	HF45__25992	HF45__5570	HF45__6843	HF46__100818	HF46__34531	HF46__39087	HF46__62517	HF46__66608	HF47__106275	HF47__13079	HF47__2955	HF47__47881	HF47__57688	HF47__58631	HF47__61033	HF47__74677	HF47__75147	HF47__87354	HF47__95589	HF48__125345	HF48__24934	HF48__2738	HF48__31437	HF48__35995	HF48__39340	HF48__42415	HF48__78502	HF48__88276	HF4__21940	HF5__31772	HF5__32948	HF5__45752	HF5__45964	HF5__53345	HF5__54476	HF5__64928	HF6__109350	HF6__130779	HF6__20162	HF6__39872	HF6__65705	HF6__8951	HF6__95479	HF6__98135	HF7__1727	HF7__26843	HF7__34717	HF7__46258	HF7__57956	HF7__74558	HF7__74943	HF8__1033	HF8__41178	HF8__43337	HF8__50807	HF8__62928	HF8__71591	HF8__87073	HF8__92732	HF9__13102	HF9__167	HF9__35736	HF9__37973	HF9__8746	HF9__914	MI10__1204	MI10__12367	MI10__12940	MI10__13245	MI10__13378	MI10__14267	MI10__15625	MI10__17656	MI10__22036	MI10__22502	MI10__34168	MI10__39236	MI10__42612	MI10__5070	MI10__9832	MI11__105407	MI11__12837	MI11__131268	MI11__135618	MI11__14577	MI11__34845	MI11__36570	MI11__46577	MI11__8907	MI11__89080	MI12__109989	MI12__118999	MI12__13019	MI12__31451	MI12__3582	MI12__37923	MI12__37961	MI12__53472	MI12__68047	MI12__72514	MI12__78114	MI12__81309	MI12__90123	MI12__93031	MI13__100879	MI13__104907	MI13__108308	MI13__111796	MI13__118383	MI13__120543	MI13__27170	MI13__27956	MI13__59930	MI13__69866	MI13__75706	MI13__91654	MI13__94232	MI13__9609	MI14__1180	MI14__129161	MI14__131753	MI14__143396	MI14__14873	MI14__37796	MI14__40652	MI14__424	MI14__74276	MI15__11953	MI15__5607	MI15__6069	MI15__8666	MI16__26573	MI16__33264	MI16__5795	MI16__77038	MI16__87163	MI17__36788	MI17__41976	MI17__42251	MI17__49324	MI17__54461	MI17__6771	MI18__16344	MI18__46911	MI18__5309	MI19__11598	MI19__11846	MI19__1736	MI19__17469	MI19__1865	MI19__21527	MI19__2592	MI19__29531	MI19__30717	MI19__32516	MI19__32825	MI19__35958	MI19__39442	MI19__40101	MI19__40237	MI19__40308	MI19__49351	MI19__50306	MI19__60591	MI19__63245	MI19__6784	MI19__68227	MI19__7321	MI1__101311	MI1__25368	MI1__32570	MI1__33545	MI1__42817	MI1__46849	MI1__57629	MI1__98298	MI20__21221	MI20__38716	MI20__48871	MI21__107632	MI21__110322	MI21__23059	MI21__24402	MI21__3690	MI21__54639	MI21__6022	MI21__83437	MI22__10272	MI22__11563	MI22__12845	MI22__3234	MI22__69577	MI23__10575	MI23__20337	MI23__20757	MI23__26399	MI24__103762	MI24__113875	MI24__115127	MI24__117984	MI24__14920	MI24__24820	MI24__26228	MI24__26565	MI24__64354	MI24__69510	MI24__86751	MI25__15313	MI25__18103	MI25__21430	MI25__24902	MI25__38002	MI25__62262	MI25__74753	MI26__10237	MI26__27957	MI26__47760	MI26__48581	MI26__53721	MI26__56707	MI26__58003	MI26__5969	MI26__61551	MI26__61926	MI26__80743	MI27__13101	MI27__65740	MI28__24147	MI28__26402	MI28__30244	MI28__31238	MI28__36373	MI28__42321	MI28__47489	MI28__49051	MI28__51369	MI28__9028	MI29__48886	MI29__52448	MI29__55568	MI29__70487	MI2__109698	MI2__113750	MI2__115396	MI2__11604	MI2__118743	MI2__12597	MI2__129799	MI2__3363	MI2__34344	MI2__35045	MI2__4490	MI2__53736	MI2__69122	MI2__81543	MI31__3133	MI31__34956	MI31__52331	MI31__52924	MI31__58669	MI31__72113	MI31__9495	MI32__26776	MI32__28772	MI32__36947	MI32__39826	MI33__109730	MI33__123531	MI33__129657	MI33__18997	MI33__30110	MI33__46318	MI33__6501	MI33__79775	MI33__90822	MI33__99365	MI34__16637	MI34__39124	MI34__47956	MI34__6386	MI35__100916	MI35__108837	MI35__115185	MI35__117559	MI35__12223	MI35__1536	MI35__20089	MI35__2454	MI35__26089	MI35__29590	MI35__39948	MI35__60778	MI35__6781	MI35__81629	MI35__84518	MI35__84728	MI35__85349	MI35__88712	MI35__95401	MI35__97204	MI36__12288	MI36__20020	MI36__25477	MI36__34923	MI36__41237	MI36__51170	MI36__53481	MI36__6042	MI36__686	MI36__7092	MI37__11917	MI37__17004	MI37__24379	MI37__33948	MI37__39368	MI37__40529	MI37__47014	MI37__50209	MI37__56280	MI37__60075	MI37__75266	MI37__8235	MI37__9456	MI38__37503	MI38__39579	MI38__47575	MI38__49259	MI38__55378	MI38__60402	MI38__60752	MI38__73232	MI38__75658	MI3__108888	MI3__114035	MI3__4232	MI3__5364	MI3__68629	MI4__38274	MI4__41609	MI4__43404	MI4__43785	MI4__48299	MI4__48494	MI4__55228	MI4__58394	MI4__74151	MI5__111987	MI5__118538	MI5__149159	MI5__173895	MI5__175914	MI5__182255	MI5__183258	MI5__200021	MI5__38870	MI5__47352	MI5__87001	MI6__13659	MI6__14551	MI6__49800	MI6__52258	MI6__57317	MI7__13139	MI7__20596	MI7__26291	MI7__26787	MI7__29614	MI7__39477	MI7__47996	MI7__48339	MI7__7995	MI8__102292	MI8__106308	MI8__111480	MI8__117608	MI8__119713	MI8__127853	MI8__131997	MI8__137721	MI8__139920	MI8__19506	MI8__38973	MI8__44352	MI8__75762	MI8__76034	MI8__85262	MI9__16637	MI9__4666	MI9__62916	MI9__68769	MI9__7017	MI9__70598
MI35	0	1385	49	2	537	0	330	254	986	1	333	0	0	0	0	0	0	0	0	72	491	0	21	2	153	8	6	0	0	91	10	0	0	0	8	0	62	407	9	31	102	47	0	5806	0	97	2710	0	42	18	0	13	26	0	531	9	0	0	0	2	0	588	0	256	0	203	36	0	0	0	2	233	0	13	90	2	0	0	0	0	52	0	0	631	20	819	0	0	577	38	0	16	8	0	0	0	0	305	127	0	0	52	0	2	7	21	662	0	104	0	848	0	115	59	0	0	3	0	0	559	410	47	0	297	0	0	38	76	0	5	2869	11	0	0	0	0	22	590	0	0	152	14	1	1588	0	0	0	0	0	0	0	706	2222	0	4	14	0	0	0	0	85	1391	0	216	490	10	17	19	0	307	342	8	0	16	0	21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	37	0	0	43	44	1808	68	0	0	25	227	1	1	0	24	9	417	13	0	0	118	0	602	61	0	0	7	835	0	0	6284	6	164	796	0	0	30	0	224	0	0	0	72	2	2232	0	0	869	4	126	0	0	0	9848	11	66	49	412	145	1485	12	1065	6	140	264	24	6	154	13	711	302	92	0	52	9	0	0	681	52	13	0	124	22	66	0	86	354	1124	72	0	2462	9	778	0	0	0	3	0	2	0	124	244	137	0	11	0	0	0	0	243	0	0	0	220	0	0	323	77	45	0	13	99	105	31	0	0	0	84	112	0	1694	94	0	0	0	7	75	2	239	1325	0	44	29	0	0	0	0	30	363	10	457	2165	0	2028	47	194	30	56	824	4	3235	0	0	1510	1681	0	3351	15972	889	8	12	0	0	0	0	44	9	54	108	1	236	0	0	0	0	19	53	798	0	0	0	8	0	4	0	0	0	23	0	0	159	317	3	6	0	10	0	0	28	0	0	14809	0	13	65	9	0	0	56	176	52	3	0	0	0	3	38	130	823	232	4671	21	71	56	80	0	0	51	32	0	24	102	7	7	151	0	0	0	462	359	496	30	0	0	2152	77	427	55	0	8	0	0	376	3778	0	30	0	0	82	793	810	306	0	1	0	154	0	782	3	39	633	54	0	2654	0	667	0	0	0	0	13	4	706	0	0	8405	0	22	156	20	12	0	0	51	0	24	12	36	21	0	1012	0	1683	82	0	0	0	0	6	29	0	0	0	39	0	0	5	718	0	0	0	0	1	0	0	0	0	0	0	2	475	0	0	0	57	355	25443	0	3009	240	0	0	0	0	0	0	0	974	16926	3	18	8	38	0	25	7736	54	544	0	42	0	2	4	747	21	0	0	10	4	19	2873	0	27	596	0	189	14	0	5083	0	301	0	4	299	0	0	2529	143	0	3368	29	328	260	0	7	0	4432	0	8	0	0	152	0	11	0	4	268	0	0	697	64	6	1	0	0	6	0	146	674	6	80	16	3852	0	396	53	0	2	709	825	0	0	357	0	133	234	173	58	11	0	415	176	0	0	0	0	0	0	2642	75	93	0	416	0	1094	118	2	6	444	7	0	44	2276	0	1	17	0	0	4	44	120	36	775	0	0	0	0	188	14	3459	44	127	60	60	11	8	178	6872	1229	52	0	257	63	3	20	144	123	2097	2411	4	0	737	0	0	112	0	0	0	176	124	3	28	54	15	12	25	0	458	0	659	6	0	33	23	0	4	33	0	6	0	9	7338	1392	2	0	37	0	0	62	5	0	1	47	1	0	0	0	0	0	30	0	2	0	0	8	0	2	0	0	496	665	304	90	10096	47	2	23	18	623	0	0	0	84	510	90	14	1	0	0	1577	0	9	8	0	0	0	0	0	0	0	5	102	138	9	151	3671	0	12	3	0	0	0	0	3	4573	18	0	0	2	0	0	1985	0	0	760	0	1181	2	0	256	99	546	26	0	5	322	166	40	42	79	58	54	48	0	45	0	1809	28	135	1	438	0	0	838	0	2	1255	1	8628	0	0	4	0	3943	91	0	1	1024	0	197	28	0	0	117	0	2063	252	0	580	0	7899	3	0	77	0	19	0	4722	49	4	0	0	0	0	227	448	2	0	180	0	369	0	144	10	36	132	0	4	0	14	0	112	70	314	0	250	0	0	0	67	0	169	4	54	423	0	1	10	0	53	292	0	0	0	10	58	0	52	26	0	234	22	12	0	136	32	0	0	2874	3407	730	8395	5003	4151	1127	1231	651	2209	564	505	2957	3448	708	392	380	972	641	23857	20	30	0	0	2	113	0	14	8	186	1524	6417	112	912	0	13	2166	1	0	0	42	0	147	23	13	746	44	3	221	144	27	0	43	0	8	0	532	0	45	117	0	351	1	17	657	0	0	0	31	24	20	26	0	184	34	0	0	0	94	124	0	13	0	0	0	0	12449	59	0	0	169	7	0	2	7620	70	15	0	36	2	106	0	109	5	18	0	10	102	24	1	7	74
MI33	0	4837	24	5	1281	0	246	25	513	37	0	0	0	0	2	0	0	0	0	28	0	0	28	74	171	3	0	0	0	1607	6	0	0	0	8	0	17	51	26	13	18	15	0	582	0	74	1532	0	105	26	0	282	0	0	465	0	41	0	0	0	100	345	4	0	4	1194	2	0	0	6	12	473	0	72	133	198	0	0	24	0	38	0	0	668	258	1106	0	0	9	24	0	41	499	1	0	155	176	358	332	0	7	122	0	89	1	24	1063	119	152	0	136	85	0	0	0	0	8	0	0	771	348	63	20	10	17	0	8	54	3	2	144	30	0	0	0	22	52	38	4	0	16	17	0	244	436	0	0	0	2	0	0	0	1385	0	0	0	1	34	0	0	68	721	0	6	357	12	0	6	0	150	135	0	0	0	12	0	0	0	0	0	0	0	0	16	0	0	0	6	0	2	0	16	0	0	2	6	159	87	0	0	78	0	0	0	0	2	62	166	0	0	0	36	0	168	26	0	0	6	80	0	0	8118	43	38	94	34	0	19	0	22	0	1	3	211	2	48	0	25	0	43	116	386	0	0	6967	4	90	46	905	113	456	9	195	0	1197	4216	2	5	0	165	242	113	335	81	6	8	4	10	951	213	61	0	757	0	102	0	62	1389	435	43	0	66	21	0	0	0	0	0	0	6	0	1237	95	1866	169	14	0	0	0	0	392	0	21	0	203	0	0	749	22	8	81	13	156	225	131	0	0	0	369	10	0	1578	686	0	10	0	11	26	1	1	1698	0	5	0	0	0	0	0	115	579	6	131	2045	0	544	0	274	245	51	467	20	2465	0	0	333	702	5	826	9854	272	7	0	0	0	0	0	0	7	4	0	0	80	47	0	0	0	89	51	860	0	0	0	3	0	0	0	1	0	0	0	0	37	117	451	0	0	0	0	2	79	0	14	0	145	0	24	791	2	0	22	55	294	0	0	6	0	0	185	120	477	32	15	8	234	147	18	287	214	59	26	0	78	36	50	10	443	747	0	0	0	0	2336	30	0	2	1743	0	180	154	0	0	0	0	357	1697	0	23	2	167	0	283	4734	190	1136	35	124	2	0	6270	36	38	119	151	0	72	0	145	0	0	0	0	10	46	917	12	18	4327	0	8	67	217	30	10	124	1	4	32	0	0	3	0	1009	2	1556	108	0	0	2	23	0	31	0	0	0	46	403	0	226	155	0	0	0	55	0	0	21	0	0	0	0	0	1172	3	0	0	92	293	2522	0	494	57	2	0	0	0	0	0	0	50	11	1054	0	0	0	19	166	2701	611	434	9	22	0	289	42	0	45	1184	0	7	43	295	1516	0	0	193	0	132	265	0	2641	0	19	0	17	22	0	0	246	100	2	1166	154	179	21	0	175	106	555	0	10	0	0	9	2	14	1	0	33	186	0	383	48	0	0	0	0	0	0	115	697	8	711	12	695	0	191	110	1004	0	256	29	2	0	245	0	166	366	690	116	38	2	272	119	0	0	2	0	0	0	1414	0	30	0	38	0	402	166	18	30	2	0	0	25	1517	2	60	0	0	0	20	114	238	32	1735	0	49	0	0	22	78	267	39	111	109	158	0	5	23	0	57	17	108	150	0	0	262	33	1138	980	798	3	0	334	0	1	13	0	0	0	170	11	156	0	118	0	14	97	4	1424	2	175	12	0	0	0	0	0	0	0	7	0	2	3147	160	3	0	1	0	0	4	6	0	4	15	0	31	0	17	2	0	0	0	0	0	13	0	0	0	1214	6	0	1282	11	0	245	19	15	22	7	141	0	0	0	0	16	0	169	0	0	0	962	0	111	11	0	0	8	0	0	0	1	12	14	0	6	142	1284	0	0	0	0	473	5	0	111	669	0	0	0	0	11	86	229	0	0	2	0	493	0	1	51	147	0	0	0	0	92	5375	5174	385	13	61	38	14	0	1	0	356	11	754	1013	0	48	2	262	20	0	371	0	2493	0	32	180	0	2353	23	72	8	756	2	48	0	147	0	0	0	770	388	0	579	0	4862	2	6	201	4	14	4	209	0	9	0	2	2	0	1133	8	70	0	231	17	595	0	217	8	507	55	0	0	4	0	0	213	12	276	0	122	0	0	2	0	0	202	4	131	42	0	11	9	7	6	175	0	3	0	1871	24819	2985	488	357	9784	3937	521	7276	4490	39	0	0	0	22	187	460	23	306	1467	13	40	11	0	0	312	284	24	0	40	0	6	0	1082	702	2	4	0	0	0	0	0	1	354	319	2640	2	320	0	14	1092	0	0	0	34	0	0	30	4	2001	28	0	30	136	64	38	738	0	175	0	0	2	6	0	0	90	2	7	673	2	11	142	87	59	0	116	0	151	89	2	0	0	42	9	0	0	0	0	0	10	9588	15	0	0	68	0	0	8	5361	31	10	2	277	28	352	0	26	13	8	0	0	76	27	0	0	272
MI32	0	52	26	1137	87	0	214	124	370	246	10	0	0	0	0	0	0	0	0	445	0	0	29	3	0	0	0	0	0	418	8	0	0	0	0	0	865	137	0	880	0	64	0	982	0	3280	833	0	4	24	0	0	0	0	18	0	0	0	0	0	0	23	0	0	0	0	14	0	0	0	9	178	0	0	350	0	0	0	0	0	79	0	0	1250	0	734	0	0	1817	143	2	1	50	0	0	85	0	1209	92	0	2	6	0	0	9	0	544	3	32	0	1418	0	12	0	0	0	0	0	0	1364	1265	205	0	0	0	0	0	120	0	1	31	9	0	0	0	0	0	1403	0	0	14	0	0	1411	213	0	0	2	0	85	0	0	2368	81	21	4	6	0	0	6	106	1186	0	0	359	290	0	0	10	200	0	11	0	13	0	7	0	0	0	0	0	0	0	6	0	0	0	0	0	16	0	8	0	4	96	85	1	520	0	0	0	2	0	1	0	12	294	47	1	10	0	0	0	29	0	8	0	0	3020	0	0	6779	114	25	324	6	0	19	0	97	0	0	0	83	0	123	0	0	10	0	135	0	14	0	0	21	58	0	210	501	1454	35	371	0	14	1211	2	21	0	3	14	23	438	0	0	2	0	0	276	12	2	0	2178	0	0	0	2716	78	496	248	0	0	2	0	0	0	0	9	0	6	0	16	257	291	0	18	0	0	0	0	22	0	0	0	41	0	0	325	70	69	0	0	2	91	59	0	0	0	113	2	0	1965	32	0	0	4	0	46	11	208	1440	0	35	45	0	13	0	0	17	251	0	197	1730	0	867	1	897	7	2	916	33	81	0	0	1594	1818	0	2705	5674	76	0	0	0	0	1	0	0	10	0	0	0	330	0	0	0	0	593	429	1319	34	0	0	0	27	2	7	0	0	0	0	0	289	28	0	0	8	0	0	0	0	0	0	0	0	0	79	2	0	0	10	29	354	0	0	1	0	0	217	519	289	224	841	0	0	378	2	0	0	113	23	0	161	98	19	8	717	0	0	0	0	0	0	151	0	0	131	0	379	614	0	0	0	0	24	3520	6	0	0	0	0	863	977	214	0	0	33	2	0	175	0	1234	205	0	0	1037	0	111	0	0	0	0	0	0	502	0	0	977	0	413	420	117	0	2	0	0	0	0	55	0	0	0	7065	58	45	158	0	0	0	0	0	49	0	0	0	527	192	0	0	35	0	0	0	9	0	0	0	3	0	0	0	0	739	0	0	0	101	1160	8088	0	5	7	36	0	0	0	0	0	1	123	0	0	367	0	0	0	11	3560	349	498	0	156	36	350	32	18	715	55	0	255	1047	314	2051	0	24	323	0	145	0	0	2299	1	36	0	6	15	33	0	225	850	0	94	34	936	764	0	338	1	135	0	25	0	3	808	2	25	7	0	57	0	0	948	8	0	0	0	0	0	0	190	2	296	0	0	1656	1	590	20	0	65	269	100	0	0	56	0	132	0	0	275	0	0	1533	579	0	2	81	0	0	6	2227	0	0	0	0	0	26	74	0	159	310	41	0	230	1806	0	0	0	0	0	0	0	480	126	128	0	0	0	0	0	0	0	62	14	717	321	0	322	0	20	306	0	0	246	0	0	240	0	0	2008	2253	17	0	267	6	0	20	42	0	532	7	0	11	0	90	0	26	951	0	862	6	216	367	1	12	0	0	6	12	2	72	0	55	59	39	4	12	1	0	0	0	2	0	0	11	0	7	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	53	0	0	0	19	0	22	833	272	0	0	0	0	2177	40	574	24	0	0	1881	0	0	204	0	0	0	0	0	0	0	0	96	290	0	81	6477	0	0	0	0	0	0	0	143	232	4	0	44	20	0	0	3280	0	0	426	0	426	0	0	25	1151	0	4	28	0	0	0	0	20	308	14	30	46	0	285	0	824	1	0	56	1	0	0	851	0	0	425	0	1533	0	0	66	40	2489	24	0	7	495	1	5	0	0	0	0	0	1450	700	0	643	0	1265	0	0	258	1	0	2	867	11	53	8	0	0	0	1807	0	0	0	335	4	641	0	1361	10	0	171	0	0	0	0	0	1	10	515	0	631	0	190	18	0	0	106	8	1100	70	27	56	280	2	284	2843	755	8441	2607	0	0	0	1809	105	2	2	2	0	0	2623	1	108	0	11	587	256	1	162	57	81	0	0	263	0	960	326	41	116	29	0	0	0	497	2	173	0	0	8	161	123	69	39	28	286	899	0	476	0	0	89	2	0	0	10	0	35	0	0	53	0	0	5	0	7	854	0	0	318	0	0	22	98	2	20	418	1	8	1716	0	0	0	9	0	0	46	0	587	0	0	0	58	32	0	0	0	0	0	0	0	25450	0	0	0	396	161	0	19	718	519	0	0	230	0	0	736	1	5	0	0	3	50	0	4	5	517
