feature	Arthrodermataceae	Aspergillaceae	Ceratobasidiaceae	Chaetomiaceae	Cladosporiaceae	Clavicipitaceae	Cryptococcaceae	Debaryomycetaceae	Dipodascaceae	Glomerellaceae	Herpotrichiellaceae	Malasseziaceae	Marasmiaceae	Mycosphaerellaceae	Nectriaceae	Ophiocordycipitaceae	Ophiostomataceae	Phaffomycetaceae	Pichiaceae	Pneumocystidaceae	Pyriculariaceae	Saccharomycetaceae	Saccharomycodaceae	Schizosaccharomycetaceae	Sclerotiniaceae	Sordariaceae	Trichocomaceae	Trichomonascaceae	Ustilaginaceae
CON26	-5.14238295730551	-6.36782547500191	-10.8484856755518	-5.37317870949611	-5.76750872740371	-6.98520945341544	-9.07540726238702	-1.52975768569069	-7.59497534513717	-6.96351438231613	-9.74420135391166	-10.8852444366012	-8.70767547788655	-6.73039555438662	-7.07346945814553	-7.762817032079	-5.18882564917884	-9.85967857133168	-3.59029211095505	-9.1469605234121	-7.92107911599574	-3.39071519052164	-10.9615943907567	-1.71742966308345	-9.57017195413665	-10.8781175699255	-9.53775047644427	-10.8829440425428	-8.23518770642379
CON27	-6.34943006964039	-5.14673621263185	-10.8484856755518	-4.41319803066181	-5.22460288403786	-6.22718604505187	-7.55689149053096	-4.16767197540783	-7.26384451563071	-5.39420531531876	-9.30691323752268	-8.2427829001029	-7.56994764335641	-6.85945426055139	-5.42352939479872	-6.31238836758876	-4.76446756891922	-9.54395243482354	-5.77387852884531	-7.85945426055139	-4.64567496951964	-2.35624688984833	-9.06590513801887	-1.40842635972201	-9.76634485615997	-7.27449175983022	-6.78906493265998	-7.70745116710634	-5.02937926199369
CON28	-7.50963692756551	-3.99730222693173	-10.8484856755518	-3.09774827284164	-4.45275770712997	-4.78530815907721	-10.7012398078414	-6.41757637457673	-5.93027713307371	-4.19668363637	-10.9508989160503	-9.87700799321402	-7.27293666954517	-4.47715331964158	-4.15290347334717	-6.04108391895965	-3.08910543382259	-10.8596785713317	-6.4764700636303	-10.9939676379421	-5.27412358449561	-3.00541072760017	-9.41233972621058	-2.15741382104521	-8.30169566252661	-8.90615433887357	-7.43340134173841	-7.53787060829444	-7.4984963699603
CON29	-6.50724149492735	-4.88184412980695	-9.02661565402095	-3.20899239650949	-4.0922039956485	-4.94103992231485	-8.17861874746599	-6.20558579506625	-5.91855590816347	-5.18755187223598	-9.71111382829304	-7.57595424501136	-8.17861874746597	-5.78375913012476	-4.97543693009536	-5.91484240536441	-3.35607742159369	-8.68557873618587	-5.68241839529254	-10.9939676379421	-4.97930993924257	-3.02962440389326	-10.9615943907567	-1.70910254253452	-7.10061623546471	-8.5184687503506	-6.59960551307601	-9.34854374890834	-6.05494437707942
CON30	-5.46516798818644	-4.52182815577516	-8.48251523175034	-4.44897381637108	-4.74090327272776	-5.60382152797248	-7.80250552239621	-5.04582607485159	-7.34219394335294	-5.56224242422108	-10.9508989160503	-10.8852444366012	-8.45181843452744	-5.31086760915902	-6.47864222260314	-6.19195130777232	-4.76664547303964	-10.8596785713317	-5.37421561640346	-6.89239102591341	-5.11028205501491	-2.75371695845554	-6.88212269045959	-1.2438023230252	-7.31431491077749	-10.8781175699255	-7.32123432471728	-8.24031432933374	-5.70200192191138
CON31	-6.28237928419755	-5.95625120078091	-9.53451904892805	-5.65732013825634	-5.89387241562921	-6.28659153548446	-7.22062827310611	-3.74082543292638	-8.32940461902344	-6.93625972559344	-10.9508989160503	-7.27817929566827	-9.94955654820692	-6.17306258985405	-5.47322286965918	-8.40066330219327	-6.39610502023096	-10.8596785713317	-5.95289999128126	-6.59070188432117	-5.80659859436485	-2.4777308257514	-6.41442520343774	-0.958454670125105	-8.29505311423268	-8.49499068474143	-8.07508743029076	-8.19664941017169	-7.50477170553401
CON32	-4.70082457996254	-5.74739307055533	-7.98070677826913	-4.63292051546073	-5.13441619366458	-5.79382864354561	-8.38554851044211	-4.21111508332801	-7.87708414719498	-5.9503331292256	-9.01173367388974	-9.83485591180576	-8.12590469380908	-5.74087976359665	-6.30487483485438	-6.46383326739014	-5.04745559612371	-8.86287028797529	-5.05551536591766	-6.19990527525283	-5.23608761155948	-2.63329744427826	-5.97305320572568	-1.23866615566125	-6.89867100940311	-8.95033312922563	-9.32584226431782	-8.3855485104421	-7.14297820716801
CON33	-7.06806533495183	-5.28474410509387	-9.51285017762479	-4.51786825239134	-5.26492266418113	-6.23431467825075	-8.03891898929234	-3.77989764596513	-7.31354136940132	-5.73635621927187	-8.43484766562345	-7.58123715260497	-7.85834674365051	-6.62388149001346	-6.26211313059431	-6.3193704482035	-4.68089789182635	-10.8596785713317	-5.49624821028759	-6.70549525556711	-4.877568723588	-2.4277466092483	-9.87542025700942	-1.29673308171475	-9.22334356042974	-7.66782483760108	-7.7920042488218	-7.52627069338706	-5.82894582720993
CON34	-6.94170225325387	-4.57175264350355	-10.8484856755518	-3.71614255283872	-4.94447933792443	-5.21252600719321	-10.7012398078414	-9.17242750864549	-6.80419872950393	-5.23275103525725	-10.9508989160503	-10.8852444366012	-6.42491125517428	-5.90878763078112	-5.21923622878276	-6.33471344620271	-3.59556360477461	-10.8596785713317	-4.7400683920842	-10.9939676379421	-5.09988392162803	-3.49748372856306	-10.9615943907567	-1.1284143754425	-10.9585027164693	-10.8781175699255	-10.7322428143811	-10.8829440425428	-5.96971662942345
CON35	-6.74683865265309	-3.87293253768686	-10.8484856755518	-3.74374605759769	-4.21978120787991	-5.0167001933825	-9.56663067794899	-5.82312223791593	-7.19317228242146	-5.9744001767637	-8.70413420169883	-9.52356195605706	-8.23598536596045	-5.65102286523927	-6.34892995193718	-6.39670567650658	-3.53154001348054	-8.77813478314261	-5.34892995193717	-8.34423825661248	-4.49078691996539	-3.24306408766579	-8.75304380217982	-1.41089248274259	-8.07186598619935	-9.18476004260527	-8.65682848692049	-8.2534727926893	-6.1231847634843
CON36	-5.86005234514727	-4.70458539639865	-10.8484856755518	-4.71082633637279	-5.8554357170769	-6.59856010412189	-10.7012398078414	-9.17242750864549	-6.6942434521772	-4.68193019073834	-10.9508989160503	-10.8852444366012	-10.9495565482069	-5.34455466408922	-6.17967027934743	-9.40066330219327	-4.50520962778717	-10.8596785713317	-5.8554357170769	-10.9939676379421	-4.3413235428262	-2.41838500598581	-10.9615943907567	-1.06563647879716	-10.9585027164693	-7.01617154706455	-10.7322428143811	-10.8829440425428	-6.88806672131688
CON37	-10.9632863218059	-4.62880155946069	-10.8484856755518	-3.49389014762116	-4.57684293697647	-4.77426283008146	-10.7012398078414	-5.87927485623805	-6.74089137208212	-4.92102383871096	-10.9508989160503	-10.8852444366012	-5.99515556828818	-5.90861881782019	-5.82698034879583	-5.72340394535328	-3.69011363593281	-7.6554998808515	-6.09844337670021	-10.9939676379421	-4.56122497616161	-3.0970351823074	-10.9615943907567	-1.40560996169943	-10.9585027164693	-7.37052292213701	-10.7322428143811	-10.8829440425428	-5.35697639029906
CON38	-6.65743496352272	-4.18947507350402	-10.8484856755518	-3.51832854406218	-4.46332049651333	-4.81467470533391	-10.7012398078414	-6.09353407832939	-6.60356809154399	-4.43616308208017	-10.9508989160503	-10.8852444366012	-10.9495565482069	-5.01608999290404	-5.7505443679142	-6.13114837012916	-3.77479191416087	-10.8596785713317	-6.15309092300984	-7.26213368230513	-4.45648306645977	-3.09751759224788	-10.9615943907567	-1.57297316912323	-10.9585027164693	-7.56628707546454	-7.75473216487762	-7.14757391804229	-5.42945286049062
