ID,MI35,MI33,MI32,MI38,MI36,MI34,MI37,MI27,MI28,MI29,MI31,MI17,MI21,MI20,MI24,MI23,MI26,MI19,MI18,MI15,MI25,MI22,MI14,MI16,MI1,MI2,MI3,MI4,MI5,MI6,MI7,MI8,MI9,MI10,MI11,MI12,MI13,CON1,CON2,CON3,CON4,CON5,CON6,CON7,CON8,CON9,CON10,CON11,CON12,CON13,CON14,CON15,CON16,CON17,CON18,CON19,CON20,CON21,CON22,CON23,CON24,CON25,CON26,CON27,CON28,CON29,CON30,CON31,CON32,CON33,CON34,CON35,CON36,CON37,CON38,CON39,CON40,CON41,CON42,CON43,CON44,CON45,CON46,CON47
Chagas disease,0.022,0.497,0,0.067,1.576,0.05,0,0.333,0,0,0,1.026,0,0,0.036,0,0.02,0,0.037,0,0,0.028,0,0.088,0,0.038,0,0,0.028,0,4.025,0,9.148,0,0.055,0.053,8.811,1.06,0,0,0.313,0.037,4.77,0,0.799,0.095,0.061,0.057,0,0.066,0.113,0,0.029,3.434,0,0,0.184,0,0,0.14,0.032,2.202,0.48,0.165,0.076,0.7,0,9.49,0,0.393,0.303,0.024,0,0,0.101,0,0,0,0.022,0.304,0.087,0,0.148,0.065
Chemical carcinogenesis - DNA adducts,0.125,4.731,0.827,4.368,33.912,7.057,1.896,10.375,0.242,1.374,1.491,18.184,0,0.17,0.632,0.808,0.233,1.91,103.634,32.482,12.847,0.806,0.302,0.25,1.656,0.306,0.139,35.674,17.884,0.711,68.514,3.104,145.107,20.419,0.306,5.01,158.546,23.85,5.322,0.162,10.513,1.682,41.792,0.327,4.704,0.175,0,0.474,0.683,8.506,0.771,0,5.47,26.859,3.708,4.355,17.004,13.846,53.685,10.339,0.849,32.987,22.07,6.027,2.21,10.192,3.287,3.21,0,6.098,10.51,4.414,0.721,5.986,8.997,3.359,1.274,1.562,47.058,17.667,26.369,0.229,25.787,4.132
Chemical carcinogenesis - reactive oxygen species,70.102,79.383,169.767,183.084,245.763,133.722,72.527,72.158,84.698,61.385,103.224,301.105,26.301,1.827,6.799,8.512,28.174,75.937,142.178,171.057,39.44,97.092,74.856,33.86,123.563,152.849,133.9,207.788,190.323,182.87,257.622,108.167,229.986,108.452,128.94,23.682,254.231,104.171,96.908,115.654,113.374,97.3,102.32,18.286,86.644,27.416,87.926,201.104,2.503,105.223,321.743,91.677,47.837,64.824,33.007,52.758,121.854,81.453,384.229,52.799,19.25,206.157,72.022,139.621,13.155,102.619,57.448,153.115,31.046,72.619,84.83,92.334,16.036,100.792,110.892,108.136,27.054,30.838,233.683,52.794,112.653,16.383,114.756,44.475
Chemical carcinogenesis - receptor activation,159.452,166.01,172.022,209.625,240.481,149.206,165.46,128.225,184.704,186.428,148.305,181.212,205.245,50.012,212.182,146.485,108.817,166.04,279.883,51.713,179.863,147.655,184.918,172.175,152.673,143.532,168.739,192.599,190.733,161.155,278.718,178.045,363.531,110.104,177.119,60.842,356.75,224.414,80.642,155.059,150.66,193.375,162.014,30.977,186.012,13.039,210.202,161.768,41.673,216.463,154.182,224.558,202.924,248.325,189.997,114.524,167.794,169.055,239.457,146.77,150.259,252.532,268.242,184.37,147.448,183.687,170.195,232.468,91.841,143.433,159.354,222.298,173.01,173.091,189.99,182.612,203.327,196.867,226.105,242.057,180.92,167.716,234.356,143.125
Chemokine signaling pathway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0
Chloroalkane and chloroalkene degradation,118.373,106.535,117.041,112.011,76.433,92.674,83.052,52.682,127.82,135.785,119.686,73.157,75.863,82.279,98.899,146.252,106.912,312.986,164.135,399.427,154.205,123.149,123.191,140.226,100.976,82.495,86.358,53.046,123.857,81.658,94.276,111.907,193.04,135.006,83.043,87.238,167.559,107.01,59.014,76.898,109.42,165.708,175.314,57.85,142.609,17.164,71.401,27.525,67.427,137.03,36.706,126.406,114.194,233.733,116.528,105.052,111.696,104.649,157.336,72.393,101.858,93.489,127.728,116.385,127.783,102.13,144.807,191.522,177.861,133.603,165.982,160.072,81.626,121.498,72.562,84.302,137.15,103.706,205.65,118.753,124.732,85.225,163.764,154.243
Chlorocyclohexane and chlorobenzene degradation,0,8.211,1.709,9.934,25.57,10.553,0,0,0,0,0,0,0,0,1.156,0.776,0,0.337,0,75.447,1.016,0,0,0.175,0,0,0.057,0,47.938,0.383,0.12,0,21.3,2.255,0.06,0,1.434,0.791,0.252,0,3.657,0,6.448,2.12,2.93,0,0.318,0.175,0,16.142,0.264,0,5.021,1.367,9.125,5.459,1.52,0.181,135.599,0.312,0.095,8.511,12.172,9.474,2.354,5.708,52.477,4.044,0.26,6.286,12.096,10.368,0.228,16.643,0.633,0,0,2.907,146.569,0.335,64.517,0,39.526,178.565
Cholesterol metabolism,38.098,27.554,111.229,99.128,22.189,131.665,33.859,40.979,67.015,76.512,50.963,14.516,30.852,12.138,10.794,45.384,44.997,67.794,54.811,1.493,105.364,46.335,85.556,114.348,38.071,73.328,52.098,197.905,35.502,64.056,70.615,30.866,33.217,34.884,43.211,17.958,27.902,25.772,17.069,58.049,32.114,31.769,214.301,20.277,59.872,7.182,38.154,48.64,0,40.427,50.704,91.219,119.153,13.407,93.95,56.993,164.316,41.173,56.113,26.143,40.209,0,19.662,65.998,6.148,13.935,15.49,86.621,37.303,160.234,53.088,28.181,37.119,30.7,51.306,49.781,16.606,41.881,20.164,24.04,14.557,193.446,33.438,12.443
Cholinergic synapse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0
Circadian entrainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0
Circadian rhythm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrate cycle (TCA cycle),1353.684,1329.727,1329.35,1705.993,2284.695,1098.708,1165.233,1177.147,1210.433,1172.99,1159.332,1588.507,1137.993,383.829,1381.609,825.519,773.186,1222.965,1849.727,565.369,1132.637,1229.561,1220.91,1048.982,1347.799,1464.87,1595.416,1689.695,1572.476,1896.959,2142.728,1451.636,2404.956,1446.462,1264.534,665.278,2236.636,1762.562,1643.796,1433.44,1541.024,1442.295,1267.38,843.935,1319.667,623.692,1479.503,1713.201,1007.451,1357.698,1821.767,1738.512,1053.541,1662.971,1192.475,1236.907,1074.478,1572.003,1826.997,925.909,862.696,1887.554,1593.021,1961.416,1051.726,1438.751,1256.062,1567.906,1013.603,1527.871,1341.604,1326.356,1054.97,1505.223,1449.929,1814.498,1216.908,1091.116,1448.779,1263.584,1212.865,910.673,1588.297,932.91
Cobalamin transport and metabolism,144.078,148.364,176.82,306.078,290.264,102.741,174.158,128.244,96.538,116.003,116.18,108.775,103.714,8.171,37.921,8.689,42.492,88.437,57.234,34.161,44.459,136.21,141.311,73.611,191.072,239.187,243.337,266.425,233.391,263.661,272.158,200.982,100.324,54.254,194.092,50.953,97.956,130.228,69.148,190,184.935,172.762,51.776,22.643,134.406,16.491,159.645,230.835,24.363,148.413,268.294,193.017,54.459,67.537,115.474,44.831,129.518,115.874,203.604,36.601,71.506,80.938,21.167,243.502,55.895,133.569,156.23,176.449,71.588,116.977,69.369,130.319,102.57,133.825,192.092,185.551,58.179,47.535,77.143,115.995,66.413,31.712,76.913,231.46
Cocaine addiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0
Collecting duct acid secretion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorectal cancer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coronavirus disease - COVID-19,0,0,0,0,0,0,0,0,0,0,0,0,4.376,0,0,0,0,0,0,0,0,15.313,0,0,0,0,0,0,0,0,0,0,0,0,0,65.725,0,28.805,72.413,0,0,54.187,0,0,0,0.313,0,0,0,0,0,0,6.463,0,0,0,0,0,0,0,5.449,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098,0,0
Cortisol synthesis and secretion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0
Cushing syndrome,2.585,16.249,3.948,0.562,0,9.172,4.566,2.712,3.757,1.565,5.199,4.287,14.772,1.224,6.582,26.558,28.004,0.472,1.172,0.087,1.426,37.498,14.991,2.267,8.571,1.755,9.503,0.209,8.836,0.516,15.172,6.086,0.897,15.813,3.741,43.81,0.858,4.332,18.512,6.37,4.492,7.905,0,0,19.493,0,3.216,0.24,5.383,1.2,2.577,0.368,1.416,0.056,10.723,0.233,1.985,6.823,0.323,0.039,15.185,0.058,0.599,7.328,10.256,17.886,1.178,1.553,36.751,1.556,2.439,1.637,1.478,0.791,1.909,0.269,0.67,1.272,1.394,4.823,17.967,0.36,2.694,9.957
Cyanoamino acid metabolism,712.785,707.303,799.986999999999,955.267,1267.028,519.285,549.555,1395.973,629.296,526.469,676.378,646.785,640.385,144.486,594.978,917.062,569.386,679.292,498.621,130.188,757.311,622.804,492.971,670.986,618.109,700.394,737.347,682.561,668.724,923.711999999999,665.887,701.363,661.314,769.121,655.949,236.7,610.969,601.583999999999,504.001,775.774,796.888,624.752,1371.851,1074.298,566.177,748.951,727.182,880.066,1505.651,677.835,1429.022,808.697,524.731,600.6,668.496,1227.069,712.16,885.407,888.596,679.96,554.817,1205.209,588.455,551.329,842.382,827.601999999999,779.823,745.206,926.992,587.927,768.613000000001,792.286,635.436,816.558,611.897,672.482,1091.827,661.617,664.555999999999,601.075000000001,564.267,698.145,668.796,595.157
Cysteine and methionine metabolism,3759.024,3441.917,3230.319,3340.937,3000.141,2839.658,3493.563,3289.13099999999,3397.927,3364.443,3606.173,2678.743,3566.548,1214.788,4127.431,3616.905,3273.886,3853.669,2703.688,516.913,3315.09,3181.633,3167.23,3474.896,3042.897,3152.106,3092.835,3024.028,3372.127,3612.277,2914.557,3398.771,3511.353,3348.532,3057.045,1893.922,3366.731,3800.898,3209.528,3663.185,3391.596,3470.711,2726.142,3811.145,3434.016,3376.501,3863.581,3268.349,3947.929,3647.532,2753.897,4104.089,3227.81599999999,3685.509,3783.214,4003.515,3049.087,3916.972,3417.637,2890.002,3275.80500000001,4092.425,3451.857,3922.261,4072.985,3393.795,4263.79299999999,3334.307,4256.644,3085.251,3340.07,3347.439,3497.787,3665.177,3324.605,3804.622,4117.459,4257.625,3506.046,3775.985,3301.077,3314.049,3870.176,4992.85999999999
Cytoskeleton in muscle cells,247.539,240.197,255.099,251.69,201.784,257.406,218.115,202.425,315.139,217.851,259.511,154.965,296.757,85.338,254.287,217.536,200.894,312.354,150.249,247.995,249.287,246.184,255.056,252.465,168.352,218.339,239.638,177.843,252.293,211.334,144.65,257.775,160.403,200.404,209.47,100.753,152.487,230.886,107.173,249.392,250.24,284.569,120.106,152.533,221.796,97.151,273.175,183.121,180.287,235.897,172.987,307.921,256.45,204.417,222.27,207.323,177.611,232.836,233.585,271.403,208.811,221.058,238.618,313.297,266.497,256.999,304.766,246.971,324.625,318.777,200.446,257.881,244.39,235.119,203.028,190.013,257.714,277.282,209.373,185.758,237.247,323.364,242.263,380.115
Cytosolic DNA-sensing pathway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D-Amino acid metabolism,783.994,772.869,741.16,903.003,749.88,772.457,748.31,533.44,730.611,832.144,865.175,636.305,668.93,339.032,694.177,851.206,589.915,941.641,675.138999999999,104.069,794.179,680.986,663.253,669.624,636.298,719.093,656.207,926.976,749.359,911.582,838.77,799.539,966.654,819.559,572.636,359.858,873.112999999999,683.924,555.229,830.261,739.113,846.226,457.667,574.501,720.297,444.186,689.802,755.163,561.215,780.343,630.101,1010.956,588.447,880.241,685.587,808.711,584.272,822.237999999999,656.359,619.298,647.343,838.804,821.262,736.388,613.873,608.59,1027.291,987.096,1136.779,635.467,828.744,816.685,747.248,711.052,711.289,783.24,832.643,767.59,671.118,898.631,638.043,516.968,868.095,1223.377
DNA replication,3286.247,3062.868,3032.642,4082.69200000001,3625.327,3142.196,2573.665,2945.72,2795.519,3544.225,3153.437,3006.529,3186.592,1332.679,3989.704,4230.356,3936.06,3098.656,2903.546,822.688,3897.685,3096.053,2590.44,3230.257,3116.13,2972.993,4306.017,2286.627,3545.46199999999,3240.365,3279.925,3418.876,3621.082,3205.654,2754.001,5798.252,4186.339,3683.353,3420.348,3382.931,3259.415,3473.96600000001,3718.903,6333.957,3456.854,2944.522,3224.867,3246.635,3293.365,3350.807,3563.856,3474.338,3276.969,3434.919,3111.816,3566.957,3564.632,3485.525,3147.50699999999,3044.405,3192.71,3178.593,3704.002,3667.10400000001,3520.038,2899.363,3374.898,3537.937,3207.371,4125.474,3064.296,3029.452,2447.96499999999,3666.477,3293.138,3233.47,3823.708,3244.86,3327.365,3077.264,2698.787,2727.99,2977.071,3098.054
Degradation of aromatic compounds,507.331,461.49,384.562,509.649,709.72,521.934,260.642,269.935,391.408,1049.276,438.069,436.456,610.529,365.144,512.012,545.298,394.873,977.065,561.847,1204.224,427.2,461.627,555.633,368.138,274.409,518.646,258.678,245.06,844.21,215.141,541.26,467.986,1739.56,516.427,339.725,311.164,1408.79,450.146,226.149,370.742,584.544,609.633,472.208,210.916,370.697,351.188,254.102,259.114,182.198,659.086,293.921,693.823,303.086,1074.817,402.833,469.426,359.892,577.512,1684.577,228.317,554.217,388.123,393.966,573.562,349.099,267.69,612.992,580.657,919.057,380.222,711.482,466.093,299.691,539.074,332.36,308.968,196.564,420.997,1775.858,361.247,920.793,475.125,894.435,667.51
Degradation of flavonoids,360.163,358.47,505.757,568.914,1109.914,305.837,299.208,664.74,406.986,246.102,523.953,453.868,348.342,64.993,304.191,386.024,319.875,331.927,256.272,54.301,333.284,275.406,293.678,351.112,410.824,421.497,467.344,532.742,326.712,633.501,407.929,431.602,354.906,572.212,420.897,101.49,360.99,367.813,287.762,440.288,454.207,332.46,1099.874,576.161,273.927,297.744,455.947,532.436,640.673,425.053,1454.826,577.713,235.957,304.958,359.967,742.782,553.232,495.941,584.162,483.731,252.178,1274.581,341.896,298.438,572.025,512.313,386.49,521.08,597.705,402.317,496.501,406.301,388.291,499.647,344.262,417.54,596.26,472.686,400.307,390.628,229.563,305.043,482.106,233.649
Diabetic cardiomyopathy,407.497,296.333,387.435,422.137,324.123,313.81,312.97,295,275.859,271.24,365.303,258.154,369.764,144.166,291.681,344.959,270.37,463.464,363.406,274.07,357.203,372.279,329.594,304.853,299.764,336.332,351.933,367.949,401.273,363.973,339.252,465.284,355.829,413.836,346.721,203.759,335.459,317.641,205.339,326.526,444.927,418.754,438.531,98.975,386.017,23.33,346.37,328.032,141.985,378.634,261.517,404.694,385.162,427.2,452.633,211.539,310.447,380.249,359.637,304.841,317.26,477.346,281.788,519.205,239.806,270.916,479.547,483.226,511.005,511.427,311.676,324.161,389.404,343.567,352.413,307.884,301.154,279.623,289.784,495.275,412.906,377.718,319.383,643.653999999999
Dilated cardiomyopathy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0
Dioxin degradation,217.016,120.765,113.733,113.508,168.896,145.986,93.491,62.052,95.729,195.9,162.573,144.895,12.49,113.44,31.054,193.589,48.437,629.232,61.139,190.84,105.484,54.478,83.021,84.169,21.081,45.348,31.415,79.683,188.456,41.006,124.433,212.738,207.753,225.316,87.169,63.908,135.443,47.874,63.824,52.725,261.654,95.29,138.313,51.963,30.479,6.439,52.31,16.991,109.214,94.777,139.407,51.119,61.7,90.97,108.272,49.477,15.386,52.411,380.449,20.651,31.692,25.086,52.819,153.46,34.265,20.157,277.355,57.561,561.561,23.434,100.349,112.137,81.496,46.146,27.666,49.163,19.114,49.2,298.576,51.261,163.238,17.251,150.033,170.501
Dopaminergic synapse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0
Drug metabolism - cytochrome P450,11.05,10.686,8.545,11.911,44.312,18.52,1.896,10.375,0.829,1.448,17.614,19.645,0.192,5.763,2.418,2.422,1.436,44.88,103.81,55.25,18.311,1.214,2.301,1.999,1.714,0.49,0.391,38.482,30.579,1.208,68.57,15.458,152.727,29.203,0.619,7.001,163.371,24.074,5.322,0.235,20.64,4.273,54.016,5.666,7.176,0.175,2.522,0.544,0.683,13.912,6.576,0,6.751,33.454,6.886,8.384,17.48,14.648,90.231,10.411,3.055,36.123,26.764,6.027,3.777,12.383,25.007,16.72,39.681,8.223,19.772,8.247,6.043,11.043,9.483,3.936,1.876,4.22,82.44,19.144,44.229,1.215,37.251,14.63
Drug metabolism - other enzymes,2128.307,1768.443,1447.007,1984.871,1830.739,1493.608,1407.185,1972.382,1684.206,1816.014,1679.333,1411.446,1415.255,3454.086,1483.408,2317.886,1560.886,1912.958,1733.456,1870.315,1702.952,1473.458,2062.61,1741.678,1412.076,1728.879,1751.002,1573.887,1894.508,1620.358,1801.437,2046.735,2130.591,1877.776,1570.179,2885.504,2198.658,1499.125,1177.458,1704.293,1919.149,1824.904,2340.23,1938.394,1477.355,1431.726,1429.487,1388.71,2495.387,1738.59,1460.385,1722.72,1382.423,1896.467,1700.322,1655.883,1410.014,1857.443,2015.633,1549.448,1181.521,2432.701,2226.411,1658.011,1501.554,1523.426,1880.184,2224.651,2148.947,1508.87,2530.86,1913.777,1420.493,1606.063,1721.225,1857.694,1524.08,1679.942,1874.883,1499.622,1857.837,1684.28,1615.162,1662.766
EGFR tyrosine kinase inhibitor resistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Efferocytosis,2.348,0.709,1.15,3.568,0.635,0.499,0.737,2.205,2.664,0,0.08,0,0.131,1.448,1.38,0,4.424,0,3.724,0,2.957,3.573,1.996,1.464,2.227,4.118,1.182,0,3.421,1.021,0.149,1.668,0.816,0,1.431,1.327,1.176,1.507,0.28,0.586,11.385,0.864,0,0,5.499,0,1.586,4.232,0,5.922,0,4.115,0,0,1.409,0,0,3.911,3.633,0,0.205,0,0.035,2.493,1.049,1.598,1.449,0,0,2.576,0,0,0.171,1.455,0.889,0.843,1.79,2.976,0.346,1.083,0,0.556,1.644,1.497
Endocrine and other factor-regulated calcium reabsorption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0
Endocrine resistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0
Endocytosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0
Epithelial cell signaling in Helicobacter pylori infection,172.09,197.82,95.873,157.405,122.99,58.96,134.512,127.007,110.472,174.917,127.526,113.356,161.397,118.473,164.093,127.891,112.187,117.513,296.252,301.709,199.166,200.663,223.118,174.76,123.42,110.304,104.024,71.293,212.227,229.483,139.204,133.768,275.121,174.256,163.818,107.563,513.318,155.631,108.155,191.5,147.561,222.104,183.672,19.184,148.241,21.719,148.519,84.363,49.885,159.41,46.31,367.246,114.072,406.896,158.691,279.178,88.137,192.443,173.657,108.839,116.896,162.019,228.311,176.885,146.447,133.943,143.054,337.309,164.032,154.253,316.757,353.37,98.846,152.513,154.183,175.395,144.046,112.053,203.207,185.363,178.61,76.447,317.406,105.293
Epstein-Barr virus infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Estrogen signaling pathway,159.327,161.279,171.195,205.257,206.569,142.149,163.564,117.85,184.462,185.054,146.814,163.028,205.245,49.842,211.55,145.677,108.584,164.13,176.249,19.231,167.016,146.849,184.616,171.925,151.017,143.226,168.6,156.925,172.849,160.444,210.204,174.941,218.424,89.685,176.813,55.832,198.204,200.564,75.32,154.897,140.147,191.693,120.222,30.65,181.308,12.864,210.202,161.294,40.99,207.957,153.411,224.558,197.454,221.466,186.289,110.169,150.755,155.209,185.772,136.431,149.41,219.545,246.172,178.343,145.238,173.495,166.908,229.258,91.841,137.335,148.844,217.884,172.289,167.105,180.993,179.253,202.053,195.305,179.047,224.39,154.551,167.487,208.569,138.993
Ether lipid metabolism,8.903,32.764,0.133,25.025,4.331,0,0.751,1.233,0,0.185,0,0,1.62,0,14.4,1.788,14.276,0,3.305,0,0.148,28.484,2.937,30.088,0.884,4.08,0.705,0.223,6.357,5.171,0,3.372,0.444,0,7.908,0.682,16.016,3.189,6.23,1.126,2.484,0.803,7.182,0,4.791,0,2.281,6.573,0,1.241,0,0.436,0.492,0,2.827,0,0,3.765,0.339,0,0.207,0,0,2.093,0,21.018,1.156,0,0.214,6.738,0.1,0,0.286,10.192,4.295,0.175,0.543,0.065,2.5,5.762,0.244,0,12.883,10.212
Exopolysaccharide biosynthesis,490.182,474.027,565.324,661.640999999999,861.234,366.493,365.948,452.914,463.058,338.986,453.095,406.786,537.277,59.389,514.454,191.288,225.964,351.604,784.214,97.235,366.568,367.58,389.528,421.724,345.985,329.574,599.199,762,476.204,513.239,723.375,362.296,1031.106,378.782,460.396,254.335,1509.764,500.226,293.839,500.122,486.973,462.158,757.846,156.22,454.188,47.936,416.782,528.477,204.043,300.568,823.856,471.893,261.948,531.033,519.08,279.803,314.279,463.101,433.782,328.94,359.089,746.801,333.144,485.203,266.902,444.631,406.995,534.312,356.647,457.201,388.859,290.284,396.952,432.28,496.769,439.455,494.457,324.598,379.346,535.061,381.823,172.367,456.736,368.791
Fanconi anemia pathway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0
Fat digestion and absorption,40.354,49.161,45.788,15.467,32.749,132.773,30.468,47.377,94.899,34.842,44.7,16.626,27.931,7.334,115.881,9.239,27.44,52.765,93.89,19.252,64.534,35.638,37.917,79.044,26.367,37.458,41.673,37.871,62.204,15.57,48.179,64.197,35.719,24.369,36.422,46.112,160.348,112.469,11.645,20.952,72.43,56.378,123.603,155.39,36.706,223.004,109.551,36.445,82.777,70.344,30.983,41.888,84.379,46.996,59.172,16.577,16.001,59.087,68.304,18.063,44.534,11.38,15.213,26.179,52.708,56.431,62.729,52.161,41.528,31.266,33.282,27.622,41.075,64.399,40.957,17.316,74.651,110.851,78.876,56.37,63.303,22.836,120.028,63.354
Fatty acid biosynthesis,1062.784,1518.922,1156.072,1321.713,1532.069,824.87,977.004,1086.405,1228.258,1109.6,1376.611,662.071,1569.598,355.913,1447.864,721.5,468.286,770.949,1021.233,210.684,1133.631,966.475,1235.544,1125.557,1124.378,1254.84,1340.948,1497.425,1434.938,1669.841,1448.268,1125.437,1867.019,929.567,1002.523,363.702,1809.258,1482.639,617.156,1406.92,867.187000000001,1332.113,542.33,389.682,779.146,50.007,1592.888,1295.314,240.905,1297.397,1218.878,2019.467,897.471,1321.941,890.910999999999,1233.606,644.009,1060.338,1318.998,1165.546,1068.448,911.71,688.793,1315.923,947.064,1260.223,1373.356,1517.14,999.515,899.648,1367.233,1374.836,916.224,1227.448,1274.544,1426.14,1099.071,1281.801,1168.969,1171.278,1004.116,844.744,1658.81,1259.689
