ID,MI35,MI33,MI32,MI38,MI36,MI34,MI37,MI27,MI28,MI29,MI31,MI17,MI21,MI20,MI24,MI23,MI26,MI19,MI18,MI15,MI25,MI22,MI14,MI16,MI1,MI2,MI3,MI4,MI5,MI6,MI7,MI8,MI9,MI10,MI11,MI12,MI13,CON1,CON2,CON3,CON4,CON5,CON6,CON7,CON8,CON9,CON10,CON11,CON12,CON13,CON14,CON15,CON16,CON17,CON18,CON19,CON20,CON21,CON22,CON23,CON24,CON25,CON26,CON27,CON28,CON29,CON30,CON31,CON32,CON33,CON34,CON35,CON36,CON37,CON38,CON39,CON40,CON41,CON42,CON43,CON44,CON45,CON46,CON47
2-Oxocarboxylic acid metabolism,3353.551,3243.942,3172.589,3648.879,3159.048,2415.479,3490.919,3354.756,2946.067,2833.782,3252.435,2271.151,3102.87,1216.529,3058.449,3970.472,2931.553,3392.997,2443.261,422.433,3343.411,3625.897,2817.122,3193.297,2983.683,3256.5,3185.001,2439.489,3139.333,3434.631,2817.81,3190.449,3033.776,3304.883,2909.12,1301.746,2394.649,2935.123,3909.422,3620.188,3095.453,3247.408,3314.385,4058.328,3209.91,3079.528,2997.813,3466.272,4960.224,3306.234,3282.549,3558.628,3155.988,3410.097,3722.318,3818.083,2836.27,3634.788,3240.134,3279.536,2693.441,2496.497,2592.167,3908.093,3688.509,3329.816,3389.234,3023.862,3338.718,3173.936,3127.926,3391.595,2425.182,3555.906,3096.714,3874.952,3383.563,3125.665,3184.478,2529.414,3076.527,4066.769,3202.027,2663.7
ABC transporters,7711.13700000001,7608.33700000001,6680.78899999999,6351.741,6485.36400000001,6667.09300000001,8417.976,7071.525,7983.29699999999,6366.783,8516.05200000001,7019.835,6729.679,2893.53,8136.56099999999,9681.10199999999,8016.42099999999,7535.12899999999,8286.40900000001,2811.923,8353.38300000001,7044.18799999999,7306.115,7404.729,6237.145,6441.489,5947.791,5670.371,8130.153,6827.938,7919.36700000002,6435.80299999999,11716.068,11187.605,6790.44300000001,3154.08699999999,10928.625,7902.34,8229.91899999999,7625.995,6804.398,6994.265,10161.337,8627.99499999999,7136.45000000002,7202.64299999999,8255.40099999999,6588.78799999999,9414.02900000001,7857.59800000002,5758.818,9317.708,7737.493,10478.492,7363.92199999999,9775.95900000001,8963.6,8381.30000000002,9780.062,10315.177,6044.41200000002,10429.373,10568.407,7188.94099999999,8819.664,7788.44399999999,9002.31099999999,10658.232,10560.832,7538.07099999998,8149.004,8197.38899999999,6150.58699999999,7991.113,6753.62399999999,8175.71099999998,8423.155,9637.18299999999,10496.653,6925.59200000001,7739.47699999999,9751.16900000001,9746.43600000003,9603.08399999998
AMPK signaling pathway,149.515,180.449,176.939,206.167,127.295,148.176,167.358,119.988,181.44,162.955,202.394,164.45,166.473,48.153,181.431,148.533,131.86,202.321,88.546,11.357,145.764,151.024,153.8,195.35,151.58,188.594,192.592,110.869,200.375,115.871,95.93,148.167,126.337,170.461,151.972,54.522,107.185,198.721,68.555,181.917,164.79,120.13,195.764,33.732,161.251,40.124,207.161,184.337,105.774,172.076,97.162,220.177,164.582,134.399,155.112,128.012,177.262,124.885,175.916,175.543,128.324,208.102,274.892,153.542,159.122,184.082,181.554,261.978,154.487,167.271,146.07,135.66,133.667,147.818,135.753,179.581,226.872,209.653,208.023,140.679,106.003,206.846,221.788,176.817
ATP-dependent chromatin remodeling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0
Acarbose and validamycin biosynthesis,417.983,447.563,418.584,592.771,329.497,422.316,414.738,700.383,416.429,615.94,432.429,476.831,465.555,151.242,474.262,749.699,486.692,544.948,260.051,42.629,480.315,610.547,278.917,397.696,319.85,406.779,427.06,268.933,403.862,446.565,319.67,413.511,437.284,890.27,328.612,224.782,215.561,584.532,1546.303,387.247,624.688,537.549,360.772,523.385,334.865,1733.296,374.882,467.194,1960.948,468.683,567.487,403.851,447.868,277.824,495.222,496.552,309.225,742.319999999999,375.496,316.291,477.154,597.926,523.097,305.617,1264.672,362.543,444.874,394.258,626.764,363.317,402.136,298.493,315.966,469.935,442.083,511.181,485.073,461.303,449.836,412.122,435.852,275.752,425.387,464.85
Adherens junction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adipocytokine signaling pathway,30.76,50.467,62.178,87.234,32.205,46.069,32.562,32.015,83.345,44.423,36.05,24.964,40.064,2.9,17.089,0.957,4.475,42.304,52.734,0.322,19.124,53.468,33.191,14.187,62.096,56.717,86.883,126.675,53.605,71.406,69.382,70.634,34.681,9.423,56.6,17.92,45.578,41.559,38.148,42.212,64.473,59.99,8.338,11.613,36.344,1.394,36.012,79.215,19.592,35.116,31.839,51.904,10.476,9.894,39.653,7.287,44.394,42.806,48.483,8.76,11.903,4.283,2.741,61.25,4.919,46.285,29.182,22.93,10.662,32.725,16.998,29.968,68.292,54.914,34.097,49.624,20.279,10.772,1.677,93.356,32.259,3.28,13.184,40.512
Adrenergic signaling in cardiomyocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0
African trypanosomiasis,9.353,7.534,20.616,9.602,9.173,2.106,2.073,1.673,2.186,37.548,11.116,17.318,12.114,1.828,2.415,0.214,7.95,42.417,5.811,0,14.362,4.608,4.116,19.075,21.918,3.59,6.719,4.525,1.065,3.001,6.312,10.436,16.349,5.449,2.551,7.389,9.951,2.012,6.421,2.931,11.836,10.912,20.254,0.058,10.241,0.972,2.019,4.41,0,5.22,0.113,5.864,8.176,5.477,4.03,3.412,15.004,0.615,3.13,2.526,14.544,2.238,0.518,2.792,36.435,9.643,13.991,13.855,1.305,7.188,2.493,2.05,2.82,2.43,2.898,12.654,38.982,2.869,19.914,4.663,7.481,1.28,8.519,3.974
"Alanine, aspartate and glutamate metabolism",3037.889,3230.019,3204.67,3672.04,2992.268,2770.169,2707.92,3888.593,2908.435,3580.244,3043.679,2530.258,3649.75,1101.694,3616.305,4968.557,3341.4,3335.222,2101.756,406.8,3493.43,3582.289,2559.912,3175.293,3078.949,3402.865,3264.799,3208.828,2971.493,4165.254,3192.169,3026.859,3028.505,3385.416,2724.686,1933.829,2716.111,3203.68500000001,5171.053,3805.06,3155.644,3565.051,2645.243,5781.865,2796.989,4855.616,3122.187,3929.214,7718.55,3368.76,3779.734,3803.253,3136.009,3667.596,3492.083,4436.049,2903.738,4028.164,3059.662,2929.796,3132.776,2804.166,3090.825,2884.195,3970.368,3316.288,3247.778,3343.625,3398.272,2416.773,3233.754,3294.205,2593.978,3459.34,3510.225,4135.784,4009.406,3326.755,2935.346,3020.148,2791.639,2984.445,3466.048,2836.065
Alcoholic liver disease,3.307,4.011,7.657,3.976,4.189,8.392,3.216,2.092,16.443,2.679,5.277,0,2.484,0.984,8.594,0.955,9.552,5.233,8.092,22.258,2.727,3.464,1.885,3.063,5.3,10.493,7.069,2.036,15.085,4.183,1.446,4.503,7.475,3.878,3.042,1.14,2.179,3.102,1.263,0.761,4.943,2.77,7.177,0.363,15.441,0,4.098,17.734,0.13,8.391,1.441,3.771,4.122,8.979,7.542,17.558,1.263,11.61,44.248,25.251,1.439,2.743,21.997,3.577,18.769,15.758,6.711,28.406,2.612,15.751,10.446,6.972,5.184,9.157,2.118,16.243,5.035,12.772,39.243,2.361,34.256,34.37,17.774,1.878
Alcoholism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0
Aldosterone synthesis and secretion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0
Alzheimer disease,217.694,162.34,190.186,217.116,155.561,156.032,178.711,147.741,159.029,173.924,173.62,151.534,148.574,73.726,187.119,189.37,161.494,262.249,212.906,238.43,216.818,195.715,186.404,182.318,152.465,158.089,177.972,183.832,216.739,191.781,200.492,263.503,218.592,230.688,169.071,93.501,216.955,181.322,109.719,168.445,235.539,212.075,199.074,72.537,223.54,12.833,213.768,133.827,89.517,213.819,106.277,198.47,219.146,246.037,222.33,139.966,141.45,200.879,194.983,166.448,182.163,224.655,182.997,319.042,150.366,149.753,283.392,285.661,276.675,322.893,168.139,176.268,196.064,193.386,192.418,153.754,144.647,162.025,174.666,240.501,225.302,182.639,192.208,413.339
Amino sugar and nucleotide sugar metabolism,3879.755,3932.02799999999,4095.546,4024.65800000001,4734.071,3464.099,3502.209,3238.814,3505.027,3397.209,4268.498,3722.811,3823.815,1117.764,3015.543,3361.259,2709.15,4443.79200000001,3535.841,1366.823,3190.31,3281.232,3028.682,3149.243,3418.58599999999,3771.252,4085.815,4164.955,3544.392,3914.361,3965.181,4371.433,4435.692,3890.253,3247.241,1873.865,4825.248,3206.718,3218.962,3852.14900000001,4195.09,3863.893,4652.379,2771.556,3591.01799999999,2435.404,3542.329,4340.31799999999,2639.521,3342.955,5022.036,4133.382,2652.02,3198.721,3243.302,3220.003,3581.003,3266.224,3642.148,3479.788,3546.11,4701.033,3946.599,3809.172,2782.687,3490.653,4468.373,4138.232,5208.837,3488.18500000001,3057.924,3072.575,2825.56,3843.006,3430.128,4273.011,3547.353,3181.989,3388.717,2818.00500000001,3342.265,3852.265,3303.354,4004.269
Aminoacyl-tRNA biosynthesis,4109.131,3753.751,3411.321,4295.232,3156.402,3164.358,3459.31400000001,3628.669,3524.387,4437.444,3695.785,3400.455,3831.55499999999,1589.162,4177.757,5660.686,3981.41699999999,4289.741,3149.985,1552.605,4357.347,4236.667,3521.658,4180.966,3161.95,3317.533,3505.329,2958.114,4050.244,4013.727,3170.374,4007.59,3820.106,4213.518,3407.178,2012.202,3395.735,3500.47,3957.328,3722.922,3947.968,4338.129,4164.815,4385.99,3734.914,3407.925,3742.988,3421.543,5335.702,3830.951,3229.356,4339.489,4370.943,4583.687,4206.293,4384.605,3037.63,4349.621,3686.491,3372.059,4121.371,4136.091,4579.099,4437.40200000001,4187.024,3422.822,4513.64,4606.902,4801.158,4261.582,3917.992,3867.499,3274.954,3795.303,3680.335,4079.074,4273.78299999999,3475.609,3470.553,3675.442,3527.075,3340.485,4101.24700000001,4019.67500000001
Aminobenzoate degradation,160.746,131.499,136.673,118.732,147.755,101.075,70.763,203.769,130.26,90.812,400.614,89.442,51.85,51.448,112.712,134.397,144.533,100.241,521.005,70.417,167.5,211.644,198.282,182.85,132.571,196.391,119.357,214.851,215.225,127.867,386.421,107.674,549.802,499.549,208.256,37.018,732.837,154.996,118.993,211.616,157.001,119.99,448.05,197.353,181.674,4.672,179.781,178.324,3.088,169.806,6.822,267.568,142.923,275.682,85.739,307.08,122.608,193.103,330.252,149.582,70.882,113.953,120.52,132.613,111.499,141.025,159.347,390.674,297.032,221.599,237.048,68.489,68.215,137.399,125.507,104.087,123.298,210.476,383.29,192.576,275.001,195.247,299.786,56.762
Amoebiasis,91.861,76.377,73.206,98.426,48.447,80.096,76.465,41.8,115.419,122.492,64.04,69.224,45.409,75.567,81.104,136.687,89.392,158.891,148.074,376.254,124.641,111.906,105.913,106.295,63.813,71.421,56.314,44.995,96.807,76.999,74.28,83.963,144.764,109.004,62.369,80.353,135.275,88.857,53.012,69.547,78.041,114.15,154.432,42.309,106.93,15.293,63.427,22.379,67.427,116.314,29.198,120.715,81.094,211.053,95.214,92.173,107.057,90.538,109.598,69.486,74.279,85.779,120.964,99.83,77.963,59.807,100.204,149.791,134.49,113.859,137.994,142.192,64.943,92.552,59.948,77.946,87.912,93,134.014,108.465,99.515,78.997,131.781,122.359
Amphetamine addiction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0
Amyotrophic lateral sclerosis,9.301,42.616,17.527,57.646,177.631,72.966,11.847,14.987,16.085,19.697,32.915,62.031,7.194,0.066,3.907,7.077,19.062,15.636,15.574,168.451,16.367,43.008,25.991,14.711,26.154,26.128,34.559,23.298,139.712,20.237,59.677,23.499,33.945,75.736,34.371,4.41,21.137,12.426,52.406,26.996,22.168,13.444,36.107,3.876,15.323,20.402,11.343,28.569,1.254,50.16,148.051,32.216,12.073,20.894,28.66,21.743,27.411,11.565,277.025,27.223,7.386,116.156,41.482,26.84,9.474,17.256,76.339,135.866,5.174,21.466,55.816,42.552,0.559,47.499,16.005,29.498,9.926,22.17,243.112,23.188,111.321,12.001,71.822,216.838
Antifolate resistance,491.83,489.572,742.463,612.495,548.699,479.879,616.265,539.356,560.109,664.856,650.006,417.812,498.76,244.732,416.83,722.66,612.211,723.401,442.178,88.079,575.167,581.365000000001,426.34,612.678,431.082,562.605,549.225,365.643,542.836,361.092,362.172,705.561,343.494,524.745,443.067,378.935,298.216,474.709,310.759,587.276,641.353,656.766,509.065,342.962,661.554,264.803,405.375,473.655,474.223,697.537,436.386,518.768,938.434000000001,536.817,694.284,624.506,506.972,440.665,697.768,912.803,557.707,660.168,414.906,573.101,535.802,460.488,792.044,551.343,870.75,636.843,472.528,534.777,547.266,615.53,475.822,558.306,615.249,662.373,566.818,554.577,569.497,863.47,483.389,947.523
Antigen processing and presentation,159.327,161.279,171.263,205.257,206.569,142.149,163.564,117.85,184.462,185.054,146.814,163.028,205.245,49.842,211.55,145.677,108.584,164.13,176.249,19.231,167.016,146.849,184.616,171.925,151.017,143.226,168.6,156.925,172.849,160.444,210.204,174.941,218.424,89.685,176.813,55.832,198.204,200.564,75.452,154.897,140.147,191.693,120.222,30.65,181.308,12.864,210.202,161.294,40.99,207.957,153.411,224.558,197.454,221.466,186.289,110.169,150.755,155.209,185.772,136.431,149.41,219.545,246.312,178.343,145.238,173.495,166.908,229.258,91.841,137.335,148.844,217.884,172.289,167.105,180.993,179.253,202.053,195.305,179.047,224.331,154.551,167.603,208.569,139.651
Apelin signaling pathway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0
Apoptosis,18.289,51.193,64.163,97.267,110.587,43.732,37.042,27.444,48.697,19.7,40.872,39.89,21.895,0.417,3.94,0,2.065,34.587,12.589,0,4.875,30.023,26.145,13.236,66.519,99.597,73.548,106.167,66.574,96.003,95.11,75.132,12.055,0,64.457,16.117,32.493,58.225,43.4,77.659,70.266,73.215,0,12.183,24.964,0.4,27.325,119.853,15.927,41.637,93.444,40.538,8.031,4.982,26.691,3.193,65.648,33.06,48.422,10.075,8.982,17.297,0.117,52.573,6.703,54.198,36.207,2.741,12.049,33.038,13.651,34.741,51.29,39.611,34.15,65.868,21.81,10.853,0.648,55.959,0.135,4.14,12.405,35.7
Apoptosis - fly,38.098,31.863,114.59,101.997,23.771,135.342,35.538,40.979,67.137,77.078,50.963,18.047,30.852,12.194,11.784,45.888,45.14,68.955,54.811,18.454,106.577,47.952,86.669,114.431,38.74,73.636,52.129,198.075,49.428,64.397,88.449,32.039,37.977,53.659,46.207,17.958,28.295,25.811,17.069,58.159,32.319,31.769,232.842,21.267,68.367,7.182,38.415,49.622,0,46.872,51.206,93.803,120.912,59.158,96.594,65.343,164.938,41.173,86.732,26.94,40.76,5.29,29.306,66.503,6.817,17.4,25.054,156.836,38.129,164.899,69.137,31.809,37.928,36.065,52.453,50.435,16.606,43,55.824,24.151,24.894,193.835,44.483,13.674
Arabinogalactan biosynthesis - Mycobacterium,192.1,199.012,162.954,234.73,200.68,89.361,270.17,90.208,174.158,131.936,141.403,193.945,161.634,40.442,144.663,140.399,226.105,88.685,122.093,6.415,151.438,180.941,97.577,138.832,145.442,149.798,242.002,292.402,156.22,187.613,166.983,188.683,116.287,98.03,181.363,53.195,90.39,129.143,128.642,184.89,172.994,161.163,247.395,191.023,161.976,115.375,124.247,150.85,146.249,197.059,150.623,161.433,140.598,140.384,168.936,85.842,216.647,189.24,152.223,82.001,133.564,190.515,250.397,132.353,103.905,123.52,81.249,141.261,93.4,138.457,63.214,99.918,84.475,152.833,185.211,152.08,108.246,191.247,88.966,86.552,139.893,59.353,117.234,65.035
Arginine and proline metabolism,1130.966,1244.544,1125.032,1305.331,1037.104,902.835,1147.318,1092.261,1047.66,829.334,1072.556,564.44,1093.68,291.201,877.251,1230.826,962.407,1153.514,969.998999999999,394.334,1198.43,1103.471,1053.616,1095.725,1064.244,1060.519,1083.038,1212.836,1316.178,1298.679,1185.754,1116.126,1651.835,885.047,1040.716,613.607,1374.901,1022.539,1320.306,1261.62,1105.146,1019.844,1249.892,1467.831,1005.131,937.698,1052.162,1129.832,1681.328,1137.199,921.339,1409.114,991.71,1297.546,1235.438,1301.187,1178.461,1141.367,1668.9,1065.042,832.193999999999,633.095,512.239,1192.035,1146.637,1126.353,1249.214,1138.094,1217.087,948.363,1133.222,1261.114,827.498,1135.155,1075.881,1332.526,1362.513,1013.777,1688.379,900.417,1075.046,1099.456,1216.311,1014.765
Arginine biosynthesis,1968.331,2329.138,1995.446,2293.068,1797.085,1600.906,2178.27,2157.45,2049.443,2083.291,2144.245,1493.599,2522.364,653.257,2407.75,2745.809,2153.498,2231.472,1501.71,385.58,2240.775,2685.34,1690.08,2211.028,1982.114,2140.685,2055.76,1832.162,2070.078,2394.288,2017.79,1930.318,2238.092,2246.675,1878.404,963.656,1873.456,2034.015,2913.852,2586.556,1920.964,2189.124,1861.244,3248.109,2003.868,2608.853,2061.12,2422.453,4068.04,2342.598,1915.711,2373.55,2435.268,2233.791,2417.259,2888.299,1795.176,2376.774,2150.591,2068.176,2021.038,1808.625,2141.147,1971.671,2614.782,2303.297,2121.879,2500.451,1987.319,1904.792,2172.663,2051.661,1723.984,2233.96,2186.046,2494.257,2833.257,2279.959,2324.139,1885.203,2045.702,2094.056,2473.285,1868.717
Ascorbate and aldarate metabolism,274.036,325.299,260.313,335.114,312.694,248.288,307.203,299.631,316.789,285.366,247.933,206.482,333.569,64.365,200.195,294.895,237.9,235.036,380.546,225.656,279.202,254.63,242.489,236.823,217.436,320.826,285.309,249.333,312.5,163.18,317.57,217.865,446.113,167.27,248.592,58.862,378.256,227.696,296.228,271.98,249.409,357.011,748.8,46.471,386.026,68.075,212.79,329.716,30.686,232.961,327.96,319.638,234.766,186.213,224.009,187.528,421.895,231.891,489.657,404.248,314.997,393.312,269.66,219.322,212.505,313.31,247.108,364.801,241.271,365.601,259.904,248.512,229.542,345.147,368.503,337.869,277.19,262.755,483.867,217.233,458.513,594.186,356.474,209.329
Atrazine degradation,0.364,19.764,7.498,16.072,14.36,16.411,0.375,1.592,0.673,3.575,1.345,0,9.826,0.389,2.399,4.75,12.943,24.433,2.965,126.416,10.206,9.969,15.088,3.458,5.744,1.854,3.967,2.161,100.687,2.247,0.026,2.731,27.088,4.247,30.069,1.132,2.99,2.417,0.055,0.215,33.135,1.22,40.073,2.288,22.404,14.919,4.349,6.004,259.666,25.531,2.34,13.106,8.268,102.464,18.044,39.298,5.112,2.729,146.283,13.37,4.819,8.048,37.673,8.761,8.547,11.964,20.285,407.754,5.228,10.576,74.8,27.794,9.459,16.131,1.492,9.549,4.635,11.525,193.315,13.719,86.144,2.402,68.057,2.361
Autophagy - animal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0.059,0,0.458,0,0
Autophagy - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autophagy - yeast,66.358,66.795,19.903,51.454,20.283,113.533,68.5,32.134,36.607,2.883,24.218,3.59,72.907,5.495,46.725,31.403,25.898,19.687,15.167,0.487,59.825,52.522,19.965,20.659,28.164,25.509,29.007,13.136,36.343,67.03,39.524,15.762,35.758,23.673,43.5,46.364,42.821,19.647,24.338,38.263,48.188,42.547,134.443,198.732,24.425,297.96,45.963,34.822,105.325,24.215,41.814,53.982,7.436,36.435,31.142,20.95,11.023,42.21,27.612,2.946,35.376,0,0.809,22.226,10.203,46.996,40.602,6.013,42.826,23.644,9.05,24.931,33.338,39.418,32.124,48.16,48.842,25.942,18.081,28.858,23.441,22.513,30.016,21.813
Axon guidance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Axon regeneration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0
B cell receptor signaling pathway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacterial chemotaxis,279.662,343.521,360.653,182.271,373.201,193.366,362.254,241.017,483.94,255.708,375.612,427.429,238.442,59.386,485.473,134.498,337.217,281.552,604.879,173.765,286.428,273.369,327.662,349.882,234.562,213.539,317.895,372.587,460.709,218.257,471.294,415.827,711.018,638.566,445.461,84.801,696.487,396.208,150.088,303.851,337.588,420.959,629.866,15.231,377.366,100.839,571.975,344.49,24.279,318.242,251.586,529.65,275.944,703.547,371.783,472.543,304.585,273.014,428.23,314.116,291.15,575.69,763.619,307.796,341.766,386.736,382.891,1705.823,408.626,350.238,490.599,454.864,296.542,521.839,299.197,358.896,455.343,601.287,431.747,439.748,279.688,106.034,590.131,385.417
Bacterial invasion of epithelial cells,8.221,10.205,7.902,6.129,64.455,21.255,3.043,20.271,1.494,5.968,29.7,52.349,0.36,11.027,3.07,2.404,3.353,13.007,71.69,20.674,25.779,3.121,0.99,3.548,6.961,0.775,0.416,42.573,16.685,1.379,233.162,15.911,199.77,50.502,8.079,7.012,255.477,46.752,7.316,0.57,20.982,6.093,45.618,5.436,3.521,0.7,4.367,0.492,0.323,8.326,4.181,0.411,7.44,34.681,5.206,5.146,26.089,19.047,36.905,17.995,3.772,49.137,26.769,5.752,4.825,9.178,35.568,6.309,51.902,9.087,15.495,4.08,9.427,4.15,14.766,5.477,1.269,2.041,39.821,17.436,20.259,1.553,24.5,21.297
Bacterial secretion system,2703.06199999999,2732.954,2476.926,3202.957,3290.882,2625.007,2332.463,2666.554,2596.75,3349.553,2385.706,2288.111,2753.792,797.783,3023.132,2182.605,2653.197,2524.561,3333.133,831.448,2637.7,2887.421,2520.295,2782.946,2676.105,2830.732,2916.104,2876.626,3219.627,3443.399,2705.378,2922.048,2435.442,2426.791,2644.489,1206.889,5689.66500000001,3099.98399999999,2712.452,3035.751,2879.58,2900.056,2872.675,2421.665,2764.008,3688.965,2967.738,3122.927,3684.671,2852.318,3344.908,2994.496,2157.907,2706.177,2705.6,2786.519,2879.507,3120.632,3050.726,2190.271,2570.674,3010.894,2928.94,2935.925,2389.76,2694.6,2569.571,2862.784,2125.49,2981.336,2739.845,2752.169,1981.525,3049.788,2950.276,2903.818,2950.226,2575.772,2670.049,2514.274,2817.556,2377.776,2905.737,2673.732
Basal transcription factors,44.71,60.447,35.062,44.261,28.47,58.182,36.203,41.772,50.409,42.234,35.136,0,69.755,15.606,42.792,62.691,31.396,16.928,34.458,3.535,63.772,54.393,57.522,38.806,28.718,35.042,51.633,19.497,44.132,44.593,38.511,32.195,40.112,6.151,43.537,30.965,21.575,34.265,22.073,70.468,16.43,36.028,79.885,0,39.012,5.046,31.642,28.552,0.787,38.455,7.573,41.302,46.602,38.582,57.104,26.396,68.801,35.487,40.962,73.821,49.537,1.526,24.892,49.625,25.294,57.463,42.161,37.394,38.507,22.581,38.358,63.984,44.891,26.619,31.975,17.913,22.787,40.643,46.998,29.952,40.135,140.838,32.856,17.794
Base excision repair,1090.178,1022.401,1128.751,1375.981,1309.436,1008.977,808.582000000001,914.69,961.846,1225.516,1087.162,1011.454,901.527,560.786,877.497,1188.241,918.703000000001,1086.883,923.707999999999,280.362,1202.837,1052.544,972.424,1111.878,1104.252,1180.887,1094.756,1157.75,1270.885,1345.796,1301.909,1248.413,1389.4,1051.921,931.775,2010.226,1314.75,975.559,723.752,1284.747,1163.035,1300.295,778.416,832.089,1031.559,535.321,885.931,1093.9,957.088,1095.511,1168.032,1273.522,1020.887,1410.827,1096.813,999.767,779.316,1240.735,1278.07,1092.697,964.285,1451.215,1644.921,1332.429,1004.812,989.69,1253.596,1301.639,1188.971,1176.883,1181.656,1261.328,948.507,1070.008,1092.203,1145.634,990.173,719.574999999999,1223.183,1133.019,1106.964,1376.055,1185.58,1104.695
Benzoate degradation,987.99,950.158,748.521,874.307,954.65,868.879,740.323,705.829,784.33,1732.559,759.368,380.249,1466.971,362.87,953.628,622.305,498.248,1030.797,747.749,582.711,650.762,641.424,940.897999999999,724.942,595.647,959.284,746.929,542.058,1065.333,645.111,882.628,873.6,1043.813,434.611,786.556,427.615,803.827,807.33,356.829,769.671,930.849,1119.375,655.181,282.274,696.697,407.926,798.895,709.418,294.266,835.063,600.245,1170.397,610.464,921.237,724.301,476.68,631.114,878.316,1551.601,570.947,1209.244,347.819,263.204,1095.437,608.818,702.636,995.283,640.715,1020.481,533.875,711.918,725.949,597.285,824.630000000001,705.457,700.422000000001,509.366,765.078,1296.967,612.1,969.946,1019.178,1004.763,898.431999999999
