Feature	CON1	CON2	CON4	CON5	CON3	CON6	CON24	CON25	CON26	CON27	CON28	CON29	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON7	CON8	CON9	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON43	CON44	CON45	CON38	CON39	CON40	CON41	CON42	CON46	CON47	CON20	CON21	CON22	CON23	MI33	MI32	MI38	MI36	MI34	MI35	MI37	MI27	MI28	MI29	MI31	MI17	MI21	MI20	MI24	MI23	MI26	MI19	MI18	MI15	MI25	MI22	MI14	MI16	MI2	MI1	MI12	MI4	MI11	MI13	MI3	MI8	MI5	MI9	MI7	MI10	MI6
JAFCCW01	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAFCDX01	0	0	0	0	0	0	81	0	0	0	0	0	30	0	0	33	0	0	0	0	0	0	42	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	552	0	0	0	0	0	0	0	0	0	0	57	0	57	0	0	0	0	0	0	0	0	0
JAFCFN01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0
JAFCGA01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0
JAFCGI01	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAFCGM01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
JAFCGN01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAFGBZ01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAFGLI01	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAFGOX01	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAFGPW01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	156	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAFGSV01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	93	0	0	0	0	0
JAFGUC01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	36	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	0	0	0	0	0	0	0	0	0
JAGGVH01	0	0	0	30	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	51	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	66	0	0	0	39	0	0	0	0	0	0	0	42	0	0	0	0	0	0
JAGGXF01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0
JAGGXT01	0	0	78	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0
JAGHAA01	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGHAM01	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGHAR01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGHBM01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGLGH01	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGLSY01	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0
JAGLXL01	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGMCJ01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGTQN01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGVYF01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	39	0	0	0	0	0
JAGVZF01	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	78	39	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	60	0	0	0	0	0	0	0	117	0	0	0	33	30	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGVZH01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	60	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	30	0	0
JAGVZT01	0	0	57	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	84	114	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	51	0	0	0
JAGWAF01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	36	0	0	0	0	0	0	0	0	0	0	0	0
JAHENH01	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHFHC01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	42	0
JAHJTO01	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0
JAHLMP01	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	1347
JAHLMR01	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	72	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHWHD01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	96	0	0	0	381	0	0	0	0	0	87	0	0	0	0	0	0	195	0	0	213	0	0	0	69	0	0	0	0	0	0	0	0	0	594	0	0	0	0	0	0	96	0	0	0	51	0	498	0	0	0	0	0	102	48	0	0	0
JAHWIC01	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0
JAHWIL01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHWKR01	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAIPIC01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0
JAJOKI01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
JAJPHT01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAJSAE01	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JALIDP01	0	0	0	0	81	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	78	0	33	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	72	0	48	0	0	63	0	57	0	36	0	0	0	0
JAMCUS01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
JANJXX01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	99	0	0	0	0	45	0	0	51	0	0	0	0	0
JDFR-13	0	0	0	0	0	0	0	36	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JdFR-21	0	0	0	0	63	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JdFR-42	51	0	0	0	123	0	0	0	0	0	0	0	36	0	0	0	39	114	0	0	0	0	0	0	0	0	48	0	297	0	315	33	0	153	0	0	84	0	0	0	0	360	0	0	0	0	0	0	0	0	0	231	0	66	0	135	171	0	0	51	0	111	90	0	0	0	0	0	60	177	0	0	66	51	0	0	141	0	0	0	132	57	0	216
JdFR-43	0	0	39	36	0	0	0	0	36	48	0	0	267	0	0	51	0	30	168	0	0	0	0	0	0	0	0	0	159	0	0	129	0	0	0	0	60	111	306	0	78	0	0	0	0	0	0	0	81	0	0	0	0	48	0	546	0	36	0	102	0	0	0	0	42	0	0	0	0	33	0	0	0	0	0	30	0	0	0	0	0	0	0	0
JdFR-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	51	0	0	0	0	0	0	0	57	0	0	0	0	0
Jordarchaeaceae	0	0	0	0	36	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	180	0	33	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	126	0	0	36	0	0	45	30	0	0	0	0	51	0	60	0	0	39	0	0	0	0	0	0	0	0	0	0
Kariarchaeaceae	33	0	78	213	0	0	0	87	78	48	0	0	249	192	0	0	0	51	0	0	93	0	0	0	0	75	0	36	78	159	0	114	0	39	0	0	0	0	105	0	123	0	42	0	42	39	60	0	45	60	0	0	33	0	0	0	0	0	0	609	0	0	0	87	0	93	0	69	87	0	186	0	0	0	0	69	0	0	30	0	0	0	0	0
Korarchaeaceae	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	60	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LC-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	159	0	63	0	0	0	0	0	0	69	0	0	156	36	0	0	0	0	0	0	210	30	0	0	0	0	60	0
MCBC01	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	87	0
MK-D1	0	0	0	93	0	0	0	0	0	411	0	0	534	30	0	0	0	0	81	0	0	0	0	0	0	42	39	0	0	0	294	57	135	0	66	0	0	45	0	0	30	87	0	33	0	48	0	0	36	0	0	60	51	0	42	0	153	0	0	39	0	84	0	36	0	30	0	0	57	30	30	0	0	0	0	0	0	0	75	51	0	111	0	0
Marsarchaeaceae	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanobacteriaceae	683008	1004652	3046	1328010	66921	1680	114678	2746	9241	6998	7236	4553	3968	8309	7375	20151	186794	5383	3189	123033	3765	14093	1250	4362	1762	1254	25410	427	3569	215968	801	2637	2305	4188	14841	705	18377	49956	3128	3344	12872	9089	2468	12168	2540	2016	46092	3329	6325	182324	5735	6416	60996	2500	263948	3518	70692	1036	1851	182027	747246	89393	205346	852617	2051	11155	11396	29481	564165	134047	28994	541063	2234	3070197	24058	82787	137662	2755	59176	24504	18631	17177	1339	1832
Methanocaldococcaceae	0	0	0	0	0	45	0	96	472	87	48	33	45	288	0	69	0	0	0	39	327	115	0	0	0	0	72	78	39	36	0	0	0	48	180	0	0	0	0	78	90	171	0	69	0	60	0	0	0	0	0	69	0	0	48	0	48	0	0	48	0	147	0	0	0	36	0	0	207	508	144	0	0	36	0	0	57	63	0	105	36	93	42	0
Methanocellaceae	0	0	0	0	0	0	30	78	186	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	339	0	0	51	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanococcaceae	36	120	81	353	39	0	45	45	114	153	234	33	0	341	0	273	39	39	87	228	0	0	171	72	78	297	30	0	30	452	102	0	0	36	0	0	205	33	210	0	72	0	42	0	51	0	78	0	51	66	242	0	57	42	102	411	0	57	69	30	54	42	111	51	119	0	0	0	39	117	0	198	129	379	0	233	0	0	0	0	0	0	81	0
Methanocomedenaceae	0	0	0	0	0	0	0	0	0	0	240	0	0	36	0	60	0	0	0	0	0	0	0	33	0	0	0	54	0	45	0	0	0	0	30	0	0	66	0	69	0	0	0	0	54	0	0	0	0	0	0	0	114	132	0	0	0	0	0	0	0	0	0	72	0	0	0	57	0	0	0	48	0	45	0	0	0	45	33	48	0	45	0	0
Methanocorpusculaceae	87	0	42	324	45	0	0	573	0	150	212	0	0	306	0	201	36	78	0	84	0	150	87	0	0	0	534	225	189	0	48	0	0	0	0	0	48	72	0	0	0	0	111	0	0	0	60	54	36	0	33	57	0	72	57	0	36	0	651	0	30	39	0	0	0	39	0	0	0	207	72	458	0	1080	0	0	0	261	30	0	84	150	0	120
Methanoculleaceae	0	0	0	0	149	0	0	60	0	0	0	0	0	138	36	0	81	42	0	0	0	48	1155	165	0	0	96	0	93	0	108	414	0	33	0	0	45	0	87	30	87	90	0	36	0	0	0	84	74	0	45	0	0	0	0	0	111	0	0	39	36	0	81	69	0	0	0	383	147	0	99	72	51	87	0	51	0	33	0	114	39	30	0	33
Methanofastidiosaceae	0	0	0	54	39	0	0	0	225	143	227	273	171	102	120	135	0	297	0	0	0	120	0	80	60	0	0	0	30	203	69	96	0	42	114	923	0	0	0	165	42	81	0	0	0	0	926	0	168	0	0	0	69	0	245	0	78	0	0	0	0	0	294	363	0	87	0	0	69	48	159	164	69	69	0	36	0	138	51	0	42	0	0	0
Methanofollaceae	0	0	0	0	0	0	0	66	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	192	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanogasteraceae	0	0	33	0	0	0	0	0	0	0	0	0	159	0	0	0	48	36	0	0	0	39	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	192	0	0	0	0	0
Methanoliparaceae	0	0	0	0	0	0	54	0	0	0	0	0	0	33	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	276	0	0	0	144	0	0	0	0	0	0	0	0	147	30	0	54	372	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0
Methanomassiliicoccaceae	2199	117	1017	561	1266	0	2352	0	0	2070	2100	975	1950	303	804	3678	711	2628	351	837	120	2343	0	414	501	249	1586	306	423	2435	1398	819	897	1329	147	2174	966	1656	699	3980	3311	843	1500	0	393	687	2601	2025	639	921	1164	72	939	1224	1419	3138	816	3654	0	4772	908	2004	0	4061	795	867	0	876	1065	660	2865	1293	1541	185	207	1545	1221	876	1089	483	576	0	243	144
Methanomethylicaceae	0	0	0	0	0	0	0	57	0	0	0	84	265	138	0	0	0	57	0	0	0	48	0	0	0	0	0	0	111	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	69	0	0	0	0	0	0	0	0	87	0	4958	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
Methanomethylophilaceae	1271	81	2661	892	1326	141	138	0	162	1902	501	870	489	0	333	189	0	30	1007	531	225	546	934	831	893	0	1251	99	651	453	162	509	423	869	300	612	132	39	1002	1456	786	267	264	0	1354	222	36	2906	741	591	882	279	1068	336	999	6410	39	1053	468	963	93	1638	162	468	108	1269	0	657	306	1336	1132	630	2761	258	456	707	869	2601	8797	1495	228	1092	165	1149
Methanomicrobiaceae	0	0	0	36	0	96	0	0	51	108	1056	54	0	144	0	54	324	0	0	0	0	87	2109	0	126	0	0	0	0	0	357	0	0	0	57	0	0	102	0	0	0	0	69	0	612	0	132	141	0	183	0	0	33	0	0	159	210	0	0	258	0	486	0	93	0	0	0	0	63	72	72	0	45	63	0	0	0	105	0	0	30	0	30	0
Methanonatronarchaeaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	45	0
Methanoperedenaceae	0	0	144	42	0	72	72	0	0	0	102	0	84	135	0	30	144	528	42	81	96	63	0	0	0	0	186	0	105	0	0	30	0	0	0	63	0	0	0	0	0	0	0	0	0	36	69	0	75	0	0	144	0	0	0	0	0	327	48	54	0	96	0	0	30	221	0	0	165	0	165	108	120	0	0	0	0	0	78	0	36	60	0	54
Methanopyraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
