Feature	CON1	CON2	CON4	CON5	CON3	CON6	CON24	CON25	CON26	CON27	CON28	CON29	CON30	CON31	CON32	CON33	CON34	CON35	CON36	CON37	CON7	CON8	CON9	CON10	CON11	CON12	CON13	CON14	CON15	CON16	CON17	CON18	CON19	CON43	CON44	CON45	CON38	CON39	CON40	CON41	CON42	CON46	CON47	CON20	CON21	CON22	CON23	MI33	MI32	MI38	MI36	MI34	MI35	MI37	MI27	MI28	MI29	MI31	MI17	MI21	MI20	MI24	MI23	MI26	MI19	MI18	MI15	MI25	MI22	MI14	MI16	MI2	MI1	MI12	MI4	MI11	MI13	MI3	MI8	MI5	MI9	MI7	MI10	MI6
UBA10200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	45	0	186	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	366	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA10216	0	0	0	84	45	0	51	0	0	0	57	141	0	0	30	0	0	0	114	0	0	81	123	33	102	0	0	0	0	0	0	69	0	0	192	0	78	0	0	120	0	126	0	0	0	0	0	0	315	0	0	0	0	0	387	0	261	33	0	0	132	60	0	0	0	48	0	0	0	150	0	198	0	0	48	159	0	192	78	0	0	0	0	42
UBA10834	0	0	0	0	0	0	0	0	0	0	0	0	66	0	30	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA11576	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	72	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0
UBA11716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0
UBA119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA12030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	57	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	36	0	0	0	48	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA12382	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0
UBA12501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	48	0	0	0	0	39	0	0	69	0	0	96	0	0
UBA148	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA164	0	72	0	0	0	0	0	0	0	0	201	0	54	0	0	0	0	0	78	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	30	0	0	0	66	0	93	0	0	0	0	0	0	30	42	0	0	0	0	0	48	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA184	69	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	90	234	2610	0	132	0	0	0	0	0	0	0	84	0	0	0	36	0	150	0	0	0	0	0	0	0	90	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	69	0	582	0	0	0	0	36	33	33	0	0	0	0	51	0	0	0	0	0	0	0	0
UBA213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	42	0	36	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	36	0	0	0	0	0	129	0	0	0	0	0	0	33	0	0	0	0
UBA233	0	126	0	129	0	321	294	337	258	538	30	0	246	0	0	69	762	39	87	0	0	111	0	0	156	111	60	0	45	108	33	33	81	51	0	381	0	333	0	57	0	0	1594	0	42	192	51	87	48	97	274	177	144	0	135	72	273	0	108	519	0	1782	687	78	30	0	0	0	30	130	33	258	0	144	39	63	0	69	0	0	0	258	42	0
UBA284	0	0	0	0	0	0	0	36	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA287	0	72	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	51	0	0	0	0	0	0	39	0	0	0	60	0	0	39	147	0	0	0	0	0	177	72	189	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	48	0	129	81	0	33	0	0	54	0	0	0	0	0	0	0	66
UBA460	224	207	150	114	105	135	251	87	243	544	773	276	147	392	60	119	204	39	149	107	216	192	194	42	0	0	168	230	199	536	134	69	89	87	72	350	42	195	864	520	434	137	155	60	0	137	63	384	93	105	341	258	182	252	78	375	480	57	102	674	0	120	87	78	602	506	2985	512	225	315	516	269	0	416	36	39	0	252	156	102	155	30	186	51
UBA472	0	0	0	0	0	0	0	0	0	0	393	0	102	0	0	0	30	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	204	0	45	30	0	0	0	39	0	0	0	45	0	45	0	0	0	63	417	0	36	0	39	0	69	0	0	0	51	0	0	0	0	0	0	45	0	0	0	0	0	60	0	54	0
UBA489	0	0	0	0	0	96	33	33	33	0	0	0	72	33	33	0	81	0	72	0	0	0	0	0	318	75	0	612	0	0	0	30	0	0	0	0	0	0	0	0	0	0	60	297	0	57	0	0	0	0	57	0	0	0	0	407	0	0	108	0	138	30	0	54	294	0	0	0	0	75	0	0	0	0	45	0	0	0	0	57	0	54	120	0
UBA525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	30	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0
UBA57	0	0	0	0	0	0	0	66	0	33	117	0	81	84	0	0	0	0	0	0	0	0	0	63	0	0	30	0	0	0	39	0	0	0	0	0	0	42	0	30	36	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	129	0	36	0	0	0	0	0	0	87	0	77	0	0	0	51	0	39	0	0	0	0	0	0	0	0	0	0
UBA583	0	0	0	36	0	0	0	0	0	0	0	81	0	0	42	0	0	0	0	0	207	45	0	0	0	0	0	0	0	0	72	39	0	0	0	33	0	0	0	0	0	0	33	0	0	30	69	42	0	0	0	0	0	0	0	96	0	0	0	48	0	81	0	0	42	129	0	60	0	39	81	0	0	0	0	0	0	51	0	0	0	0	0	66
UBA8480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA9212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA9642	60	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0
UBA97	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	132	0
Undinarchaeaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	48	0	0	141	0	0	0	0	45	0	0	33	0	0	0	0	0
VGJJ01	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VGKX01	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VGLX01	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	36	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	402	0	51	150	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WALJ01	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	78	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	60	0	30	0	0	0	0	0	0
WALL01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WALN01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	33	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WANQ01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	25941	0	0	0	0	0	0	39	0	0	0
WAPJ01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WAQR01	51	0	0	0	33	0	0	0	0	0	267	87	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
WJIZ01	57	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	45	0	0	0	0	0	0	60	0	0	33	0	0	30	0	189	0	0	0	0	0	0	0	0	114	0	0	0	42	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	177	0	0	132	36	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	90
WJJB01	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WJKB01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WJKC01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WJKL01	0	0	0	0	0	102	0	36	36	0	45	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	138	0	0	0	42	36	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	48	30	0	0	0	0	0	0	0	0	0	30	0	0	0	0	39	0	0	0	75	0	0	0	0	84
WJKR01	0	0	0	0	0	0	0	0	0	54	0	0	75	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	54	0	0	60	66	81	0	0	0	54	0	135	42	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	42	0	0	0	0	0	0	0	0	0	153	45	0	0	0	0	0	0	0	0	0	0	0	0
WJKV01	0	0	0	0	0	0	0	0	0	0	39	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	30	0	210	0	0	0	0	0	30	0	0	0	0	0	0	0	39	0	0	0	0	93	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WJKY01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	81	0	0	0	0	57	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	189	132	0	0	45	0	0	0	0	0	0	0	0	0	0
WOR-SM1-SCG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	141	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0
WUQV01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wolframiiraptoraceae	0	0	30	0	0	0	0	0	0	57	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	51	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	30	36	0	48	0	48	0	33	0	0	0	0	0	0	0	0	0	0	81	0	0	63	0	30	33	0	0	0	0	30	0	0	0	66	0
Wukongarchaeaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	60	0
YT1-039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0
YT1-057	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
