feature	泉古菌门..Crenarchaeota.	衣原体门..Chlamydiae.	厚壁菌门..Firmicutes.	变形菌门..Proteobacteria.	拟杆菌门..Bacteroidota.	放线菌门..Actinobacteria.	蓝藻门..Cyanobacteria.	广古菌门..Euryarchaeota.
CON1	0.449790850092026	0.232189505836617	0.137665139427339	0.108139936418428	0.0305469225593541	0.0343162489008505	0.00484159786969694	0.00250979889568849
CON2	0.503954567384186	0.295722600314107	0.0662268140711771	0.0639488532353374	0.0311155934673934	0.00665253526861632	0.00425139517616344	0.0281276410830194
CON3	0.420021593346947	0.253246566355263	0.147379389792384	0.122341143886522	0.0415336147011875	0.0120785478289683	0.0033356776554614	6.34664332676284e-05
CON4	0.399965305836778	0.253454602601547	0.186350594824558	0.103068286529132	0.044892873183387	0.010241648281909	0.00144702141162306	0.000579667331065617
CON5	0.456335558658358	0.192082525509118	0.232251727963025	0.0799760715860568	0.0186447685423914	0.00578816015263865	0.0139495052806969	0.000971682307715996
CON6	0.46868189348377	0.197711407805292	0.250747743669388	0.0775770728904611	0.000603800347413681	0.00361427210984658	0.00106380969382875	0
CON7	0.304594074685715	0.412610358212346	0.0352821762810747	0.173130558475204	0.00195160734922143	0.067751874534634	0.000983465874365164	0.00369588458744012
CON8	0.391806034824797	0.269633723349108	0.158021279925126	0.13145956673319	0.0199064525770038	0.0180212650928095	0.0111383284127122	1.3349085253933e-05
CON9	0.301913922566534	0.19107149523213	0.0877275574156031	0.0881188310458343	0.000326983086747991	0.329326580752379	0.00149734749660919	1.7282404162156e-05
CON10	0.351263547870292	0.320199578210997	0.169899295052824	0.104794242994125	0.0392224880532844	0.00562552613849784	0.00880337130103465	0.000191950378945176
CON11	0.445325354928107	0.254866547953817	0.10722583134219	0.112700865906997	0.0629137113341054	0.0136268722443261	0.00333620508784725	4.61120260932585e-06
CON12	0.46502421049426	0.158594810055053	0.205570951467349	0.122874602836231	0.0197473716979153	0.0251325571086816	0.00305211262363256	3.38371687764141e-06
CON13	0.438913444480077	0.284177131613503	0.13268467203454	0.109137003795021	0.0202939726663326	0.0112759785077291	0.0033447367147599	0.000173060188036866
CON14	0.415442993250224	0.194903353070045	0.0757398010480837	0.0688793059233744	0.19493917385864	0.00579157022869131	0.044303802620942	0
CON15	0.405962639984825	0.31093457949448	0.144924735719642	0.108894912473844	0.0216021751090421	0.00593120230795095	0.00173439063204504	1.53642781714382e-05
CON16	0.359963612459756	0.265004037308875	0.25855210716467	0.0866455656890858	0.0125848870071119	0.00268895123137921	0.0143919709313761	0.000168868207745422
CON17	0.555760842212602	0.264316280451067	0.104727951742159	0.0608163911613144	0.00479569195875666	0.00601580429844854	0.0035663811415442	6.5703410861168e-07
CON18	0.42684575607629	0.2813027291169	0.174025637015129	0.0937263015204945	0.0057853913092936	0.0161961333560839	0.00173828347173245	0.000379768134076518
CON19	0.390008312772486	0.280171384607222	0.109418341749279	0.0914478668305639	0.00323888608848681	0.0963920503954463	0.029264201723279	5.89558332375301e-05
CON20	0.355660774575091	0.205148457522943	0.256766975776734	0.12823152562306	0.0419421858660678	0.00883363255283992	0.00341644808326331	0
CON21	0.522902755651968	0.203028693880472	0.125579696226749	0.10885521999646	0.0186097835625002	0.0135986170897875	0.00737853400972406	4.66995823400257e-05
CON22	0.474701359162783	0.170560887992845	0.144710335838037	0.164614855180094	0.031389956187981	0.00944174170225683	0.00447129330677666	0.0001095706292276
CON23	0.308833124804288	0.292771330314145	0.207347303629785	0.168820930338424	0.0086292399564641	0.00637588475402079	0.00722149647064017	6.89732232152834e-07
CON24	0.425889865721909	0.246681537855924	0.194265844377378	0.0979215326072694	0.019492630013559	0.0115374185365	0.00367055941914884	0.000540611468311245
CON25	0.388835382752136	0.269059354089969	0.145622301785848	0.144413598156607	0.0508365818246609	0.00115573255385593	7.70488369237289e-05	0
CON26	0.356400756688115	0.32811921110682	0.124369153831552	0.182737561448181	0.00496232923787892	0.000478493955004549	0.00293249373244922	0
CON27	0.439586335234293	0.288226381257064	0.162862270645764	0.080517567113165	0.0174010098541127	0.00723697270639012	0.0041330014868272	3.64617023833799e-05
CON28	0.291485163731586	0.385225756084544	0.132803359540689	0.124516819025688	0.00315484717864533	0.0581121836972259	0.00458533730729233	0.000116533434328976
CON29	0.409646078583197	0.28522268285686	0.153426241619087	0.111236706685182	0.0183447109806779	0.0173362088443543	0.0047873704306412	0
CON30	0.421970803703783	0.261515242657959	0.156615893612907	0.128700023632028	0.0216592906094915	0.00669753152727351	0.00280630330633553	3.49109502223559e-05
CON31	0.363261929171388	0.225657796472724	0.24536177926253	0.145370928629464	0.00926744850744109	0.00458563142752802	0.00644131072110305	5.31758078226305e-05
CON32	0.355200265205238	0.291136249940936	0.200622212288693	0.12509497062567	0.0180506064994784	0.00772965266064005	0.00192453800962569	0.000241504769719202
CON33	0.352224633810298	0.292078944588499	0.187155883571491	0.10924593877996	0.0520520932992398	0.00429066220943256	0.00292337418215573	2.84695589241204e-05
CON34	0.450258368392171	0.262429691787086	0.147331431772453	0.115851358148893	0.0124968561368209	0.00985744009511615	0.00177413915310042	7.14514358880556e-07
CON35	0.450259749937794	0.211306858585642	0.202718627600815	0.0992847245817035	0.0165550325050554	0.0166630248205496	0.00321198196844098	0
CON36	0.45854703133194	0.237119431882296	0.166107106166359	0.114732051556491	0.0104667920273173	0.00814632022988268	0.00426852219528091	0.000612744610433688
CON37	0.393412079898188	0.259814096312534	0.179531139053529	0.116152628885334	0.0279642418557158	0.0150338857241284	0.00774557391350683	0.00034635435706346
CON38	0.40107587847275	0.169258158524626	0.308733350609278	0.0769384781977382	0.0247246420903331	0.0146867572671701	0.00386063243183768	0.000722102406266478
CON39	0.480014377160853	0.234803683291685	0.128722144250847	0.0867148187450792	0.0448601649950365	0.00424742409201383	0.020637387464485	0
CON40	0.345194492879306	0.339454577325104	0.165549589610645	0.106589755180993	0.0175680163848219	0.0236608145052417	0.0018889596191636	9.37944947244441e-05
CON41	0.27081637227161	0.266049125572643	0.179616419287241	0.246367667995895	0.00691694423750269	0.0241202862652707	0.00608091874074164	3.22656290962224e-05
CON42	0.435987047485013	0.302872390577521	0.103930865743479	0.130124940147948	0.00353363743023802	0.018859456531827	0.0042045344884029	0.00048712759557051
CON43	0.505204148589802	0.250315386207257	0.123400883302316	0.0920323833328792	0.0141715745154688	0.0107131889246232	0.0041609622206724	1.47290698076899e-06
CON44	0.364215231836714	0.247276079524395	0.152693335499049	0.207761844982552	0.0165383508822556	0.00632953497875899	0.00505861688515341	0.0001270054111217
CON45	0.36608647112233	0.262445184921886	0.184016458621229	0.163002823994257	0.00573669374076911	0.00436746520379075	0.0143449023957381	0
CON46	0.396737365063126	0.281603062799897	0.163202730718812	0.133668809299505	0.00722801023710929	0.0142330385187826	0.00315415305820909	0.000172830304559402
CON47	0.34130337836368	0.343547417825056	0.224909041963062	0.0715244240683939	0.0110611227131328	0.00541601405294873	0.00223860101372664	0
