feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
MI19__11846	Group	MI	1.37591809050779	0.790544604242193	84	81	0.085528044937104	0.702265431475752
MI24__26228	Group	MI	1.60648107083722	0.910192499020755	84	39	0.0812886204921873	0.702265431475752
MI3__4232	Group	MI	1.27018685362887	0.728940635758963	84	67	0.0851681938024704	0.702265431475752
CON22__28590	Group	MI	-1.3088019739894	0.755305819192343	84	68	0.0868886967628226	0.702710390406115
MI35__84518	Group	MI	0.766777074408028	0.442548748054817	84	25	0.0869194583756374	0.702710390406115
HF39__17078	Group	MI	0.755104889783133	0.438209537748524	84	79	0.0886288009849699	0.711060075077888
HF14__82474	Group	MI	-1.04697064405578	0.610231840545558	84	82	0.0899944746485904	0.711159344779463
MI19__40101	Group	MI	1.33969460540862	0.780717066264693	84	73	0.0899417680768959	0.711159344779463
CON31__67474	Group	MI	-1.31626026252302	0.775654897581029	84	38	0.0934959016158338	0.714137910316771
HF43__11250	Group	MI	-0.729902045960318	0.430485838472427	84	14	0.0937688217161887	0.714137910316771
MI11__34845	Group	MI	-1.32499719359914	0.780431774693908	84	59	0.093342527857543	0.714137910316771
MI19__60591	Group	MI	1.22822435653228	0.722849977132542	84	49	0.0930835884678604	0.714137910316771
MI5__47352	Group	MI	0.595220738106609	0.34860890332478	84	11	0.0915284454783376	0.714137910316771
MI1__25368	Group	MI	1.47358277609605	0.873474496078159	84	48	0.0953973360064852	0.721313670092201
CON6__49464	Group	MI	-1.25814616084664	0.750082578343258	84	16	0.0972834530085706	0.730320779371484
MI11__46577	Group	MI	-1.03647685886732	0.624108792286969	84	23	0.100586757146133	0.74566408613088
MI19__1865	Group	MI	1.17355966401633	0.706989084417862	84	32	0.100746241893991	0.74566408613088
HF19__49800	Group	MI	1.11299447931719	0.676090120915105	84	56	0.103545743835033	0.761025012381958
CON22__70334	Group	MI	0.91550980829473	0.58666201338455	84	39	0.122483564059313	0.761717312581883
CON31__50923	Group	MI	-0.716084430741141	0.456720651594105	84	25	0.120759592638773	0.761717312581883
CON32__22342	Group	MI	-0.930852499214234	0.59437660651609	84	25	0.121176672132588	0.761717312581883
CON32__30458	Group	MI	1.41827874646106	0.888075157353099	84	65	0.114106789582423	0.761717312581883
CON37__73069	Group	MI	1.25538522826527	0.784030640359866	84	51	0.113179677004203	0.761717312581883
CON40__524	Group	MI	-1.12663026453784	0.702261506800049	84	50	0.112495305073251	0.761717312581883
CON43__10718	Group	MI	-0.693502566964739	0.444394093596152	84	13	0.122479523930203	0.761717312581883
CON46__17762	Group	MI	-0.817858517448769	0.514677424425678	84	17	0.115893045409329	0.761717312581883
HF19__16604	Group	MI	0.924933801429609	0.576215504493828	84	29	0.112297233029524	0.761717312581883
HF22__58773	Group	MI	1.56438726480559	0.992202166143313	84	62	0.118719069361196	0.761717312581883
HF27__54248	Group	MI	-1.21248061541211	0.774477418779412	84	21	0.12130597304536	0.761717312581883
HF31__59644	Group	MI	0.816641640170703	0.498858365165837	84	10	0.105458453801424	0.761717312581883
HF33__34455	Group	MI	0.787538476221483	0.501627487599066	84	16	0.12027380801452	0.761717312581883
HF34__9812	Group	MI	1.60228376130651	1.00684628871991	84	66	0.115370164338175	0.761717312581883
HF36__29836	Group	MI	1.68027808796645	1.06759574883218	84	58	0.119363559239639	0.761717312581883
HF38__764	Group	MI	-0.499858965416811	0.310527432501204	84	16	0.111304557820333	0.761717312581883
HF39__8019	Group	MI	-0.78287930171224	0.483933865903025	84	81	0.109559124306	0.761717312581883
HF5__45964	Group	MI	-1.09069527230071	0.669723828312083	84	11	0.107239318934968	0.761717312581883
HF8__87073	Group	MI	1.68773784236249	1.04808037749322	84	54	0.111172543512242	0.761717312581883
MI11__36570	Group	MI	1.10703327057454	0.686067504307859	84	33	0.110457879972398	0.761717312581883
MI18__16344	Group	MI	0.879602873066724	0.536034121153741	84	17	0.104639137373539	0.761717312581883
MI1__57629	Group	MI	0.995656806840014	0.63683412485119	84	39	0.121798630685318	0.761717312581883
MI31__58669	Group	MI	1.16361961694442	0.723891580629154	84	66	0.111799631066235	0.761717312581883
MI33__30110	Group	MI	-1.01293799400619	0.634512015558499	84	82	0.114245388451727	0.761717312581883
MI35__100916	Group	MI	1.60751215298805	1.03001677476189	84	49	0.122453925115512	0.761717312581883
MI5__118538	Group	MI	1.1178209025178	0.701349880595447	84	40	0.114825332221984	0.761717312581883
CON21__15665	Group	MI	-0.568514003079299	0.374638418530178	84	10	0.132986397513215	0.76616340813978
CON23__22925	Group	MI	-1.16730752152631	0.770966879182117	84	43	0.13385001614959	0.76616340813978
CON29__15497	Group	MI	-0.769030682250626	0.496512274048768	84	80	0.125265136876588	0.76616340813978
CON35__7412	Group	MI	-0.601565045319257	0.391572144964043	84	18	0.128319140159743	0.76616340813978
CON4__67835	Group	MI	-0.71006957848258	0.458423003025717	84	82	0.125247283280442	0.76616340813978
HF18__13117	Group	MI	-0.634869540505136	0.420963981788118	84	83	0.135363912434565	0.76616340813978
HF19__41902	Group	MI	1.25929627617555	0.817253959776259	84	57	0.127194576109023	0.76616340813978
HF22__31554	Group	MI	-0.758098827406353	0.502809388913084	84	83	0.13546786014247	0.76616340813978
MI13__9609	Group	MI	-1.52856392324054	1.01217633375978	84	55	0.134842619977273	0.76616340813978
MI17__42251	Group	MI	0.629825819379436	0.413117934836592	84	21	0.131214935822878	0.76616340813978
MI20__48871	Group	MI	-0.539036020321557	0.352986176576522	84	84	0.130590833846451	0.76616340813978
MI24__86751	Group	MI	0.744508334346407	0.491286700899512	84	9	0.133510205079285	0.76616340813978
MI26__53721	Group	MI	0.873011542929685	0.566815656556052	84	19	0.127361010253963	0.76616340813978
MI2__53736	Group	MI	-0.868399604010732	0.576150733027019	84	29	0.135591240641293	0.76616340813978
MI32__39826	Group	MI	0.785672691144351	0.51570992327837	84	14	0.13148664991103	0.76616340813978
MI33__123531	Group	MI	1.14981014973223	0.752588866200064	84	14	0.130408963390639	0.76616340813978
MI8__38973	Group	MI	1.11424295360048	0.726750379567831	84	57	0.129079542886049	0.76616340813978
HF6__8951	Group	MI	-1.12101309615559	0.748849736035929	84	59	0.138237861535262	0.774481550638762
MI26__48581	Group	MI	0.874369885516044	0.584538604938796	84	42	0.138537137507219	0.774481550638762
HF8__71591	Group	MI	-1.17491849610748	0.788471935807942	84	47	0.140029050033918	0.778680061299722
CON37__64722	Group	MI	-0.95455214671356	0.643592516666312	84	52	0.141864740407567	0.778693047430383
CON4__10543	Group	MI	-0.82197752152221	0.554754732960706	84	15	0.14225410571516	0.778693047430383
HF42__2908	Group	MI	1.04310154078209	0.703500198236183	84	32	0.141979134810688	0.778693047430383
MI4__58394	Group	MI	-0.611913919733349	0.414931726985585	84	84	0.144113286604495	0.784782716172665
CON22__1448	Group	MI	-1.16647385601354	0.796318029022788	84	45	0.146789839342445	0.787123067086277
HF27__56268	Group	MI	-0.575348454725337	0.39131212972776	84	12	0.145305787789364	0.787123067086277
HF38__1319	Group	MI	-0.660123089994712	0.44996899113157	84	21	0.146189783134135	0.787123067086277
CON1__61877	Group	MI	-0.776853395205349	0.531471841038359	84	80	0.147644708899691	0.787688269307487
CON21__41016	Group	MI	-0.581155911167658	0.398756517234637	84	84	0.148819468333757	0.789945763731207
CON32__54229	Group	MI	-0.732478125448173	0.50520085256939	84	20	0.150907488289604	0.790029564135819
CON36__56259	Group	MI	-0.462831072516742	0.318762284512808	84	84	0.150327413933431	0.790029564135819
HF31__41737	Group	MI	-0.529290051186754	0.365224540579267	84	9	0.151090335291436	0.790029564135819
CON10__98555	Group	MI	1.23269692017318	0.887412839986754	84	64	0.168566143136664	0.793678385738482
CON1__11518	Group	MI	-0.49523600992975	0.35657700312003	84	10	0.168635648974881	0.793678385738482
CON32__4300	Group	MI	1.26743137049133	0.894467120397134	84	55	0.160280459452536	0.793678385738482
CON35__48136	Group	MI	1.05838986007262	0.753320051094447	84	25	0.163808141367288	0.793678385738482
CON39__52591	Group	MI	1.20957951091057	0.868798761509727	84	26	0.167612936750836	0.793678385738482
CON40__43317	Group	MI	1.1045418927529	0.774285426720926	84	20	0.157511661036583	0.793678385738482
HF18__34333	Group	MI	-0.928821414120493	0.655679367387643	84	43	0.160394000955973	0.793678385738482
HF23__65433	Group	MI	0.852769212096577	0.59722934971581	84	36	0.15712521646963	0.793678385738482
HF33__48893	Group	MI	-0.903689402342406	0.65330955837906	84	23	0.170343370139968	0.793678385738482
HF34__11418	Group	MI	0.548411309717242	0.387463328942709	84	20	0.160741280419221	0.793678385738482
HF37__48934	Group	MI	0.417184204183259	0.297517424412873	84	22	0.16462463441933	0.793678385738482
HF37__8889	Group	MI	0.573016979256845	0.414572202830249	84	26	0.170667283707799	0.793678385738482
HF39__74434	Group	MI	1.31487151988688	0.940441728094036	84	51	0.165840628088904	0.793678385738482
HF46__100818	Group	MI	0.836050503377616	0.59128021072025	84	49	0.161157194852888	0.793678385738482
HF7__26843	Group	MI	-0.495717454545286	0.352793249557638	84	14	0.163762306971342	0.793678385738482
MI13__100879	Group	MI	-1.02220476349831	0.735274211407797	84	31	0.168219374008888	0.793678385738482
MI16__87163	Group	MI	0.964790142084562	0.690160478856227	84	29	0.165906771063263	0.793678385738482
MI19__40308	Group	MI	0.615719322077993	0.427526618940548	84	12	0.15362101231783	0.793678385738482
MI22__12845	Group	MI	-0.913552045933028	0.6509217378357	84	25	0.164251019125124	0.793678385738482
MI2__115396	Group	MI	0.991246827908471	0.698189474246085	84	58	0.159474325913314	0.793678385738482
MI31__52924	Group	MI	1.01158723890566	0.711743468294879	84	53	0.159027164606715	0.793678385738482
MI35__88712	Group	MI	0.758216945375072	0.537189422841172	84	25	0.16189465235854	0.793678385738482
MI36__25477	Group	MI	-1.02331534957889	0.738967797511164	84	35	0.169872977796266	0.793678385738482
MI7__13139	Group	MI	0.908306527735973	0.635546631967147	84	11	0.156752925854287	0.793678385738482
MI9__62916	Group	MI	0.756316421858321	0.526240833846193	84	28	0.154464452073358	0.793678385738482
CON1__142396	Group	MI	-1.66103161685825	1.20704625005478	84	31	0.172533420740674	0.798822137438098
CON12__5128	Group	MI	-1.37009018848256	1.00763171962106	84	45	0.177647801303714	0.80833851256978
CON45__3141	Group	MI	-1.06356963569542	0.780217846618984	84	74	0.176560279940696	0.80833851256978
HF19__6311	Group	MI	0.544543238449324	0.398874310081928	84	15	0.175924010124118	0.80833851256978
MI14__143396	Group	MI	0.838965430125976	0.618148569363948	84	83	0.178434381461645	0.80833851256978
MI29__70487	Group	MI	0.803344344470612	0.591189852836152	84	43	0.177916954701446	0.80833851256978
CON18__63097	Group	MI	-0.822655211132316	0.608532196934599	84	33	0.180134730596407	0.80906667460181
MI31__72113	Group	MI	0.949499502913302	0.702300148671174	84	38	0.180097345666798	0.80906667460181
CON5__84202	Group	MI	-0.605756410160581	0.448951116350665	84	16	0.180963979985731	0.809332523255334
MI37__17004	Group	MI	0.976593269262313	0.728511081721886	84	79	0.183774264573387	0.818418440960296
HF15__78242	Group	MI	1.04068055878752	0.779275936829925	84	45	0.185425793488431	0.81883407124513
HF31__86339	Group	MI	0.862264178840729	0.645279533185985	84	75	0.185159164536918	0.81883407124513
CON22__10666	Group	MI	-1.42242890004971	1.094284637174	84	32	0.197287359715713	0.819442915784657
CON31__28979	Group	MI	-0.676675441371673	0.521453138454661	84	26	0.198038535308566	0.819442915784657
CON31__912	Group	MI	-1.01363425485618	0.7780521708223	84	40	0.196295171124245	0.819442915784657
CON47__115041	Group	MI	-0.671562591830239	0.517311121484864	84	17	0.197865207986488	0.819442915784657
HF13__61743	Group	MI	-0.755024148941231	0.580597843312092	84	65	0.197098296096223	0.819442915784657
HF26__75293	Group	MI	-0.650658784443395	0.500882803300566	84	13	0.197576524144589	0.819442915784657
HF27__73342	Group	MI	-0.856138530049362	0.657387839949106	84	29	0.196448329064372	0.819442915784657
HF40__7199	Group	MI	-1.34979179859898	1.0347842093091	84	37	0.195740260634765	0.819442915784657
HF43__43033	Group	MI	0.907513188623546	0.687403926177972	84	29	0.190440425588251	0.819442915784657
MI10__22502	Group	MI	0.958703232163549	0.737097542094196	84	79	0.19702295054342	0.819442915784657
MI10__34168	Group	MI	0.593444543556375	0.448883743926303	84	23	0.189829249447153	0.819442915784657
MI1__101311	Group	MI	1.32240039451941	1.00600324967395	84	47	0.192339847148739	0.819442915784657
MI29__48886	Group	MI	1.09405340340099	0.823328015819733	84	71	0.187593795255415	0.819442915784657
MI2__129799	Group	MI	-0.795938295879491	0.606220119269366	84	80	0.192861455388086	0.819442915784657
MI32__26776	Group	MI	0.926962971113458	0.700049184287203	84	79	0.189135792148431	0.819442915784657
MI37__11917	Group	MI	0.959938489643535	0.735449987425645	84	75	0.195461912851168	0.819442915784657
CON25__9997	Group	MI	-0.533942456999275	0.418340703887099	84	9	0.205440579029086	0.831427177059633
CON39__17826	Group	MI	-0.800138542864345	0.627240058614043	84	77	0.205681318777835	0.831427177059633
CON41__47405	Group	MI	0.931090505500223	0.723947832830151	84	27	0.202017690912467	0.831427177059633
HF2__26133	Group	MI	-1.08853522327314	0.852738480491639	84	37	0.205376210987867	0.831427177059633
HF30__8254	Group	MI	0.686726559407622	0.537214058530124	84	42	0.204746343954154	0.831427177059633
MI19__63245	Group	MI	0.527704862455242	0.412676430640196	84	21	0.204596711183714	0.831427177059633
MI36__20020	Group	MI	0.676003964384149	0.531366321908959	84	24	0.206898157749312	0.833141623733818
CON20__13372	Group	MI	-0.670462799151826	0.53131638516255	84	13	0.21056596827566	0.841463242044556
HF23__105642	Group	MI	0.719697654868306	0.569687604873244	84	17	0.210054410613861	0.841463242044556
MI12__31451	Group	MI	0.386605585182662	0.307007634445518	84	9	0.211505551821415	0.842016420319346
CON15__70153	Group	MI	-0.666370669653086	0.553640072509323	84	77	0.232200818760538	0.843277140513916
CON16__18185	Group	MI	-0.517086263224614	0.43075489775275	84	84	0.233433177587196	0.843277140513916
CON18__27668	Group	MI	-0.751605256941122	0.629621401690884	84	19	0.23602116628341	0.843277140513916
CON18__73663	Group	MI	1.12403484848285	0.895464057185037	84	50	0.212952028561337	0.843277140513916
CON18__8368	Group	MI	-0.646330286102542	0.543326306045872	84	32	0.237644440233004	0.843277140513916
CON32__67931	Group	MI	0.688919934988976	0.558150595412033	84	28	0.220620346732395	0.843277140513916
CON34__670	Group	MI	-0.474079604730921	0.380830909871684	84	9	0.216730731308084	0.843277140513916
CON36__22016	Group	MI	-0.805622291389969	0.675451226042097	84	72	0.236420033358925	0.843277140513916
CON39__56582	Group	MI	0.775990052075785	0.650585211835986	84	76	0.236404533464757	0.843277140513916
CON45__37400	Group	MI	0.615819477317936	0.519755427059902	84	76	0.239509075082991	0.843277140513916
CON47__62915	Group	MI	1.14814460630551	0.94164583312307	84	47	0.226227757747502	0.843277140513916
CON6__17303	Group	MI	-0.343155802352696	0.286810387684193	84	84	0.234966894070593	0.843277140513916
HF15__19544	Group	MI	0.976229279984691	0.791210031218042	84	76	0.22078603051867	0.843277140513916
HF18__67575	Group	MI	0.886200598576615	0.730292920695401	84	23	0.228427706683646	0.843277140513916
