"","Shannon","Simpson","InvSimpson","Group"
"MI35",8.2829402586011,0.999324439917718,1480.25323909357,"MI"
"MI33",8.36418496512257,0.999512508064151,2051.31598383783,"MI"
"MI32",8.1778757226964,0.999401166617091,1669.91358287783,"MI"
"MI38",8.13644052313109,0.999345644438105,1528.22113577495,"MI"
"MI36",7.86294819086655,0.999091208551402,1100.36246659501,"MI"
"MI34",7.44765898199616,0.998734881249166,790.439632122127,"MI"
"MI37",7.82152159920469,0.999084400454328,1092.18053321182,"MI"
"MI30",4.36305001901488,0.972994400555849,37.0293576362954,"MI"
"MI27",7.81630104724002,0.997983583525546,495.929294701169,"MI"
"MI28",8.03568516350322,0.999294431570914,1417.29697471796,"MI"
"MI29",7.87762506463507,0.999106721739482,1119.47199903866,"MI"
"MI31",7.92944730255999,0.999234568033526,1306.4518386999,"MI"
"MI17",7.01617320059857,0.998075456207967,519.60366095045,"MI"
"MI21",8.04163630758659,0.999231551868816,1301.32400538079,"MI"
"MI20",5.92454793560012,0.945942934512312,18.4989693942555,"MI"
"MI24",7.98337105327504,0.999040386441101,1042.0861509579,"MI"
"MI23",7.18958084605564,0.998324600486415,596.872561971899,"MI"
"MI26",7.82576245927777,0.999038141133216,1039.65356512572,"MI"
"MI19",7.68457023566038,0.999014275689886,1014.48243666044,"MI"
"MI18",7.94884547727303,0.99840446470541,626.748905769094,"MI"
"MI15",4.25986667596776,0.959271403133622,24.5527731603616,"MI"
"MI25",7.87127633561864,0.999077085426434,1083.52390203976,"MI"
"MI22",7.98277893237393,0.999078804529879,1085.5459372465,"MI"
"MI14",8.04598773894202,0.998713058114848,777.035864274229,"MI"
"MI16",8.10915176359981,0.999294741955946,1417.92072905861,"MI"
"MI1",8.26291583254971,0.999422324547851,1731.07580784294,"MI"
"MI2",8.20911207310481,0.99940067785888,1668.55173768727,"MI"
"MI3",7.97733962922513,0.997140164124937,349.670415956248,"MI"
"MI4",7.69528132837595,0.998530375757929,680.446042854273,"MI"
"MI5",8.55409993871222,0.999572004374242,2336.47247732579,"MI"
"MI6",7.82056682432724,0.999013043726762,1013.2161141441,"MI"
"MI7",7.44642490298311,0.998525419096403,678.158789090826,"MI"
"MI8",8.4084163683713,0.999452711780961,1827.19080223558,"MI"
"MI9",7.78108165867242,0.998520260845417,675.794782413236,"MI"
"MI10",7.35284696957048,0.998534529297926,682.374610822786,"MI"
"MI11",8.41781179815208,0.999474781421491,1903.96920618889,"MI"
"MI12",6.5395751095481,0.976064079286072,41.7782132532768,"MI"
"MI13",7.58170404020963,0.997171488033698,353.542785716959,"MI"
"CON1",8.21605514105888,0.999304425861715,1437.66127140077,"Control"
"CON2",6.92428644976477,0.995261679682418,211.045250843293,"Control"
"CON3",7.9958536106928,0.999309750011896,1448.75047770373,"Control"
"CON4",8.33019317776606,0.999470595604766,1888.91518280299,"Control"
"CON5",8.23112786166294,0.999334898877044,1503.530764699,"Control"
"CON6",6.96394674893453,0.997839266637276,462.805831229207,"Control"
"CON7",5.53815537333718,0.98685499747322,76.0745384386733,"Control"
"CON8",8.31938260583698,0.999297518887506,1423.52581758337,"Control"
"CON9",5.07867040140926,0.985840585415938,70.6243887459596,"Control"
"CON10",8.1749472103536,0.999272504248933,1374.57847490273,"Control"
"CON11",7.97497991370754,0.999182092772061,1222.63255029467,"Control"
"CON12",5.32989031541644,0.987716136473689,81.4076123410267,"Control"
"CON13",8.19007945402375,0.999379270209727,1611.00694000995,"Control"
"CON14",7.19657940641451,0.998325438450852,597.17124193421,"Control"
"CON15",8.07510018117969,0.999356549824445,1554.12188540792,"Control"
"CON16",7.62691949516739,0.998588317147294,708.374404408798,"Control"
"CON17",7.6703800052761,0.998945665786103,948.465853444846,"Control"
"CON18",8.13799604658237,0.999285895642412,1400.3555494017,"Control"
"CON19",7.47431550155896,0.998264500778087,576.203081726475,"Control"
"CON20",7.32847084313525,0.998432732732697,638.053266894948,"Control"
"CON21",8.3079201224275,0.999244892906886,1324.31546348766,"Control"
"CON22",8.12994952340006,0.999386658926028,1630.4142057913,"Control"
"CON23",7.27650261811231,0.997761066377532,446.64120006275,"Control"
"CON24",8.12807943300762,0.999232053397857,1302.17387147724,"Control"
"CON25",6.36495836461363,0.99556911829058,225.688715154391,"Control"
"CON26",6.64315636956123,0.996815644890369,314.035327585038,"Control"
"CON27",8.24577530850049,0.999292070376452,1412.5697904656,"Control"
"CON28",7.50665401528489,0.998420103507983,632.952858021234,"Control"
"CON29",8.13223165211133,0.999417679950325,1717.26870911924,"Control"
"CON30",8.15767692959523,0.999388816969721,1636.17108207936,"Control"
"CON31",7.69240205861682,0.998309118984713,591.407669113851,"Control"
"CON32",7.75377672232409,0.998790796109206,826.990392284417,"Control"
"CON33",8.2610486186487,0.999350327419886,1539.23688733367,"Control"
"CON34",7.5670438415779,0.995381777399505,216.53352090323,"Control"
"CON35",7.88232368843985,0.999123556298644,1140.97459820059,"Control"
"CON36",7.82591297207281,0.998886634638242,898.177753995572,"Control"
"CON37",8.29166821805979,0.999509236886885,2037.64295497276,"Control"
"CON38",8.24987806344703,0.999411986469047,1700.6411372517,"Control"
"CON39",7.8988641726075,0.998964512166417,965.728391554189,"Control"
"CON40",7.64676478420963,0.998779874280262,819.587673485783,"Control"
"CON41",7.73795956417921,0.998916934419052,923.305123522694,"Control"
"CON42",7.66572919048475,0.998790291876739,826.645684831713,"Control"
"CON43",7.92101101799313,0.99905975270263,1063.54998604847,"Control"
"CON44",7.8295539653797,0.999225341246046,1290.89098250834,"Control"
