"","Shannon","Simpson","InvSimpson","Group"
"CON1",2.07571641961462,0.862150475110139,7.25428688128582,"Control"
"CON2",2.02063049121933,0.860067782117479,7.1463170893178,"Control"
"CON4",4.07306780684644,0.957567229403931,23.5666911670536,"Control"
"CON5",2.22234701863522,0.877077862717691,8.13523114801812,"Control"
"CON3",2.54726177005898,0.883443916452803,8.57956075364416,"Control"
"CON6",4.55717157247991,0.96818711349013,31.4338027669933,"Control"
"CON24",2.44341421046941,0.879024915981366,8.26616495547106,"Control"
"CON25",4.55786438033288,0.969242660782927,32.5125653081501,"Control"
"CON26",4.36078455440084,0.96340164874106,27.3236352349542,"Control"
"CON27",4.25996364808961,0.961489702235949,25.9670804449994,"Control"
"CON28",4.39270764583982,0.962774056335917,26.8629859063813,"Control"
"CON29",4.43160205617021,0.963799967629828,27.6242846905292,"Control"
"CON30",4.74073482221216,0.969187558366499,32.4544225314737,"Control"
"CON31",4.5451664132224,0.962473279166259,26.6476787148658,"Control"
"CON32",3.76040433660759,0.941867445940867,17.2020654551457,"Control"
"CON33",3.60416317521484,0.934002537811881,15.1520977753598,"Control"
"CON34",2.39289188407055,0.876611478635543,8.10448159149476,"Control"
"CON35",4.30051951611226,0.961107754739864,25.7120665909454,"Control"
"CON36",4.35198036143267,0.963957409404708,27.7449534976163,"Control"
"CON37",2.35085032657975,0.873695491902245,7.91737377438689,"Control"
"CON7",3.92204605109397,0.95901497733551,24.3991569355998,"Control"
"CON8",3.44503823650751,0.92991129221502,14.2676335689885,"Control"
"CON9",4.11287806655565,0.955349781277222,22.3963068626551,"Control"
"CON10",3.94059375219596,0.951854540199809,20.7703904823034,"Control"
"CON11",4.42688966115089,0.967186192837375,30.4749764342796,"Control"
"CON12",4.33891626545713,0.968348443032236,31.5940224052317,"Control"
"CON13",3.26272214684499,0.922614390994641,12.9222992860436,"Control"
"CON14",4.6451863448641,0.970958817060437,34.433859050476,"Control"
"CON15",4.57853247687773,0.966525516267584,29.8735003052972,"Control"
"CON16",2.30150672261648,0.871308924734631,7.77054662056353,"Control"
"CON17",4.595653470145,0.969810993296882,33.1246406956717,"Control"
