"","Shannon","Simpson","InvSimpson","Group"
"CON18",4.63740017993174,0.968403217689294,31.6487922778502,"Control"
"CON19",4.28287767639882,0.964110814718518,27.8635469754162,"Control"
"CON43",4.26800496041488,0.962680887083217,26.7959209595863,"Control"
"CON44",3.32830978658524,0.932523892813254,14.8200606361658,"Control"
"CON45",4.27653148660228,0.964878677612037,28.4727320046105,"Control"
"CON38",3.03372803659918,0.909338008291419,11.029980492976,"Control"
"CON39",2.75252149714808,0.892894790909058,9.33661404975093,"Control"
"CON40",4.56842437690501,0.968874022016793,32.1275045731743,"Control"
"CON41",4.15954015059607,0.958917410426637,24.3412114568446,"Control"
"CON42",3.9157301157275,0.949183383612345,19.6786026124112,"Control"
"CON46",3.95938689530248,0.948841710096271,19.5471741116021,"Control"
"CON47",4.26866320986145,0.966300209130866,29.6737746499169,"Control"
"CON20",3.38478745800285,0.925739672444095,13.4661404401586,"Control"
"CON21",4.19883667300217,0.963328551890675,27.2691712914852,"Control"
"CON22",4.29665072556886,0.963898644083484,27.6997906203989,"Control"
"CON23",3.1252294610697,0.91200825427201,11.3647023561883,"Control"
"MI33",4.18246460413942,0.960969829376405,25.6212049299999,"MI"
"MI32",4.16338309699061,0.956401652014707,22.9366488917729,"MI"
"MI38",2.11816389228965,0.863713841201146,7.3375022732566,"MI"
"MI36",4.20946807184954,0.959687840812563,24.8064112703655,"MI"
"MI34",4.11107150198693,0.953778717951575,21.6350554481011,"MI"
"MI35",2.66224906224592,0.888205748084221,8.94500372660806,"MI"
"MI37",4.37273519672506,0.966242197918107,29.6227816483462,"MI"
"MI30",3.10280053424831,0.930987353991087,14.4900979433661,"MI"
"MI27",2.17726133246463,0.866121723234629,7.46947170340827,"MI"
"MI28",4.3781816277452,0.961644434703801,26.0718357890841,"MI"
"MI29",2.77267225734227,0.89327381362529,9.36977169304126,"MI"
"MI31",4.12584979068167,0.955703677865243,22.5752376677648,"MI"
"MI17",4.71352562481985,0.971223194658297,34.7502090008167,"MI"
"MI21",2.45120535908166,0.878714555633259,8.24501245983163,"MI"
"MI20",2.21465703040133,0.869699011622102,7.6745388691896,"MI"
"MI24",2.77668534998422,0.893694558907573,9.4068562222563,"MI"
"MI23",2.19340295320209,0.866519701828056,7.49174232973201,"MI"
"MI26",2.09574920439681,0.862608264167083,7.27845815425251,"MI"
"MI19",4.5285249948834,0.968973814729151,32.2308395721324,"MI"
"MI18",4.02598054552467,0.957292399627106,23.4150359952018,"MI"
"MI15",3.8082869840286,0.959125424021924,24.4650855959061,"MI"
"MI25",3.30862400325274,0.919385540819165,12.4047225542604,"MI"
"MI22",2.22764145265346,0.875275705246308,8.01768414064656,"MI"
"MI14",2.59333530685849,0.883102116855662,8.55447483822496,"MI"
"MI16",3.48024011591522,0.929524343962742,14.1892967902467,"MI"
"MI2",2.11720057759364,0.863144930022326,7.30700002683961,"MI"
"MI1",4.4436452501323,0.965616991910519,29.0841335754428,"MI"
"MI12",2.18784426192093,0.868094356987387,7.58117679547933,"MI"
"MI4",2.83910372611982,0.89914058756438,9.91479105272714,"MI"
"MI11",2.58067636868228,0.885449762434307,8.72979420428101,"MI"
"MI13",2.48048511005014,0.884107164583876,8.62866109375448,"MI"
"MI3",4.03771364250925,0.955715900579569,22.5814685877667,"MI"
"MI8",2.97303851256064,0.91000700654369,11.1119761838512,"MI"
"MI5",3.1834575009594,0.913149862293531,11.5140865220012,"MI"
"MI9",3.28808290610461,0.933585157032543,15.0568751700579,"MI"
"MI7",3.75777011690929,0.938723150135147,16.3193767663566,"MI"
"MI10",4.84148395958446,0.971367766555767,34.9256722130223,"MI"
"MI6",4.43692462945747,0.968659871948341,31.907974286246,"MI"
