feature	Acidaminococcaceae	Actinomycetaceae	Akkermansiaceae	Atopobiaceae	Bacillales_unclassified	Bacteroidaceae	Barnesiellaceae	Bifidobacteriaceae	Catabacteriaceae	Christensenellaceae	Clostridiaceae	Clostridiales_Family_XIII_Incertae_Sedis	Clostridiales_unclassified	Coriobacteriaceae	Corynebacteriaceae	Desulfovibrionaceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erysipelotrichaceae	Eubacteriaceae	Firmicutes_unclassified	Fusobacteriaceae	Lachnospiraceae	Lactobacillaceae	Leuconostocaceae	Methanobacteriaceae	Micrococcaceae	Myoviridae	Odoribacteraceae	Oscillospiraceae	Oxalobacteraceae	Pasteurellaceae	Peptoniphilaceae	Peptostreptococcaceae	Podoviridae	Prevotellaceae	Propionibacteriaceae	Proteobacteria_unclassified	Rikenellaceae	Ruminococcaceae	Selenomonadaceae	Siphoviridae	Streptococcaceae	Sutterellaceae	Synergistaceae	Tannerellaceae	Veillonellaceae
CON11	0.398579960142003	0.0114899988510001	0	0	0	91.6023808397618	0.127409987259001	82.5094417490557	0	0	0.0746099925390006	0	0	12.4865987513401	0	0	3.47396965260303	0.0202499979750002	0	0.0921599907840009	8.66333913366606	1.02587989741201	0	66.4106633589336	0.0152399984760001	0	0	0	0	1.36058986394101	0.0513599948640003	0	0	0	0.746789925321006	0	0	0	0	0.740579925942006	27.0991172900883	0	0	0.0493799950620004	0	0	3.04016969598303	0
CON12	0	0.0358499856600057	0	0	0	0.118889952444019	0	263.291204683518	0	0	0.0544199782320084	0	0	0.733379706648117	0	0	0	0.0185699925720029	0	0.031769987292005	0	0	0	0.809969676012128	23.7576504969398	0	0	0	0.0287699884920046	0	0	0	0	0	0	0	5.34923786030484	0	0	0	0.00524999790000081	0	0	5.62280775087688	0	0.00665999733600105	0.0583199766720093	0.0772499691000123
CON13	1.99554059866218	0.0730500219150063	3.24300097290027	0.150630045189014	0.0282900084870025	19.9305059791518	2.93478088043426	41.0811423243426	0.0164100049230015	0.0779400233820069	2.63517079055123	0	0.0122100036630011	37.0356711107013	0.00177000053100015	0.0939000281700084	3.64842109452632	13.4652940395882	0.0184800055440017	0.57360017208005	6.55737196721157	1.47777044333113	0	100.694040208212	0.493020147906042	0.327840098352028	0.00894000268200078	0	0	0.781380234414068	0.33741010122303	0	0	0	0.0553200165960048	0	4.37499131249739	0	0.831240249372072	15.5580646674194	35.4276706283011	0.0520800156240045	0.0157200047160014	3.10230093069027	0.046440013932004	0.451260135378039	2.37717071315121	0.0141600042480012
CON14	0	0.00710999857800025	0	0	0	85.0902129819573	0	130.136073972785	0	0	0.433379913324016	0.00488999902200018	0	0	0	0.00923999815200036	1.33811973237605	0.464189907162017	0.749399850120027	0.447629910474015	0	0	0	24.1604651679069	30.5322838935432	0	0	0.0418499916300015	0	0	0	0	0	0	0.299519940096012	0	0	0	0.0365399926920012	0	7.66937846612428	0	0.24059995188001	10.6911878617624	2.20757955848409	0	0.852869829426033	4.55492908901418
CON15	0.38493	0	0	0	0.02556	44.7041699999998	0	10.27656	0	0	1.06101	0	0	1.21947	0	0	1.56081	0	0	0.725639999999997	5.40455999999997	0.366809999999997	0	98.8040699999996	0	0	0	0.00875999999999997	0	0.478109999999997	0	0	0	0	2.78037	0.0617099999999999	0	0	0	7.56350999999997	117.82353	0	0.01053	0.488909999999999	0.07068	0	6.18029999999999	0
CON16	0.319980063996012	0.0328200065640012	0	0	0.0318300063660012	1.65306033061206	0.00399000079800015	65.5135631027124	0	0	0.143220028644005	0	0	88.8466677693333	0	0.00732000146400027	2.6688905337781	5.80752116150422	0.26163005232601	0.0310200062040012	20.7117341423468	0.0231000046200009	0	91.7590683518134	0	0	3.03987060797412	0	0	0.100050020010004	0	0	0	0.00153000030600006	0	0	3.94083078816615	0	0	3.77616075523215	3.64878072975613	0	5.95149119029822	1.46565029313006	0.0283200056640011	0.0133800026760005	0.177390035478007	0.0411300082260015
CON17	0	0.045959986212004	2.11442936567119	0	0	4.52972864108139	0	63.1553210534036	0	0	2.76413917075825	0.0126599962020011	0	19.4509441647167	0	0	1.05119968464009	20.9882937035119	0.214709935587019	2.16059935182019	11.430356570893	0.245789926263022	0	46.6201360139592	0	0	0	0	0	0	0	0	0	0	3.3809689857093	0	0	0	0	0	120.952703714189	0	0.011249996625001	0.618989814303055	0.0296699910990027	0	0	0.22214993335502
CON18	0.0768600076860006	0.0582300058230004	0.00618000061800006	0	0	3.43929034392903	1.02042010204201	89.0014889001486	0	0.0138300013830001	0.0684300068430006	0	0.00468000046800003	22.6458622645862	0	0	2.22789022278902	5.94726059472603	0	0.694800069480005	9.52923095292309	1.34382013438201	0	97.9163797916378	10.9304710930471	0	0	0	0	0.446880044688003	0.895830089583006	0	0.0549900054990003	0	0.0843900084390007	5.03763050376303	25.9733425973342	0	0.0692700069270006	1.12290011229001	17.4105317410531	0	0.0984300098430009	1.12065011206501	0.0660900066090006	0	2.60277026027702	0.0911700091170007
CON19	0.01068	0.15918	0	0.00819	0	1.82421	0	175.66494	0.0099	0	0.13119	0	0	0	0.05967	0.00609	1.12932	3.33204	0	1.53366	6.89475	0	0	65.8635	0.0057	0	0	0.00033	0	0	0	0	0.04545	0	0.20208	0	0	0	0.13191	0.01284	39.15711	0	0.29697	2.11632	0	0	0.27123	1.13274
CON20	0	0.411839958816003	0	0	0	107.496289250371	0	32.6454867354513	0	0	0	0	0.0952499904750009	0	0.002369999763	0	7.80002921999706	25.3244374675562	43.6996456300353	2.20823977917602	0	0	0	34.6537465346253	11.8214688178531	2.28266977173302	0	0.122369987763001	0	0.001769999823	0	0	0	0	1.09082989091701	0	0	0	0	3.97838960216103	20.5253379474662	0	0.269069973093002	3.79577962042203	0	0	1.23410987658901	0.296819970318003
CON21	0.0619800061980006	0.125490012549001	3.31002033100203	0	0	12.3009612300961	0.965700096570009	162.925876292587	0	0.00696000069600006	0.133830013383001	0	0.002370000237	10.7210710721071	0.0625800062580006	0.105480010548001	0.796710079671006	6.91503069150306	0	0.315000031500003	7.91310079131006	0.442020044202003	0	28.7130028713003	0.904500090450008	0.0433500043350003	0	0.002190000219	0	0.0786000078600007	0.941970094197008	0	0	0	0.00492000049200003	0	0.680370068037006	0.00858000085800009	0.405690040569003	7.09158070915806	43.8104143810414	0.207990020799002	0.163020016302001	0.878670087867008	0.0777900077790006	0.0398100039810003	0.753840075384006	8.08953080895306
CON22	4.20474042047403	0.0751200075120006	0	0	0	55.9142155914214	0.380130038013003	17.4833717483372	0	0.00873000087300006	0.131670013167001	0	0	19.9929919992992	0	0.0559800055980003	1.36560013656001	84.9408384940836	0	0.0899400089940008	14.6518814651881	0	0	72.3519672351966	0.311460031146003	0	0	0	0	0.313800031380003	0.151500015150001	0	0	0.0782100078210006	0.0602700060270005	0	0.0551400055140003	0.002160000216	0	11.0020811002081	12.0393012039301	0	0	0.634560063456006	0.167550016755002	0	3.53679035367903	0
CON23	0.246179926146022	0.0290699912790026	0	0	0	11.373356587993	0	28.9154013253796	0	0	0.147179955846013	0	0.0546899835930048	11.818016454595	0	0	1.80629945811016	10.5361468391559	1.99961940011418	4.95899851230043	1.86293944111817	2.88749913375026	0.00584999824500051	211.000136699959	0.293699911890026	0	0	0	0	0.0273299918010025	0	0	0	0	1.16648965005311	0	0	0	2.13047936085619	0	7.27352781794164	0	0	0.66905979928206	0.178379946486016	0	0.588599823420051	0.0310499906850027
CON24	8.22071753378473	0.137519958744012	0.0955499713350084	0	0.329849901045028	6.32714810185555	0	14.3748256875523	0	0	3.92582882225133	0.0641399807580057	0	41.8610574416826	0.0620099813970054	0.266339920098024	0.136289959113012	0.285389914383026	0.245729926281022	9.0424472872658	13.6042459187262	0.259289922213023	0	86.9160639251807	0.022859993142002	5.74982827505151	1.84007944797617	0.187769943669017	0	0	0.103889968833009	0.00266999919900024	0.0364199890740032	0	0.22841993147402	0	15.0990254702923	0.00503999848800045	0.00317999904600027	0.10751996774401	23.0624030812791	54.7157835852648	0.247079925876022	7.27982781605164	0.456329863101039	0	2.31593930521821	2.38148928555321
CON25	0	0.182069963586007	0	0	0.146669970666006	1.83779963244007	0	0.0352499929500013	0	0	0	0.0430799913840016	0	0	0.00596999880600023	0	0	28.2485643502871	3.38354932329012	11.1802777639444	0	0	7.6934984613003	206.652018669596	0	0.00548999890200021	0	0.00995999800800039	0	0	0	0	0	0	0.24251995149601	0	0	0	0	0	0	0	0	39.9329620134075	0	0	0	0.336539932692012
CON26	0	0.698880209664061	0	0.00852000255600075	0.170760051228015	0.0528600158580045	0	28.8465086539526	0	0	0.150570045171013	0.0394500118350034	0	0	0	0	1.2020403606121	15.4104346231304	1.51920045576014	16.5780649734195	0	0	0.280290084087025	218.524625557387	0.236700071010021	1.26711038013311	0	0.0241500072450021	0	0	0	0	0	0.00594000178200051	0.901380270414078	0.0739800221940065	0	0.0402000120600036	0	0	0.664590199377057	0	0.218970065691019	12.4029037208711	0	0	0	0.601590180477052
CON27	9.94281298284387	0.022500006750002	28.9535786860736	0.00804000241200072	0.00558000167400048	34.768330430499	6.79428203828459	4.37013131103938	0.0260700078210023	0.0175200052560016	1.02429030728709	0	0.0816300244890072	20.5674061702218	0	0.605610181683054	5.68689170606751	6.44973193491956	1.61265048379514	0.747750224325067	33.684910105473	1.26174037852211	0	76.2965628889687	0.0429300128790036	0.232530069759021	0	0	0	2.16243064872919	0.498990149697043	0	0	0	0.283920085176025	0	0.246150073845022	0	0	30.0140490042147	20.7903362371008	2.93490088047026	0	1.37676041302812	0	0.320220096066028	8.00829240248771	0
CON28	10.8442156623137	0.478319808672075	0	0	0.183089926764029	0.81962967214813	0	174.7670000932	0	0	0	0.0123599950560019	0	14.8190640723743	0.0117299953080019	0	0.0122399951040019	1.78178928728428	0.0108899956440017	7.6658069336772	4.13273834690464	0	0	75.51254979498	0	0.169139932344027	0	0.277349889060044	0	0	0	0	0.0137999944800022	0	0.0104699958120016	0	2.04140918343632	0	0.0216899913240034	0	0.745379701848118	0	0.0974399610240153	3.60077855968857	1.93895922441631	0	0.0182099927160029	0
CON29	0.00440999867700039	0.00191999942400015	0	0.931649720505084	0	29.2238612328416	0	100.409039877288	0.00275999917200024	0.00080999975700006	0	0	0.036209989137003	0	0	0.00713999785800063	2.76590917022725	6.94226791731961	0.549629835111048	0.0161099951670014	27.1126118662164	0.196889940933018	0	84.3446146966155	0.173969947809016	0.401249879625036	0	0	0	0.478649856405042	0.0410399876880036	0	0	0.0893999731800081	0	0.0129599961120012	0	0	0.11459996562001	3.90533882839833	30.8996307301108	0	0.0936899718930083	2.52095924371223	0.0132299960310012	0	0.206819937954019	8.49734745079575
CON30	0.810030243009072	0.22572006771602	0.101370030411009	0	0.537240161172048	29.3512288053686	0.246750074025022	37.3660912098273	0	0	0.475860142758042	0.0564600169380048	0.0127800038340011	3.85752115725633	0.0544500163350048	0.00102000030600009	0.714540214362063	5.47905164371548	41.9144825743446	0.0135600040680012	3.87204116161234	0.383280114984033	0.0570600171180051	91.0866273259881	0	0.207540062262019	0	0.639570191871056	0	0.669570200871059	0.0737400221220065	0	4.37598131279439	0.00273000081900024	0.0606900182070054	5.87343176202951	2.33589070076721	0.00318000095400027	0	2.50143075042923	20.9872562961769	7.80738234221469	0.0720900216270063	34.58740037622	0	0	1.40628042188413	1.71714051514215
CON31	0.0379500075900015	0.529080105816021	0	0	0.569010113802021	3.59142071828412	0	8.0400916080183	0	0	39.1260678252135	0.0689100137820027	0	8.71425174285033	0.223770044754009	0	0.139050027810005	37.5015075003013	1.96119039223808	3.31017066203412	3.17172063434412	0	0.0183000036600007	107.71760154352	0.534510106902021	0.0396000079200015	0	0.750720150144029	0	0.00357000071400012	0	0	1.31007026201405	0.0335100067020012	15.5632831126566	8.63676172735233	0.118980023796005	0.0275100055020011	0.404280080856015	0	5.86500117300022	0.0847200169440033	48.6914197382838	2.80713056142611	0.0474000094800018	0	0.341550068310012	0.00291000058200009
CON32	0	0.259950025995002	0	0	0.169650016965001	14.8988114898811	0	21.6559821655982	0	0	0	0.0153300015330002	0	0	0.0288900028890003	0	0.680370068037006	0.0616800061680006	0	2.16732021673202	6.66567066656705	0.291780029178003	0	74.2585574258556	42.9222042922203	0.0839400083940007	0	0.676230067623006	0.111540011154001	0	0	0	0.541590054159003	0	0.000930000093	0	5.96838059683803	0.002220000222	0.0156600015660001	0	14.2949114294911	0	0.607500060750006	100.787410078741	0.873600087360006	0	0.770160077016006	11.1868511186851
CON33	3.41082068216412	0.670440134088026	0	0.0166500033300007	0	24.605524921105	2.25480045096009	10.7809821561964	0	0	0.00075000015000003	0.364410072882014	0.0271200054240011	2.21445044289009	0	0.0931200186240036	0.231210046242009	12.0134424026885	0.163500032700006	7.37670147534027	45.5871991174398	2.90700058140011	0	118.480223696044	0.0279000055800011	0.78360015672003	0	0	0	0.439560087912015	0.437970087594016	0	0	0	0.187260037452008	0.0607500121500024	9.82728196545638	0.614520122904024	0	16.1317532263506	34.2983768596753	0	0.561300112260021	3.22287064457412	0	0	2.20851044170209	0
CON34	0.164489950653015	0.103469968959009	0	0	0.0612899816130054	12.1399463580161	0	78.2984465104659	0	0	0.271529918541024	0.0293399911980026	0	0	0.00329999901000027	0.174869947539016	0.529349841195046	12.2566763229971	0.00974999707500086	0.742919777124065	8.00237759928672	0.0147899955630013	0.139679958096012	87.4740937577718	1.90823942752817	0.475439857368041	0	0.00038999988300003	0	0	0	0	0.0974099707770087	0.0066899979930006	0.554279833716049	0	0	0	0	0	85.4679943596015	0	0.11300996609701	7.63736770878967	0	0	1.80794945761516	1.51490954552714
CON35	0.614129938587006	0.235529976447002	0	0	0.0476099952390003	24.2139275786072	0	90.7552409244759	0	0	0.00323999967600003	0.0263399973660002	0	0	0	0	0.846449915355006	6.65021933497805	0	0.0161099983890002	4.33679956632003	0	0	54.0085145991484	0.0262799973720002	3.35738966426103	0	0.0638099936190006	0	0	0	0	0.0766199923380006	0	0.0911399908860007	0.291929970807003	0	0	4.75586952441303	0.595679940432003	106.591729340827	0	0.194699980530002	1.39718986028101	0.422879957712003	0	0.272729972727003	0.107939989206001
CON36	1.18910928653443	0.081179951292029	0	0.426899743860152	0.22439986536008	5.29841682094989	0.277049833770099	5.55176666893998	0	0	0.210509873694076	0.0131399921160047	0	18.7271887636867	0.013919991648005	0.341369795178121	0.865979480412309	0.860699483580308	0.00575999654400207	0.434249739450154	9.60734423559343	0.013889991666005	0	82.6638704016775	0.787589527446283	0.916949449830327	0	0.273599835840098	0.136559918064049	0.333629799822117	0.141569915058051	0	2.55272846836292	0.00398999760600141	0.0405899756460144	0.0534299679420192	109.239384456369	0	0.00134999919000048	0.147899911260053	35.5590086645947	0	0.0637799617320228	20.2179778692133	0.224519865288081	0	1.26182924290245	0.950939429436338
CON37	0.10872	0	0.0609299999999997	0	0	36.8259299999998	1.40106	75.4971599999997	0.00269999999999997	0.0392399999999997	0.13488	0.00092999999999997	0.0718199999999997	8.46479999999997	0.0832499999999997	0.0495599999999997	1.00725	6.45278999999999	0	0.0583799999999997	15.64104	0.353639999999998	0	84.4661099999997	0	0	0	0	0	0.733859999999995	0.17262	0.00431999999999997	0	0	0.01104	0	0	0	0	6.79619999999997	29.6905799999999	0	25.52655	0.0654299999999997	0.0650999999999997	0.02799	3.13334999999998	3.05276999999997
CON38	6.13206122641224	0.080280016056003	0	0	0	53.8761407752281	0	73.6888947377787	0	0.0898500179700036	0.0526500105300021	0	0	20.3119540623908	0	0.077010015402003	1.67970033594006	6.08016121603224	1.22019024403805	4.18416083683216	3.94431078886215	1.73025034605007	0	60.0285120057023	6.53043130608624	0.0517500103500018	0	0	0	0.405570081114015	0.385230077046015	0	0	0	0.0187800037560007	0	1.78032035606407	0	0	7.5465015093003	38.6216477243295	2.88879057775811	0.163500032700006	1.14075022815005	0	0	5.82906116581221	1.46154029230806
CON39	1.32975026595005	0.00957000191400036	0.546120109224021	0	0.00648000129600024	44.2429588485916	0	126.532525306505	0	0	0.146520029304006	0	0	0	0	0.0204000040800008	1.01004020200804	1.91760038352008	0.00483000096600018	0.833370166674032	4.13097082619415	0	0	58.2753416550682	0.137280027456005	0.26223005244601	0	0.00045000009	0	0	0	0	0.0505800101160018	0.00999000199800037	0.228300045660009	0	0	0	0.145590029118006	1.63644032728806	52.771690554338	0	0	1.81731036346207	1.92306038461208	0	1.63875032775006	0.371850074370012
CON40	0	0.00329999835000081	0	0	0.0500699749650123	4.46273776863111	0.0558599720700138	88.1772159113919	0	0	0.0156899921550039	0	0	30.0991049504475	0	0	0.356429821785088	0.396389801805099	0	0	4.33412783293607	0.0374699812650093	0	123.083248458375	3.13979843010078	0.00983999508000246	0	0.0269399865300067	0	0.234179882910058	0.0331799834100082	0	0.562169718915138	0	0.0131699934150033	0	9.93119503440246	0	0.219149890425055	2.65379867310066	7.13012643493676	2.18939890530055	0.00464999767500114	1.05866947066526	0.192179903910048	0	0.379589810205093	21.1487294256353
CON41	1.22649	0.27045	0	0.00732	0	10.54356	0.78669	52.83276	0.05871	0	0	0	0	7.54935	0.01227	0.01107	2.31849	2.37624	0.05298	0.19899	11.07264	0.07692	0	181.40169	1.91718	0	0	0	0	0.40887	0	0	0	0.00996	0.04704	0	2.2887	0	0	0.36348	13.78275	0	0.07821	5.17416	0	0	0.28662	4.84641
CON42	0.0291900029190003	0.547290054729003	0	0	0.0992100099210009	0.211200021120002	0	45.5099145509913	0	0	0	0.0107700010770001	0	15.6186315618632	0	0.312780031278003	0.673230067323006	87.2868687286866	0	0.0843900084390006	14.1007514100751	0	0	113.496761349676	7.99407079940706	0.0372300037230003	0	0.110220011022001	0	0	0	0	0	0	0.00984000098400007	0	0.274470027447002	0	0	0.443850044385003	8.19579081957905	0	0.0222000022200002	1.78869017886901	0	0	0.0989100098910008	3.04374030437402
CON43	0	0.0170399965920006	0.0125699974860005	0.0405599918880015	0.00974999805000036	2.73941945211611	0.270059945988011	8.64704827059033	0	0	0.228989954202009	0.0140999971800005	0	26.572074685585	0	0.0159299968140006	0.0596099880780022	11.8083276383345	4.87799902440018	0.00317999936400012	16.6598366680326	0.460289907942018	0	54.0916391816721	1.69658966068207	0.891239821752033	0	0.00644999871000023	0.116459976708005	0	0.184979963004007	0	0	0	0.0851399829720033	0	64.6771670645664	0.195239960952008	0	3.52934929413012	45.7285408542917	0.129329974134005	3.24086935182612	3.97592920481415	0.0233399953320009	0	0.870569825886032	48.1203803759238
CON44	6.9027920708376	0.206250061875018	0	0.207240062172018	0.10947003284101	0	0	24.4047673214302	0	0	0	0.00405000121500036	0	28.8246386473915	0	0	1.54071046221314	41.4562924368876	0.11442003432601	26.5744279723284	33.1230399369117	0	0	61.9326785798034	25.4601376380413	0.0176100052830016	0	0.11304003391201	0	0	0	0	0.0794100238230069	0	0.0252900075870023	0	2.76105082831525	0	0.263760079128023	0	39.4765318429594	0	0.216270064881019	6.04089181226752	0.0962700288810084	0	0	0.0489600146880042
CON45	0	0.420839873748036	0	0	0	5.02949849115045	0	33.651919904424	0	0	0.0140699957790013	0	0	0	0	0	5.59484832154549	0.368549889435033	0.208949937315019	4.11329876601036	18.1118345664496	0	0	197.09343087197	0.0383699884890034	0	0	0.0068699979390006	0.156929952921014	0	0	0	0	0	0.0216899934930019	0	0.131399960580012	0.0264299920710024	0	0	7.00802789759163	0	0	2.46887925933622	0	0	0.165809950257015	24.8947125315862
CON46	0.478559952144003	0.0648299935170006	0	0	0.00794999920500006	5.30210946978904	0	28.7036671296333	0	0.0142499985750001	2.46566975343302	0.122399987760001	0.000659999934	22.2163177783682	0.001949999805	0.0234599976540002	1.37126986287301	19.7595880240412	2.57570974242902	0.560489943951003	24.4684175531582	0	0	119.164818083518	0.636659936334006	0.00458999954100003	0	0	0	0.00350999964900003	0.0114899988510001	0	0.0348899965110003	0.00953999904600009	2.24939977506002	0	0.00623999937600005	0	0.417509958249003	2.71187972881203	57.0936842906314	0	0.0245999975400002	1.09448989055101	0.246209975379002	0	0.516689948331003	7.63649923635006
CON47	0.0971099902890009	0.136829986317001	0	0.0217499978250002	0.0129899987010001	8.38868916113107	0.001409999859	10.3754689624531	0	0	0.184439981556002	0.0459599954040003	0	5.56499944350003	0.00953999904600009	0	0.270299972970002	1.82702981729702	100.895359910464	0.0263099973690002	9.46424905357508	0.426119957388003	0	53.1601446839854	8.37344916265507	0.995789900421009	0	0.172349982765001	0	0.240209975979002	0.0743399925660006	0	0.422459957754003	0	0.902609909739009	0	12.8540687145931	0.00461999953800003	0	4.59572954042703	13.5009586499041	0	0.464339953566004	59.3742840625714	0	0	2.00192979980702	5.11415948858403
MI1	0	0.0176399947080015	0	0	0.033539989938003	50.2447349265795	0.0906899727930081	61.6692414992274	0.0500999849700042	0	3.13826905851927	0.0405899878230036	0.070109978967006	26.1149621655113	0	0.0872099738370078	3.04373908687827	2.03615938915218	0	4.15019875494036	2.1880493435852	1.24478962656311	0	71.4900985529702	0	0	0	0	0	0.36344989096503	0	0	0	0.00122999963100009	0.683099795070061	0	0	0	0.146279956116013	22.164113350766	31.6782804965158	0	0.146459956062013	0.329789901063028	0.0320399903880028	0.021839993448002	4.58672862398139	14.1365657590303
