feature	衣原体目..Chlamydiales.	乳杆菌目..Lactobacillales.	肠杆菌目..Enterobacterales.	拟杆菌目..Bacteroidales.	支原体目..Mycoplasmatales.	梭菌目..Clostridiales.	乳酸菌目..Lachnospirales.	振荡螺旋菌目..Oscillospirales.	丙酸杆菌目..Propionibacteriales.	双歧杆菌目..Bifidobacteriales.	硒单胞菌目..Selenomonadales.
MI16	0.444168484672325	0.0953111286303618	0.10738182015993	0.00950423858513016	0.274481371091558	0.0435509446186897	0.00251367868268947	0.0206046956102369	0.00169608358144002	0.000705551283997788	8.20030836407096e-05
MI1	0.522765794385985	0.0878481729170045	0.192989318298178	0.0550017013130321	0.0795785195714599	0.0415772284815702	0.00365861802501407	0.00296219269039601	0.0128997688122291	0.000718685505130969	0
MI2	0.611306893013641	0.0489440059559689	0.169369086782926	0.0745714895779992	0.0430702339494007	0.0467624811750189	0.00153528703726449	0.00280225314001629	0.00160520164696145	1.60614643898439e-05	1.70062564127759e-05
MI3	0.763404749836577	0.0225573892377753	0.0951544919140003	0.0374243511714488	0.0550911690902147	0.019155388492709	0.000903607635914069	0.00536385241439743	0.000933285328364142	1.01528947855513e-05	1.56198381316174e-06
MI4	0.472268596064394	0.0320143183367935	0.176459116252114	0.249450544890724	0.0308593906684611	0.0325122512237392	0.00187416406058737	0.00399867771155578	0.000290460850718337	5.11764356027547e-05	0.000221303505309209
MI5	0.529770448741983	0.0544094385123428	0.243818621893781	0.0271348355736785	0.0840168253285088	0.0362918165098536	0.00464116392937089	0.00469108084543726	0.0151747424841763	4.43705920589951e-06	4.65891216619449e-05
MI6	0.519231126467529	0.0470282545697726	0.235173781393966	0.127504318992421	0.00992787747064943	0.0388152028533214	0.0054869780056472	0.00711124424134344	0.00303954896715708	0.00667586194085302	5.8050973398722e-06
MI7	0.443580131208997	0.0338271693941797	0.140273472232235	0.0729519621272199	0.289508086415303	0.0115468723716146	0.00101050152596544	0.00730060317689184	1.20154759330017e-06	0	0
MI8	0.548819138058359	0.0713416712427335	0.194166461532635	0.0770909469618072	0.0583756225028877	0.0421290072144061	0.0014769650262256	0.00512795629698358	0.00145211224934199	8.28425896120127e-06	1.18346556588589e-05
MI9	0.552475595089376	0.029439025111021	0.156920373857888	0.0260208600307518	0.212064143654275	0.0186319996489597	0.00203460074990082	0.00190743820303202	0.000495217524073572	0	1.07461307213072e-05
MI10	0.614331470200339	0.150888007510503	0.168243968972475	0.00143962048125836	0.0143092478707627	0.0480082834538653	0.0006956555345678	0.000558778866886636	0.00142029671640926	0	0.000104670392932655
MI11	0.440047803603141	0.0529994527157584	0.140646465549015	0.0401483251985301	0.259068723264048	0.0574938849362805	0.00217908480671931	0.00395049869880379	0.00286821618844448	0	0.000597545039259267
MI12	0.401478612350735	0.182628731485569	0.114616723248972	0.0170301569436773	0.251277435099826	0.0285634719426489	0.00249478279558958	0.00156920566762884	0.000276170953286665	5.08431880527752e-05	1.38663240143932e-05
MI13	0.543060285105343	0.118738338942881	0.188780244597956	0.0410511582316294	0.0704486743999808	0.0281673231933041	0.00311008602876476	0.00561708089754653	0.000769753354076656	0.000101692186226641	0.000155363062290701
CON1	0.534875863347171	0.0618838067152049	0.18051439171646	0.0661564628639754	0.0855449727812941	0.0417998625533262	0.00151224144689687	0.0033213545878158	0.0234463031273219	0.00092505875927314	1.96821012611306e-05
CON2	0.742149328066635	0.0424691941093126	0.0660705852045855	0.0769267098879396	0.0480228414408999	0.0204478124597484	0.00253531406981237	0.00037353484178438	0.000817912498389936	0.00018676742089219	0
CON3	0.532580827394403	0.0331752377641479	0.187442576543915	0.0846514861811229	0.0921677509870626	0.0431219115492538	0.00272373420078965	0.0203713590424872	0.00271131831839289	0.00105379801842517	0
CON4	0.490532169681336	0.0586319055826376	0.171777173163317	0.0786345980929714	0.139119682084335	0.0539266606722301	0.00266591763910057	0.00381937576973386	0.000749581580570048	0.000142935733767237	0
CON5	0.458164155171929	0.0443692194205589	0.146752873293762	0.0406652726073598	0.25973575387039	0.0341450759387239	0.00103304170612855	0.00275686167868496	0.00724379471695282	4.68854026987238e-06	0.00512926305524038
CON6	0.418735192554855	0.0674948512674399	0.149862958546896	0.000841346774235175	0.275804312031259	0.0861477157176998	0.000233564058491667	1.29040916293738e-06	1.29040916293738e-06	0	0.000877478230797421
CON7	0.864679735302507	0.0329285040964638	0.0564682946733691	0.00378759971966095	0.0194423822018706	0.00358169030846741	0.00232545399247014	6.04504693412221e-05	0.000113344630014791	0.0160231525297577	0.000589392076076916
CON8	0.555583401079455	0.0499355138416024	0.23520944248507	0.0385786150451403	0.0541775417020678	0.0522888001907079	0.00394557490479887	0.00475547215481568	0.00548590778784971	3.97308084913906e-05	0
CON9	0.626465608489593	0.219284268550019	0.109431345039313	0.000720763193026276	0.0242747603689038	0.00762694385073402	0.00143246018236669	0.000149592360816774	0.000183590624638768	0.0104193345859805	1.13327546073314e-05
CON10	0.564965810963071	0.0338946282592479	0.153967986930911	0.0670742640336644	0.128509384553063	0.0344170376289698	0.00483007307090379	0.010195837105675	0.00197453032962703	0.000170447124866907	0
CON11	0.550195439523247	0.0363504240606294	0.183547243937725	0.132691490914883	0.0400916475319539	0.0410539134358865	0.00598263939582974	0.00733976613620376	0.00233432435660911	0.000413110707033168	0
CON12	0.422261762652312	0.302614923759544	0.146953760219825	0.000644158652221897	0.0228518660330188	0.0888128110993491	0.000198202662222122	1.35138178787811e-05	2.25230297979684e-05	0.0156264780738305	0
CON13	0.613094732520774	0.0467469316685777	0.181751744737475	0.0406987443552611	0.0612693053609094	0.0511600911651874	0.00226674310952563	0.00113248679945074	0.00186152517659716	1.76951062414179e-05	0
CON14	0.399837998530296	0.0853731044157926	0.0850607923040951	0.399305230810341	0.0162753022914022	0.00861948025920235	0.00233649542387601	0.00197073952835861	0.00104883425746543	0.000125258868327878	4.67633108424076e-05
CON15	0.629764299931419	0.0614785442681186	0.180993427974018	0.0316536825966385	0.0397289802288659	0.0433363534411875	0.00570668728478739	0.00581799641177675	0.00114899743989008	0.000371030423297838	0
CON16	0.533697309270962	0.0867795947618737	0.133281647012835	0.0178031142093947	0.173615219232523	0.0478767346406932	0.00209003843898625	0.00137077334028275	0.00345950876278585	2.60603296631702e-05	0
CON17	0.710783300381464	0.0528855412852466	0.126840843355825	0.00796322112029287	0.0704533929824003	0.028743217480569	0.0010353777627006	0.00106188060645574	8.83428125171164e-05	0.000144882212528071	0
CON18	0.579868150442348	0.0441664264812924	0.152652867813369	0.0102844120506294	0.15981934803105	0.0314699833417195	0.00104297445567481	0.00329501765973142	0.0165398162215502	0.000856118376379437	4.88512625608809e-06
CON19	0.583524680746562	0.0468228143418468	0.117746193516699	0.00520168222003929	0.0398268664047151	0.0315247421414538	0.00833128683693517	0.00223016944990177	0.00221635559921415	0.162002701375246	0.000572507367387033
CON20	0.372100700080837	0.0493738928460149	0.209200626651879	0.0598979838630604	0.266525328632718	0.0395731969050893	0.00321278927632167	9.04243845149876e-05	2.06995579010213e-05	0	4.3578016633729e-06
CON21	0.551364973387826	0.0649574327945442	0.211479849613602	0.0457091193231794	0.0511665582542741	0.0521340877199442	0.00130503974439222	0.0117739949353003	0.00749477370447191	0.00261417052246591	0
CON22	0.382593101690441	0.0780970933884373	0.331317305854187	0.067613993245519	0.0724477255969341	0.0564226739369885	0.00186248896252264	0.00250698660937799	0.000668165639536471	0.00646682384641293	3.64122964325053e-06
CON23	0.545621298808806	0.0650792651026597	0.227790924714542	0.0145521807704519	0.0657091183468538	0.0444804931879444	0.0311995876389373	0.000937067377586737	0.00221219884338378	0.00241786520883491	0
CON24	0.520313892492006	0.067144061745229	0.164195738132624	0.0346661893945964	0.156335509964592	0.0449693617162605	0.00231747572278119	0.00611474088001343	0.00382678714096194	0.000116242810935681	0
CON25	0.513171883144169	0.160030401069089	0.195604703440326	0.0966588673994457	0.0163853496237753	0.00971043211308096	0.00843606705685964	2.29615325445282e-06	0	0	0
CON26	0.666798357982223	0.0387438510797358	0.241907635169829	0.00897895333338654	0.0243934883300211	0.0137876816741558	0.00488854125928823	0.000395073946669008	1.33021530864986e-06	0	0.000105087009383339
CON27	0.641859786720879	0.0620816066305387	0.146808331478819	0.0336669453449697	0.0452391119986046	0.058883322005762	0.000621011542093456	0.00994219931312815	0.000860093467499895	3.15768580725486e-05	6.0146396328664e-06
CON28	0.648189051114078	0.0260049716640724	0.129824514040795	0.00403104057540014	0.0687131148065079	0.0606609798256152	0.00677263126635346	0.00160843776219702	0.0526891246446908	0.0015061343002905	0
CON29	0.587708033091745	0.0429706196986381	0.158140459444827	0.0350730126513414	0.108939636074501	0.0416026950469619	0.00479035181557342	0.00591895504157392	0.0127611938346616	0.00209504330017707	0
CON30	0.528823492357251	0.115049601299821	0.214623640498641	0.0377119757760589	0.051949406022534	0.0352096461332273	0.00626994315454275	0.0069661208025701	0.00133153478390255	0.00199621609527968	6.8423076171175e-05
CON31	0.453259739321381	0.0598935672257424	0.250016492681961	0.00847880925977702	0.145543991480352	0.0730343079199429	0.0051645655513425	0.00285401934513057	0.00168696575490932	5.81170697687569e-05	9.42438969223085e-06
CON32	0.524208098355697	0.16003732633262	0.188792377001361	0.0305484432056351	0.034728074155701	0.0412412761176293	0.0158123744085046	0.00257259998703572	0.00198245500313304	5.67187398716536e-05	2.02566928113049e-05
CON33	0.538192023788652	0.0520666667586995	0.162149924279969	0.0922031146678741	0.0952664282095422	0.0532359441673489	0.0040779757557853	0.00133355605283974	0.00131422915352322	0.000160137165765435	0
CON34	0.598784120198962	0.0761742663229988	0.196839495062628	0.0217629115903114	0.0475037619236268	0.0500421433264372	0.00456973864616398	0.00266554501836536	0.00122761798093524	0.000374969635611029	5.54302939598913e-05
CON35	0.541127172397732	0.0669711446712576	0.168833269181629	0.0348343753942095	0.102431403499125	0.0707215934636422	0.0079973994300741	0.00535316321810825	0.00134395124901751	0.000386527495204795	0
CON36	0.529388041537491	0.0791752907002567	0.196773649098807	0.020365451751308	0.126548994874437	0.0338482584633971	0.00082613059969975	0.012397288870333	0.000643138230303892	2.66493741838629e-05	7.10649978236344e-06
CON37	0.526192418215357	0.0548104553839204	0.16248635354055	0.0500821924684092	0.15002948890088	0.0399643623495752	0.00067008821573327	0.00304174875456451	0.0108130152714861	0.00190987689952441	0
CON38	0.350575471298665	0.0516716189660197	0.105979621267407	0.0499119545102454	0.402853570512357	0.0251869876985382	0.000838113360747403	0.00344709923112751	0.000153176736065276	0.00937989574019233	2.49067863520774e-06
CON39	0.591780850281857	0.0788061061273508	0.119204760943423	0.109816426221079	0.0450263912110969	0.0418187245599596	0.00153222592050025	0.00926410018824983	0.00272280687224031	0	2.76076742432478e-05
CON40	0.64179718444979	0.0499400405543887	0.143704984991969	0.0301076362896368	0.067512155414883	0.0486347415929589	0.0127739056492699	0.00335046114264534	0.00176317109155262	0.000412811698269534	2.90712463570094e-06
CON41	0.550624315077886	0.0279382636993366	0.200675173712346	0.0131993956587117	0.117080988648925	0.045705992971611	0.00245647800677082	0.00255545260607275	0.0394562836349674	0.000302886123164945	4.76986020732197e-06
CON42	0.631866919818786	0.0406767677059582	0.219215478884243	0.00618430977034248	0.0648206213015756	0.0321429981957613	0.00155956347635272	0.0018668523886174	0.000842877110443874	0.000819758195414556	3.85315250488628e-06
CON43	0.636244005256281	0.0520087305182528	0.169945602731469	0.0341489803787967	0.0630529109839054	0.0373330737638941	0.000853584117345353	0.00588710975669109	0.000443639113620282	8.23633797438499e-05	0
CON44	0.476671485483592	0.0579357254207027	0.306388485470268	0.0299554981146656	0.0617080596378559	0.0514603013870198	0.00617063941481353	0.00705834543589197	0.00226839699945372	0.000379731656296217	3.33097944119489e-06
CON45	0.558876706488095	0.0912024956081291	0.251812743037097	0.00859484417291153	0.0462934228528406	0.0396752579127886	0.00148419601102083	0.00190381870140945	0.000156515215707651	0	0
CON46	0.565419257689412	0.0479350826803491	0.211255495756765	0.0115073942909196	0.0769870704479332	0.0723394960170287	0.00319908039993927	0.00909840154423406	0.00109217999126256	0.00106739292763107	9.91482545259629e-05
CON47	0.565830134851287	0.259690616840512	0.0951169591952813	0.016725411249401	0.0376831196284536	0.0167612402198107	0.00125177465369061	0.00388296466815655	0.00215421684588616	7.16579408194981e-05	0.000831903906701361
