"","Shannon","Simpson","InvSimpson","Group"
"CON15",7.64994624875886,0.999003157890719,1003.16789458391,"Control"
"CON16",7.23514786289976,0.998007199920641,501.806483429014,"Control"
"CON17",7.24769910325846,0.998374815863176,615.314890997043,"Control"
"CON18",7.71399129900713,0.998908256376262,915.965963305391,"Control"
"CON19",7.05711882012119,0.997323135171625,373.571347122155,"Control"
"CON20",6.86413145181253,0.997417108761063,387.163030686359,"Control"
"CON21",7.88115159688405,0.998815585131792,844.298756155436,"Control"
"CON22",7.69572265867865,0.999026327715411,1027.03960647513,"Control"
"CON23",6.82857952690003,0.996118785323461,257.651298199183,"Control"
"CON24",7.75933645630365,0.998932990284124,937.198588842388,"Control"
"CON25",5.859101499141,0.992806304146307,139.010603219567,"Control"
"CON26",6.23415847568815,0.995123259805733,205.055008092401,"Control"
"CON27",7.82460085130324,0.998943823781357,946.811698984361,"Control"
"CON28",7.07938889146231,0.997483409503232,397.363020040176,"Control"
"CON29",7.73068742267953,0.999126839394367,1145.26467816933,"Control"
"CON30",7.73939888479623,0.99908384051225,1091.51300987532,"Control"
"CON31",7.23514321384984,0.996983767124553,331.539387472414,"Control"
"CON32",7.37448584789776,0.998243674156573,569.37042960599,"Control"
"CON33",7.84773685279823,0.998976305931697,976.854346393967,"Control"
"CON34",7.04630948436047,0.991223582035689,113.94170196388,"Control"
"CON35",7.49358414542951,0.9987175665741,779.767572962292,"Control"
"CON36",7.41590120201369,0.99831766918669,594.413412682082,"Control"
"CON37",7.8691361375341,0.999242545596656,1320.21148149087,"Control"
"CON38",7.79926402256029,0.999029843014082,1030.76101550064,"Control"
"CON39",7.44139259037887,0.998294756994894,586.426683473258,"Control"
"CON40",7.25725473351845,0.998146305052795,539.463087768513,"Control"
"CON41",7.32801316297596,0.99842625816769,635.428238272305,"Control"
"CON42",7.24103350755992,0.99811239223194,529.771076873475,"Control"
"CON43",7.51694836130547,0.998585392011014,706.909622868143,"Control"
"CON44",7.41339401763241,0.998807159464768,838.335025062967,"Control"
"CON45",6.57619387478212,0.996718336940503,304.723544699725,"Control"
"CON46",7.65315037884967,0.998781259735594,820.519374968736,"Control"
"CON47",7.57040147427382,0.998074185774965,519.260885603657,"Control"
