feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Arthrodermataceae	Group	MI	1.06187278757845	0.313163960393468	84	76	0.00107429437226303	0.0207552759144369
Sordariaceae	Group	MI	0.90445044122947	0.273165315909043	84	69	0.00138368506096246	0.0207552759144369
