feature	肠杆菌科..Enterobacteriaceae.	链球菌科..Streptococcaceae.	支原体科..Mycoplasmataceae.	梭菌科..Clostridiaceae.	乳杆菌科..Lactobacillaceae.	坦纳菌科..Tannerellaceae.	拟杆菌科..Bacteroidaceae.	肠球菌科..Enterococcaceae.	芽孢杆菌科..Bacillaceae.	毛螺菌科..Lachnospiraceae.	明串珠菌科..Leuconostocaceae.	葡萄球菌科..Staphylococcaceae.	瘤胃球菌科..Ruminococcaceae.	丙酸杆菌科..Propionibacteriaceae.	普雷沃菌科..Prevotellaceae.	双歧杆菌科..Bifidobacteriaceae.	韦荣球菌科..Veillonellaceae.	丹毒丝菌科..Erysipelotrichaceae.	柯林斯菌科..Coriobacteriaceae.	真杆菌科..Eubacteriaceae.	阿克曼氏菌科..Akkermansiaceae.
CON24	-1.67717907291166	-4.01526330169215	-1.74650664997188	-3.54413784649885	-5.72771241587227	-7.93219952860787	-4.03750675512378	-5.17602726517557	-4.60285396215803	-7.79402011117451	-5.67128403546808	-7.56344557759979	-8.24671015193275	-7.09887469270293	-9.83630410138555	-12.1397949480162	-22.2533131417301	-7.8305171099082	-6.2245320548676	-5.06094523707061	-17.7993417072643
CON25	-1.38285543797261	-2.64777792881561	-4.96013183554658	-5.71493089043808	-8.70033580377933	-6.04207082348267	-2.52005411690259	-2.72087046523063	-6.27923230380113	-5.89761977652525	-13.1760692347457	-8.04850473502706	-18.8628613085084	-19.8628613085084	-19.9986317453378	-21.2533131417301	-22.2533131417301	-9.88451478890189	-19.2729896484762	-5.17818410691662	-17.7993417072643
CON26	-0.809784187393096	-4.73909602991212	-4.11945829368133	-4.94257447988448	-5.22672454038007	-17.2820069758813	-5.56176271759369	-5.33985905548641	-5.24531820708559	-6.4326018749335	-8.62737094735329	-7.08540484935809	-15.1120819744389	-18.2820069758813	-19.9986317453378	-21.2533131417301	-11.9782262277042	-15.2820069758813	-19.2729896484762	-2.46334990961319	-17.7993417072643
CON27	-1.39979074853103	-4.76463217517922	-3.09788996893406	-2.71767519788566	-6.43069620828491	-4.97857429538641	-4.17906081391267	-4.06087026801139	-4.96241931356333	-9.19333494489479	-4.26571857801574	-7.40673858300399	-7.81608497020497	-8.81482332164106	-19.9986317453378	-13.5823772356407	-15.9746946584195	-7.46491965409251	-5.97047419210126	-4.80884551224305	-9.61714265380137
CON28	-1.55044162936986	-4.79350976784758	-2.46823653405783	-2.64805321554524	-7.96837704925557	-7.78182072847179	-7.3728765163014	-5.20369636233336	-5.27820418282628	-5.68060526186818	-9.69659289160476	-7.26156391713845	-10.0241236927215	-2.85131680523449	-15.3293085237743	-7.97989969246481	-22.2533131417301	-6.49447286529457	-6.8657841505031	-5.3561079057711	-17.7993417072643
CON29	-1.54120692072148	-4.81042047499122	-2.0788367659757	-3.46761682364813	-5.57666857814273	-4.8197680498524	-4.61533309697689	-4.94360537460545	-3.88725719082146	-6.47252302726857	-7.86839422456462	-7.13315399840261	-11.566919284109	-5.17253051131052	-19.9986317453378	-7.77924184682784	-22.2533131417301	-6.48385267289597	-13.3805061598781	-5.06432749775585	-17.7993417072643
CON30	-1.20719860011124	-2.42696973381208	-3.25365321170404	-3.81487874350296	-6.54519886040851	-4.98947311582333	-4.48582090875638	-5.36549549882143	-5.70509903845524	-6.30049250073253	-6.47038634548292	-7.12470804549699	-11.0850961895981	-8.53959844357347	-19.9986317453378	-7.95542065597522	-12.8220617837643	-5.97936224634159	-10.1269163652928	-5.67360537786924	-16.7993417072643
CON31	-1.24822902389022	-5.47275034916958	-2.02854320234398	-3.02335224859652	-5.38961046962709	-8.86109072218958	-6.3661256938903	-4.22877957508743	-5.34224282863329	-6.83820429284517	-9.75671279476401	-7.06825841588968	-11.9432397635435	-8.4594239862792	-17.5282022642646	-13.3187488986357	-15.9432397635435	-11.8699907815128	-14.4407394230143	-4.28109064994304	-17.7993417072643
CON32	-1.42030310453066	-1.9416522986495	-3.86277450037279	-3.61497691103988	-5.37200393733298	-5.06658672670443	-5.03009315789883	-5.35044711728808	-5.04058921054063	-4.99696065789113	-7.0053584955718	-7.01330724868729	-11.8837965156909	-7.99351688292728	-19.9986317453378	-13.1208357129917	-14.606262540162	-6.92960020530401	-15.9281906350493	-5.89476763351189	-17.7993417072643
CON33	-1.66075075558179	-4.99047845320029	-2.42736359735509	-3.26730499682894	-5.62611115271793	-2.69566334233304	-5.28936411894404	-4.3890137899697	-4.6984356726325	-6.95931224180277	-8.84722447561002	-7.27725582259949	-13.9168980034168	-8.60704274083004	-19.9986317453378	-11.6438795090104	-22.2533131417301	-4.78493389474895	-11.7603935177368	-5.64894091901399	-17.7993417072643
CON34	-1.23195856013699	-4.23256816222634	-3.28268536200517	-3.20758354797831	-4.90933989412855	-6.28120075132887	-4.86908444004851	-3.71535762539537	-3.93432358599348	-6.66002896335739	-8.84885699714141	-6.24679338514181	-9.9943585246445	-8.55679354269608	-19.9986317453378	-10.2678095464236	-13.0258367561177	-9.58973764131099	-9.85120475199783	-4.1586488805265	-17.7993417072643
CON35	-1.6281568331939	-5.27188172155246	-2.34887683525787	-2.88331223468217	-5.98588162104147	-4.87991808299931	-4.93042661015788	-3.8757112054687	-4.34423750170444	-6.00384603688478	-5.75175646524687	-5.6126767996349	-10.7450261196277	-8.60091030453495	-19.9986317453378	-10.3987481633245	-22.2533131417301	-6.28594335724665	-19.2729896484762	-4.39281830421276	-17.7993417072643
CON36	-1.37148635580937	-3.564578185386	-2.00805377537646	-3.91059631184949	-6.5664858815858	-7.103111582935	-4.98566539685722	-4.20427377624227	-4.9194071544789	-8.5098656429549	-7.32816015758852	-7.47003966246172	-7.07500401930109	-9.62840525813031	-9.73593372243475	-14.221360549605	-16.1282511452135	-8.17696643024654	-7.72523912163851	-4.49015467556974	-17.7993417072643
CON37	-1.73891012974746	-4.94540948754712	-1.83948155899471	-3.74803228109794	-5.3563319636057	-6.34793096640545	-3.6259560523301	-4.60882475259964	-4.43000544864249	-9.53193115305949	-7.88428600461	-6.74359947892712	-13.0344314935887	-5.63388686701811	-19.9986317453378	-8.13510419205662	-22.2533131417301	-5.90171757124343	-8.0459695652576	-4.33596513406413	-11.7879935982856
CON38	-2.79730078318554	-5.73174710131462	-0.870815164916718	-4.87032021244153	-6.22325194261613	-5.13259869435015	-4.67134049057948	-5.40847180699513	-3.30332598643436	-9.38463864967587	-6.11855091986452	-8.04746782180304	-9.14764885212646	-12.231657789307	-19.9986317453378	-6.295355010032	-18.1741722946462	-8.19117871995192	-8.44540144510357	-6.69439203061713	-17.7993417072643
CON39	-1.91370873559332	-4.99756335131474	-3.31830783477275	-3.42492962605369	-6.11673406861916	-3.60453785733606	-2.62330063858064	-5.02292771589309	-4.13395182023069	-8.06795267920614	-3.33661265095305	-7.53652298227001	-7.01466215935929	-7.36591212626717	-19.9986317453378	-21.2533131417301	-13.9897936162806	-6.72183653187779	-15.4048311155595	-4.97298532859408	-17.7993417072643
CON40	-1.51514266475272	-4.76434466327457	-2.60009279710356	-3.07325282424985	-5.05215059060988	-6.82200901654361	-4.36759198425801	-4.24966011122442	-5.24888069735302	-4.99467173537003	-8.64597865245211	-5.44202677872946	-7.61551949770159	-7.85899569640414	-5.94159778821997	-9.95361241201996	-17.1033595315246	-6.58274085096837	-5.16396397134309	-4.59308986062647	-17.7993417072643
CON41	-1.31155344928961	-5.70879488315055	-2.08287801612976	-3.43992960033782	-7.07455599216823	-6.6773936519668	-6.019744645358	-5.13408776061137	-4.48881454048549	-7.43305791226447	-9.57596591907467	-7.80111842359636	-14.4181508252954	-3.65205786842403	-9.4517592179382	-10.6773936519668	-16.666078338739	-8.23771816603467	-10.1153315533557	-4.41881834479771	-17.7993417072643
CON42	-0.856864517246077	-5.02235206041703	-2.61460701767153	-3.62655536127975	-5.73704027555358	-9.73386972089439	-6.11794374668871	-4.69083113582798	-4.78680641314708	-7.95316050488171	-6.13555570547944	-7.0967059654443	-8.42752552122548	-8.87959375144929	-17.652732958169	-8.91971763648302	-16.652732958169	-8.17598675422951	-7.82856974842482	-5.43962873852707	-17.7993417072643
CON43	-1.32548967181182	-5.19506203731372	-2.75589604052675	-3.51200472226893	-5.84548053978772	-6.95568081922054	-5.9943677037114	-3.72672571011164	-4.59324192374507	-8.7984924088228	-9.04747904017097	-4.01656815017613	-13.2721099337034	-9.90692864086217	-4.14787621429765	-12.3362402711231	-22.2533131417301	-8.48052232750413	-8.43153723475237	-4.30682754330309	-17.7993417072643
CON44	-0.913277123253796	-4.99220885804537	-3.22503778442846	-3.48703680878372	-4.67870834976226	-13.5442816499934	-7.72542403864678	-5.14974503735865	-4.28275407693979	-6.27072717644459	-9.13782004489434	-7.28852047907175	-6.90940802494619	-7.99075165710887	-4.40790920826208	-10.5693726309562	-17.4022626451209	-8.40367221537561	-7.4271311881996	-5.15004073218258	-17.7993417072643
CON45	-1.01366421644383	-4.68042467351688	-3.45712090661056	-3.67973760575642	-8.71128510654113	-7.45132980788834	-6.48146110577644	-3.05448842822249	-3.81163414439515	-8.37371529255089	-5.82540892789204	-8.24850193991497	-11.9235495698684	-11.665481416928	-19.9986317453378	-21.2533131417301	-22.2533131417301	-11.5347777252834	-19.2729896484762	-4.03719301770754	-17.7993417072643
CON46	-1.2026087979997	-5.11280592224455	-2.65808414318654	-2.74791676979837	-5.03203350989366	-7.24627268801101	-5.87034172289351	-4.81091001591803	-5.24714583155935	-6.83001367486588	-8.1360692320684	-5.97986709042642	-6.66831017696104	-8.79741777958991	-19.9986317453378	-8.83053705417178	-12.2588972268761	-6.23479644662316	-5.97609836819254	-4.59834415873883	-17.7993417072643
CON47	-2.23938117174273	-1.81384686593813	-3.57434997219835	-4.74313947402136	-6.21926748351236	-6.74140581263802	-5.16287473769309	-1.90136664081925	-6.16094229773695	-8.46954286097731	-6.26724362678036	-8.34146304706276	-9.65582403340485	-7.70303299119709	-19.9986317453378	-12.6129260749671	-9.07570767442854	-7.68440769970925	-9.61011105936008	-5.8718804979573	-17.7993417072643
